AUC,D,M,gamma
-7838.293295999999,3.0,18.0,0.27
-7837.530726000001,2.0,42.0,0.3
-7827.648045,3.0,23.0,0.5700000000000001
-7868.560056,4.0,7.0,0.0
-7870.068436,3.0,46.0,0.03
-7846.560056,3.0,40.0,0.2
-7851.579609,2.0,11.0,0.15
-7633.9846370000005,3.0,13.0,0.96
-7861.918994,4.0,25.0,0.1
-7865.860334999999,3.0,50.0,0.05
-7853.308659,3.0,64.0,0.13
-7840.3798879999995,3.0,30.0,0.35000000000000003
-7868.560056,4.0,16.0,0.0
-7826.641061,3.0,19.0,0.54
-7706.670391,3.0,9.0,0.86
-7863.502793000001,2.0,38.0,0.08
-7846.455306999999,3.0,21.0,0.18
-7870.196927,3.0,32.0,0.02
-7870.196927,3.0,32.0,0.02
-7869.494412999999,3.0,36.0,0.04
-7867.832402,3.0,48.0,0.06
-7856.057263,3.0,29.0,0.11
-7866.446927,3.0,27.0,0.01
-7851.824022,3.0,37.0,0.14
-7863.502793000001,3.0,5.0,0.08
-7870.196927,3.0,33.0,0.02
-7862.427374,3.0,46.0,0.09
-7845.72905,3.0,24.0,0.24
-7846.627095000001,3.0,43.0,0.19
-7848.148045,3.0,58.0,0.17
-7867.832402,3.0,34.0,0.06
-7869.494412999999,3.0,17.0,0.04
-7856.057263,3.0,22.0,0.11
-7853.308659,3.0,40.0,0.13
-7868.560056,3.0,30.0,0.0
-7846.710894,3.0,26.0,0.22
-7835.740223000001,3.0,32.0,0.28
-7765.202514,3.0,3.0,0.16
-7863.502793000001,3.0,14.0,0.08
-7869.494412999999,3.0,16.0,0.04
-7836.0656420000005,3.0,8.0,0.31
-7840.311453,3.0,10.0,0.26
-7851.917598,3.0,15.0,0.15
-7843.075419,3.0,28.0,0.42
-7870.196927,4.0,19.0,0.02
-7856.057263,4.0,35.0,0.11
-7868.560056,3.0,54.0,0.0
-7836.423184,2.0,19.0,0.37
-7846.560056,3.0,39.0,0.2
-7867.832402,4.0,12.0,0.06
-7825.047486,3.0,31.0,0.63
-7852.1829609999995,4.0,5.0,0.13
-7870.196927,3.0,33.0,0.02
-7835.3156420000005,2.0,51.0,0.46
-7834.46648,3.0,24.0,0.73
-7861.918994,3.0,29.0,0.1
-7845.72905,3.0,12.0,0.24
-7818.5670390000005,3.0,43.0,0.76
-7837.965084,4.0,26.0,0.34
-7848.148045,3.0,21.0,0.17
-7866.703911,3.0,36.0,0.07
-7869.494412999999,4.0,37.0,0.04
-7791.208101,2.0,40.0,0.81
-7765.96648,3.0,61.0,0.89
-7846.710894,3.0,45.0,0.22
-7846.627095000001,3.0,7.0,0.19
-7542.920391,2.0,2.0,0.65
-7821.192737,3.0,13.0,0.6
-7835.740223000001,3.0,17.0,0.28
-7868.560056,4.0,22.0,0.0
-7841.4846370000005,3.0,47.0,0.39
-7822.108939,4.0,19.0,0.7000000000000001
-7851.824022,3.0,27.0,0.14
-7862.606145000001,4.0,15.0,0.09
-7853.688547,4.0,18.0,0.12
-7865.860334999999,3.0,34.0,0.05
-7870.068436,3.0,49.0,0.03
-7840.794693000001,4.0,25.0,0.25
-7868.560056,3.0,33.0,0.0
-7866.703911,3.0,30.0,0.07
-7862.606145000001,4.0,11.0,0.09
-7851.579609,2.0,42.0,0.15
-7846.245809999999,3.0,23.0,0.21
-7837.960894,3.0,28.0,0.29
-7870.196927,4.0,20.0,0.02
-7835.344972,4.0,20.0,0.33
-7853.688547,4.0,9.0,0.12
-7767.276536,2.0,3.0,0.18
-7839.624301999999,2.0,57.0,0.42
-7865.860334999999,4.0,8.0,0.05
-7868.560056,2.0,45.0,0.0
-7737.335195999999,3.0,37.0,0.93
-7849.420391,3.0,38.0,0.16
-7861.918994,3.0,33.0,0.1
-7817.902235,4.0,5.0,0.36
-7298.48743,3.0,1.0,0.49
-7866.540503,2.0,10.0,0.07
-7840.311453,3.0,41.0,0.26
-7870.196927,4.0,32.0,0.02
-7845.949720999999,2.0,54.0,0.21
-7853.308659,3.0,52.0,0.13
-7844.488826999999,4.0,35.0,0.23
-7834.5153629999995,4.0,25.0,0.52
-7848.562849,4.0,14.0,0.17
-7836.7360340000005,2.0,17.0,0.31
-7827.648045,3.0,42.0,0.5700000000000001
-7869.494412999999,3.0,47.0,0.04
-7863.502793000001,3.0,56.0,0.08
-7828.414804000001,4.0,31.0,0.55
-7870.196927,4.0,22.0,0.02
-7843.2639659999995,2.0,22.0,0.19
-7861.523743000001,2.0,50.0,0.1
-7867.832402,4.0,39.0,0.06
-7851.824022,3.0,59.0,0.14
-7868.560056,3.0,44.0,0.0
-7856.057263,3.0,6.0,0.11
-7870.196927,4.0,36.0,0.02
-7848.420391,2.0,34.0,0.23
-7865.336592000001,3.0,4.0,0.05
-7781.476256999999,4.0,29.0,0.88
-7717.428770999999,2.0,31.0,0.97
-7840.438547,4.0,28.0,0.45
-7837.960894,4.0,26.0,0.29
-7846.560056,3.0,32.0,0.2
-7838.553073,2.0,44.0,0.26
-7863.256983,2.0,14.0,0.09
-7849.243017,4.0,12.0,0.16
-7853.688547,4.0,40.0,0.12
-7868.560056,4.0,20.0,0.0
-7870.068436,3.0,24.0,0.03
-7870.068436,4.0,29.0,0.03
-7866.703911,4.0,16.0,0.07
-7865.860334999999,4.0,18.0,0.05
-7868.560056,4.0,27.0,0.0
-7851.824022,3.0,37.0,0.14
-7866.446927,4.0,24.0,0.01
-7863.502793000001,4.0,32.0,0.08
-7856.057263,3.0,26.0,0.11
-7869.494412999999,4.0,20.0,0.04
-7867.832402,3.0,11.0,0.06
-7848.562849,4.0,22.0,0.17
-7870.068436,4.0,21.0,0.03
-7862.606145000001,4.0,15.0,0.09
-7868.560056,4.0,37.0,0.0
-7851.917598,3.0,35.0,0.15
-7866.446927,4.0,42.0,0.01
-7853.688547,4.0,24.0,0.12
-7498.569831999999,4.0,39.0,1.0
-7866.703911,4.0,8.0,0.07
-7846.627095000001,4.0,29.0,0.19
-7870.196927,4.0,23.0,0.02
-7865.860334999999,4.0,25.0,0.05
-7862.427374,3.0,33.0,0.09
-7853.308659,4.0,36.0,0.13
-7821.622904999999,4.0,18.0,0.76
-7846.245809999999,3.0,46.0,0.21
-7856.057263,4.0,18.0,0.11
-7870.196927,4.0,44.0,0.02
-7848.562849,4.0,50.0,0.17
-7866.703911,4.0,14.0,0.07
-7845.72905,3.0,66.0,0.24
-7851.917598,4.0,48.0,0.15
-7869.494412999999,3.0,10.0,0.04
-7794.773743000001,3.0,53.0,0.8300000000000001
-7862.427374,3.0,30.0,0.09
-7824.916201000001,4.0,31.0,0.6
-7868.560056,3.0,6.0,0.0
-7870.196927,4.0,27.0,0.02
-7867.832402,3.0,16.0,0.06
-7853.308659,3.0,13.0,0.13
-7846.627095000001,3.0,8.0,0.19
-7870.068436,4.0,23.0,0.03
-7826.127095000001,4.0,40.0,0.6900000000000001
-7832.115922,4.0,19.0,0.66
-7834.889665000001,2.0,39.0,0.38
-7855.152235,2.0,23.0,0.11
-7868.560056,3.0,12.0,0.0
-7836.046089,4.0,21.0,0.27
-7865.860334999999,4.0,28.0,0.05
-7851.917598,3.0,34.0,0.15
-7846.455306999999,3.0,47.0,0.18
-7863.502793000001,4.0,20.0,0.08
-7870.068436,4.0,44.0,0.03
-7846.710894,3.0,33.0,0.22
-7861.918994,3.0,41.0,0.1
-7853.308659,3.0,44.0,0.13
-7835.344972,4.0,28.0,0.33
-7845.72905,3.0,30.0,0.24
-7868.560056,3.0,27.0,0.0
-7866.703911,4.0,25.0,0.07
-7837.530726000001,2.0,38.0,0.3
-7842.371508,4.0,26.0,0.41000000000000003
-7847.666201000001,2.0,35.0,0.16
-7865.860334999999,4.0,36.0,0.05
-7778.956704000001,3.0,3.0,0.1
-7870.196927,4.0,62.0,0.02
-7844.674581,4.0,27.0,0.21
-7757.797486,4.0,38.0,0.93
-7868.560056,3.0,42.0,0.0
-7805.832402,3.0,10.0,0.8
-7866.703911,3.0,49.0,0.07
-7852.891061,2.0,22.0,0.14
-7846.455306999999,3.0,30.0,0.18
-7869.494412999999,3.0,32.0,0.04
-7853.601955,3.0,35.0,0.12
-7870.196927,4.0,15.0,0.02
-7862.606145000001,4.0,16.0,0.09
-7840.238826999999,4.0,18.0,0.48
-7840.3798879999995,3.0,69.0,0.35000000000000003
-7839.452514,4.0,31.0,0.26
-7867.832402,3.0,60.0,0.06
-7846.384078,4.0,17.0,0.2
-7841.652235,4.0,26.0,0.44
-7866.446927,4.0,63.0,0.01
-7535.603351999999,2.0,1.0,0.08
-7849.243017,4.0,22.0,0.16
-7856.057263,4.0,24.0,0.11
-7844.488826999999,4.0,29.0,0.23
-7834.608939,3.0,7.0,0.28
-7869.494412999999,4.0,67.0,0.04
-7851.824022,4.0,46.0,0.14
-7830.414804000001,4.0,34.0,0.63
-7866.446927,4.0,53.0,0.01
-7865.860334999999,3.0,70.0,0.05
-7836.0656420000005,3.0,64.0,0.31
-7861.918994,3.0,55.0,0.1
-7817.275140000001,4.0,20.0,0.74
-7848.148045,3.0,12.0,0.17
-7853.601955,3.0,14.0,0.12
-7814.0,4.0,17.0,0.78
-7834.553073,4.0,51.0,0.52
-7868.560056,4.0,21.0,0.0
-7870.196927,4.0,58.0,0.02
-7863.502793000001,3.0,43.0,0.08
-7869.494412999999,4.0,33.0,0.04
-7837.768156,2.0,5.0,0.2
-7867.832402,3.0,9.0,0.06
-7842.321229000001,2.0,30.0,0.25
-7853.308659,3.0,38.0,0.13
-7851.917598,3.0,61.0,0.15
-7868.560056,2.0,40.0,0.0
-7846.455306999999,3.0,56.0,0.18
-7846.710894,3.0,13.0,0.22
-7866.703911,3.0,65.0,0.07
-7861.523743000001,2.0,37.0,0.1
-7870.068436,3.0,48.0,0.03
-7840.921788,4.0,61.0,0.37
-7793.303073,4.0,19.0,0.86
-7862.606145000001,4.0,42.0,0.09
-7870.196927,4.0,27.0,0.02
-7868.560056,4.0,23.0,0.0
-7853.688547,4.0,45.0,0.12
-7867.832402,4.0,25.0,0.06
-7839.990223000001,4.0,57.0,0.39
-7851.917598,4.0,36.0,0.15
-7837.960894,3.0,24.0,0.29
-7828.414804000001,4.0,52.0,0.55
-7869.494412999999,4.0,32.0,0.04
-7846.627095000001,4.0,35.0,0.19
-7848.562849,4.0,10.0,0.17
-7863.502793000001,4.0,16.0,0.08
-7845.72905,3.0,30.0,0.24
-7836.331006,4.0,27.0,0.32
-7856.057263,4.0,34.0,0.11
-7870.196927,4.0,55.0,0.02
-7774.393854999999,2.0,3.0,0.14
-7823.877095000001,4.0,63.0,0.59
-7865.860334999999,4.0,41.0,0.05
-7829.680168000001,4.0,43.0,0.67
-7820.898045,4.0,59.0,0.71
-7868.560056,3.0,28.0,0.0
-7836.046089,4.0,20.0,0.27
-7846.030726000001,4.0,29.0,0.22
-7870.068436,4.0,68.0,0.03
-7870.196927,4.0,67.0,0.02
-7866.703911,4.0,66.0,0.07
-7862.606145000001,4.0,18.0,0.09
-7868.560056,3.0,38.0,0.0
-7867.832402,4.0,32.0,0.06
-7869.494412999999,4.0,16.0,0.04
-7870.196927,4.0,46.0,0.02
-7856.057263,3.0,49.0,0.11
-7832.993017,3.0,67.0,0.53
-7836.215084,3.0,73.0,0.33
-7818.8812849999995,4.0,72.0,0.77
-7870.196927,5.0,70.0,0.02
-7836.740223000001,5.0,71.0,0.27
-7870.068436,5.0,23.0,0.03
-7836.331006,4.0,68.0,0.32
-7869.494412999999,3.0,55.0,0.04
-7827.467876999999,3.0,44.0,0.55
-7828.596369,5.0,14.0,0.8300000000000001
-7836.441341,4.0,58.0,0.31
-7863.502793000001,3.0,96.0,0.08
-7647.351955,4.0,73.0,0.98
-7688.442737,3.0,3.0,0.55
-7805.741620000001,4.0,64.0,0.8
-7836.0656420000005,3.0,52.0,0.31
-7824.467876999999,3.0,26.0,0.58
-7762.336592000001,5.0,47.0,0.93
-7788.920391,4.0,23.0,0.86
-7784.403631,4.0,89.0,0.84
-7853.308659,5.0,36.0,0.13
-7848.562849,5.0,6.0,0.17
-7866.446927,5.0,39.0,0.01
-7844.962291,5.0,88.0,0.41000000000000003
-7844.674581,5.0,83.0,0.21
-7866.446927,5.0,26.0,0.01
-7826.653631,5.0,14.0,0.67
-7843.378492,5.0,34.0,0.44
-7856.057263,5.0,61.0,0.11
-7844.9832400000005,5.0,99.0,0.22
-7842.346369,5.0,81.0,0.44
-7866.703911,5.0,16.0,0.07
-7833.745809999999,4.0,79.0,0.64
-7838.405028,5.0,30.0,0.39
-7846.030726000001,4.0,43.0,0.22
-7851.917598,5.0,53.0,0.15
-7866.446927,5.0,69.0,0.01
-7837.011173000001,4.0,19.0,0.49
-7840.097765,5.0,9.0,0.36
-7820.52095,5.0,76.0,0.7000000000000001
-7869.494412999999,4.0,57.0,0.04
-7837.960894,5.0,64.0,0.29
-7840.794693000001,4.0,48.0,0.25
-7863.502793000001,3.0,90.0,0.08
-7839.452514,4.0,43.0,0.26
-7846.8701120000005,5.0,31.0,0.18
-7841.662011,5.0,93.0,0.35000000000000003
-7812.425978,4.0,73.0,0.74
-7777.051676000001,3.0,3.0,0.11
-7832.924581,5.0,85.0,0.51
-7865.860334999999,4.0,65.0,0.05
-7823.991620000001,5.0,38.0,0.59
-7643.407821,5.0,60.0,0.98
-7765.96648,3.0,48.0,0.89
-7846.8701120000005,5.0,22.0,0.18
-7853.688547,4.0,9.0,0.12
-7841.438547,5.0,69.0,0.47000000000000003
-7866.446927,5.0,99.0,0.01
-7835.627095000001,5.0,56.0,0.32
-7851.917598,3.0,77.0,0.15
-7828.427374,4.0,28.0,0.55
-7815.945531,5.0,51.0,0.78
-7839.395251000001,5.0,33.0,0.39
-7866.703911,5.0,39.0,0.07
-7831.628492,4.0,14.0,0.62
-7865.860334999999,3.0,57.0,0.05
-7870.068436,4.0,62.0,0.03
-7846.245809999999,3.0,72.0,0.21
-7868.560056,4.0,61.0,0.0
-7862.606145000001,4.0,66.0,0.09
-7851.917598,3.0,46.0,0.15
-7837.405028,5.0,54.0,0.29
-7870.196927,3.0,74.0,0.02
-7845.72905,3.0,86.0,0.24
-7870.196927,3.0,75.0,0.02
-7861.918994,3.0,81.0,0.1
-7846.455306999999,3.0,75.0,0.18
-7835.740223000001,3.0,97.0,0.28
-7851.824022,3.0,79.0,0.14
-7870.068436,3.0,91.0,0.03
-7840.3798879999995,3.0,93.0,0.35000000000000003
-7845.544693000001,3.0,68.0,0.23
-7868.560056,3.0,85.0,0.0
-7846.627095000001,3.0,70.0,0.19
-7866.703911,3.0,82.0,0.07
-7853.601955,3.0,74.0,0.12
-7747.078212,3.0,78.0,0.9400000000000001
-7846.560056,3.0,95.0,0.2
-7849.420391,3.0,59.0,0.16
-7843.872904999999,3.0,66.0,0.41000000000000003
-7839.452514,4.0,63.0,0.26
-7867.832402,3.0,87.0,0.06
-7836.441341,4.0,71.0,0.31
-7862.427374,3.0,84.0,0.09
-7853.308659,3.0,88.0,0.13
-7817.293295999999,4.0,79.0,0.73
-7870.068436,3.0,50.0,0.03
-7837.965084,4.0,41.0,0.34
-7838.713687,3.0,55.0,0.45
-7841.061453,4.0,81.0,0.38
-7801.022346,3.0,92.0,0.8200000000000001
-7831.995809999999,4.0,73.0,0.67
-7866.446927,3.0,76.0,0.01
-7861.918994,3.0,67.0,0.1
-7869.494412999999,4.0,95.0,0.04
-7834.333798999999,3.0,45.0,0.52
-7839.019553,3.0,58.0,0.48
-7519.1829609999995,4.0,63.0,1.0
-7849.420391,3.0,50.0,0.16
-7824.0670390000005,4.0,89.0,0.58
-7845.544693000001,3.0,83.0,0.23
-7838.293295999999,3.0,69.0,0.27
-7863.502793000001,4.0,53.0,0.08
-7841.189944,3.0,97.0,0.37
-7835.903631,5.0,75.0,0.31
-7843.872904999999,3.0,71.0,0.41000000000000003
-7870.196927,4.0,37.0,0.02
-7805.0656420000005,5.0,37.0,0.87
-7845.403631,5.0,24.0,0.2
-7867.832402,5.0,35.0,0.06
-7853.308659,4.0,41.0,0.13
-7831.339384999999,4.0,27.0,0.62
-7837.960894,3.0,60.0,0.29
-7856.057263,3.0,65.0,0.11
-7840.794693000001,4.0,23.0,0.25
-7828.032123000001,5.0,18.0,0.54
-7836.215084,3.0,77.0,0.33
-7848.148045,3.0,80.0,0.17
-7868.560056,5.0,11.0,0.0
-7844.674581,4.0,43.0,0.21
-7851.824022,3.0,73.0,0.14
-7865.860334999999,3.0,99.0,0.05
-7862.606145000001,5.0,30.0,0.09
-7870.196927,3.0,48.0,0.02
-7823.689944,4.0,34.0,0.75
-7841.854748999999,5.0,41.0,0.45
-7846.455306999999,3.0,48.0,0.18
-7827.648045,3.0,32.0,0.5700000000000001
-7737.335195999999,3.0,56.0,0.93
-7575.01257,4.0,1.0,0.0
-7866.703911,5.0,25.0,0.07
-7834.173184,5.0,46.0,0.68
-7853.688547,4.0,51.0,0.12
-7834.009776999999,4.0,20.0,0.5
-7846.871508,5.0,28.0,0.43
-7870.196927,3.0,68.0,0.02
-7870.068436,3.0,36.0,0.03
-7865.860334999999,4.0,61.0,0.05
-7851.917598,4.0,66.0,0.15
-7861.918994,3.0,58.0,0.1
-7845.544693000001,3.0,68.0,0.23
-7870.196927,3.0,44.0,0.02
-7846.627095000001,3.0,63.0,0.19
-7863.502793000001,4.0,39.0,0.08
-7865.860334999999,3.0,53.0,0.05
-7868.560056,3.0,48.0,0.0
-7853.308659,4.0,44.0,0.13
-7849.420391,3.0,85.0,0.16
-7866.703911,3.0,55.0,0.07
-7837.2360340000005,5.0,32.0,0.27
-7856.057263,3.0,59.0,0.11
-7870.068436,3.0,41.0,0.03
-7868.560056,3.0,50.0,0.0
-7862.606145000001,5.0,78.0,0.09
-7846.245809999999,3.0,87.0,0.21
-7842.196927,3.0,49.0,0.25
-7838.205306999999,4.0,29.0,0.3
-7865.860334999999,3.0,70.0,0.05
-7848.148045,3.0,90.0,0.17
-7851.824022,3.0,71.0,0.14
-7870.196927,3.0,67.0,0.02
-7870.196927,3.0,53.0,0.02
-7868.560056,4.0,46.0,0.0
-7856.057263,5.0,56.0,0.11
-7846.710894,3.0,54.0,0.22
-7866.703911,3.0,82.0,0.07
-7869.494412999999,3.0,64.0,0.04
-7812.641061,4.0,16.0,0.79
-7840.064245999999,3.0,61.0,0.36
-7846.384078,5.0,38.0,0.2
-7862.427374,3.0,74.0,0.09
-7807.160615000001,4.0,5.0,0.33
-7718.431564,3.0,76.0,0.96
-7853.308659,3.0,94.0,0.13
-7870.196927,3.0,67.0,0.02
-7836.925978,4.0,34.0,0.28
-7845.72905,3.0,62.0,0.24
-7846.455306999999,3.0,52.0,0.18
-7831.160615000001,4.0,43.0,0.64
-7867.832402,3.0,80.0,0.06
-7856.057263,3.0,73.0,0.11
-7851.917598,5.0,37.0,0.15
-7842.3687150000005,5.0,18.0,0.4
-7869.494412999999,5.0,22.0,0.04
-7836.905028,3.0,83.0,0.47000000000000003
-7863.502793000001,3.0,76.0,0.08
-7791.534916,4.0,64.0,0.9
-7802.833798999999,5.0,31.0,0.81
-7795.772346,4.0,52.0,0.84
-7849.243017,4.0,58.0,0.16
-7870.196927,3.0,47.0,0.02
-7846.627095000001,3.0,45.0,0.19
-7853.601955,3.0,60.0,0.12
-7840.311453,3.0,54.0,0.26
-7822.494412999999,5.0,26.0,0.7000000000000001
-7846.030726000001,4.0,41.0,0.22
-7843.789106,3.0,68.0,0.43
-7868.560056,3.0,66.0,0.0
-7861.918994,4.0,40.0,0.1
-7867.832402,3.0,56.0,0.06
-7848.148045,3.0,79.0,0.17
-7836.0656420000005,3.0,72.0,0.31
-7866.446927,4.0,48.0,0.01
-7841.061453,4.0,35.0,0.38
-7851.824022,3.0,91.0,0.14
-7869.494412999999,4.0,9.0,0.04
-7840.3798879999995,3.0,70.0,0.35000000000000003
-7863.502793000001,5.0,43.0,0.08
-7868.560056,3.0,62.0,0.0
-7843.474859999999,4.0,14.0,0.24
-7846.560056,3.0,88.0,0.2
-7828.939944,3.0,58.0,0.56
-7818.5670390000005,3.0,51.0,0.76
-7827.396648000001,4.0,20.0,0.6
-7853.308659,4.0,28.0,0.13
-7870.068436,3.0,46.0,0.03
-7867.832402,4.0,39.0,0.06
-7856.057263,5.0,36.0,0.11
-7862.427374,3.0,65.0,0.09
-7851.917598,3.0,60.0,0.15
-7834.46648,3.0,84.0,0.73
-7846.455306999999,3.0,97.0,0.18
-7837.960894,3.0,52.0,0.29
-7836.046089,4.0,93.0,0.27
-7868.560056,5.0,33.0,0.0
-7832.5139659999995,5.0,43.0,0.65
-7866.703911,4.0,25.0,0.07
