AUC,D,M,gamma
-4057.641061,4.0,28.0,0.07
-4006.7625700000003,3.0,36.0,0.44
-4047.325419,2.0,48.0,0.22
-4054.7416200000002,4.0,44.0,0.03
-4050.252793,3.0,48.0,0.2
-4047.26676,3.0,56.0,0.26
-4049.5321229999995,4.0,67.0,0.14
-4006.497207,4.0,51.0,0.44
-3980.684358,2.0,59.0,0.81
-4060.326816,3.0,41.0,0.0
-4042.462291,2.0,30.0,0.23
-4050.252793,3.0,64.0,0.2
-4054.3030729999996,4.0,27.0,0.1
-4010.3016759999996,5.0,82.0,0.47000000000000003
-3754.0991619999995,4.0,11.0,0.9500000000000001
-3965.1675979999995,5.0,97.0,0.84
-4035.8896649999997,3.0,91.0,0.29
-4049.5321229999995,4.0,75.0,0.14
-4009.9916200000002,3.0,21.0,0.42
-4013.490223,4.0,40.0,0.52
-3992.4748600000003,4.0,55.0,0.59
-4048.673184,3.0,94.0,0.23
-3974.026536,3.0,62.0,0.8
-4051.382682,4.0,33.0,0.17
-3945.843575,3.0,70.0,0.9
-4056.953911,5.0,29.0,0.08
-4002.26676,4.0,49.0,0.72
-4054.7416200000002,3.0,60.0,0.03
-4047.26676,3.0,53.0,0.26
-4012.075419,5.0,85.0,0.39
-4060.326816,5.0,44.0,0.0
-4049.7653630000004,5.0,35.0,0.12
-4058.5125700000003,5.0,16.0,0.05
-4027.317039,5.0,44.0,0.33
-4035.0418990000003,5.0,58.0,0.29
-4023.068436,3.0,74.0,0.36
-4050.3519549999996,4.0,24.0,0.18
-4008.655028,3.0,78.0,0.46
-4006.662011,3.0,93.0,0.68
-3932.511173,4.0,3.0,0.22
-3958.4203909999997,4.0,39.0,0.88
-4056.953911,3.0,89.0,0.08
-4050.192737,3.0,65.0,0.11
-4049.5321229999995,4.0,30.0,0.14
-4054.574022,4.0,9.0,0.01
-4059.574022,5.0,83.0,0.06
-4049.477654,4.0,26.0,0.15
-4012.666201,4.0,41.0,0.41000000000000003
-4056.431564,5.0,22.0,0.04
-4011.5628490000004,4.0,37.0,0.54
-4048.910615,3.0,80.0,0.19
-4045.536313,5.0,47.0,0.25
-4000.821229,5.0,99.0,0.6
-3991.395251,4.0,97.0,0.75
-4049.384078,4.0,15.0,0.13
-4037.761173,5.0,67.0,0.28
-4050.740223,4.0,34.0,0.16
-4056.6899439999997,5.0,86.0,0.09
-4009.392458,4.0,50.0,0.64
-4055.405028,5.0,76.0,0.02
-4057.641061,4.0,72.0,0.07
-4047.638268,4.0,43.0,0.2
-4060.326816,4.0,53.0,0.0
-4007.3100560000003,4.0,61.0,0.44
-4029.0600560000003,5.0,82.0,0.31
-4010.406425,5.0,18.0,0.49
-4025.4860340000005,3.0,54.0,0.34
-4050.192737,5.0,57.0,0.11
-4056.431564,4.0,79.0,0.04
-4047.5544689999997,4.0,7.0,0.23
-4011.673184,4.0,32.0,0.37
-4054.574022,3.0,88.0,0.01
-4059.574022,5.0,46.0,0.06
-4060.326816,4.0,92.0,0.0
-4056.953911,3.0,92.0,0.08
-4054.7416200000002,4.0,46.0,0.03
-4054.3030729999996,4.0,69.0,0.1
-4060.326816,4.0,50.0,0.0
-4050.740223,4.0,63.0,0.16
-4049.5530729999996,3.0,57.0,0.13
-4050.3519549999996,4.0,38.0,0.18
-4058.5125700000003,4.0,51.0,0.05
-4054.7416200000002,4.0,23.0,0.03
-4054.574022,4.0,49.0,0.01
-4044.162011,4.0,28.0,0.26
-4056.6899439999997,3.0,13.0,0.09
-3912.6675979999995,3.0,94.0,0.97
-4057.641061,4.0,35.0,0.07
-4048.178771,4.0,41.0,0.12
-4003.374302,5.0,96.0,0.68
-4047.638268,5.0,99.0,0.2
-4060.326816,4.0,73.0,0.0
-4050.740223,5.0,65.0,0.16
-3974.5055869999997,4.0,31.0,0.8
-4045.9958100000003,4.0,59.0,0.22
-4054.3030729999996,4.0,53.0,0.1
-4058.5125700000003,4.0,39.0,0.05
-4049.5321229999995,5.0,56.0,0.14
-4057.641061,3.0,84.0,0.07
-4054.7416200000002,3.0,75.0,0.03
-4049.548883,4.0,20.0,0.19
-4047.5991619999995,3.0,88.0,0.25
-4060.326816,4.0,25.0,0.0
-4034.787709,4.0,44.0,0.29
-4047.286313,4.0,48.0,0.12
-4011.6229049999997,4.0,67.0,0.53
-4008.934358,5.0,71.0,0.56
-4058.5125700000003,5.0,10.0,0.05
-4055.405028,4.0,37.0,0.02
-3960.425978,4.0,80.0,0.87
-4054.3030729999996,4.0,90.0,0.1
-4050.740223,3.0,86.0,0.16
-4056.953911,4.0,42.0,0.08
-4049.6913409999997,3.0,96.0,0.14
-3968.895251,4.0,3.0,0.18
-4027.317039,4.0,78.0,0.33
-4060.326816,4.0,73.0,0.0
-4013.3770950000003,3.0,82.0,0.4
-4003.773743,3.0,100.0,0.58
-4046.796089,4.0,25.0,0.23
-4041.942737,4.0,51.0,0.27
-4056.431564,3.0,87.0,0.04
-4048.540503,5.0,60.0,0.21
-4055.405028,4.0,12.0,0.02
-4059.574022,4.0,92.0,0.06
-3890.8100560000003,4.0,29.0,0.9400000000000001
-4048.178771,4.0,77.0,0.12
-4056.953911,3.0,70.0,0.08
-4060.326816,3.0,65.0,0.0
-3996.107542,4.0,33.0,0.74
-4029.219274,4.0,83.0,0.31
-4049.477654,5.0,14.0,0.15
-4024.416201,3.0,63.0,0.35000000000000003
-4008.963687,3.0,66.0,0.47000000000000003
-4010.367318,3.0,94.0,0.62
-4054.3030729999996,5.0,46.0,0.1
-4051.382682,5.0,55.0,0.17
-4054.7416200000002,4.0,61.0,0.03
-4058.5824020000005,3.0,75.0,0.06
-4012.747207,5.0,53.0,0.38
-4001.875698,5.0,98.0,0.6900000000000001
-4060.326816,4.0,85.0,0.0
-4049.384078,4.0,89.0,0.13
-4047.638268,4.0,27.0,0.2
-4003.2416200000002,3.0,17.0,0.43
-4046.796089,4.0,35.0,0.23
-4056.431564,3.0,22.0,0.04
-4009.011173,5.0,96.0,0.5
-3975.550279,4.0,40.0,0.79
-4050.192737,3.0,58.0,0.11
-4056.953911,5.0,80.0,0.08
-4045.536313,5.0,44.0,0.25
-4055.405028,3.0,70.0,0.02
-4060.326816,4.0,73.0,0.0
-4060.326816,4.0,63.0,0.0
-4058.5824020000005,3.0,64.0,0.06
-4049.477654,3.0,91.0,0.15
-4051.382682,3.0,68.0,0.17
-4055.597765,4.0,6.0,0.09
-4041.574022,5.0,83.0,0.27
-3957.9874299999997,5.0,3.0,0.19
-4049.185754,4.0,100.0,0.13
-4030.135475,4.0,31.0,0.3
-4056.431564,4.0,48.0,0.04
-4015.9469270000004,4.0,51.0,0.66
-4045.9958100000003,4.0,74.0,0.22
-4055.405028,4.0,85.0,0.02
-4050.393855,4.0,77.0,0.11
-4057.641061,4.0,73.0,0.07
-4056.6899439999997,4.0,54.0,0.09
-4058.5125700000003,4.0,81.0,0.05
-4049.477654,5.0,59.0,0.15
-3726.807263,4.0,87.0,1.0
-4036.969274,4.0,37.0,0.28
-4060.326816,4.0,68.0,0.0
-4007.0824020000005,4.0,71.0,0.45
-3962.247207,4.0,90.0,0.87
-4050.3519549999996,4.0,84.0,0.18
-4054.574022,4.0,62.0,0.01
-4048.201117,4.0,46.0,0.24
-3965.536313,4.0,34.0,0.8200000000000001
-4027.317039,4.0,56.0,0.33
-3997.9455310000003,5.0,38.0,0.61
-4056.431564,4.0,78.0,0.04
-4057.641061,4.0,43.0,0.07
-4055.405028,4.0,49.0,0.02
-4050.192737,5.0,52.0,0.11
-4058.5125700000003,4.0,65.0,0.05
-4049.384078,4.0,93.0,0.13
-4060.326816,4.0,96.0,0.0
-4054.7416200000002,4.0,41.0,0.03
-4056.6899439999997,5.0,94.0,0.09
-4057.641061,5.0,46.0,0.07
-4055.405028,3.0,24.0,0.02
-4060.326816,4.0,69.0,0.0
-4049.5321229999995,4.0,89.0,0.14
-4060.326816,4.0,61.0,0.0
-4050.393855,4.0,62.0,0.11
-4058.5125700000003,4.0,76.0,0.05
-4056.6899439999997,4.0,36.0,0.09
-4047.6480450000004,3.0,100.0,0.21
-4054.7416200000002,5.0,98.0,0.03
-4051.382682,5.0,57.0,0.17
-4057.641061,4.0,67.0,0.07
-4049.384078,4.0,79.0,0.13
-4054.574022,4.0,74.0,0.01
-4054.3030729999996,4.0,69.0,0.1
-3988.180168,3.0,91.0,0.77
-4050.740223,3.0,81.0,0.16
-4058.5125700000003,5.0,96.0,0.05
-4048.910615,3.0,84.0,0.19
-4056.953911,4.0,72.0,0.08
-3869.428771,4.0,11.0,0.91
-4054.574022,4.0,60.0,0.01
-4054.7416200000002,5.0,20.0,0.03
-4047.286313,5.0,94.0,0.12
-4059.574022,4.0,87.0,0.06
-4049.477654,3.0,64.0,0.15
-4054.3030729999996,4.0,89.0,0.1
-4058.5125700000003,5.0,98.0,0.05
-4047.638268,4.0,30.0,0.2
-4054.7416200000002,4.0,59.0,0.03
-4057.641061,4.0,16.0,0.07
-3999.9664799999996,4.0,54.0,0.73
-4060.326816,4.0,70.0,0.0
-4048.597765,3.0,72.0,0.24
-4056.6899439999997,5.0,85.0,0.09
-4049.7653630000004,4.0,76.0,0.12
-4014.069832,4.0,57.0,0.41000000000000003
-4051.382682,4.0,39.0,0.17
-4049.6913409999997,3.0,27.0,0.14
-4060.326816,4.0,66.0,0.0
-4055.405028,3.0,68.0,0.02
-4017.910615,4.0,62.0,0.36
-4048.540503,5.0,49.0,0.21
-4056.431564,4.0,92.0,0.04
-4057.641061,3.0,43.0,0.07
-4050.3519549999996,3.0,8.0,0.18
-4047.26676,3.0,79.0,0.26
-4010.502793,4.0,41.0,0.56
-4035.156425,4.0,45.0,0.29
-4056.6899439999997,4.0,52.0,0.09
-4060.326816,4.0,55.0,0.0
-3904.565642,3.0,82.0,0.98
-4000.026536,4.0,76.0,0.7000000000000001
-4050.393855,4.0,33.0,0.11
-3876.026536,4.0,71.0,0.9500000000000001
-4049.477654,4.0,63.0,0.15
-4060.326816,3.0,74.0,0.0
-4058.5824020000005,3.0,78.0,0.06
-4004.238827,3.0,86.0,0.66
-4045.9958100000003,4.0,96.0,0.22
-4060.326816,4.0,70.0,0.0
