AUC,Beta1,Beta2
3843.030726,3,1.7
3838.673184,3,1.8
3860.998603,3,1.9
3871.395251,3,2
3877.976257,3,2.1
3894.846369,3,2.2
3887.571229,3,2.3
3882.853352,3,2.4
3894.076816,3,2.5
3894.702514,3,2.6
3896.699721,3,2.7
3918.459497,3,2.8
3922.488827,3,2.9
3925.363128,3,3
3933.544693,3,3.1
3932.726257,3,3.2
3926.107542,3,3.3
3932.424581,3,3.4
3934.456704,3,3.5
3939.00419,3,3.6
3943.434358,3,3.7
3951.128492,3,3.8
3943.53352,3,3.9
3949.141061,3,4
3949.650838,3,4.1
3958.427374,3,4.2
3971.142458,3,4.3
3972.434358,3,4.4
3964.48324,3,4.5
3951.994413,3,4.6
3945.196927,3,4.7
3949.905028,3,4.8
3948.72486,3,4.9
3954.621508,3,5
3967.786313,3,5.1
3975.129888,3,5.2
3969.386872,3,5.3
3971.192737,3,5.4
3959.396648,3,5.5
3969.209497,3,5.6
3977.290503,3,5.7
3985.162011,3,5.8
3990.289106,3,5.9
3984.168994,3,6
3703.671788,4,0
3724.343575,4,0.1
3756.678771,4,0.2
3739.620112,4,0.3
3747.948324,4,0.4
3765.72067,4,0.5
3767.734637,4,0.6
3789.842179,4,0.7
3799.23324,4,0.8
3787.402235,4,0.9
3795.923184,4,1
3807.902235,4,1.1
3818.756983,4,1.2
3818.625698,4,1.3
3842.153631,4,1.4
3848.611732,4,1.5
3851.421788,4,1.6
3866.923184,4,1.7
3881.540503,4,1.8
3895.831006,4,1.9
3897.385475,4,2
3904.188547,4,2.1
3896.837989,4,2.2
3907.727654,4,2.3
3903.26676,4,2.4
3906.682961,4,2.5
3911.708101,4,2.6
3919.356145,4,2.7
3921.22067,4,2.8
3924.097765,4,2.9
3934.240223,4,3
3929.452514,4,3.1
3935.002793,4,3.2
3932.941341,4,3.3
3935.776536,4,3.4
3947.428771,4,3.5
3951.818436,4,3.6
3955.386872,4,3.7
3954.107542,4,3.8
3957.881285,4,3.9
3958.599162,4,4
3965.856145,4,4.1
3955.853352,4,4.2
3952.967877,4,4.3
3947.076816,4,4.4
3946.921788,4,4.5
3977.22067,4,4.6
3972.385475,4,4.7
3966.600559,4,4.8
3976.617318,4,4.9
3985.079609,4,5
3984.923184,4,5.1
3978.036313,4,5.2
3975.645251,4,5.3
3973.532123,4,5.4
3985.191341,4,5.5
3994.986034,4,5.6
3994.72067,4,5.7
3989.402235,4,5.8
3983.702514,4,5.9
3988.103352,4,6
3775.790503,5,0
3769.248603,5,0.1
3775.048883,5,0.2
3792.477654,5,0.3
3786.181564,5,0.4
3803.807263,5,0.5
3800.78352,5,0.6
3796.861732,5,0.7
3794.761173,5,0.8
3821.287709,5,0.9
3818.960894,5,1
3829.703911,5,1.1
3852.171788,5,1.2
3873.611732,5,1.3
3878.209497,5,1.4
3873.034916,5,1.5
3880.322626,5,1.6
3896.967877,5,1.7
3907.388268,5,1.8
3911.76676,5,1.9
3909.02514,5,2
3907.49581,5,2.1
3901.924581,5,2.2
3904.248603,5,2.3
3913.124302,5,2.4
3916.649441,5,2.5
3926.652235,5,2.6
3918.791899,5,2.7
3922.480447,5,2.8
3935.5,5,2.9
3935.082402,5,3
3934.069832,5,3.1
3932.294693,5,3.2
3945.381285,5,3.3
3947.585196,5,3.4
3965.769553,5,3.5
3986.388268,5,3.6
3975.159218,5,3.7
3965.821229,5,3.8
3960.899441,5,3.9
3963.73743,5,4
3966.736034,5,4.1
3975.695531,5,4.2
3963.050279,5,4.3
3963.765363,5,4.4
3962.188547,5,4.5
3978.117318,5,4.6
3977.184358,5,4.7
3995.343575,5,4.8
3982.407821,5,4.9
3983.639665,5,5
3979.913408,5,5.1
3986.451117,5,5.2
3988.427374,5,5.3
3989.555866,5,5.4
3991.180168,5,5.5
3987.243017,5,5.6
3985.698324,5,5.7
4003.589385,5,5.8
4013.582402,5,5.9
4020.180168,5,6
3796.879888,6,0
3807.005587,6,0.1
3793.477654,6,0.2
3773.198324,6,0.3
3772.127095,6,0.4
3800.851955,6,0.5
3802.973464,6,0.6
3810.75419,6,0.7
3840.681564,6,0.8
3847.993017,6,0.9
3861.811453,6,1
3870.49162,6,1.1
3873.674581,6,1.2
3881.997207,6,1.3
3890.104749,6,1.4
3907.546089,6,1.5
3911.310056,6,1.6
3907.22905,6,1.7
3906.97486,6,1.8
3921.28352,6,1.9
3914.47067,6,2
3918.435754,6,2.1
3921.060056,6,2.2
3923.544693,6,2.3
3913.364525,6,2.4
3922.667598,6,2.5
3968.798883,6,2.6
3972.247207,6,2.7
3973.331006,6,2.8
3971.944134,6,2.9
3965.312849,6,3
3978.579609,6,3.1
3985.498603,6,3.2
3971.78352,6,3.3
3975.801676,6,3.4
3968.048883,6,3.5
3963.153631,6,3.6
3962.473464,6,3.7
3959.548883,6,3.8
3962.421788,6,3.9
3967.579609,6,4
3967.24581,6,4.1
3974.870112,6,4.2
3980.642458,6,4.3
3980.986034,6,4.4
3976.396648,6,4.5
3982.018156,6,4.6
3978.913408,6,4.7
3977.452514,6,4.8
3985.844972,6,4.9
3985.942737,6,5
3992.784916,6,5.1
3987.513966,6,5.2
4008.388268,6,5.3
4008.416201,6,5.4
4003.826816,6,5.5
4014.342179,6,5.6
4011.041899,6,5.7
4007.937151,6,5.8
4006.77514,6,5.9
4004.438547,6,6
3784.946927,7,0
3781.041899,7,0.1
3790.351955,7,0.2
3815.261173,7,0.3
3827.247207,7,0.4
3854.449721,7,0.5
3848.392458,7,0.6
3861.682961,7,0.7
3861.043296,7,0.8
3874.777933,7,0.9
3886.962291,7,1
3882.828212,7,1.1
3905.884078,7,1.2
3914.896648,7,1.3
3913.916201,7,1.4
3903.113128,7,1.5
3932.759777,7,1.6
3942.847765,7,1.7
3939.585196,7,1.8
3941.993017,7,1.9
3947.160615,7,2
3947.023743,7,2.1
3960.791899,7,2.2
3955.358939,7,2.3
3967.230447,7,2.4
3971.015363,7,2.5
3968.244413,7,2.6
3972.681564,7,2.7
3959.780726,7,2.8
3966.03352,7,2.9
3976.912011,7,3
3974.882682,7,3.1
3961.893855,7,3.2
3956.395251,7,3.3
3959.340782,7,3.4
3962.557263,7,3.5
3961.061453,7,3.6
3957.73324,7,3.7
3970.615922,7,3.8
3976.581006,7,3.9
3975.858939,7,4
3975.194134,7,4.1
3966.881285,7,4.2
3970.182961,7,4.3
3973.071229,7,4.4
3984.49581,7,4.5
3990.951117,7,4.6
3990.98743,7,4.7
3999.558659,7,4.8
4001.230447,7,4.9
4003.715084,7,5
4005.78352,7,5.1
4021.259777,7,5.2
4009.557263,7,5.3
3999.884078,7,5.4
3993.255587,7,5.5
4003.081006,7,5.6
4009.511173,7,5.7
4006.145251,7,5.8
4009.360335,7,5.9
4012.322626,7,6
3818.578212,8,0
3827.336592,8,0.1
3831.77514,8,0.2
3850.593575,8,0.3
3855.127095,8,0.4
3860.143855,8,0.5
3886.822626,8,0.6
3898.490223,8,0.7
3917.044693,8,0.8
3940.011173,8,0.9
3942.726257,8,1
3947.703911,8,1.1
3940.607542,8,1.2
3939.48324,8,1.3
3930.75,8,1.4
3928.431564,8,1.5
3937.175978,8,1.6
3935.480447,8,1.7
3937.164804,8,1.8
3948.650838,8,1.9
3956.769553,8,2
3954.578212,8,2.1
3955.780726,8,2.2
3962.331006,8,2.3
3968.513966,8,2.4
3972.702514,8,2.5
3961.25838,8,2.6
3958.449721,8,2.7
3966.696927,8,2.8
3953.727654,8,2.9
3961.618715,8,3
3960.617318,8,3.1
3959.925978,8,3.2
3968.199721,8,3.3
3968.663408,8,3.4
3963.326816,8,3.5
3973.708101,8,3.6
3979.723464,8,3.7
3985.891061,8,3.8
3971.875698,8,3.9
3974.959497,8,4
3979.185754,8,4.1
3982.02933,8,4.2
4000.442737,8,4.3
4002.502793,8,4.4
3995.361732,8,4.5
3997.900838,8,4.6
4006.068436,8,4.7
3999.113128,8,4.8
4016.202514,8,4.9
4014.057263,8,5
4012.740223,8,5.1
3999.807263,8,5.2
3994.477654,8,5.3
3997.196927,8,5.4
4012.560056,8,5.5
4015.701117,8,5.6
4015.948324,8,5.7
4021.856145,8,5.8
4029.650838,8,5.9
4027.913408,8,6
3859.561453,9,0
3882.333799,9,0.1
3883.395251,9,0.2
3883.125698,9,0.3
3903.944134,9,0.4
3886.796089,9,0.5
3904.643855,9,0.6
3927.304469,9,0.7
3930.819832,9,0.8
3927.710894,9,0.9
3928.269553,9,1
3927.129888,9,1.1
3922.318436,9,1.2
3931.772346,9,1.3
3934.509777,9,1.4
3942.784916,9,1.5
3940.392458,9,1.6
3938.558659,9,1.7
3945.081006,9,1.8
3946.462291,9,1.9
3940.311453,9,2
3950.106145,9,2.1
3971.442737,9,2.2
3971.509777,9,2.3
3968.378492,9,2.4
3971.164804,9,2.5
3962.608939,9,2.6
3963.282123,9,2.7
3972.03352,9,2.8
3969.677374,9,2.9
3966.50419,9,3
3966.903631,9,3.1
3975.086592,9,3.2
3974.885475,9,3.3
3976.462291,9,3.4
3975.546089,9,3.5
3981.030726,9,3.6
3971.040503,9,3.7
3984.543296,9,3.8
3985.671788,9,3.9
3992.486034,9,4
4003.01676,9,4.1
3998.606145,9,4.2
3990.477654,9,4.3
3991.407821,9,4.4
4000.24581,9,4.5
4016.171788,9,4.6
4022.256983,9,4.7
4020.794693,9,4.8
4000.321229,9,4.9
4004.688547,9,5
4001.164804,9,5.1
4007.490223,9,5.2
4014.571229,9,5.3
4019.455307,9,5.4
4022.413408,9,5.5
4022.805866,9,5.6
4028.490223,9,5.7
4029.167598,9,5.8
4028.934358,9,5.9
4029.780726,9,6
3876.931564,10,0
3871.75419,10,0.1
3893.02933,10,0.2
3895.75419,10,0.3
3911.331006,10,0.4
3921.540503,10,0.5
3932.52514,10,0.6
3931.784916,10,0.7
3925.389665,10,0.8
3936.803073,10,0.9
3928.040503,10,1
3931.574022,10,1.1
3930.072626,10,1.2
3933.101955,10,1.3
3937.335196,10,1.4
3949.303073,10,1.5
3951.02095,10,1.6
3959.956704,10,1.7
3952.481844,10,1.8
3970.864525,10,1.9
3980.547486,10,2
3978.21648,10,2.1
3965.277933,10,2.2
3969.723464,10,2.3
3959.923184,10,2.4
3964.515363,10,2.5
3969.755587,10,2.6
3969.438547,10,2.7
3969.219274,10,2.8
3981.650838,10,2.9
3980.782123,10,3
3976.744413,10,3.1
3969.793296,10,3.2
3985.444134,10,3.3
3989.407821,10,3.4
3994.900838,10,3.5
3997.73324,10,3.6
3993.727654,10,3.7
3988.561453,10,3.8
3983.02933,10,3.9
3990.874302,10,4
3991.918994,10,4.1
4005.243017,10,4.2
4010.74162,10,4.3
4020.432961,10,4.4
4014.72486,10,4.5
4013.418994,10,4.6
4002.417598,10,4.7
4007.026536,10,4.8
4012.939944,10,4.9
4008.412011,10,5
4014.057263,10,5.1
4021.155028,10,5.2
4023.120112,10,5.3
4027.344972,10,5.4
4032.536313,10,5.5
4026.621508,10,5.6
4028.424581,10,5.7
4023.791899,10,5.8
4025.026536,10,5.9
4025.087989,10,6
3898.265363,11,0
3906.423184,11,0.1
3922.837989,11,0.2
3920.057263,11,0.3
3927.145251,11,0.4
3929.294693,11,0.5
3939.713687,11,0.6
3927.041899,11,0.7
3916.967877,11,0.8
3931.305866,11,0.9
3927.564246,11,1
3933.47486,11,1.1
3939.96648,11,1.2
3947.163408,11,1.3
3948.47067,11,1.4
3966.064246,11,1.5
3953.713687,11,1.6
3964.960894,11,1.7
3980.198324,11,1.8
3972.956704,11,1.9
3967.47486,11,2
3962.773743,11,2.1
3960.657821,11,2.2
3967.062849,11,2.3
3974.543296,11,2.4
3977.276536,11,2.5
3982.337989,11,2.6
3986.903631,11,2.7
3996.98324,11,2.8
3983.590782,11,2.9
3984.018156,11,3
3990.698324,11,3.1
4001.812849,11,3.2
3989.050279,11,3.3
3980.688547,11,3.4
3977.977654,11,3.5
3988.828212,11,3.6
3984.840782,11,3.7
3998.159218,11,3.8
4009.259777,11,3.9
4011.50838,11,4
4012.782123,11,4.1
4011.821229,11,4.2
4020.005587,11,4.3
4004.860335,11,4.4
4008.554469,11,4.5
4009.513966,11,4.6
4014.234637,11,4.7
4013.206704,11,4.8
4018.571229,11,4.9
4020.134078,11,5
4023.032123,11,5.1
4020.804469,11,5.2
4024.305866,11,5.3
4028.506983,11,5.4
4023.25,11,5.5
4023.170391,11,5.6
4022.356145,11,5.7
4026.607542,11,5.8
4026.77095,11,5.9
4029.437151,11,6
3923.287709,12,0
3930.043296,12,0.1
3941.02514,12,0.2
3930.858939,12,0.3
3925.351955,12,0.4
3931.768156,12,0.5
3922.155028,12,0.6
3930.899441,12,0.7
3927.772346,12,0.8
3923.627095,12,0.9
3938.659218,12,1
3940.371508,12,1.1
3953.667598,12,1.2
3968.134078,12,1.3
3968.476257,12,1.4
3979.375698,12,1.5
3982.269553,12,1.6
3987.26676,12,1.7
3978.449721,12,1.8
3981.962291,12,1.9
3979.301676,12,2
3978.49581,12,2.1
3983.932961,12,2.2
3994.192737,12,2.3
3996.755587,12,2.4
3986.425978,12,2.5
3995.76676,12,2.6
3986.27514,12,2.7
3969.705307,12,2.8
3981.865922,12,2.9
3992.060056,12,3
3991.560056,12,3.1
3982.851955,12,3.2
3987.356145,12,3.3
3988.23743,12,3.4
3986.670391,12,3.5
4004.497207,12,3.6
4008.597765,12,3.7
4015.047486,12,3.8
4019.769553,12,3.9
4017.451117,12,4
4023.382682,12,4.1
4011.236034,12,4.2
4010.303073,12,4.3
4012.773743,12,4.4
4015.52514,12,4.5
4015.469274,12,4.6
4016.603352,12,4.7
4011.99581,12,4.8
4010.420391,12,4.9
4016.210894,12,5
4023.071229,12,5.1
4025.27933,12,5.2
4022.435754,12,5.3
4024.424581,12,5.4
4026.081006,12,5.5
4030.608939,12,5.6
4028.019553,12,5.7
4031.351955,12,5.8
4035.624302,12,5.9
4043.666201,12,6
3935.384078,13,0
3933.206704,13,0.1
3926.044693,13,0.2
3928.223464,13,0.3
3927.25838,13,0.4
3939.928771,13,0.5
3943.477654,13,0.6
3935.319832,13,0.7
3953.851955,13,0.8
3965.107542,13,0.9
3972.005587,13,1
3981.072626,13,1.1
3974.124302,13,1.2
3969.910615,13,1.3
3977.139665,13,1.4
3990.23324,13,1.5
3981.251397,13,1.6
3976.055866,13,1.7
3988.114525,13,1.8
3992.497207,13,1.9
3994.77514,13,2
3996.261173,13,2.1
3994.163408,13,2.2
3981.52514,13,2.3
3976.058659,13,2.4
3971.833799,13,2.5
3985.498603,13,2.6
3985.389665,13,2.7
3996.5,13,2.8
3980.427374,13,2.9
3984.740223,13,3
3984.949721,13,3.1
4002.272346,13,3.2
4002.976257,13,3.3
4006.488827,13,3.4
4013.847765,13,3.5
4006.513966,13,3.6
4015.526536,13,3.7
4016.092179,13,3.8
4011.46648,13,3.9
4008.47067,13,4
4007.449721,13,4.1
4011.986034,13,4.2
4007.736034,13,4.3
4007.567039,13,4.4
4014.97486,13,4.5
4010.157821,13,4.6
4012.208101,13,4.7
4016.417598,13,4.8
4023.230447,13,4.9
4027.523743,13,5
4023.684358,13,5.1
4030.731844,13,5.2
4029.863128,13,5.3
4028.706704,13,5.4
4029.560056,13,5.5
4032.230447,13,5.6
4037.343575,13,5.7
4040.681564,13,5.8
4032.794693,13,5.9
4027.597765,13,6
3939.118715,14,0
3940.325419,14,0.1
3936.610335,14,0.2
3942.723464,14,0.3
3947.972067,14,0.4
3952.350559,14,0.5
3947.98743,14,0.6
3959.164804,14,0.7
3961.920391,14,0.8
3966.324022,14,0.9
3970.871508,14,1
3966.259777,14,1.1
3976.072626,14,1.2
4001.699721,14,1.3
3996.108939,14,1.4
3992.476257,14,1.5
3996.653631,14,1.6
3994.817039,14,1.7
3988.536313,14,1.8
3977.438547,14,1.9
3980.067039,14,2
3978.74162,14,2.1
3984.261173,14,2.2
3984.319832,14,2.3
3988.107542,14,2.4
3985.635475,14,2.5
3990.585196,14,2.6
3982.27933,14,2.7
3985.124302,14,2.8
4000.551676,14,2.9
4003.002793,14,3
3999.484637,14,3.1
4001.934358,14,3.2
4009.635475,14,3.3
4010.498603,14,3.4
4018.810056,14,3.5
4015.015363,14,3.6
4011.918994,14,3.7
4009.708101,14,3.8
4007.321229,14,3.9
4007.099162,14,4
4008.78352,14,4.1
4002.210894,14,4.2
4013.52095,14,4.3
4012.322626,14,4.4
4014.574022,14,4.5
4019.554469,14,4.6
4030.171788,14,4.7
4032.747207,14,4.8
4035.536313,14,4.9
4037.311453,14,5
4035.406425,14,5.1
4033.155028,14,5.2
4033.050279,14,5.3
4030.403631,14,5.4
4023.96648,14,5.5
4026.222067,14,5.6
4024.227654,14,5.7
4020.22486,14,5.8
4016.425978,14,5.9
4014.403631,14,6
3941.850559,15,0
3938.865922,15,0.1
3942.839385,15,0.2
3947.575419,15,0.3
3959.509777,15,0.4
3949.127095,15,0.5
3951.986034,15,0.6
3963.222067,15,0.7
3982.162011,15,0.8
3991.980447,15,0.9
3992.854749,15,1
4002.571229,15,1.1
4002.863128,15,1.2
3982.444134,15,1.3
3986.888268,15,1.4
3978.036313,15,1.5
3978.511173,15,1.6
3970.723464,15,1.7
3984.269553,15,1.8
3989.157821,15,1.9
3985.219274,15,2
3978.277933,15,2.1
3979.205307,15,2.2
3982.607542,15,2.3
3982.772346,15,2.4
3983.407821,15,2.5
3996.645251,15,2.6
4003.438547,15,2.7
4007.298883,15,2.8
4008.583799,15,2.9
4007.226257,15,3
4012.819832,15,3.1
4008.645251,15,3.2
4015.886872,15,3.3
4014.110335,15,3.4
4018.28352,15,3.5
4014.835196,15,3.6
4009.734637,15,3.7
4010.981844,15,3.8
4008.52095,15,3.9
4016.574022,15,4
4019.653631,15,4.1
4022.297486,15,4.2
4023.227654,15,4.3
4025.259777,15,4.4
4010.949721,15,4.5
4020.319832,15,4.6
4021.632682,15,4.7
4021.188547,15,4.8
4023.261173,15,4.9
4022.868715,15,5
4024.407821,15,5.1
4019.765363,15,5.2
4019.703911,15,5.3
4017.511173,15,5.4
4020.061453,15,5.5
4020.325419,15,5.6
4017.333799,15,5.7
4017.920391,15,5.8
4028.934358,15,5.9
4031.536313,15,6
3944.107542,16,0
3947.379888,16,0.1
3953.269553,16,0.2
3963.26257,16,0.3
3975.74581,16,0.4
3983.053073,16,0.5
3989.427374,16,0.6
3988.252793,16,0.7
3965.188547,16,0.8
3971.321229,16,0.9
3980.335196,16,1
3973.304469,16,1.1
3975.425978,16,1.2
3981.554469,16,1.3
3984.460894,16,1.4
3987.632682,16,1.5
3990.962291,16,1.6
3989.793296,16,1.7
3984.857542,16,1.8
3976.160615,16,1.9
3975.476257,16,2
3983.219274,16,2.1
4004.251397,16,2.2
3999.836592,16,2.3
4000.261173,16,2.4
4003.417598,16,2.5
4012.652235,16,2.6
4010.191341,16,2.7
4007.445531,16,2.8
4008.222067,16,2.9
4013.027933,16,3
4019.608939,16,3.1
4019.763966,16,3.2
4017.548883,16,3.3
4011.195531,16,3.4
3993.332402,16,3.5
3998.019553,16,3.6
3995.636872,16,3.7
4001.596369,16,3.8
4005.108939,16,3.9
4004.917598,16,4
4007.912011,16,4.1
4015.71648,16,4.2
4010.311453,16,4.3
4011.360335,16,4.4
4019.400838,16,4.5
4022.473464,16,4.6
4022.951117,16,4.7
4025.469274,16,4.8
4019.592179,16,4.9
4020.858939,16,5
4019.536313,16,5.1
4010.238827,16,5.2
4021.093575,16,5.3
4022.649441,16,5.4
4017.048883,16,5.5
4014.727654,16,5.6
4024.353352,16,5.7
4025.477654,16,5.8
4025.420391,16,5.9
4025.206704,16,6
3968.772346,17,0
3963.694134,17,0.1
3975.00838,17,0.2
3966.251397,17,0.3
3955.463687,17,0.4
3975.655028,17,0.5
3971.803073,17,0.6
3974.680168,17,0.7
3990.148045,17,0.8
3982.796089,17,0.9
3983.093575,17,1
3981.921788,17,1.1
3995.777933,17,1.2
3994.27514,17,1.3
3986.23743,17,1.4
3987.406425,17,1.5
3985.539106,17,1.6
3979.906425,17,1.7
3982.687151,17,1.8
3998.836592,17,1.9
4010.583799,17,2
4004.646648,17,2.1
4000.715084,17,2.2
3995.463687,17,2.3
4007.5,17,2.4
3997.065642,17,2.5
3998.335196,17,2.6
3998.152235,17,2.7
4002.747207,17,2.8
4004.853352,17,2.9
4006.243017,17,3
4004.282123,17,3.1
3994.167598,17,3.2
3987.473464,17,3.3
3994.723464,17,3.4
3996.166201,17,3.5
4000.902235,17,3.6
4005.290503,17,3.7
4006.603352,17,3.8
4008.903631,17,3.9
4013.952514,17,4
4011.307263,17,4.1
4010.50838,17,4.2
4021.142458,17,4.3
4028.50419,17,4.4
4020.219274,17,4.5
4020.215084,17,4.6
4016.653631,17,4.7
4020.227654,17,4.8
4009.836592,17,4.9
4006.622905,17,5
4015.99581,17,5.1
4018.590782,17,5.2
4017.363128,17,5.3
4021.379888,17,5.4
4021.934358,17,5.5
4021.590782,17,5.6
4021.910615,17,5.7
4021.273743,17,5.8
4015.311453,17,5.9
4018.875698,17,6
3963.208101,18,0
3968.976257,18,0.1
3960.297486,18,0.2
3981.698324,18,0.3
3979.886872,18,0.4
3974.75419,18,0.5
3983.998603,18,0.6
3985.603352,18,0.7
3987.824022,18,0.8
3994.490223,18,0.9
3996.293296,18,1
3998.490223,18,1.1
3995.755587,18,1.2
3992.342179,18,1.3
3990.614525,18,1.4
3967.902235,18,1.5
3985.791899,18,1.6
3989.301676,18,1.7
3996.824022,18,1.8
3987.121508,18,1.9
3987.015363,18,2
3987.034916,18,2.1
3994.677374,18,2.2
3998.395251,18,2.3
3997.002793,18,2.4
4000.398045,18,2.5
4007.871508,18,2.6
4004.22067,18,2.7
4006.484637,18,2.8
3997.923184,18,2.9
3992.678771,18,3
3987.571229,18,3.1
3993.790503,18,3.2
3998.752793,18,3.3
3998.553073,18,3.4
3996.847765,18,3.5
4000.115922,18,3.6
4002.824022,18,3.7
4011.368715,18,3.8
4015.694134,18,3.9
4010.976257,18,4
4016.643855,18,4.1
4020.825419,18,4.2
4019.793296,18,4.3
4015.698324,18,4.4
4010.353352,18,4.5
4011.178771,18,4.6
4007.727654,18,4.7
4000.248603,18,4.8
4007.898045,18,4.9
4013.942737,18,5
4012.251397,18,5.1
4020.324022,18,5.2
4016.294693,18,5.3
4020.530726,18,5.4
4026.635475,18,5.5
4025.900838,18,5.6
4021.378492,18,5.7
4024.945531,18,5.8
4022.335196,18,5.9
4017.850559,18,6
3972.826816,19,0
3986.668994,19,0.1
3982.234637,19,0.2
3979.044693,19,0.3
3978.976257,19,0.4
3972.708101,19,0.5
3984.067039,19,0.6
3982.815642,19,0.7
3982.976257,19,0.8
3985.463687,19,0.9
3986.420391,19,1
3980.090782,19,1.1
3987.469274,19,1.2
3981.240223,19,1.3
3987.191341,19,1.4
3986.817039,19,1.5
3994.072626,19,1.6
3986.900838,19,1.7
3992.891061,19,1.8
3989.674581,19,1.9
3994.009777,19,2
3999.092179,19,2.1
4005.305866,19,2.2
4003.385475,19,2.3
3997.428771,19,2.4
4002.896648,19,2.5
3995.981844,19,2.6
3993.863128,19,2.7
3985.480447,19,2.8
3986.97905,19,2.9
3987.319832,19,3
3992.217877,19,3.1
3995.839385,19,3.2
4002.649441,19,3.3
4006.01257,19,3.4
4016.011173,19,3.5
4014.72067,19,3.6
4011.927374,19,3.7
4013.300279,19,3.8
4009.891061,19,3.9
4019.860335,19,4
4017.212291,19,4.1
4007.213687,19,4.2
4003.917598,19,4.3
3997.544693,19,4.4
4009.755587,19,4.5
4013.026536,19,4.6
4014.583799,19,4.7
4017.370112,19,4.8
4020.575419,19,4.9
4021.984637,19,5
4021.079609,19,5.1
4022.439944,19,5.2
4023.5,19,5.3
4021.340782,19,5.4
4025.430168,19,5.5
4026.784916,19,5.6
4019.990223,19,5.7
4013.391061,19,5.8
4013.502793,19,5.9
4016.715084,19,6
3970.861732,20,0
3969.77514,20,0.1
3972.00838,20,0.2
3972.621508,20,0.3
3980.600559,20,0.4
3977.543296,20,0.5
3978.691341,20,0.6
3983.597765,20,0.7
3988.819832,20,0.8
3994.393855,20,0.9
3986.223464,20,1
3981.860335,20,1.1
3980.414804,20,1.2
3986.438547,20,1.3
3993.836592,20,1.4
3984.494413,20,1.5
3979.534916,20,1.6
3983.026536,20,1.7
3987.668994,20,1.8
3991.629888,20,1.9
3999.486034,20,2
3996.738827,20,2.1
3990.920391,20,2.2
3990.096369,20,2.3
3988.117318,20,2.4
3990.608939,20,2.5
3985.087989,20,2.6
3983.424581,20,2.7
