AUC,D,M,gamma
-25076.31704,2.0,65.0,0.1
-24902.039109999998,3.0,25.0,0.91
-24949.45531,4.0,5.0,0.55
-25051.4148,4.0,29.0,0.26
-24709.87011,3.0,40.0,1.0
-25071.3352,4.0,34.0,0.13
-25049.43017,3.0,20.0,0.33
-24776.90642,4.0,1.0,0.05
-25096.17318,4.0,23.0,0.06
-25094.243019999998,4.0,22.0,0.01
-25100.469269999998,4.0,36.0,0.0
-25049.090780000002,4.0,43.0,0.29
-25071.69413,4.0,35.0,0.16
-25077.909219999998,4.0,38.0,0.1
-25072.96369,4.0,14.0,0.2
-25094.243019999998,4.0,31.0,0.01
-25071.94832,4.0,27.0,0.15
-25056.7067,4.0,43.0,0.24
-25095.141059999998,4.0,46.0,0.03
-25089.2933,4.0,58.0,0.08
-25071.41061,4.0,26.0,0.19
-25043.92877,3.0,17.0,0.39
-25100.469269999998,4.0,32.0,0.0
-25097.0,4.0,49.0,0.04
-25100.469269999998,4.0,38.0,0.0
-25072.918990000002,3.0,51.0,0.11
-24821.22765,4.0,54.0,0.97
-25048.17318,4.0,38.0,0.28
-25070.924580000003,4.0,46.0,0.14
-25060.37709,4.0,42.0,0.23
-25100.469269999998,2.0,36.0,0.0
-25088.93296,2.0,41.0,0.09
-25028.9986,4.0,62.0,0.48
-25032.65503,2.0,36.0,0.64
-25100.469269999998,2.0,44.0,0.0
-24976.51397,2.0,47.0,0.85
-25051.73324,2.0,33.0,0.34
-25043.67877,2.0,56.0,0.46
-25065.761169999998,2.0,52.0,0.21
-25068.36034,3.0,45.0,0.18
-25043.072630000002,3.0,50.0,0.38
-25094.96229,2.0,59.0,0.03
-25054.37011,2.0,61.0,0.27
-24989.033519999997,2.0,44.0,0.78
-25054.02793,2.0,35.0,0.42
-24972.87291,3.0,29.0,0.88
-25045.418990000002,2.0,39.0,0.58
-25074.2486,2.0,63.0,0.12
-25030.87989,3.0,31.0,0.53
-25097.033519999997,3.0,48.0,0.07
-25014.53771,2.0,53.0,0.72
-25044.02933,4.0,25.0,0.31
-25071.94832,4.0,28.0,0.15
-25066.32123,4.0,33.0,0.17
-25095.424580000003,2.0,41.0,0.05
-25092.50978,2.0,56.0,0.02
-25076.31704,2.0,66.0,0.1
-25044.66341,2.0,37.0,0.45
-25060.52374,2.0,35.0,0.24
-25048.02933,3.0,44.0,0.3
-25007.24581,3.0,39.0,0.66
-24879.057259999998,3.0,32.0,0.9400000000000001
-25036.60335,2.0,49.0,0.61
-25072.35615,3.0,19.0,0.12
-25048.93575,4.0,25.0,0.36
-25089.2933,3.0,42.0,0.08
-25097.82961,2.0,68.0,0.04
-25100.469269999998,2.0,51.0,0.0
-25065.761169999998,2.0,54.0,0.21
-25071.44413,2.0,58.0,0.14
-25096.17318,3.0,64.0,0.06
-25041.59218,2.0,47.0,0.5
-25070.82961,2.0,51.0,0.17
-25041.057259999998,4.0,30.0,0.4
-25072.192740000002,4.0,39.0,0.19
-25100.469269999998,4.0,17.0,0.0
-25092.50978,2.0,60.0,0.02
-25057.61034,2.0,56.0,0.26
-25059.07123,3.0,8.0,0.23
-25010.79469,4.0,13.0,0.81
-25078.45391,4.0,10.0,0.1
-24949.60754,4.0,3.0,0.29
-25048.30587,3.0,22.0,0.32
-25091.367319999998,2.0,34.0,0.08
-25070.924580000003,4.0,6.0,0.14
-25097.0,4.0,42.0,0.04
-24983.31983,4.0,16.0,0.75
-25093.33939,4.0,18.0,0.02
-25100.469269999998,4.0,28.0,0.0
-25096.17318,4.0,26.0,0.06
-25079.42179,2.0,45.0,0.11
-25100.469269999998,4.0,24.0,0.0
-25072.35615,4.0,31.0,0.12
-25097.0,4.0,37.0,0.04
-25071.69413,4.0,28.0,0.16
-25097.26397,4.0,22.0,0.07
-25100.469269999998,4.0,14.0,0.0
-25086.94832,4.0,14.0,0.09
-25068.83799,2.0,52.0,0.19
-25068.09637,4.0,11.0,0.22
-25093.33939,4.0,20.0,0.02
-25094.59497,4.0,23.0,0.05
-24685.64944,4.0,1.0,0.13
-25071.69413,4.0,24.0,0.16
-25078.45391,4.0,15.0,0.1
-25100.469269999998,4.0,8.0,0.0
-25095.141059999998,4.0,41.0,0.03
-25072.96369,4.0,32.0,0.2
-25051.73324,2.0,48.0,0.34
-25051.822630000002,3.0,5.0,0.25
-25097.26397,4.0,9.0,0.07
-25070.924580000003,3.0,50.0,0.14
-25100.469269999998,2.0,12.0,0.0
-24989.98743,2.0,3.0,0.18
-25027.382680000002,4.0,18.0,0.56
-25087.45531,4.0,20.0,0.09
-25074.2486,2.0,12.0,0.12
-25050.88128,2.0,8.0,0.28
-25097.0,4.0,27.0,0.04
-25015.52933,3.0,36.0,0.58
-25092.50978,2.0,44.0,0.02
-25096.17318,4.0,16.0,0.06
-25049.52235,2.0,54.0,0.43
-25043.072630000002,3.0,17.0,0.38
-25071.94832,4.0,7.0,0.15
-25018.47207,2.0,57.0,0.67
-25068.09637,4.0,29.0,0.22
-24888.10754,2.0,47.0,0.97
-25009.322630000002,2.0,60.0,0.71
-25089.2933,4.0,38.0,0.08
-25079.42179,2.0,49.0,0.11
-25013.174580000003,3.0,30.0,0.81
-25060.56145,2.0,33.0,0.25
-25035.15363,2.0,43.0,0.63
-25066.32123,4.0,35.0,0.17
-25093.33939,4.0,40.0,0.02
-25094.59497,4.0,26.0,0.05
-25067.00978,2.0,53.0,0.2
-25094.243019999998,3.0,70.0,0.01
-25054.37011,2.0,45.0,0.27
-24710.36592,4.0,2.0,0.54
-25070.5419,3.0,38.0,0.13
-25088.93296,2.0,65.0,0.09
-24919.80168,4.0,21.0,0.92
-25030.6243,4.0,12.0,0.48
-25096.22765,3.0,4.0,0.06
-25097.0,4.0,24.0,0.04
-25044.02933,4.0,19.0,0.31
-25100.469269999998,4.0,10.0,0.0
-25071.86313,2.0,55.0,0.15
-25049.12291,4.0,34.0,0.36
-25067.741619999997,4.0,22.0,0.18
-25060.52374,2.0,67.0,0.24
-25073.006980000002,4.0,6.0,0.11
-25097.0,4.0,95.0,0.04
-24982.71508,4.0,41.0,0.71
-25003.81006,3.0,34.0,0.68
-24981.75,4.0,43.0,0.75
-25097.033519999997,3.0,29.0,0.07
-25045.81006,4.0,47.0,0.32
-25048.58659,4.0,79.0,0.38
-24871.25559,4.0,5.0,0.6900000000000001
-25038.88408,3.0,47.0,0.43
-25045.81006,4.0,77.0,0.32
-25095.141059999998,5.0,41.0,0.03
-25016.64944,4.0,84.0,0.53
-25094.59497,3.0,62.0,0.05
-24992.44972,4.0,67.0,0.62
-25006.44972,4.0,10.0,0.66
-25023.484640000002,4.0,18.0,0.54
-24970.548880000002,4.0,72.0,0.84
-25096.17318,5.0,52.0,0.06
-25044.95251,5.0,45.0,0.3
-25034.50978,3.0,60.0,0.46
-25071.39665,3.0,95.0,0.16
-25068.52374,5.0,26.0,0.18
-25068.36034,3.0,97.0,0.18
-25070.924580000003,3.0,27.0,0.14
-25056.81006,5.0,18.0,0.25
-24816.39525,3.0,89.0,0.98
-25100.469269999998,5.0,32.0,0.0
-25056.44134,5.0,33.0,0.25
-25094.243019999998,5.0,15.0,0.01
-25072.35615,5.0,55.0,0.12
-25078.45391,5.0,34.0,0.1
-24818.87709,3.0,26.0,0.98
-25057.44413,3.0,6.0,0.24
-24962.93994,5.0,37.0,0.9
-25047.39525,4.0,14.0,0.37
-25094.243019999998,3.0,28.0,0.01
-25089.2933,4.0,22.0,0.08
-24468.43575,4.0,2.0,0.78
-25047.56844,5.0,38.0,0.38
-25015.52933,3.0,51.0,0.58
-25068.09637,4.0,31.0,0.22
-25100.469269999998,3.0,57.0,0.0
-25026.7486,5.0,63.0,0.45
-25094.243019999998,3.0,73.0,0.01
-25043.85754,4.0,86.0,0.3
-24971.28212,4.0,57.0,0.75
-25029.93296,5.0,67.0,0.51
-25041.23324,4.0,48.0,0.34
-25094.59497,3.0,42.0,0.05
-25072.18156,4.0,80.0,0.2
-25043.3352,3.0,69.0,0.4
-25089.2933,5.0,56.0,0.08
-24992.73324,4.0,38.0,0.64
-25029.135469999997,3.0,44.0,0.48
-25070.924580000003,5.0,48.0,0.14
-25005.93017,4.0,21.0,0.6
-25049.575419999997,3.0,62.0,0.28
-25036.18017,5.0,10.0,0.42
-24907.80866,4.0,77.0,0.93
-24992.885469999997,5.0,92.0,0.7000000000000001
-25072.918990000002,3.0,22.0,0.11
-25041.367319999998,5.0,82.0,0.34
-25097.0,4.0,75.0,0.04
-24998.31704,3.0,99.0,0.8300000000000001
-25027.62011,4.0,54.0,0.56
-25100.469269999998,3.0,31.0,0.0
-25067.34497,3.0,34.0,0.17
-25070.924580000003,3.0,40.0,0.14
-25100.469269999998,3.0,46.0,0.0
-25095.141059999998,3.0,58.0,0.03
-25073.4595,3.0,65.0,0.2
-25072.918990000002,3.0,49.0,0.11
-25089.2933,3.0,53.0,0.08
-25052.192740000002,3.0,45.0,0.27
-25095.141059999998,3.0,36.0,0.03
-25068.97626,3.0,70.0,0.22
-25100.469269999998,3.0,59.0,0.0
-25096.17318,3.0,30.0,0.06
-25071.39665,3.0,41.0,0.16
-25087.45531,3.0,64.0,0.09
-25071.3352,4.0,60.0,0.13
-25070.07682,3.0,51.0,0.19
-25067.60056,5.0,17.0,0.22
-25048.88966,3.0,86.0,0.34
-25093.33939,3.0,67.0,0.02
-25096.17318,4.0,25.0,0.06
-25048.02933,3.0,46.0,0.3
-25052.84777,4.0,75.0,0.26
-25078.45391,3.0,60.0,0.1
-24973.73045,5.0,10.0,0.73
-25100.469269999998,5.0,6.0,0.0
-25071.94832,5.0,91.0,0.15
-25061.635469999997,4.0,43.0,0.23
-24824.72486,3.0,2.0,0.52
-25043.5838,5.0,12.0,0.37
-24921.06983,4.0,6.0,0.66
-25097.17877,3.0,4.0,0.07
-25035.075419999997,3.0,70.0,0.44
-25072.35615,4.0,24.0,0.12
-25040.39944,5.0,20.0,0.4
-24899.5838,5.0,14.0,0.9400000000000001
-25097.0,3.0,28.0,0.04
-25048.17318,4.0,81.0,0.28
-25043.52235,5.0,8.0,0.32
-25024.322630000002,5.0,33.0,0.48
-25005.62011,3.0,50.0,0.78
-25067.34497,3.0,39.0,0.17
-24975.008380000003,4.0,19.0,0.84
-25073.4595,3.0,35.0,0.2
-25094.243019999998,4.0,58.0,0.01
-25012.47207,5.0,32.0,0.54
-25087.45531,3.0,55.0,0.09
-25071.3352,4.0,17.0,0.13
-25059.06425,3.0,52.0,0.24
-25097.0,3.0,73.0,0.04
-25100.469269999998,3.0,96.0,0.0
-25096.17318,4.0,93.0,0.06
-25068.36034,3.0,84.0,0.18
-25042.87709,5.0,16.0,0.3
-25013.243019999998,3.0,95.0,0.61
-25071.94832,4.0,99.0,0.15
-25072.918990000002,3.0,87.0,0.11
-25029.135469999997,3.0,36.0,0.48
-25050.84637,3.0,30.0,0.35000000000000003
-25093.33939,4.0,77.0,0.02
