AUC,D,M,gamma
-12956.882679999999,3.0,87.0,0.07
-12888.9595,3.0,100.0,0.6900000000000001
-12956.89665,3.0,84.0,0.02
-12940.77654,3.0,95.0,0.15
-12922.174579999999,3.0,63.0,0.31
-12910.50838,3.0,91.0,0.42
-12957.77374,3.0,100.0,0.04
-12939.94413,3.0,44.0,0.19
-12931.06425,3.0,77.0,0.23
-12963.079609999999,4.0,74.0,0.0
-12947.55168,4.0,81.0,0.1
-12937.81145,3.0,85.0,0.13
-12957.49721,4.0,98.0,0.06
-12963.079609999999,3.0,88.0,0.0
-12936.02235,3.0,67.0,0.17
-12928.08101,5.0,72.0,0.25
-12952.95251,3.0,97.0,0.08
-12963.079609999999,3.0,93.0,0.0
-12895.825420000001,3.0,93.0,0.62
-12957.77374,3.0,90.0,0.04
-12767.9595,3.0,100.0,0.9500000000000001
-12921.97067,3.0,95.0,0.29
-12939.33101,3.0,99.0,0.11
-12861.18575,3.0,79.0,0.85
-12918.14106,3.0,88.0,0.36
-12939.089390000001,5.0,46.0,0.2
-12952.95251,3.0,42.0,0.08
-12958.882679999999,3.0,96.0,0.03
-12940.77654,4.0,69.0,0.15
-12957.49721,4.0,74.0,0.06
-12934.81285,3.0,85.0,0.22
-12937.945529999999,3.0,53.0,0.18
-12947.55168,3.0,81.0,0.1
-12922.61872,4.0,75.0,0.27
-12937.62291,3.0,48.0,0.14
-12958.882679999999,3.0,57.0,0.03
-12963.079609999999,4.0,61.0,0.0
-12917.94413,4.0,59.0,0.33
-12911.054470000001,2.0,59.0,0.6
-12780.12989,4.0,39.0,0.9400000000000001
-12936.02235,3.0,58.0,0.17
-12908.1648,2.0,31.0,0.63
-12886.016759999999,3.0,33.0,0.8200000000000001
-12915.089390000001,3.0,18.0,0.39
-12892.906420000001,3.0,15.0,0.59
-12905.98184,2.0,3.0,0.04
-12921.96927,3.0,64.0,0.33
-12904.00838,3.0,66.0,0.55
-12922.94693,4.0,23.0,0.27
-12957.49721,2.0,57.0,0.06
-12853.329609999999,2.0,4.0,0.5
-12872.4986,4.0,5.0,0.42
-12939.33101,3.0,33.0,0.11
-12861.82402,3.0,31.0,0.86
-12741.27514,4.0,56.0,0.96
-12889.80587,4.0,30.0,0.59
-12927.92737,4.0,29.0,0.25
-12915.089390000001,3.0,32.0,0.39
-12956.712290000001,2.0,46.0,0.02
-12956.712290000001,2.0,47.0,0.02
-12963.079609999999,2.0,48.0,0.0
-12939.21927,2.0,50.0,0.13
-12934.23184,2.0,69.0,0.19
-12954.86313,2.0,40.0,0.08
-12903.03911,2.0,52.0,0.68
-12933.76816,2.0,43.0,0.2
-12956.4986,2.0,62.0,0.01
-12926.20112,2.0,56.0,0.27
-12952.84916,2.0,70.0,0.09
-12925.579609999999,2.0,52.0,0.31
-12899.670390000001,2.0,60.0,0.6900000000000001
-12915.132679999999,2.0,39.0,0.46
-12938.72626,2.0,37.0,0.16
-12884.117320000001,3.0,44.0,0.77
-12957.49721,2.0,25.0,0.06
-12919.28073,3.0,10.0,0.34
-12932.87011,2.0,22.0,0.23
-12963.079609999999,3.0,23.0,0.0
-12939.76397,3.0,15.0,0.16
-12963.079609999999,3.0,17.0,0.0
-12905.73464,3.0,9.0,0.53
-12819.371509999999,4.0,25.0,0.9
-12884.28631,3.0,18.0,0.77
-12380.117320000001,3.0,11.0,1.0
-12918.3338,4.0,7.0,0.37
-12911.69832,3.0,18.0,0.43
-12920.75279,3.0,15.0,0.3
-12826.9148,4.0,2.0,0.11
-12887.839390000001,3.0,35.0,0.63
-12934.81285,3.0,28.0,0.22
-12937.62291,4.0,13.0,0.14
-12957.77374,3.0,67.0,0.04
-12921.64525,4.0,21.0,0.28
-12906.885470000001,3.0,48.0,0.46
-12902.09497,4.0,40.0,0.55
-12939.94413,3.0,43.0,0.19
-12957.49721,3.0,27.0,0.06
-12918.34218,4.0,33.0,0.37
-12939.33101,3.0,53.0,0.11
-12963.079609999999,3.0,7.0,0.0
-12927.68296,3.0,6.0,0.24
-12927.42598,2.0,65.0,0.33
-12918.12709,2.0,59.0,0.49
-12956.68296,3.0,19.0,0.01
-12958.882679999999,3.0,37.0,0.03
-12951.22067,3.0,25.0,0.09
-12957.03352,3.0,4.0,0.05
-12554.25,3.0,1.0,0.15
-12939.94413,3.0,54.0,0.19
-12937.81145,3.0,13.0,0.13
-12963.079609999999,3.0,30.0,0.0
-12952.95251,3.0,8.0,0.08
-12963.079609999999,3.0,12.0,0.0
-12928.617320000001,3.0,20.0,0.26
-12935.92179,4.0,62.0,0.22
-12939.33101,3.0,12.0,0.11
-12892.63408,2.0,24.0,0.71
-12936.02235,3.0,16.0,0.17
-12886.02933,3.0,3.0,0.08
-12957.77374,4.0,27.0,0.04
-12908.06006,2.0,42.0,0.61
-12921.97067,3.0,17.0,0.29
-12716.01955,3.0,22.0,0.99
-12341.37989,4.0,5.0,0.91
-12919.80726,2.0,49.0,0.4
-12939.089390000001,3.0,10.0,0.2
-12868.7486,2.0,35.0,0.81
-12963.079609999999,3.0,31.0,0.0
-12936.02235,3.0,31.0,0.17
-12927.73743,2.0,46.0,0.32
-12956.882679999999,4.0,50.0,0.07
-12923.55168,2.0,38.0,0.35000000000000003
-12939.02654,4.0,33.0,0.12
-12956.89665,3.0,14.0,0.02
-12926.27933,3.0,8.0,0.25
-12886.94832,3.0,29.0,0.64
-12945.56564,2.0,57.0,0.1
-12910.50838,3.0,23.0,0.42
-12906.11313,3.0,36.0,0.52
-12907.53492,3.0,10.0,0.45
-12956.97905,3.0,12.0,0.05
-12934.81285,3.0,17.0,0.22
-12816.40223,4.0,2.0,0.13
-12872.22905,2.0,63.0,0.74
-12940.77654,3.0,26.0,0.15
-12917.15782,2.0,45.0,0.58
-12958.882679999999,3.0,20.0,0.03
-12938.5852,4.0,41.0,0.18
-12923.27793,3.0,33.0,0.28
-12462.70531,3.0,1.0,0.36
-12918.12709,2.0,54.0,0.49
-12957.49721,3.0,15.0,0.06
-12851.39385,2.0,69.0,0.85
-12913.86592,4.0,39.0,0.4
-12956.68296,3.0,30.0,0.01
-12933.76816,2.0,51.0,0.2
-12963.079609999999,3.0,8.0,0.0
-12951.22067,3.0,6.0,0.09
-12852.2081,3.0,4.0,0.31
-12937.62291,3.0,11.0,0.14
-12912.850559999999,2.0,48.0,0.65
-12929.05168,4.0,19.0,0.24
-12956.882679999999,3.0,8.0,0.07
-12958.882679999999,3.0,22.0,0.03
-12284.30587,4.0,6.0,0.97
-12947.55168,3.0,28.0,0.1
-12928.617320000001,3.0,31.0,0.26
-12937.079609999999,3.0,17.0,0.21
-12920.2919,4.0,14.0,0.38
-12939.76397,3.0,35.0,0.16
-12897.07682,3.0,25.0,0.5700000000000001
-12924.4986,2.0,44.0,0.34
-12956.97905,3.0,23.0,0.05
-12939.33101,3.0,20.0,0.11
-12788.73045,4.0,27.0,0.93
-12913.89385,2.0,56.0,0.44
-12902.34078,2.0,60.0,0.67
-12921.97067,3.0,9.0,0.29
-12880.287709999999,3.0,36.0,0.8
-12963.079609999999,2.0,60.0,0.0
-12864.50559,2.0,3.0,0.13
-12936.02235,4.0,42.0,0.17
-12907.74441,2.0,34.0,0.52
-12963.079609999999,3.0,24.0,0.0
-12956.89665,3.0,67.0,0.02
-12956.882679999999,3.0,12.0,0.07
-12957.77374,3.0,16.0,0.04
-12951.22067,3.0,21.0,0.09
-12956.89665,3.0,14.0,0.02
-12940.77654,3.0,18.0,0.15
-12939.02654,3.0,26.0,0.12
-12956.97905,3.0,7.0,0.05
-12937.945529999999,3.0,30.0,0.18
-12931.06425,3.0,24.0,0.23
-12951.22067,3.0,19.0,0.09
-12956.68296,3.0,37.0,0.01
-12956.882679999999,2.0,58.0,0.07
-12957.77374,3.0,53.0,0.04
-12963.079609999999,3.0,21.0,0.0
-12963.079609999999,3.0,28.0,0.0
-12939.089390000001,3.0,29.0,0.2
-12937.81145,3.0,21.0,0.13
-12861.82402,3.0,28.0,0.86
-12924.93575,3.0,39.0,0.27
-12947.55168,3.0,16.0,0.1
-12957.49721,4.0,33.0,0.06
-12903.44413,3.0,13.0,0.48
-12940.77654,3.0,32.0,0.15
-12952.95251,3.0,31.0,0.08
-12958.882679999999,4.0,5.0,0.03
-12908.06006,2.0,61.0,0.61
-12884.55307,3.0,11.0,0.75
-12937.945529999999,3.0,44.0,0.18
-12931.47207,2.0,48.0,0.25
-12785.26397,3.0,2.0,0.22
-12875.02933,3.0,9.0,0.71
-12922.44972,3.0,42.0,0.32
-12939.41899,4.0,24.0,0.11
-12956.89665,3.0,46.0,0.02
-12937.62291,3.0,51.0,0.14
-12956.97905,2.0,34.0,0.05
-12963.079609999999,3.0,18.0,0.0
-12902.26955,3.0,26.0,0.54
-12911.17318,3.0,40.0,0.41000000000000003
-12959.02654,2.0,36.0,0.03
-12939.02654,3.0,10.0,0.12
-12939.76397,3.0,22.0,0.16
-12954.86313,2.0,65.0,0.08
-12939.089390000001,3.0,15.0,0.2
-12923.068440000001,4.0,47.0,0.29
-12956.882679999999,3.0,29.0,0.07
-12963.079609999999,3.0,27.0,0.0
-12918.14106,3.0,17.0,0.36
-12930.59916,2.0,69.0,0.24
-12947.55168,3.0,18.0,0.1
-12903.26816,4.0,3.0,0.05
-12842.97067,3.0,23.0,0.89
-12963.079609999999,2.0,20.0,0.0
-12956.712290000001,2.0,13.0,0.02
-12937.804470000001,2.0,32.0,0.17
-12939.21927,2.0,38.0,0.13
-12934.81285,3.0,19.0,0.22
-12939.94413,3.0,11.0,0.19
-12957.49721,2.0,40.0,0.06
-12919.75978,4.0,54.0,0.31
-12951.22067,3.0,14.0,0.09
-12928.50559,2.0,63.0,0.26
-12940.77654,3.0,7.0,0.15
-12957.77374,3.0,16.0,0.04
-12846.864529999999,4.0,25.0,0.84
-12917.31425,3.0,55.0,0.38
-12939.02654,3.0,34.0,0.12
-12956.4986,2.0,59.0,0.01
-12952.95251,3.0,5.0,0.08
-12963.079609999999,3.0,27.0,0.0
-12249.40503,3.0,1.0,0.78
-12939.33101,3.0,20.0,0.11
-12919.78492,4.0,23.0,0.33
-12902.037709999999,3.0,30.0,0.56
-12958.882679999999,4.0,22.0,0.03
-12938.72626,2.0,50.0,0.16
-12957.49721,3.0,37.0,0.06
-12937.079609999999,3.0,12.0,0.21
-12924.93575,3.0,45.0,0.27
-12907.21369,3.0,9.0,0.51
-12937.945529999999,3.0,32.0,0.18
-12947.55168,3.0,25.0,0.1
-12916.089390000001,2.0,66.0,0.59
-12937.62291,3.0,52.0,0.14
-12957.77374,3.0,21.0,0.04
-12903.44413,3.0,42.0,0.48
-12929.05168,4.0,26.0,0.24
-12956.882679999999,3.0,28.0,0.07
-12885.93296,3.0,16.0,0.66
-12916.71508,4.0,35.0,0.43
-12963.079609999999,3.0,8.0,0.0
-12956.89665,3.0,27.0,0.02
-12920.75279,3.0,19.0,0.3
-12630.33101,3.0,28.0,1.0
-12963.079609999999,3.0,31.0,0.0
-12921.39665,3.0,29.0,0.35000000000000003
-12934.23184,2.0,57.0,0.19
-12880.28073,4.0,38.0,0.73
-12819.90503,3.0,4.0,0.6900000000000001
-12937.81145,3.0,6.0,0.13
-12887.839390000001,3.0,23.0,0.63
-12951.22067,3.0,33.0,0.09
-12831.079609999999,2.0,25.0,0.9400000000000001
-12956.97905,3.0,18.0,0.05
-12934.68994,4.0,15.0,0.22
-12939.76397,3.0,49.0,0.16
-12842.97067,3.0,39.0,0.89
-12939.33101,3.0,32.0,0.11
-12956.89665,3.0,13.0,0.02
-12914.2081,2.0,41.0,0.47000000000000003
-12957.77374,3.0,17.0,0.04
-12956.882679999999,3.0,10.0,0.07
-12963.079609999999,3.0,44.0,0.0
-12956.89665,3.0,47.0,0.02
-12963.079609999999,3.0,43.0,0.0
-12957.77374,3.0,45.0,0.04
-12952.95251,3.0,43.0,0.08
-12957.49721,3.0,21.0,0.06
-12566.73464,3.0,1.0,0.12
-12963.079609999999,3.0,4.0,0.0
-12937.62291,3.0,7.0,0.14
-12945.56564,2.0,61.0,0.1
-12958.882679999999,3.0,11.0,0.03
-12957.49721,3.0,37.0,0.06
-12936.02235,3.0,26.0,0.17
-12952.84916,2.0,14.0,0.09
-12937.62291,3.0,35.0,0.14
-12956.89665,3.0,30.0,0.02
-12963.079609999999,3.0,70.0,0.0
-12939.089390000001,3.0,68.0,0.2
-12956.97905,3.0,41.0,0.05
-12956.882679999999,3.0,44.0,0.07
-12939.33101,3.0,49.0,0.11
-12952.95251,3.0,31.0,0.08
-12963.079609999999,2.0,53.0,0.0
-12839.29609,3.0,2.0,0.03
-12940.77654,3.0,21.0,0.15
-12939.02654,3.0,34.0,0.12
-12937.945529999999,3.0,24.0,0.18
-12926.27933,3.0,38.0,0.25
-12956.68296,3.0,5.0,0.01
-12923.27793,3.0,20.0,0.28
-12956.97905,2.0,51.0,0.05
-12932.87011,2.0,70.0,0.23
-12947.55168,3.0,15.0,0.1
-12958.882679999999,3.0,23.0,0.03
-12952.95251,3.0,8.0,0.08
-12933.76816,2.0,62.0,0.2
-12856.68436,3.0,3.0,0.12
-12956.4986,2.0,58.0,0.01
-12937.62291,3.0,17.0,0.14
-12936.02235,3.0,36.0,0.17
-12957.49721,3.0,29.0,0.06
-12957.77374,3.0,19.0,0.04
-12951.22067,3.0,32.0,0.09
-12956.89665,3.0,40.0,0.02
-12907.01117,3.0,28.0,0.45
-12957.49721,3.0,26.0,0.06
-12939.76397,3.0,63.0,0.16
-12913.86592,4.0,56.0,0.4
-12939.33101,3.0,60.0,0.11
-12872.46369,3.0,20.0,0.8300000000000001
-12956.68296,3.0,8.0,0.01
-12937.079609999999,3.0,13.0,0.21
-12957.77374,3.0,22.0,0.04
-12963.079609999999,3.0,67.0,0.0
-12937.81145,3.0,10.0,0.13
-12963.079609999999,3.0,52.0,0.0
-12951.22067,3.0,46.0,0.09
-12939.94413,3.0,31.0,0.19
-12922.94693,4.0,25.0,0.27
-12728.24162,3.0,54.0,0.98
-12847.23184,3.0,4.0,0.33
-12956.882679999999,3.0,12.0,0.07
-12957.77374,3.0,34.0,0.04
-12864.53212,3.0,15.0,0.87
-12929.30307,3.0,28.0,0.24
-12940.06145,4.0,64.0,0.16
-12897.27514,3.0,24.0,0.61
-12902.26955,3.0,18.0,0.54
-12920.24302,3.0,6.0,0.3
-12947.55168,4.0,38.0,0.1
-12937.62291,3.0,10.0,0.14
-12956.882679999999,2.0,65.0,0.07
-12879.69274,3.0,30.0,0.78
-12963.079609999999,3.0,23.0,0.0
-12958.882679999999,3.0,27.0,0.03
-12463.77793,3.0,1.0,0.37
-12933.86872,2.0,29.0,0.22
-12916.325420000001,2.0,59.0,0.5
-12956.97905,3.0,43.0,0.05
-12952.84916,2.0,57.0,0.09
-12956.89665,3.0,16.0,0.02
