AUC,D,M,gamma
-7892.743284,2.0,13.0,0.9500000000000001
-7986.664179,4.0,45.0,0.56
-8049.101493000001,4.0,32.0,0.08
-8048.697015000001,2.0,42.0,0.13
-8049.888059999999,3.0,29.0,0.04
-8046.476119,2.0,27.0,0.03
-8045.01194,3.0,29.0,0.17
-8042.420896,3.0,35.0,0.22
-7935.414925,2.0,6.0,0.75
-8030.782090000001,3.0,16.0,0.37
-8049.888059999999,2.0,11.0,0.04
-8044.4641790000005,2.0,10.0,0.0
-7429.943284,2.0,1.0,1.0
-8024.297015000001,2.0,7.0,0.28
-7954.820895999999,2.0,4.0,0.39
-8048.834328,3.0,37.0,0.11
-7924.189552,2.0,2.0,0.07
-8049.888059999999,2.0,12.0,0.04
-8039.895522,2.0,13.0,0.01
-8047.419403,2.0,11.0,0.05
-8045.882090000001,2.0,15.0,0.18
-8049.864179000001,2.0,19.0,0.09
-7952.320895999999,2.0,3.0,0.15
-8044.4641790000005,2.0,25.0,0.0
-8048.697015000001,2.0,7.0,0.13
-8046.476119,2.0,11.0,0.03
-8031.944776,2.0,17.0,0.24
-8043.198506999999,2.0,22.0,0.2
-8050.895522,2.0,8.0,0.07
-7921.132836,2.0,2.0,0.1
-8035.314925,2.0,5.0,0.16
-8049.746269,3.0,30.0,0.07
-8030.986567,2.0,8.0,0.22
-8033.676119,2.0,20.0,0.26
-8048.697015000001,2.0,13.0,0.13
-8030.6567159999995,3.0,15.0,0.3
-8045.282090000001,2.0,8.0,0.19
-8044.4641790000005,2.0,18.0,0.0
-8047.677612,3.0,10.0,0.12
-8049.864179000001,2.0,24.0,0.09
-7636.8432840000005,2.0,1.0,0.34
-8039.9537310000005,3.0,34.0,0.02
-8049.746269,3.0,6.0,0.07
-8045.338806000001,3.0,39.0,0.16
-7977.776119,2.0,3.0,0.05
-8049.044776000001,2.0,27.0,0.11
-8026.083581999999,2.0,14.0,0.28
-8043.8,3.0,18.0,0.23
-8044.547761,3.0,32.0,0.18
-8046.082090000001,3.0,28.0,0.14
-8039.9537310000005,2.0,21.0,0.02
-8040.114925,2.0,9.0,0.21
-8010.856715999999,3.0,37.0,0.51
-8049.6910450000005,2.0,12.0,0.06
-8035.134328,3.0,41.0,0.25
-8021.0,2.0,4.0,0.09
-7967.835821,2.0,24.0,0.81
-7997.979104000001,3.0,26.0,0.54
-8026.347761,2.0,22.0,0.32
-8046.573134,2.0,7.0,0.16
-8026.031343000001,3.0,35.0,0.35000000000000003
-8013.1597010000005,2.0,16.0,0.42
-7977.677612,2.0,47.0,0.71
-8044.4641790000005,2.0,10.0,0.0
-8049.888059999999,3.0,31.0,0.04
-7989.141791,3.0,43.0,0.6
-7723.844776000001,2.0,1.0,0.11
-8042.792537,2.0,14.0,0.19
-8049.101493000001,4.0,29.0,0.08
-8049.002984999999,2.0,19.0,0.14
-8049.888059999999,2.0,16.0,0.04
-8030.514925,3.0,38.0,0.27
-7946.892537000001,2.0,4.0,0.47000000000000003
-7938.49403,2.0,6.0,0.63
-8049.6910450000005,2.0,16.0,0.06
-8039.895522,2.0,17.0,0.01
-8040.143284000001,3.0,20.0,0.21
-7955.762687,2.0,12.0,0.66
-7956.874626999999,2.0,54.0,0.88
-8033.491045000001,2.0,23.0,0.23
-8045.01194,3.0,25.0,0.17
-8049.608955,2.0,9.0,0.1
-8018.877612,2.0,11.0,0.37
-8039.9537310000005,3.0,70.0,0.02
-8047.677612,3.0,14.0,0.12
-8044.4641790000005,2.0,46.0,0.0
-8026.611940000001,2.0,49.0,0.3
-7923.767164,3.0,2.0,0.08
-8048.747761,3.0,19.0,0.15
-8023.359701,2.0,8.0,0.25
-8047.419403,3.0,33.0,0.05
-8024.871642,2.0,26.0,0.29
-8035.391045,2.0,6.0,0.2
-8046.476119,3.0,22.0,0.03
-8050.895522,2.0,40.0,0.07
-8044.723881,2.0,61.0,0.17
-8048.697015000001,2.0,68.0,0.13
-8023.162687000001,2.0,52.0,0.33
-8015.647761,2.0,64.0,0.4
-7987.680597,2.0,58.0,0.5700000000000001
-8048.576118999999,3.0,55.0,0.1
-8030.197015000001,3.0,44.0,0.44
-8050.895522,2.0,66.0,0.07
-8019.650745999999,2.0,60.0,0.36
-8033.676119,2.0,66.0,0.26
-8050.895522,2.0,63.0,0.07
-8033.491045000001,2.0,63.0,0.23
-8045.882090000001,2.0,67.0,0.18
-8049.002984999999,2.0,56.0,0.14
-8050.895522,2.0,69.0,0.07
-7984.177612,2.0,69.0,0.6900000000000001
-7973.019403,2.0,58.0,0.76
-8043.198506999999,2.0,70.0,0.2
-8048.222387999999,2.0,61.0,0.12
-8039.895522,2.0,65.0,0.01
-8016.071642,2.0,64.0,0.39
-8049.6910450000005,2.0,51.0,0.06
-8026.026865999999,2.0,67.0,0.31
-8026.083581999999,2.0,53.0,0.28
-7911.943284,2.0,68.0,0.96
-8045.076118999999,2.0,60.0,0.16
-8031.944776,2.0,63.0,0.24
-8049.608955,2.0,48.0,0.1
-8034.310448,2.0,66.0,0.22
-7972.997015000001,2.0,40.0,0.8
-8044.4641790000005,2.0,59.0,0.0
-7981.844776000001,2.0,53.0,0.54
-8049.864179000001,2.0,46.0,0.09
-8050.895522,2.0,69.0,0.07
-8050.895522,2.0,62.0,0.07
-8048.222387999999,2.0,57.0,0.12
-8047.419403,2.0,62.0,0.05
-8039.9537310000005,2.0,70.0,0.02
-8045.882090000001,2.0,64.0,0.18
-8048.525373,2.0,69.0,0.15
-8050.3119400000005,2.0,62.0,0.08
-8049.002984999999,2.0,66.0,0.14
-8046.476119,2.0,56.0,0.03
-8049.608955,2.0,59.0,0.1
-8043.198506999999,2.0,69.0,0.2
-8048.222387999999,2.0,66.0,0.12
-8039.895522,2.0,51.0,0.01
-8047.419403,2.0,68.0,0.05
-8049.6910450000005,2.0,61.0,0.06
-8044.723881,2.0,58.0,0.17
-8050.3119400000005,2.0,65.0,0.08
-8048.697015000001,2.0,55.0,0.13
-8049.044776000001,2.0,63.0,0.11
-8046.476119,2.0,64.0,0.03
-8042.792537,2.0,54.0,0.19
-8044.4641790000005,2.0,50.0,0.0
-8034.310448,2.0,57.0,0.22
-8033.676119,2.0,69.0,0.26
-7975.129851000001,2.0,67.0,0.72
-8048.525373,2.0,61.0,0.15
-8049.864179000001,2.0,44.0,0.09
-8050.895522,2.0,67.0,0.07
-8044.4641790000005,2.0,70.0,0.0
-7970.570148999999,2.0,60.0,0.84
-8044.723881,2.0,62.0,0.17
-8046.476119,2.0,68.0,0.03
-8031.944776,2.0,48.0,0.24
-8048.697015000001,2.0,65.0,0.13
-8049.6910450000005,2.0,67.0,0.06
-8049.044776000001,2.0,59.0,0.11
-8023.162687000001,2.0,42.0,0.33
-8024.871642,2.0,53.0,0.29
-8040.337312999999,2.0,36.0,0.21
-8048.525373,2.0,69.0,0.15
-8049.888059999999,2.0,64.0,0.04
-8049.864179000001,2.0,33.0,0.09
-8044.4641790000005,2.0,57.0,0.0
-8045.882090000001,2.0,55.0,0.18
-7923.6134329999995,2.0,70.0,0.92
-8027.411940000001,2.0,67.0,0.27
-8008.838806000001,2.0,65.0,0.48
-8039.9537310000005,2.0,60.0,0.02
-8047.419403,2.0,58.0,0.05
-8048.697015000001,2.0,62.0,0.13
-8045.076118999999,2.0,49.0,0.16
-8042.792537,2.0,63.0,0.19
-8050.895522,2.0,53.0,0.07
-8049.044776000001,2.0,52.0,0.11
-8040.337312999999,2.0,56.0,0.21
-8031.944776,2.0,54.0,0.24
-8039.9537310000005,2.0,46.0,0.02
-8049.608955,2.0,70.0,0.1
-7995.443284,2.0,44.0,0.5
-8044.4641790000005,2.0,35.0,0.0
-8050.3119400000005,2.0,60.0,0.08
-8049.002984999999,2.0,38.0,0.14
-8047.419403,2.0,66.0,0.05
-8045.076118999999,2.0,58.0,0.16
-8026.026865999999,2.0,28.0,0.31
-8013.373134,2.0,64.0,0.42
-8034.310448,2.0,30.0,0.22
-8019.828358,2.0,39.0,0.37
-8027.411940000001,2.0,61.0,0.27
-8046.476119,2.0,41.0,0.03
-8050.895522,2.0,68.0,0.07
-8042.792537,2.0,68.0,0.19
-8048.222387999999,2.0,69.0,0.12
-8049.864179000001,2.0,62.0,0.09
-8049.6910450000005,2.0,66.0,0.06
-8015.8119400000005,2.0,50.0,0.35000000000000003
-8039.895522,2.0,64.0,0.01
-8032.558209000001,2.0,56.0,0.25
-7844.844776000001,2.0,58.0,0.99
-8013.914925,2.0,53.0,0.45
-8049.002984999999,2.0,52.0,0.14
-8044.723881,2.0,68.0,0.17
-8024.871642,2.0,55.0,0.29
-8046.476119,2.0,70.0,0.03
-8049.044776000001,2.0,46.0,0.11
-8049.888059999999,2.0,43.0,0.04
-8044.4641790000005,2.0,48.0,0.0
-7983.1880599999995,2.0,34.0,0.62
-8034.310448,2.0,39.0,0.22
-8050.895522,2.0,66.0,0.07
-8049.864179000001,2.0,65.0,0.09
-8043.198506999999,2.0,59.0,0.2
-8048.525373,2.0,47.0,0.15
-8048.222387999999,2.0,61.0,0.12
-8050.895522,2.0,57.0,0.07
-7966.2582090000005,2.0,63.0,0.78
-8045.882090000001,2.0,51.0,0.18
-8031.944776,2.0,42.0,0.24
-8023.162687000001,2.0,67.0,0.33
-7987.940299,2.0,70.0,0.59
-8044.4641790000005,2.0,61.0,0.0
-8047.419403,2.0,63.0,0.05
-8049.608955,2.0,45.0,0.1
-7938.0492540000005,2.0,59.0,0.89
-8049.002984999999,2.0,54.0,0.14
-8044.723881,2.0,57.0,0.17
-8039.9537310000005,2.0,50.0,0.02
-8026.611940000001,2.0,41.0,0.3
-8027.411940000001,2.0,37.0,0.27
-8048.222387999999,2.0,31.0,0.12
-7926.3089549999995,2.0,32.0,0.9400000000000001
-8043.198506999999,2.0,60.0,0.2
-8033.491045000001,2.0,65.0,0.23
-8050.3119400000005,2.0,56.0,0.08
-8015.647761,2.0,67.0,0.4
-8049.888059999999,2.0,68.0,0.04
-8045.076118999999,2.0,66.0,0.16
-8049.608955,2.0,63.0,0.1
-7983.774627,2.0,70.0,0.68
-8039.895522,2.0,69.0,0.01
-8033.676119,2.0,62.0,0.26
-8045.8,3.0,48.0,0.13
-8049.888059999999,2.0,65.0,0.04
-7983.868656999999,2.0,53.0,0.56
-8040.337312999999,2.0,20.0,0.21
-8049.6910450000005,2.0,60.0,0.06
-8039.9537310000005,2.0,51.0,0.02
-8050.895522,2.0,58.0,0.07
-7979.273134,3.0,55.0,0.64
-8042.792537,2.0,57.0,0.19
-7988.398506999999,2.0,59.0,0.52
-8049.864179000001,2.0,55.0,0.09
-8048.525373,2.0,62.0,0.15
-7981.929851000001,2.0,47.0,0.74
-8026.026865999999,2.0,49.0,0.31
-8044.4641790000005,2.0,64.0,0.0
-8048.834328,3.0,67.0,0.11
-8015.940299,2.0,68.0,0.38
-8045.882090000001,2.0,38.0,0.18
-8033.491045000001,2.0,65.0,0.23
-8048.697015000001,2.0,69.0,0.13
-8047.419403,2.0,61.0,0.05
-8026.083581999999,2.0,57.0,0.28
-8050.3119400000005,2.0,53.0,0.08
-8039.9537310000005,2.0,59.0,0.02
-8049.6910450000005,2.0,67.0,0.06
-8049.608955,2.0,60.0,0.1
-8046.476119,2.0,62.0,0.03
-8044.4641790000005,2.0,56.0,0.0
-8045.076118999999,2.0,27.0,0.16
-8050.3119400000005,2.0,64.0,0.08
-8048.222387999999,2.0,58.0,0.12
-8049.888059999999,2.0,66.0,0.04
-8049.002984999999,2.0,63.0,0.14
-8050.895522,2.0,52.0,0.07
-8049.608955,2.0,69.0,0.1
-8044.4641790000005,2.0,54.0,0.0
-8049.6910450000005,2.0,64.0,0.06
-8049.044776000001,2.0,69.0,0.11
-8048.525373,2.0,66.0,0.15
-8039.9537310000005,2.0,49.0,0.02
-8044.723881,2.0,45.0,0.17
-8047.419403,2.0,40.0,0.05
-8050.3119400000005,2.0,24.0,0.08
-8043.198506999999,2.0,61.0,0.2
-8048.697015000001,2.0,57.0,0.13
-8046.476119,2.0,60.0,0.03
-8045.882090000001,2.0,65.0,0.18
-8050.3119400000005,2.0,51.0,0.08
-8044.4641790000005,2.0,53.0,0.0
-8049.044776000001,2.0,68.0,0.11
-8049.6910450000005,2.0,50.0,0.06
-8048.525373,2.0,58.0,0.15
-8032.558209000001,2.0,52.0,0.25
-8034.310448,2.0,43.0,0.22
-8049.888059999999,2.0,55.0,0.04
-8048.697015000001,2.0,68.0,0.13
-8049.864179000001,2.0,47.0,0.09
-8044.4641790000005,2.0,36.0,0.0
-8050.895522,2.0,56.0,0.07
-7967.252239,2.0,44.0,0.8300000000000001
-8042.792537,2.0,62.0,0.19
-8039.9537310000005,2.0,49.0,0.02
-8049.608955,2.0,59.0,0.1
-8045.076118999999,2.0,45.0,0.16
-8048.697015000001,2.0,51.0,0.13
-8049.888059999999,2.0,70.0,0.04
-8040.337312999999,2.0,34.0,0.21
-8049.044776000001,2.0,63.0,0.11
-8047.419403,2.0,66.0,0.05
-8039.9537310000005,2.0,70.0,0.02
-8048.525373,2.0,30.0,0.15
-8045.882090000001,2.0,54.0,0.18
-8044.4641790000005,2.0,64.0,0.0
-8032.558209000001,2.0,68.0,0.25
-8050.3119400000005,2.0,58.0,0.08
-8048.222387999999,2.0,42.0,0.12
-8049.6910450000005,2.0,56.0,0.06
-8049.864179000001,2.0,65.0,0.09
-8033.491045000001,2.0,61.0,0.23
-8045.01194,3.0,60.0,0.17
-8049.6910450000005,2.0,52.0,0.06
-8044.4641790000005,2.0,63.0,0.0
-8017.940299,2.0,58.0,0.34
-8049.002984999999,2.0,54.0,0.14
-8043.198506999999,2.0,40.0,0.2
-8049.608955,2.0,48.0,0.1
-8046.476119,2.0,70.0,0.03
-8039.9537310000005,2.0,62.0,0.02
-8024.871642,2.0,28.0,0.29
-8048.222387999999,2.0,67.0,0.12
-8045.338806000001,3.0,18.0,0.16
-7977.677612,2.0,51.0,0.71
-8049.888059999999,2.0,64.0,0.04
-7970.086567,2.0,46.0,0.86
-8050.895522,2.0,56.0,0.07
-8027.411940000001,2.0,70.0,0.27
-8044.4641790000005,2.0,59.0,0.0
-8040.337312999999,2.0,50.0,0.21
-8049.101493000001,4.0,55.0,0.08
-8049.002984999999,2.0,61.0,0.14
-8014.732836,2.0,66.0,0.43
-8044.547761,3.0,67.0,0.18
-8033.491045000001,2.0,57.0,0.23
-8049.044776000001,2.0,43.0,0.11
-8049.6910450000005,2.0,53.0,0.06
-8039.9537310000005,2.0,66.0,0.02
-8049.864179000001,2.0,56.0,0.09
-7882.131343000001,2.0,60.0,0.98
-8049.888059999999,2.0,39.0,0.04
-8045.076118999999,2.0,68.0,0.16
-8045.8,3.0,61.0,0.13
-8026.347761,2.0,63.0,0.32
-8032.558209000001,2.0,70.0,0.25
-8042.792537,2.0,47.0,0.19
-8044.4641790000005,2.0,45.0,0.0
-8050.895522,2.0,65.0,0.07
-8049.608955,2.0,54.0,0.1
-8047.419403,2.0,65.0,0.05
-8039.9537310000005,2.0,49.0,0.02
-8048.525373,2.0,36.0,0.15
-8048.222387999999,2.0,63.0,0.12
-8040.553731,4.0,41.0,0.21
-8049.864179000001,2.0,57.0,0.09
-8019.650745999999,2.0,51.0,0.36
-8045.882090000001,2.0,54.0,0.18
-8049.888059999999,3.0,52.0,0.04
-8050.895522,2.0,59.0,0.07
-8049.002984999999,2.0,59.0,0.14
-8039.895522,2.0,68.0,0.01
-8044.723881,2.0,38.0,0.17
-8049.044776000001,2.0,63.0,0.11
-8040.707463,4.0,56.0,0.24
-8026.611940000001,2.0,60.0,0.3
-8044.4641790000005,3.0,55.0,0.0
-8049.6910450000005,2.0,53.0,0.06
-7981.6567159999995,2.0,3.0,0.03
-8027.411940000001,2.0,67.0,0.27
-8050.3119400000005,2.0,48.0,0.08
-8043.198506999999,2.0,70.0,0.2
-8049.002984999999,2.0,62.0,0.14
-7983.226866,2.0,46.0,0.65
-8048.222387999999,2.0,61.0,0.12
-8049.864179000001,2.0,57.0,0.09
-7984.2447760000005,2.0,65.0,0.55
-8047.419403,2.0,33.0,0.05
-7959.588059999999,2.0,22.0,0.78
-8045.338806000001,3.0,66.0,0.16
-8000.653731,2.0,69.0,0.49
-8034.310448,2.0,58.0,0.22
-8039.895522,2.0,64.0,0.01
-8050.895522,2.0,58.0,0.07
-8014.441790999999,2.0,70.0,0.41000000000000003
-8011.086567,2.0,67.0,0.46
-8049.608955,2.0,62.0,0.1
-8042.792537,2.0,70.0,0.19
-8046.476119,4.0,29.0,0.03
-8048.697015000001,2.0,67.0,0.13
-8033.676119,2.0,49.0,0.26
-8045.01194,3.0,66.0,0.17
-8047.419403,2.0,64.0,0.05
-8044.4641790000005,2.0,56.0,0.0
-8033.491045000001,2.0,69.0,0.23
-7981.958209,2.0,69.0,0.6
-8049.044776000001,2.0,59.0,0.11
-8048.525373,2.0,60.0,0.15
-8050.3119400000005,2.0,62.0,0.08
-8023.162687000001,2.0,52.0,0.33
-8049.888059999999,2.0,45.0,0.04
-8029.304478,3.0,50.0,0.29
-8042.792537,2.0,26.0,0.19
-8039.9537310000005,2.0,64.0,0.02
-8048.697015000001,2.0,68.0,0.13
-8049.6910450000005,2.0,54.0,0.06
-8044.4641790000005,2.0,61.0,0.0
-8049.608955,2.0,47.0,0.1
-8031.944776,2.0,48.0,0.24
-7950.559701,4.0,14.0,0.73
-8040.337312999999,2.0,56.0,0.21
-8049.746269,3.0,55.0,0.07
-8045.076118999999,2.0,59.0,0.16
-8015.940299,2.0,44.0,0.38
-8048.222387999999,2.0,66.0,0.12
-8050.3119400000005,2.0,52.0,0.08
-8046.476119,2.0,53.0,0.03
-8044.4641790000005,2.0,5.0,0.0
-7988.398506999999,2.0,35.0,0.52
-8049.608955,2.0,51.0,0.1
-8049.002984999999,2.0,55.0,0.14
-8047.419403,2.0,58.0,0.05
-8044.723881,2.0,63.0,0.17
-8026.083581999999,2.0,50.0,0.28
-8026.026865999999,2.0,57.0,0.31
-8039.9537310000005,3.0,60.0,0.02
-8043.198506999999,2.0,56.0,0.2
