AUC,D,M,gamma
-4192.007463,3.0,59.0,0.02
-4201.065672,3.0,32.0,0.19
-4177.5253729999995,3.0,24.0,0.32
-4183.895522,3.0,30.0,0.3
-4199.140299000001,3.0,31.0,0.0
-4197.864179,4.0,20.0,0.22
-4195.167164,3.0,17.0,0.26
-4175.7373130000005,3.0,27.0,0.37
-4196.091045,3.0,22.0,0.12
-4175.395522,4.0,33.0,0.4
-4197.219403,3.0,38.0,0.05
-4197.759701,2.0,42.0,0.09
-4196.641791,3.0,25.0,0.15
-4201.065672,3.0,29.0,0.19
-4201.065672,3.0,32.0,0.19
-4172.50597,3.0,29.0,0.43
-4127.128358,3.0,21.0,0.75
-4188.397015,3.0,35.0,0.28
-4173.647761,2.0,28.0,0.34
-4172.598507,4.0,38.0,0.48
-4150.831343,3.0,32.0,0.6
-4196.325373,3.0,44.0,0.24
-4150.001493,3.0,23.0,0.63
-4196.280597,4.0,19.0,0.11
-4140.401493,3.0,6.0,0.45
-4198.595522,2.0,29.0,0.19
-4156.68209,3.0,14.0,0.54
-4098.992537,3.0,11.0,0.8300000000000001
-4199.931343,4.0,26.0,0.21
-4196.641791,3.0,16.0,0.15
-4192.964179,3.0,41.0,0.04
-4175.589552,3.0,36.0,0.36
-4197.759701,3.0,23.0,0.07
-4181.658209,2.0,49.0,0.3
-4197.402985,3.0,34.0,0.17
-4110.776119,3.0,46.0,0.9
-4195.167164,3.0,31.0,0.26
-4199.140299000001,2.0,42.0,0.0
-4156.214925,3.0,25.0,0.5700000000000001
-4195.902985,3.0,37.0,0.13
-4178.222388,3.0,39.0,0.33
-4145.491045000001,4.0,40.0,0.68
-4197.802985,3.0,44.0,0.23
-4197.759701,4.0,27.0,0.08
-4177.216418,3.0,34.0,0.41000000000000003
-4174.756716,3.0,31.0,0.38
-4191.173134000001,2.0,21.0,0.03
-4186.256716,3.0,38.0,0.29
-4198.513433,3.0,43.0,0.1
-4199.931343,3.0,17.0,0.21
-4176.091045,3.0,29.0,0.35000000000000003
-4168.667164,2.0,9.0,0.51
-4197.402985,3.0,33.0,0.17
-4195.332836,3.0,19.0,0.25
-4197.219403,3.0,46.0,0.05
-4195.902985,4.0,41.0,0.13
-4049.5746270000004,3.0,2.0,0.32
-4201.065672,3.0,26.0,0.19
-4196.641791,3.0,6.0,0.15
-4192.007463,2.0,22.0,0.02
-4198.0791039999995,4.0,13.0,0.23
-4188.397015,3.0,25.0,0.28
-4197.759701,3.0,28.0,0.07
-4201.065672,3.0,16.0,0.19
-4196.280597,3.0,11.0,0.11
-4176.726866,2.0,24.0,0.39
-4175.983582,3.0,7.0,0.42
-4184.016418,3.0,13.0,0.31
-4193.520896,3.0,12.0,0.01
-4195.167164,4.0,35.0,0.26
-4174.553731,3.0,15.0,0.47000000000000003
-4196.726866,3.0,5.0,0.21
-4197.402985,3.0,18.0,0.17
-4197.547761,3.0,32.0,0.09
-4173.631343,3.0,16.0,0.44
-4174.141791,2.0,54.0,0.36
-4196.228357999999,4.0,32.0,0.14
-4196.325373,3.0,36.0,0.24
-4170.719403,3.0,4.0,0.05
-4170.767164,2.0,49.0,0.49
-4180.964179,3.0,51.0,0.34
-4190.276119,3.0,27.0,0.27
-4183.895522,3.0,19.0,0.3
-4196.280597,3.0,30.0,0.11
-4196.7626869999995,4.0,56.0,0.16
-4200.740299,3.0,9.0,0.22
-4164.550746,2.0,45.0,0.54
-4197.828358,3.0,21.0,0.18
-4174.756716,3.0,15.0,0.38
-4092.152239,3.0,3.0,0.2
-4197.759701,4.0,69.0,0.08
-4147.425373,3.0,20.0,0.62
-4195.902985,3.0,23.0,0.13
-4197.828358,3.0,34.0,0.18
-4195.332836,3.0,39.0,0.25
-4188.397015,3.0,47.0,0.28
-4196.641791,3.0,50.0,0.15
-4200.740299,3.0,58.0,0.22
-4196.091045,3.0,37.0,0.12
-4177.5253729999995,3.0,43.0,0.32
-4200.883582,3.0,40.0,0.2
-4198.513433,3.0,30.0,0.1
-4199.140299000001,3.0,33.0,0.0
-4200.444775999999,3.0,42.0,0.06
-4196.325373,3.0,36.0,0.24
-4192.964179,3.0,48.0,0.04
-4183.895522,3.0,26.0,0.3
-4196.7626869999995,3.0,10.0,0.16
-4195.167164,3.0,40.0,0.26
-4201.065672,3.0,24.0,0.19
-4195.902985,3.0,17.0,0.13
-4178.222388,3.0,28.0,0.33
-4200.740299,3.0,38.0,0.22
-4197.759701,3.0,22.0,0.08
-4201.065672,3.0,20.0,0.19
-4192.007463,3.0,26.0,0.02
-4176.091045,3.0,45.0,0.35000000000000003
-4196.641791,3.0,18.0,0.15
-4197.828358,3.0,14.0,0.18
-4180.729851,3.0,30.0,0.4
-4190.276119,3.0,23.0,0.27
-4196.325373,3.0,8.0,0.24
-4186.256716,3.0,11.0,0.29
-4198.513433,3.0,21.0,0.1
-4200.444775999999,3.0,24.0,0.06
-4199.931343,3.0,53.0,0.21
-4088.6970149999997,3.0,31.0,0.9400000000000001
-4175.7373130000005,3.0,34.0,0.37
-4195.902985,3.0,28.0,0.13
-4184.016418,3.0,29.0,0.31
-4191.173134000001,3.0,15.0,0.03
-4197.402985,3.0,27.0,0.17
-4188.397015,3.0,32.0,0.28
-4197.802985,3.0,25.0,0.23
-4139.989552,3.0,33.0,0.72
-4198.513433,3.0,21.0,0.1
-4177.216418,3.0,18.0,0.41000000000000003
-4199.140299000001,3.0,46.0,0.0
-4195.332836,3.0,52.0,0.25
-4175.573134,3.0,25.0,0.46
-4124.016418,3.0,64.0,0.77
-4200.444775999999,3.0,12.0,0.06
-4196.228357999999,3.0,31.0,0.14
-4180.964179,3.0,24.0,0.34
-4196.091045,4.0,16.0,0.12
-4197.759701,3.0,62.0,0.08
-4200.883582,3.0,14.0,0.2
-4196.7626869999995,3.0,37.0,0.16
-4195.167164,3.0,19.0,0.26
-4177.5253729999995,3.0,23.0,0.32
-4201.065672,3.0,27.0,0.19
-4072.979104,3.0,42.0,0.97
-4180.720896,2.0,20.0,0.29
-4172.50597,3.0,35.0,0.43
-4200.740299,3.0,28.0,0.22
-4196.641791,3.0,20.0,0.15
-4192.964179,2.0,22.0,0.04
-4174.756716,3.0,37.0,0.38
-4196.280597,3.0,44.0,0.11
-4177.026865999999,4.0,49.0,0.36
-4197.828358,3.0,29.0,0.18
-4197.759701,3.0,26.0,0.08
-4190.276119,3.0,12.0,0.27
-4196.325373,3.0,35.0,0.24
-4182.456716,2.0,57.0,0.31
-4199.931343,3.0,47.0,0.21
-4119.489552,3.0,9.0,0.68
-4121.094029999999,3.0,33.0,0.86
-4193.520896,3.0,17.0,0.01
-3804.6328359999998,4.0,1.0,0.17
-4196.228357999999,3.0,39.0,0.14
-4180.964179,3.0,30.0,0.34
-4198.513433,3.0,7.0,0.1
-4196.091045,3.0,27.0,0.12
-4200.444775999999,3.0,41.0,0.06
-4150.104478,3.0,25.0,0.65
-4123.964179,2.0,31.0,0.91
-4197.802985,3.0,32.0,0.23
-4200.883582,3.0,24.0,0.2
-4186.256716,3.0,35.0,0.29
-4191.173134000001,4.0,43.0,0.03
-4167.225372999999,3.0,18.0,0.52
-4180.729851,3.0,16.0,0.4
-4195.167164,3.0,54.0,0.26
-4197.759701,2.0,50.0,0.09
-4196.641791,3.0,40.0,0.15
-4173.631343,3.0,13.0,0.44
-4173.934328,3.0,51.0,0.5
-4152.80597,3.0,29.0,0.59
-4177.989552,4.0,47.0,0.32
-4196.325373,3.0,44.0,0.24
-4197.402985,3.0,60.0,0.17
-4175.589552,3.0,22.0,0.36
-4183.895522,3.0,19.0,0.3
-4199.931343,3.0,9.0,0.21
-4196.091045,4.0,27.0,0.12
-4156.773134,3.0,21.0,0.56
-4199.140299000001,3.0,38.0,0.0
-4186.770149,2.0,56.0,0.27
-4142.71194,3.0,4.0,0.19
-4196.228357999999,3.0,68.0,0.14
-4197.759701,3.0,23.0,0.08
-4197.219403,3.0,16.0,0.05
-4122.531343,3.0,52.0,0.81
-4173.052239,3.0,36.0,0.48
-4174.756716,3.0,49.0,0.38
-4191.602985,2.0,15.0,0.25
-4201.065672,3.0,24.0,0.19
-4180.964179,3.0,25.0,0.34
-4172.480597,4.0,13.0,0.42
-4188.397015,3.0,42.0,0.28
-4197.802985,3.0,34.0,0.23
-4196.7626869999995,3.0,30.0,0.16
-4192.007463,3.0,7.0,0.02
-4196.280597,3.0,29.0,0.11
-4198.283582,4.0,20.0,0.18
-4200.444775999999,3.0,65.0,0.06
-4200.740299,3.0,21.0,0.22
-4184.016418,3.0,33.0,0.31
-4192.964179,2.0,70.0,0.04
-4176.240299,3.0,17.0,0.45
-4195.902985,3.0,26.0,0.13
-4178.222388,3.0,27.0,0.33
-4197.547761,3.0,22.0,0.09
-4195.167164,3.0,11.0,0.26
-4200.883582,3.0,10.0,0.2
-4196.641791,3.0,32.0,0.15
-4186.416418,4.0,28.0,0.29
-4175.7373130000005,3.0,18.0,0.37
-4180.729851,3.0,59.0,0.4
-4193.368657,2.0,53.0,0.24
-4197.828358,3.0,19.0,0.18
-4199.931343,3.0,35.0,0.21
-4197.759701,3.0,23.0,0.07
-4199.140299000001,3.0,14.0,0.0
-3994.4,3.0,38.0,1.0
-4196.091045,2.0,26.0,0.12
-4196.7626869999995,3.0,55.0,0.16
-4200.740299,3.0,46.0,0.22
-4200.883582,3.0,16.0,0.2
-4195.332836,3.0,41.0,0.25
-4197.402985,3.0,62.0,0.17
-4198.513433,3.0,30.0,0.1
-4190.276119,3.0,25.0,0.27
-4201.065672,3.0,19.0,0.19
-4196.228357999999,3.0,18.0,0.14
-4186.256716,3.0,12.0,0.29
-4196.280597,3.0,27.0,0.11
-4200.740299,3.0,37.0,0.22
-4196.228357999999,3.0,24.0,0.14
-4196.325373,3.0,45.0,0.24
-4196.7626869999995,3.0,31.0,0.16
-4184.016418,3.0,32.0,0.31
-4197.759701,3.0,56.0,0.07
-4158.68806,3.0,5.0,0.27
-4201.065672,3.0,15.0,0.19
-4197.828358,3.0,10.0,0.18
-4195.902985,3.0,20.0,0.13
-4178.222388,3.0,23.0,0.33
-4197.802985,3.0,17.0,0.23
-4192.964179,3.0,48.0,0.04
-4197.547761,3.0,34.0,0.09
-4176.091045,3.0,28.0,0.35000000000000003
-4200.883582,3.0,22.0,0.2
-4197.402985,3.0,15.0,0.17
-4195.167164,3.0,8.0,0.26
-4186.256716,3.0,26.0,0.29
-4196.641791,3.0,20.0,0.15
-4196.280597,3.0,39.0,0.11
-4199.931343,3.0,24.0,0.21
-4195.332836,3.0,30.0,0.25
-4197.759701,3.0,43.0,0.08
-4177.5253729999995,3.0,29.0,0.32
-4195.902985,3.0,11.0,0.13
-4192.007463,3.0,33.0,0.02
-4189.207463000001,3.0,5.0,0.23
-4197.828358,3.0,50.0,0.18
-4188.397015,3.0,14.0,0.28
-4062.2462689999998,3.0,2.0,0.19
-4200.444775999999,3.0,27.0,0.06
-4133.501493,3.0,40.0,0.74
-4183.895522,3.0,22.0,0.3
-4175.589552,3.0,36.0,0.36
-4196.7626869999995,3.0,14.0,0.16
-4198.513433,3.0,6.0,0.1
-4200.740299,3.0,18.0,0.22
-4196.091045,3.0,21.0,0.12
-4195.332836,3.0,13.0,0.25
-4176.3298509999995,3.0,16.0,0.39
-4197.219403,3.0,12.0,0.05
-4180.964179,3.0,46.0,0.34
-4196.228357999999,3.0,34.0,0.14
-4199.931343,3.0,31.0,0.21
-4188.397015,3.0,9.0,0.28
-4192.007463,3.0,36.0,0.02
-4196.7626869999995,3.0,38.0,0.16
-4138.841791,3.0,20.0,0.7000000000000001
-4197.547761,3.0,7.0,0.09
-4195.332836,3.0,44.0,0.25
-4184.016418,3.0,42.0,0.31
-4197.759701,3.0,28.0,0.07
-4201.065672,3.0,19.0,0.19
-4197.802985,3.0,54.0,0.23
-4196.280597,3.0,29.0,0.11
-4199.140299000001,3.0,24.0,0.0
-4196.641791,3.0,26.0,0.15
-4190.276119,3.0,25.0,0.27
-4192.964179,3.0,48.0,0.04
-4200.883582,3.0,17.0,0.2
-4173.813433,3.0,66.0,0.42
-4197.402985,3.0,15.0,0.17
-4195.902985,3.0,10.0,0.13
-4178.222388,3.0,23.0,0.33
-4174.756716,3.0,40.0,0.38
-4186.256716,3.0,21.0,0.29
-4197.802985,3.0,12.0,0.23
-4176.091045,3.0,13.0,0.35000000000000003
-4135.280597,3.0,3.0,0.09
-4195.167164,3.0,47.0,0.26
-4156.68209,3.0,51.0,0.54
-4199.931343,3.0,43.0,0.21
-4073.8701490000003,3.0,3.0,0.47000000000000003
-4197.828358,3.0,11.0,0.18
-4108.483582,3.0,18.0,0.89
-4196.091045,3.0,26.0,0.12
-3899.334328,4.0,1.0,0.06
-4196.228357999999,3.0,49.0,0.14
-4184.016418,3.0,63.0,0.31
-4196.325373,3.0,19.0,0.24
-4197.402985,3.0,16.0,0.17
-4190.276119,3.0,32.0,0.27
-4197.759701,3.0,58.0,0.08
-4200.883582,3.0,44.0,0.2
-4196.280597,3.0,41.0,0.11
-4175.589552,3.0,14.0,0.36
-4192.007463,4.0,17.0,0.02
-4196.641791,3.0,60.0,0.15
-4186.256716,3.0,35.0,0.29
-4200.740299,3.0,22.0,0.22
-4178.956716,2.0,20.0,0.32
-4197.828358,3.0,15.0,0.18
-4173.631343,3.0,68.0,0.44
-4177.216418,3.0,30.0,0.41000000000000003
-4192.964179,3.0,70.0,0.04
-4195.332836,3.0,28.0,0.25
-4198.513433,3.0,19.0,0.1
-4199.140299000001,3.0,37.0,0.0
-4195.902985,3.0,23.0,0.13
-4196.7626869999995,3.0,25.0,0.16
-4183.895522,3.0,20.0,0.3
-4195.828358,2.0,31.0,0.2
-4196.325373,3.0,33.0,0.24
-4197.759701,3.0,57.0,0.07
-4190.276119,3.0,29.0,0.27
-4175.7373130000005,3.0,24.0,0.37
-4197.864179,4.0,25.0,0.22
-4201.065672,3.0,22.0,0.19
-4196.228357999999,3.0,53.0,0.14
-4197.547761,3.0,55.0,0.09
-4196.091045,3.0,33.0,0.12
-4201.065672,3.0,9.0,0.19
-4175.373134,3.0,7.0,0.32
-4082.9,3.0,9.0,0.78
-4197.219403,3.0,27.0,0.05
-4180.964179,3.0,46.0,0.34
-4196.7626869999995,3.0,49.0,0.16
-4195.167164,3.0,13.0,0.26
-4168.879104,2.0,52.0,0.51
-4176.3298509999995,3.0,18.0,0.39
-4191.173134000001,3.0,45.0,0.03
-4162.646269,4.0,39.0,0.5700000000000001
-4188.397015,3.0,27.0,0.28
-4200.740299,3.0,62.0,0.22
-4196.280597,3.0,21.0,0.11
-4196.325373,3.0,65.0,0.24
-4197.759701,4.0,24.0,0.07
-4183.895522,3.0,31.0,0.3
-4197.828358,3.0,21.0,0.18
-4199.931343,3.0,34.0,0.21
-4076.908955,3.0,8.0,0.8200000000000001
-4196.401493,2.0,36.0,0.14
-4175.573134,3.0,55.0,0.46
-4196.7626869999995,3.0,6.0,0.16
-4119.198507,3.0,16.0,0.85
-4190.276119,3.0,58.0,0.27
-4153.659701,3.0,37.0,0.64
-4198.513433,3.0,32.0,0.1
-4176.091045,3.0,11.0,0.35000000000000003
-4193.520896,3.0,35.0,0.01
-4150.831343,3.0,14.0,0.6
-4201.065672,3.0,12.0,0.19
-4136.859700999999,3.0,4.0,0.23
-4200.883582,3.0,23.0,0.2
-4178.222388,3.0,38.0,0.33
-4195.332836,3.0,51.0,0.25
-4196.252239,2.0,22.0,0.13
-4197.219403,3.0,17.0,0.05
-4197.759701,4.0,42.0,0.08
-4183.895522,3.0,28.0,0.3
-4173.813433,3.0,47.0,0.42
-4197.398507,3.0,5.0,0.17
-4174.756716,3.0,15.0,0.38
-4196.641791,3.0,9.0,0.15
-4196.091045,3.0,11.0,0.12
-4191.173134000001,3.0,13.0,0.03
-4200.740299,3.0,30.0,0.22
-4188.397015,3.0,26.0,0.28
-4146.6,3.0,23.0,0.67
-4197.547761,3.0,41.0,0.09
-4198.283582,4.0,28.0,0.18
-4195.332836,3.0,33.0,0.25
-4199.140299000001,3.0,30.0,0.0
-4184.016418,3.0,35.0,0.31
-4200.883582,3.0,8.0,0.2
-4200.740299,3.0,19.0,0.22
-4197.402985,3.0,20.0,0.17
-4196.641791,3.0,43.0,0.15
-4201.065672,3.0,25.0,0.19
-4197.802985,3.0,18.0,0.23
-4200.883582,3.0,25.0,0.2
-4196.091045,3.0,13.0,0.12
-4195.167164,3.0,10.0,0.26
-4197.402985,3.0,6.0,0.17
-4196.228357999999,3.0,27.0,0.14
-4196.325373,3.0,59.0,0.24
-4198.513433,3.0,31.0,0.1
-4199.931343,3.0,8.0,0.21
-4197.828358,3.0,22.0,0.18
-4188.397015,3.0,16.0,0.28
-4196.7626869999995,3.0,17.0,0.16
-4195.902985,3.0,15.0,0.13
-3811.6910450000005,3.0,1.0,0.24
-4195.167164,3.0,22.0,0.26
-4199.931343,3.0,29.0,0.21
-4196.641791,3.0,32.0,0.15
-4200.444775999999,3.0,20.0,0.06
-4201.065672,3.0,18.0,0.19
-4186.256716,3.0,19.0,0.29
-4137.3,3.0,3.0,0.08
-4198.513433,3.0,40.0,0.1
-4178.222388,3.0,36.0,0.33
-4196.325373,3.0,24.0,0.24
-4156.814925,3.0,4.0,0.13
-4201.065672,3.0,27.0,0.19
-4196.7626869999995,3.0,26.0,0.16
-4200.740299,3.0,29.0,0.22
-4196.280597,3.0,46.0,0.11
-4195.332836,3.0,38.0,0.25
-4184.016418,3.0,12.0,0.31
-4190.276119,3.0,69.0,0.27
-4197.402985,3.0,67.0,0.17
-4200.883582,3.0,14.0,0.2
-4197.759701,3.0,10.0,0.07
-4196.228357999999,3.0,28.0,0.14
-4175.589552,3.0,16.0,0.36
-4197.828358,3.0,12.0,0.18
-4188.397015,3.0,25.0,0.28
-4197.988060000001,3.0,6.0,0.23
-4196.091045,3.0,10.0,0.12
-4055.1626869999996,3.0,2.0,0.3
-4197.219403,3.0,34.0,0.05
-4201.065672,3.0,7.0,0.19
-4199.931343,3.0,7.0,0.21
-4197.547761,3.0,32.0,0.09
-4196.641791,3.0,12.0,0.15
-4180.964179,3.0,48.0,0.34
-4195.167164,3.0,50.0,0.26
-4196.280597,3.0,24.0,0.11
-4197.802985,3.0,21.0,0.23
-4197.828358,3.0,9.0,0.18
-4177.5253729999995,3.0,14.0,0.32
-4196.228357999999,3.0,26.0,0.14
-4191.173134000001,3.0,17.0,0.03
-4148.723881,3.0,5.0,0.29
-3818.591045,3.0,1.0,0.21
-4197.759701,3.0,23.0,0.07
-4195.332836,3.0,41.0,0.25
-4196.7626869999995,3.0,26.0,0.16
-4013.5432840000003,3.0,11.0,0.9500000000000001
-4195.902985,3.0,34.0,0.13
-4190.276119,3.0,18.0,0.27
-4197.802985,3.0,29.0,0.23
-4198.513433,3.0,31.0,0.1
-4201.065672,3.0,15.0,0.19
-4197.402985,3.0,44.0,0.17
-4175.589552,3.0,20.0,0.36
-4197.219403,3.0,37.0,0.05
-4173.008954999999,3.0,4.0,0.08
-4201.065672,3.0,19.0,0.19
-4180.729851,3.0,19.0,0.4
-4196.091045,3.0,13.0,0.12
-4184.016418,3.0,30.0,0.31
-4199.931343,3.0,33.0,0.21
-4195.167164,3.0,17.0,0.26
-4196.641791,3.0,21.0,0.15
-4192.007463,3.0,15.0,0.02
-4180.964179,3.0,32.0,0.34
-4186.256716,3.0,30.0,0.29
-4197.802985,3.0,25.0,0.23
-4196.7626869999995,3.0,23.0,0.16
-4196.091045,3.0,27.0,0.12
-4199.931343,3.0,7.0,0.21
-4195.332836,3.0,17.0,0.25
-4201.065672,3.0,18.0,0.19
-4138.841791,3.0,19.0,0.7000000000000001
-4197.547761,3.0,21.0,0.09
-4188.397015,3.0,24.0,0.28
-4199.140299000001,3.0,9.0,0.0
-4177.5253729999995,3.0,16.0,0.32
-4115.049254,3.0,5.0,0.38
-4173.913433,3.0,22.0,0.49
-4200.444775999999,3.0,21.0,0.06
-4197.402985,3.0,14.0,0.17
-4196.228357999999,3.0,28.0,0.14
-4198.513433,3.0,31.0,0.1
-4127.749254,3.0,14.0,0.76
-4196.325373,3.0,12.0,0.24
-4200.740299,3.0,9.0,0.22
-4192.964179,3.0,24.0,0.04
-4190.276119,3.0,23.0,0.27
-4183.895522,3.0,39.0,0.3
-4196.228357999999,3.0,16.0,0.14
-4200.883582,3.0,11.0,0.2
-4172.50597,3.0,48.0,0.43
-4197.402985,3.0,27.0,0.17
-4196.280597,3.0,18.0,0.11
-4079.885075,3.0,2.0,0.07
-4201.065672,3.0,7.0,0.19
-4046.4626869999997,3.0,2.0,0.34
-4196.325373,3.0,21.0,0.24
-4196.641791,3.0,13.0,0.15
-4200.883582,3.0,10.0,0.2
-4195.167164,3.0,19.0,0.26
-4196.091045,3.0,18.0,0.12
-4180.720896,2.0,22.0,0.29
-4200.740299,3.0,15.0,0.22
-4197.759701,3.0,25.0,0.08
-4175.7373130000005,3.0,20.0,0.37
-4197.402985,3.0,35.0,0.17
-4192.964179,3.0,51.0,0.04
-3692.152239,3.0,3.0,0.88
-4180.729851,3.0,29.0,0.4
-4195.902985,3.0,17.0,0.13
-4177.5253729999995,3.0,39.0,0.32
-4197.828358,3.0,22.0,0.18
-4196.325373,3.0,37.0,0.24
-4190.276119,3.0,19.0,0.27
-4198.513433,3.0,26.0,0.1
-4196.998507,2.0,53.0,0.15
