,AUC,Beta1,Beta2
226,25495.98208955224,4.0,4.3
227,25488.7223880597,4.0,4.4
228,25501.362686567165,4.0,4.5
229,25488.57313432836,4.0,4.6000000000000005
230,25469.97014925373,4.0,4.7
231,25491.832835820896,4.0,4.800000000000001
232,25486.91641791045,4.0,4.9
233,25516.580597014927,4.0,5.0
234,25497.764179104477,4.0,5.1000000000000005
235,25502.973134328357,4.0,5.2
236,25525.7447761194,4.0,5.300000000000001
237,25521.649253731342,4.0,5.4
238,25547.33582089552,4.0,5.5
239,25522.955223880595,4.0,5.6000000000000005
240,25520.676119402986,4.0,5.7
241,25536.519402985075,4.0,5.800000000000001
242,25533.211940298508,4.0,5.9
243,25539.810447761192,4.0,6.0
244,24734.262686567163,5.0,0.0
245,24892.63432835821,5.0,0.1
246,24860.098507462688,5.0,0.2
247,24951.3223880597,5.0,0.30000000000000004
248,25029.54776119403,5.0,0.4
249,25088.69552238806,5.0,0.5
250,25150.367164179104,5.0,0.6000000000000001
251,25228.31791044776,5.0,0.7000000000000001
252,25173.86865671642,5.0,0.8
253,25261.88358208955,5.0,0.9
254,25285.305970149253,5.0,1.0
255,25322.374626865672,5.0,1.1
256,25282.816417910446,5.0,1.2000000000000002
257,25342.188059701493,5.0,1.3
258,25331.162686567164,5.0,1.4000000000000001
259,25312.46119402985,5.0,1.5
260,25363.031343283583,5.0,1.6
261,25398.126865671642,5.0,1.7000000000000002
262,25334.697014925372,5.0,1.8
263,25349.96119402985,5.0,1.9000000000000001
264,25365.985074626864,5.0,2.0
265,25309.213432835822,5.0,2.1
266,25342.852238805972,5.0,2.2
267,25365.680597014925,5.0,2.3000000000000003
268,25373.188059701493,5.0,2.4000000000000004
269,25387.085074626866,5.0,2.5
270,25404.056716417912,5.0,2.6
271,25377.08656716418,5.0,2.7
272,25429.20746268657,5.0,2.8000000000000003
273,25409.446268656717,5.0,2.9000000000000004
274,25405.662686567164,5.0,3.0
275,25454.50447761194,5.0,3.1
276,25408.992537313432,5.0,3.2
277,25445.337313432836,5.0,3.3000000000000003
278,25421.422388059702,5.0,3.4000000000000004
279,25408.741791044777,5.0,3.5
280,25431.18656716418,5.0,3.6
281,25430.11791044776,5.0,3.7
282,25420.422388059702,5.0,3.8000000000000003
283,25470.037313432837,5.0,3.9000000000000004
284,25477.91641791045,5.0,4.0
285,25490.483582089553,5.0,4.1000000000000005
286,25504.32537313433,5.0,4.2
287,25493.185074626865,5.0,4.3
288,25527.74776119403,5.0,4.4
289,25505.767164179106,5.0,4.5
290,25477.262686567163,5.0,4.6000000000000005
291,25477.780597014924,5.0,4.7
292,25484.710447761194,5.0,4.800000000000001
293,25524.037313432837,5.0,4.9
294,25514.06567164179,5.0,5.0
295,25529.05074626866,5.0,5.1000000000000005
296,25532.25671641791,5.0,5.2
297,25533.761194029852,5.0,5.300000000000001
298,25527.713432835822,5.0,5.4
299,25531.8,5.0,5.5
300,25519.42686567164,5.0,5.6000000000000005
301,25545.519402985075,5.0,5.7
302,25548.574626865673,5.0,5.800000000000001
303,25569.968656716417,5.0,5.9
304,25564.87910447761,5.0,6.0
305,24871.22686567164,6.0,0.0
306,24878.440298507463,6.0,0.1
307,24993.285074626867,6.0,0.2
308,25103.788059701492,6.0,0.30000000000000004
309,25109.49552238806,6.0,0.4
310,25218.340298507464,6.0,0.5
311,25194.237313432837,6.0,0.6000000000000001
312,25214.04328358209,6.0,0.7000000000000001
313,25285.314925373135,6.0,0.8
314,25301.91641791045,6.0,0.9
315,25343.728358208955,6.0,1.0
316,25279.622388059703,6.0,1.1
317,25308.55074626866,6.0,1.2000000000000002
318,25225.01791044776,6.0,1.3
319,25298.176119402986,6.0,1.4000000000000001
320,25362.494029850746,6.0,1.5
321,25391.519402985075,6.0,1.6
322,25365.73432835821,6.0,1.7000000000000002
323,25338.473134328357,6.0,1.8
324,25347.69104477612,6.0,1.9000000000000001
325,25335.298507462685,6.0,2.0
326,25367.994029850746,6.0,2.1
327,25364.9776119403,6.0,2.2
328,25385.392537313433,6.0,2.3000000000000003
329,25394.059701492537,6.0,2.4000000000000004
330,25424.558208955223,6.0,2.5
331,25403.06567164179,6.0,2.6
332,25412.668656716418,6.0,2.7
333,25396.941791044777,6.0,2.8000000000000003
334,25391.359701492536,6.0,2.9000000000000004
335,25443.653731343282,6.0,3.0
336,25461.602985074627,6.0,3.1
337,25447.788059701492,6.0,3.2
338,25452.044776119405,6.0,3.3000000000000003
339,25428.994029850746,6.0,3.4000000000000004
340,25453.13582089552,6.0,3.5
341,25435.57014925373,6.0,3.6
342,25427.992537313432,6.0,3.7
343,25496.717910447762,6.0,3.8000000000000003
344,25501.250746268655,6.0,3.9000000000000004
345,25509.288059701492,6.0,4.0
346,25508.61343283582,6.0,4.1000000000000005
347,25504.776119402984,6.0,4.2
348,25509.641791044774,6.0,4.3
349,25506.685074626865,6.0,4.4
350,25486.823880597014,6.0,4.5
351,25470.576119402984,6.0,4.6000000000000005
352,25484.11343283582,6.0,4.7
353,25523.780597014924,6.0,4.800000000000001
354,25509.210447761194,6.0,4.9
355,25511.964179104478,6.0,5.0
356,25546.06567164179,6.0,5.1000000000000005
357,25543.829850746268,6.0,5.2
358,25538.867164179104,6.0,5.300000000000001
359,25557.65671641791,6.0,5.4
360,25551.417910447763,6.0,5.5
361,25563.405970149255,6.0,5.6000000000000005
362,25551.888059701494,6.0,5.7
363,25556.61641791045,6.0,5.800000000000001
364,25571.60895522388,6.0,5.9
365,25581.2223880597,6.0,6.0
366,25037.14328358209,7.0,0.0
367,24994.176119402986,7.0,0.1
368,25084.044776119405,7.0,0.2
369,25160.935820895524,7.0,0.30000000000000004
370,25219.16119402985,7.0,0.4
371,25311.758208955223,7.0,0.5
372,25274.06119402985,7.0,0.6000000000000001
373,25267.43134328358,7.0,0.7000000000000001
374,25300.235820895523,7.0,0.8
375,25322.246268656716,7.0,0.9
376,25284.783582089553,7.0,1.0
377,25273.316417910446,7.0,1.1
378,25271.282089552238,7.0,1.2000000000000002
379,25352.783582089553,7.0,1.3
380,25404.250746268655,7.0,1.4000000000000001
381,25375.007462686568,7.0,1.5
382,25399.09104477612,7.0,1.6
383,25344.04776119403,7.0,1.7000000000000002
384,25373.750746268655,7.0,1.8
385,25372.716417910447,7.0,1.9000000000000001
386,25352.992537313432,7.0,2.0
387,25411.57313432836,7.0,2.1
388,25413.053731343283,7.0,2.2
389,25432.953731343285,7.0,2.3000000000000003
390,25418.40447761194,7.0,2.4000000000000004
391,25410.60447761194,7.0,2.5
392,25431.63582089552,7.0,2.6
393,25402.023880597015,7.0,2.7
394,25416.93432835821,7.0,2.8000000000000003
395,25432.670149253732,7.0,2.9000000000000004
396,25458.56119402985,7.0,3.0
397,25439.444776119402,7.0,3.1
398,25451.86567164179,7.0,3.2
399,25457.280597014924,7.0,3.3000000000000003
400,25478.08805970149,7.0,3.4000000000000004
401,25432.90895522388,7.0,3.5
402,25454.385074626865,7.0,3.6
403,25499.88358208955,7.0,3.7
404,25493.625373134328,7.0,3.8000000000000003
405,25502.867164179104,7.0,3.9000000000000004
406,25499.055223880598,7.0,4.0
407,25520.662686567164,7.0,4.1000000000000005
408,25507.082089552237,7.0,4.2
409,25513.546268656715,7.0,4.3
410,25479.840298507464,7.0,4.4
411,25493.8223880597,7.0,4.5
412,25497.74776119403,7.0,4.6000000000000005
413,25512.373134328358,7.0,4.7
414,25548.5,7.0,4.800000000000001
415,25539.601492537313,7.0,4.9
416,25562.45970149254,7.0,5.0
417,25549.749253731345,7.0,5.1000000000000005
418,25587.714925373133,7.0,5.2
419,25558.63880597015,7.0,5.300000000000001
420,25552.189552238808,7.0,5.4
421,25552.01791044776,7.0,5.5
422,25546.73432835821,7.0,5.6000000000000005
423,25564.592537313434,7.0,5.7
424,25567.673134328357,7.0,5.800000000000001
425,25566.79104477612,7.0,5.9
426,25541.10447761194,7.0,6.0
427,24983.03880597015,8.0,0.0
428,25137.905970149255,8.0,0.1
429,25170.77014925373,8.0,0.2
430,25173.867164179104,8.0,0.30000000000000004
431,25244.11641791045,8.0,0.4
432,25228.319402985075,8.0,0.5
433,25226.480597014925,8.0,0.6000000000000001
434,25336.762686567163,8.0,0.7000000000000001
435,25329.968656716417,8.0,0.8
436,25314.18208955224,8.0,0.9
437,25300.37910447761,8.0,1.0
438,25307.897014925373,8.0,1.1
439,25353.946268656717,8.0,1.2000000000000002
440,25384.188059701493,8.0,1.3
441,25394.789552238806,8.0,1.4000000000000001
442,25383.50447761194,8.0,1.5
443,25379.055223880598,8.0,1.6
444,25353.628358208956,8.0,1.7000000000000002
445,25387.453731343285,8.0,1.8
446,25406.919402985073,8.0,1.9000000000000001
447,25452.422388059702,8.0,2.0
448,25407.155223880596,8.0,2.1
449,25442.211940298508,8.0,2.2
450,25420.562686567166,8.0,2.3000000000000003
451,25412.464179104478,8.0,2.4000000000000004
452,25403.437313432834,8.0,2.5
453,25408.577611940298,8.0,2.6
454,25429.874626865672,8.0,2.7
455,25474.86119402985,8.0,2.8000000000000003
456,25458.211940298508,8.0,2.9000000000000004
457,25458.62089552239,8.0,3.0
458,25462.331343283582,8.0,3.1
459,25475.749253731345,8.0,3.2
460,25474.371641791044,8.0,3.3000000000000003
461,25471.3223880597,8.0,3.4000000000000004
462,25476.440298507463,8.0,3.5
463,25476.44776119403,8.0,3.6
464,25500.83582089552,8.0,3.7
465,25485.249253731345,8.0,3.8000000000000003
466,25490.60895522388,8.0,3.9000000000000004
467,25527.38208955224,8.0,4.0
468,25512.668656716418,8.0,4.1000000000000005
469,25517.22985074627,8.0,4.2
470,25509.105970149252,8.0,4.3
471,25499.93432835821,8.0,4.4
472,25502.279104477613,8.0,4.5
473,25513.326865671643,8.0,4.6000000000000005
474,25547.91641791045,8.0,4.7
475,25537.197014925372,8.0,4.800000000000001
476,25559.458208955224,8.0,4.9
477,25579.76567164179,8.0,5.0
478,25571.450746268656,8.0,5.1000000000000005
479,25552.7776119403,8.0,5.2
480,25548.90447761194,8.0,5.300000000000001
481,25533.501492537314,8.0,5.4
482,25548.489552238807,8.0,5.5
483,25545.311940298507,8.0,5.6000000000000005
484,25568.211940298508,8.0,5.7
485,25541.45223880597,8.0,5.800000000000001
486,25558.150746268657,8.0,5.9
487,25558.132835820896,8.0,6.0
488,25082.344776119404,9.0,0.0
489,25154.54328358209,9.0,0.1
490,25150.64328358209,9.0,0.2
491,25218.72985074627,9.0,0.30000000000000004
492,25260.7552238806,9.0,0.4
493,25233.153731343282,9.0,0.5
494,25334.11791044776,9.0,0.6000000000000001
495,25333.176119402986,9.0,0.7000000000000001
496,25259.023880597015,9.0,0.8
497,25294.683582089554,9.0,0.9
498,25296.40447761194,9.0,1.0
499,25356.12089552239,9.0,1.1
500,25410.973134328357,9.0,1.2000000000000002
501,25363.2,9.0,1.3
502,25391.216417910447,9.0,1.4000000000000001
503,25371.219402985076,9.0,1.5
504,25383.328358208953,9.0,1.6
505,25393.39104477612,9.0,1.7000000000000002
506,25418.649253731342,9.0,1.8
507,25430.63880597015,9.0,1.9000000000000001
508,25432.037313432837,9.0,2.0
509,25428.402985074626,9.0,2.1
510,25397.789552238806,9.0,2.2
511,25412.898507462687,9.0,2.3000000000000003
512,25396.341791044775,9.0,2.4000000000000004
513,25421.34776119403,9.0,2.5
514,25461.485074626864,9.0,2.6
515,25489.70895522388,9.0,2.7
516,25474.417910447763,9.0,2.8000000000000003
517,25495.7223880597,9.0,2.9000000000000004
518,25485.7447761194,9.0,3.0
519,25480.159701492536,9.0,3.1
520,25490.54328358209,9.0,3.2
521,25498.011940298507,9.0,3.3000000000000003
522,25489.735820895523,9.0,3.4000000000000004
523,25492.11791044776,9.0,3.5
524,25491.831343283582,9.0,3.6
525,25467.74328358209,9.0,3.7
526,25509.967164179103,9.0,3.8000000000000003
527,25530.7552238806,9.0,3.9000000000000004
528,25514.33582089552,9.0,4.0
529,25513.87910447761,9.0,4.1000000000000005
530,25513.031343283583,9.0,4.2
531,25490.20895522388,9.0,4.3
532,25504.41343283582,9.0,4.4
533,25503.740298507462,9.0,4.5
534,25536.610447761195,9.0,4.6000000000000005
535,25538.531343283583,9.0,4.7
536,25537.414925373134,9.0,4.800000000000001
537,25581.253731343284,9.0,4.9
538,25574.147761194028,9.0,5.0
539,25552.176119402986,9.0,5.1000000000000005
540,25561.874626865672,9.0,5.2
541,25516.420895522388,9.0,5.300000000000001
542,25542.374626865672,9.0,5.4
543,25551.501492537314,9.0,5.5
544,25552.56567164179,9.0,5.6000000000000005
545,25543.17910447761,9.0,5.7
546,25565.398507462687,9.0,5.800000000000001
547,25551.480597014925,9.0,5.9
548,25563.532835820897,9.0,6.0
549,25076.36417910448,10.0,0.0
550,25117.30895522388,10.0,0.1
551,25257.910447761195,10.0,0.2
552,25267.63582089552,10.0,0.30000000000000004
553,25267.585074626866,10.0,0.4
554,25273.13134328358,10.0,0.5
555,25294.458208955224,10.0,0.6000000000000001
556,25251.594029850745,10.0,0.7000000000000001
557,25316.058208955223,10.0,0.8
558,25319.34776119403,10.0,0.9
559,25392.326865671643,10.0,1.0
560,25352.34328358209,10.0,1.1
561,25368.38358208955,10.0,1.2000000000000002
562,25415.683582089554,10.0,1.3
563,25425.049253731344,10.0,1.4000000000000001
564,25385.15671641791,10.0,1.5
565,25410.66567164179,10.0,1.6
566,25402.810447761192,10.0,1.7000000000000002
567,25412.576119402984,10.0,1.8
568,25417.288059701492,10.0,1.9000000000000001
569,25425.946268656717,10.0,2.0
570,25423.385074626865,10.0,2.1
571,25423.028358208954,10.0,2.2
572,25401.352238805972,10.0,2.3000000000000003
573,25423.349253731343,10.0,2.4000000000000004
574,25471.29552238806,10.0,2.5
575,25481.374626865672,10.0,2.6
576,25499.714925373133,10.0,2.7
577,25503.40447761194,10.0,2.8000000000000003
578,25496.519402985075,10.0,2.9000000000000004
579,25469.29253731343,10.0,3.0
580,25505.87910447761,10.0,3.1
581,25494.582089552237,10.0,3.2
582,25485.023880597015,10.0,3.3000000000000003
583,25476.0223880597,10.0,3.4000000000000004
584,25490.826865671643,10.0,3.5
585,25472.302985074628,10.0,3.6
586,25518.728358208955,10.0,3.7
587,25525.464179104478,10.0,3.8000000000000003
588,25528.2776119403,10.0,3.9000000000000004
589,25513.388059701494,10.0,4.0
590,25520.307462686567,10.0,4.1000000000000005
591,25502.150746268657,10.0,4.2
592,25513.11641791045,10.0,4.3
593,25512.619402985074,10.0,4.4
594,25530.055223880598,10.0,4.5
595,25543.2,10.0,4.6000000000000005
596,25540.964179104478,10.0,4.7
597,25571.77313432836,10.0,4.800000000000001
598,25572.446268656717,10.0,4.9
599,25547.88656716418,10.0,5.0
600,25537.998507462686,10.0,5.1000000000000005
601,25532.56119402985,10.0,5.2
602,25539.261194029852,10.0,5.300000000000001
603,25537.7776119403,10.0,5.4
604,25553.214925373133,10.0,5.5
605,25549.732835820894,10.0,5.6000000000000005
606,25565.940298507463,10.0,5.7
607,25557.34776119403,10.0,5.800000000000001
608,25557.246268656716,10.0,5.9
609,25530.362686567165,10.0,6.0
610,25153.394029850748,11.0,0.0
611,25226.22537313433,11.0,0.1
612,25249.24328358209,11.0,0.2
613,25278.344776119404,11.0,0.30000000000000004
614,25280.170149253732,11.0,0.4
615,25305.683582089554,11.0,0.5
616,25300.110447761195,11.0,0.6000000000000001
617,25303.853731343283,11.0,0.7000000000000001
618,25393.189552238808,11.0,0.8
619,25375.067164179105,11.0,0.9
620,25343.32089552239,11.0,1.0
621,25364.47462686567,11.0,1.1
622,25397.423880597016,11.0,1.2000000000000002
623,25432.671641791047,11.0,1.3
624,25402.13432835821,11.0,1.4000000000000001
625,25398.210447761194,11.0,1.5
626,25374.132835820896,11.0,1.6
627,25364.219402985076,11.0,1.7000000000000002
628,25393.63134328358,11.0,1.8
629,25433.914925373134,11.0,1.9000000000000001
630,25436.97462686567,11.0,2.0
631,25411.001492537314,11.0,2.1
632,25397.18656716418,11.0,2.2
633,25435.919402985073,11.0,2.3000000000000003
634,25496.91343283582,11.0,2.4000000000000004
635,25484.422388059702,11.0,2.5
636,25518.92686567164,11.0,2.6
637,25495.797014925374,11.0,2.7
638,25507.097014925374,11.0,2.8000000000000003
639,25510.405970149255,11.0,2.9000000000000004
640,25523.63432835821,11.0,3.0
641,25519.77462686567,11.0,3.1
642,25472.24776119403,11.0,3.2
643,25480.87910447761,11.0,3.3000000000000003
644,25464.110447761195,11.0,3.4000000000000004
645,25479.398507462687,11.0,3.5
646,25508.297014925374,11.0,3.6
647,25520.54029850746,11.0,3.7
648,25516.485074626864,11.0,3.8000000000000003
649,25505.376119402987,11.0,3.9000000000000004
650,25501.267164179106,11.0,4.0
651,25504.114925373135,11.0,4.1000000000000005
652,25538.622388059703,11.0,4.2
653,25519.446268656717,11.0,4.3
654,25528.80895522388,11.0,4.4
655,25549.159701492536,11.0,4.5
656,25525.57313432836,11.0,4.6000000000000005
657,25570.735820895523,11.0,4.7
658,25592.294029850746,11.0,4.800000000000001
659,25558.647761194028,11.0,4.9
660,25551.51343283582,11.0,5.0
661,25547.65671641791,11.0,5.1000000000000005
662,25539.014925373136,11.0,5.2
663,25521.11791044776,11.0,5.300000000000001
664,25504.671641791047,11.0,5.4
665,25532.125373134328,11.0,5.5
666,25559.594029850745,11.0,5.6000000000000005
667,25570.016417910447,11.0,5.7
668,25549.653731343282,11.0,5.800000000000001
669,25538.37910447761,11.0,5.9
670,25532.288059701492,11.0,6.0
671,25256.326865671643,12.0,0.0
672,25284.77014925373,12.0,0.1
673,25282.13134328358,12.0,0.2
674,25316.971641791046,12.0,0.30000000000000004
675,25308.54029850746,12.0,0.4
676,25316.876119402987,12.0,0.5
677,25354.101492537313,12.0,0.6000000000000001
678,25359.54776119403,12.0,0.7000000000000001
679,25346.1776119403,12.0,0.8
680,25348.758208955223,12.0,0.9
681,25380.97462686567,12.0,1.0
682,25376.940298507463,12.0,1.1
683,25432.246268656716,12.0,1.2000000000000002
684,25390.155223880596,12.0,1.3
685,25368.034328358208,12.0,1.4000000000000001
686,25327.90895522388,12.0,1.5
687,25364.392537313433,12.0,1.6
688,25403.689552238808,12.0,1.7000000000000002
689,25455.146268656717,12.0,1.8
690,25470.471641791046,12.0,1.9000000000000001
691,25414.546268656715,12.0,2.0
692,25426.11343283582,12.0,2.1
693,25470.688059701493,12.0,2.2
694,25478.241791044777,12.0,2.3000000000000003
695,25500.873134328358,12.0,2.4000000000000004
696,25524.425373134327,12.0,2.5
697,25520.41194029851,12.0,2.6
698,25532.328358208953,12.0,2.7
699,25510.311940298507,12.0,2.8000000000000003
700,25502.91343283582,12.0,2.9000000000000004
701,25498.173134328357,12.0,3.0
702,25476.331343283582,12.0,3.1
703,25469.07313432836,12.0,3.2
704,25463.862686567165,12.0,3.3000000000000003
705,25473.897014925373,12.0,3.4000000000000004
706,25504.16417910448,12.0,3.5
