AUC,D,M,gamma
-13139.07015,4.0,65.0,0.55
-13206.79104,4.0,60.0,0.12
-13207.74179,4.0,57.0,0.14
-13214.37761,4.0,31.0,0.22
-13209.1791,4.0,64.0,0.03
-13200.638809999999,4.0,68.0,0.25
-13208.347759999999,2.0,34.0,0.01
-13210.737309999999,3.0,47.0,0.11
-13218.00448,4.0,5.0,0.0
-13212.53731,3.0,53.0,0.05
-13208.28209,4.0,44.0,0.08
-13212.53731,5.0,93.0,0.05
-13208.11194,5.0,71.0,0.13
-13208.28209,5.0,85.0,0.08
-13163.16567,4.0,3.0,0.0
-13209.34179,4.0,25.0,0.18
-13191.15075,4.0,27.0,0.29
-13098.398509999999,2.0,23.0,0.8
-13182.49552,4.0,29.0,0.37
-13094.42537,3.0,20.0,0.74
-13210.382090000001,3.0,38.0,0.1
-13208.11194,4.0,15.0,0.13
-13210.62687,3.0,18.0,0.2
-13212.29701,3.0,50.0,0.07
-13162.464179999999,2.0,53.0,0.59
-13207.28657,3.0,33.0,0.02
-13165.60597,4.0,10.0,0.5
-13210.117909999999,3.0,40.0,0.15
-13213.96567,4.0,31.0,0.04
-13196.77612,4.0,48.0,0.27
-13061.2209,3.0,7.0,0.65
-13210.134329999999,3.0,46.0,0.23
-13206.013429999999,4.0,36.0,0.17
-13210.1597,3.0,51.0,0.09
-13210.94478,4.0,58.0,0.06
-13208.347759999999,4.0,54.0,0.01
-13191.44776,4.0,11.0,0.32
-13206.40597,2.0,15.0,0.13
-13210.382090000001,4.0,12.0,0.1
-13096.14478,3.0,43.0,0.84
-13213.96567,3.0,51.0,0.04
-13212.29701,4.0,5.0,0.07
-13211.05373,4.0,24.0,0.2
-13209.90448,2.0,22.0,0.11
-13180.08955,3.0,48.0,0.43
-13202.94478,3.0,26.0,0.25
-13166.63284,2.0,13.0,0.47000000000000003
-13209.1791,4.0,57.0,0.03
-13210.117909999999,3.0,40.0,0.15
-13208.347759999999,4.0,20.0,0.01
-13176.11194,3.0,30.0,0.4
-13209.34179,4.0,9.0,0.18
-12989.0194,4.0,2.0,0.35000000000000003
-13214.37761,4.0,8.0,0.22
-13218.00448,4.0,69.0,0.0
-13212.53731,4.0,32.0,0.05
-13208.28209,3.0,28.0,0.08
-13137.36269,4.0,35.0,0.54
-13192.31791,3.0,56.0,0.29
-12856.03731,4.0,1.0,0.13
-13205.641790000001,4.0,17.0,0.16
-13207.28657,2.0,21.0,0.02
-13204.17463,3.0,43.0,0.24
-13209.90448,2.0,61.0,0.11
-13210.94478,4.0,67.0,0.06
-13140.37015,4.0,27.0,0.5700000000000001
-12626.55672,4.0,6.0,0.96
-13213.811940000001,4.0,14.0,0.19
-13176.33134,4.0,70.0,0.38
-13066.72388,4.0,6.0,0.63
-13218.00448,3.0,11.0,0.0
-13196.1403,4.0,69.0,0.27
-13116.39254,3.0,34.0,0.71
-13208.28209,3.0,37.0,0.08
-13210.35075,2.0,18.0,0.21
-13009.94328,4.0,30.0,0.93
-13213.96567,3.0,45.0,0.04
-13207.74179,4.0,23.0,0.14
-13207.28657,4.0,16.0,0.02
-13210.1597,4.0,8.0,0.09
-13210.94478,4.0,65.0,0.06
-13218.00448,4.0,14.0,0.0
-13218.00448,4.0,14.0,0.0
-13209.1791,4.0,20.0,0.03
-13209.96119,4.0,24.0,0.11
-13212.53731,3.0,26.0,0.05
-13206.79104,3.0,33.0,0.12
-13210.1597,3.0,22.0,0.09
-13218.00448,4.0,4.0,0.0
-13207.28657,4.0,10.0,0.02
-13205.641790000001,3.0,19.0,0.16
-13210.94478,4.0,47.0,0.06
-13213.96567,3.0,59.0,0.04
-13184.40448,4.0,4.0,0.07
-13207.74179,3.0,66.0,0.14
-13210.382090000001,4.0,28.0,0.1
-13218.00448,3.0,25.0,0.0
-13209.1791,3.0,25.0,0.03
-13209.34179,4.0,16.0,0.18
-13218.00448,4.0,13.0,0.0
-13212.29701,2.0,10.0,0.07
-13210.1597,3.0,18.0,0.09
-13051.47313,3.0,11.0,0.79
-13208.11194,4.0,62.0,0.13
-13212.53731,4.0,69.0,0.05
-13207.28657,3.0,50.0,0.02
-13205.641790000001,4.0,55.0,0.16
-13083.3194,3.0,63.0,0.85
-13209.96119,4.0,61.0,0.11
-13210.6597,3.0,12.0,0.21
-13218.00448,2.0,41.0,0.0
-12815.14328,4.0,14.0,0.99
-13208.28209,4.0,21.0,0.08
-13218.00448,4.0,7.0,0.0
-13139.908959999999,4.0,3.0,0.05
-13206.79104,3.0,29.0,0.12
-13209.34179,4.0,32.0,0.18
-13186.85224,2.0,39.0,0.31
-13163.16567,4.0,3.0,0.0
-13207.28657,4.0,5.0,0.02
-13202.94478,3.0,67.0,0.25
-13213.96567,4.0,22.0,0.04
-13210.1194,4.0,43.0,0.15
-13208.94179,4.0,17.0,0.23
-13087.75672,4.0,15.0,0.76
-13212.29701,3.0,38.0,0.07
-13210.382090000001,3.0,44.0,0.1
-13064.48955,4.0,70.0,0.9
-13205.974629999999,2.0,8.0,0.14
-13209.1791,2.0,19.0,0.03
-13208.14776,3.0,24.0,0.17
-12749.4194,4.0,2.0,0.68
-13208.28209,4.0,30.0,0.08
-13213.382090000001,4.0,36.0,0.19
-13166.38657,3.0,48.0,0.5
-13206.79104,4.0,20.0,0.12
-13212.53731,4.0,64.0,0.05
-13188.585070000001,3.0,26.0,0.33
-13209.1791,2.0,28.0,0.03
-13208.347759999999,2.0,41.0,0.01
-13210.382090000001,3.0,12.0,0.1
-13211.93881,4.0,27.0,0.21
-12896.78955,4.0,1.0,0.07
-13218.00448,3.0,13.0,0.0
-13014.9,4.0,7.0,0.8200000000000001
-13170.931340000001,4.0,91.0,0.44
-13196.50149,4.0,96.0,0.26
-13088.68657,4.0,73.0,0.76
-13218.00448,5.0,32.0,0.0
-13097.426870000001,4.0,12.0,0.75
-13108.91642,4.0,55.0,0.68
-13208.11194,4.0,9.0,0.13
-13210.1194,4.0,13.0,0.15
-13160.28657,3.0,66.0,0.52
-13010.20896,4.0,7.0,0.8
-13093.70896,4.0,85.0,0.86
-13070.531340000001,3.0,97.0,0.8200000000000001
-13138.97313,3.0,79.0,0.58
-13170.18955,4.0,8.0,0.46
-13073.95224,4.0,42.0,0.84
-13093.44776,3.0,27.0,0.76
-13202.8806,5.0,62.0,0.24
-13081.476120000001,4.0,19.0,0.81
-13190.2194,3.0,100.0,0.3
-13213.96567,5.0,37.0,0.04
-13208.347759999999,5.0,39.0,0.01
-13207.28657,5.0,31.0,0.02
-13211.06269,5.0,49.0,0.1
-13181.59851,5.0,25.0,0.36
-12846.013429999999,5.0,36.0,0.99
-13208.347759999999,5.0,49.0,0.01
-13211.05373,5.0,18.0,0.2
-13084.4403,5.0,2.0,0.08
-13182.525370000001,5.0,45.0,0.35000000000000003
-13214.02687,5.0,32.0,0.19
-13206.28358,5.0,55.0,0.17
-13175.865670000001,5.0,31.0,0.41000000000000003
-12776.67463,5.0,1.0,0.25
-13126.66418,5.0,21.0,0.6
-13194.74627,5.0,65.0,0.31
-13208.28209,5.0,31.0,0.08
-13211.93881,5.0,57.0,0.21
-13207.74179,4.0,14.0,0.14
-13154.585070000001,5.0,72.0,0.51
-13174.22239,4.0,24.0,0.39
-12809.05522,4.0,44.0,0.99
-13022.017909999999,5.0,16.0,0.92
-13125.71045,3.0,53.0,0.62
-13169.08358,4.0,60.0,0.46
-13100.45672,5.0,11.0,0.7000000000000001
-13210.94478,4.0,74.0,0.06
-13194.95373,5.0,35.0,0.28
-13149.353729999999,3.0,29.0,0.55
-13206.79104,4.0,91.0,0.12
-13100.41642,5.0,3.0,0.17
-13184.982090000001,3.0,42.0,0.34
-13205.82687,4.0,5.0,0.22
-13166.06567,5.0,23.0,0.42
-13173.11045,5.0,46.0,0.48
-13218.00448,5.0,70.0,0.0
-13213.96567,4.0,83.0,0.04
-13079.167159999999,5.0,91.0,0.88
-13116.39254,3.0,70.0,0.71
-13218.00448,5.0,87.0,0.0
-13210.17612,5.0,87.0,0.11
-13121.80299,4.0,78.0,0.64
-13145.408959999999,5.0,97.0,0.55
-13196.99104,5.0,39.0,0.27
-13212.53731,3.0,78.0,0.05
-13208.347759999999,5.0,67.0,0.01
-13205.641790000001,5.0,92.0,0.16
-13208.28209,5.0,82.0,0.08
-13208.347759999999,5.0,63.0,0.01
-13193.8194,5.0,94.0,0.31
-13210.1597,5.0,86.0,0.09
-13209.12388,5.0,75.0,0.23
-13209.1791,5.0,59.0,0.03
-13207.74179,5.0,49.0,0.14
-13216.02836,5.0,53.0,0.19
-13089.464179999999,5.0,99.0,0.78
-13212.29701,5.0,68.0,0.07
-13206.79104,5.0,81.0,0.12
-13209.1791,5.0,89.0,0.03
-13181.361190000001,5.0,64.0,0.37
-13200.638809999999,4.0,60.0,0.25
-13218.00448,5.0,70.0,0.0
-13189.90299,5.0,69.0,0.33
-13213.70448,4.0,56.0,0.19
-13210.382090000001,5.0,100.0,0.1
-13210.1194,5.0,26.0,0.15
-13212.53731,5.0,76.0,0.05
-13190.398509999999,4.0,72.0,0.29
-13166.38955,5.0,47.0,0.44
-13206.28358,5.0,34.0,0.17
-13214.37761,4.0,52.0,0.22
-13218.00448,5.0,94.0,0.0
-13181.407459999999,5.0,94.0,0.39
-13208.11194,5.0,87.0,0.13
-13128.11194,3.0,38.0,0.66
-13056.2403,5.0,28.0,0.92
-13212.29701,4.0,20.0,0.07
-13169.39552,5.0,84.0,0.49
-13207.28657,5.0,17.0,0.02
-13095.32836,5.0,81.0,0.74
-13141.9791,4.0,43.0,0.53
-13197.35075,5.0,66.0,0.26
-13193.71791,5.0,41.0,0.32
-13210.382090000001,3.0,33.0,0.1
-13211.05373,5.0,15.0,0.2
-13212.53731,4.0,51.0,0.05
-13218.00448,5.0,77.0,0.0
-13206.28358,5.0,12.0,0.17
-13203.304479999999,5.0,71.0,0.24
-13130.27463,5.0,94.0,0.58
-13206.79104,4.0,97.0,0.12
-13181.72985,5.0,76.0,0.36
-13192.31791,3.0,58.0,0.29
-13208.28209,5.0,47.0,0.08
-12926.992540000001,5.0,89.0,0.97
-13209.1791,4.0,61.0,0.03
-13218.00448,5.0,80.0,0.0
-13177.128359999999,5.0,77.0,0.43
-13210.1194,4.0,22.0,0.15
-13164.1,5.0,80.0,0.46
-13172.982090000001,5.0,74.0,0.39
-13210.94478,5.0,30.0,0.06
-13092.71343,5.0,62.0,0.8300000000000001
-13213.811940000001,4.0,99.0,0.19
-13210.737309999999,3.0,40.0,0.11
-13214.37761,5.0,10.0,0.22
-13195.88358,5.0,35.0,0.27
-12995.188059999999,4.0,8.0,0.86
-13207.74179,5.0,85.0,0.14
-13210.1597,5.0,89.0,0.09
-13213.96567,5.0,55.0,0.04
-13218.00448,5.0,25.0,0.0
-13188.44776,4.0,25.0,0.34
-13205.64328,5.0,4.0,0.02
-13209.41791,5.0,83.0,0.18
-13202.8806,5.0,96.0,0.24
-13131.93582,3.0,65.0,0.6
-13084.78209,5.0,80.0,0.79
-13172.9403,5.0,67.0,0.41000000000000003
-13211.93881,4.0,54.0,0.21
-13101.97015,5.0,69.0,0.73
-13193.69403,5.0,50.0,0.3
-13210.94478,4.0,18.0,0.06
-13208.11194,5.0,73.0,0.13
-13205.641790000001,5.0,91.0,0.16
-13210.1597,5.0,57.0,0.09
-13207.28657,5.0,78.0,0.02
-13218.00448,5.0,45.0,0.0
-13209.96119,5.0,33.0,0.11
-13212.29701,5.0,27.0,0.07
-13209.1791,5.0,44.0,0.03
