AUC,D,M,gamma
-25621.66716,3.0,22.0,0.33
-25635.743280000002,3.0,13.0,0.09
-25627.84328,4.0,20.0,0.14
-25643.18806,2.0,27.0,0.0
-25629.1597,2.0,41.0,0.18
-25308.42985,3.0,46.0,0.97
-25597.87313,2.0,17.0,0.47000000000000003
-25635.36567,3.0,37.0,0.05
-25609.05075,4.0,26.0,0.28
-25615.92985,3.0,51.0,0.36
-25616.25224,2.0,32.0,0.24
-25520.00299,2.0,4.0,0.39
-25577.743280000002,2.0,11.0,0.6
-25461.11791,4.0,44.0,0.8200000000000001
-25643.18806,3.0,29.0,0.0
-25626.79701,3.0,27.0,0.2
-25631.53134,3.0,66.0,0.03
-25542.62836,2.0,24.0,0.74
-25628.44179,3.0,55.0,0.15
-25635.70299,3.0,39.0,0.1
-25452.82537,2.0,34.0,0.92
-25630.36567,2.0,21.0,0.13
-25598.53134,2.0,29.0,0.49
-25600.5,4.0,25.0,0.42
-25633.05522,2.0,61.0,0.07
-25635.36567,3.0,30.0,0.05
-25551.94776,4.0,35.0,0.66
-25615.6209,3.0,48.0,0.25
-25619.98358,2.0,19.0,0.22
-25629.1597,2.0,10.0,0.18
-25611.93731,3.0,36.0,0.3
-25354.26269,2.0,1.0,0.03
-25531.97463,3.0,22.0,0.75
-25643.18806,3.0,51.0,0.0
-25630.21791,3.0,59.0,0.16
-25629.45522,2.0,33.0,0.12
-25464.68358,3.0,57.0,0.86
-25621.83881,4.0,51.0,0.33
-25636.83433,2.0,67.0,0.08
-25643.18806,3.0,63.0,0.0
-25612.70597,3.0,60.0,0.28
-25605.264180000002,3.0,64.0,0.4
-25640.35224,3.0,70.0,0.02
-25627.60149,3.0,63.0,0.21
-25626.4194,3.0,54.0,0.14
-25633.77612,4.0,38.0,0.06
-25632.18806,4.0,62.0,0.11
-25626.756719999998,3.0,43.0,0.19
-25598.59403,2.0,15.0,0.54
-25555.24925,3.0,69.0,0.71
-25616.77164,4.0,48.0,0.35000000000000003
-25639.33433,2.0,8.0,0.09
-25601.20896,3.0,56.0,0.44
-25595.86866,3.0,65.0,0.52
-25505.44925,2.0,4.0,0.61
-25640.35224,3.0,52.0,0.02
-25643.18806,3.0,41.0,0.0
-25634.2194,3.0,41.0,0.04
-25632.89552,3.0,58.0,0.07
-25643.18806,3.0,44.0,0.0
-25635.36567,3.0,44.0,0.05
-25630.998509999998,2.0,17.0,0.16
-25635.70299,3.0,13.0,0.1
-25617.8806,3.0,45.0,0.23
-25629.45522,2.0,31.0,0.12
-25631.53134,3.0,47.0,0.03
-25626.4194,3.0,42.0,0.14
-25643.18806,2.0,37.0,0.0
-25634.12985,2.0,37.0,0.17
-25635.743280000002,3.0,29.0,0.09
-25643.18806,3.0,51.0,0.0
-25607.768659999998,2.0,6.0,0.25
-25633.77612,3.0,39.0,0.06
-25640.35224,2.0,23.0,0.02
-25626.79701,3.0,49.0,0.2
-25634.34627,3.0,34.0,0.08
-25514.97612,3.0,67.0,0.77
-25622.90448,3.0,32.0,0.31
-25630.74478,2.0,45.0,0.11
-25634.2194,3.0,55.0,0.04
-25632.2806,3.0,28.0,0.13
-25643.18806,3.0,20.0,0.0
-25607.783580000003,2.0,10.0,0.27
-25628.44179,3.0,24.0,0.15
-25340.09403,4.0,41.0,0.9500000000000001
-25633.77612,3.0,27.0,0.06
-25493.43881,3.0,2.0,0.18
-25591.1209,2.0,14.0,0.38
-25640.783580000003,3.0,53.0,0.01
-25628.8209,3.0,60.0,0.22
-25634.2194,3.0,12.0,0.04
-25635.70299,3.0,35.0,0.1
-25559.216419999997,4.0,62.0,0.63
-25612.42985,2.0,19.0,0.29
-25595.95672,2.0,26.0,0.48
-25633.05522,2.0,39.0,0.07
-25630.21791,3.0,43.0,0.16
-25630.36567,2.0,17.0,0.13
-25628.17463,2.0,21.0,0.2
-25590.00448,3.0,47.0,0.5700000000000001
-25640.35224,4.0,66.0,0.02
-25561.79851,3.0,64.0,0.66
-25609.49701,2.0,36.0,0.26
-25636.83433,2.0,32.0,0.08
-25617.8806,3.0,49.0,0.23
-25508.36418,3.0,30.0,0.84
-25635.36567,4.0,56.0,0.05
-25643.18806,3.0,58.0,0.0
-25442.11343,2.0,8.0,0.91
-25598.9403,3.0,33.0,0.51
-25586.14179,2.0,16.0,0.41000000000000003
-25630.24627,3.0,50.0,0.18
-25630.74478,2.0,23.0,0.11
-25619.20149,3.0,59.0,0.34
-25631.53134,3.0,42.0,0.03
-25628.44179,3.0,52.0,0.15
-25643.18806,3.0,54.0,0.0
-25635.743280000002,3.0,69.0,0.09
-25630.36567,2.0,62.0,0.13
-25619.52985,4.0,68.0,0.32
-25633.77612,4.0,64.0,0.06
-25627.60149,3.0,55.0,0.21
-25463.534330000002,3.0,5.0,0.6900000000000001
-25640.35224,3.0,54.0,0.02
-25550.00299,3.0,57.0,0.72
-25634.2194,3.0,30.0,0.04
-25615.6209,3.0,47.0,0.25
-25600.68358,2.0,11.0,0.45
-25626.51045,3.0,27.0,0.17
-25636.83433,2.0,37.0,0.08
-25516.56119,2.0,58.0,0.8
-25631.3,4.0,45.0,0.12
-25635.57313,2.0,40.0,0.1
-25485.88955,2.0,3.0,0.36
-25609.035819999997,2.0,19.0,0.28
-25628.58806,2.0,6.0,0.15
-25634.90597,2.0,22.0,0.06
-25631.186569999998,2.0,24.0,0.19
-25640.35224,3.0,51.0,0.02
-25617.8806,3.0,60.0,0.23
-25299.22985,2.0,28.0,0.99
-25643.18806,4.0,26.0,0.0
-25609.11045,4.0,18.0,0.3
-25635.36567,3.0,53.0,0.05
-25636.83433,2.0,25.0,0.08
-25630.74478,2.0,14.0,0.11
-25643.18806,4.0,38.0,0.0
-25634.2194,4.0,34.0,0.04
-25626.3806,2.0,9.0,0.14
-25599.87761,3.0,46.0,0.53
-25627.60149,3.0,66.0,0.21
-25630.21791,3.0,13.0,0.16
-25633.05522,2.0,48.0,0.07
-25626.756719999998,3.0,15.0,0.19
-25584.98358,4.0,17.0,0.56
-25600.33881,4.0,26.0,0.43
-25640.35224,4.0,32.0,0.02
-25609.49701,2.0,21.0,0.26
-25629.45522,2.0,35.0,0.12
-25515.35821,3.0,4.0,0.39
-25491.32985,3.0,2.0,0.17
-25635.743280000002,3.0,31.0,0.09
-25643.18806,3.0,70.0,0.0
-25587.78806,2.0,20.0,0.6
-25615.108959999998,4.0,29.0,0.24
-25619.89403,4.0,24.0,0.33
-25635.36567,4.0,22.0,0.05
-25640.783580000003,3.0,43.0,0.01
-25631.53134,3.0,41.0,0.03
-25633.77612,3.0,28.0,0.06
-25635.743280000002,3.0,30.0,0.09
-25631.53134,3.0,39.0,0.03
-25640.783580000003,4.0,36.0,0.01
-25631.3,3.0,43.0,0.12
-25632.89552,3.0,60.0,0.07
-25643.18806,3.0,40.0,0.0
-25626.3806,2.0,12.0,0.14
-25643.18806,4.0,19.0,0.0
-25635.57313,2.0,16.0,0.1
-25635.36567,3.0,38.0,0.05
-25634.2194,3.0,7.0,0.04
-25632.2806,3.0,57.0,0.13
-25634.34627,3.0,48.0,0.08
-25632.18806,4.0,9.0,0.11
-25643.18806,4.0,52.0,0.0
-25635.97164,4.0,12.0,0.1
-25568.01194,3.0,16.0,0.61
-25625.24627,4.0,6.0,0.2
-25306.25224,5.0,54.0,0.9400000000000001
-25612.367159999998,4.0,96.0,0.37
-25400.367159999998,3.0,6.0,0.88
-25600.64328,4.0,71.0,0.39
-25379.07313,5.0,34.0,0.92
-25600.93284,4.0,70.0,0.46
-25504.33731,4.0,26.0,0.8
-25608.646269999997,4.0,66.0,0.27
-25635.743280000002,4.0,16.0,0.09
-25585.25373,4.0,28.0,0.5700000000000001
-25313.82537,5.0,77.0,0.96
-25209.48955,5.0,9.0,0.9400000000000001
-25609.33284,4.0,61.0,0.26
-25562.853730000003,4.0,25.0,0.61
-25633.77612,5.0,37.0,0.06
-25323.16269,4.0,30.0,0.96
-25552.50597,4.0,33.0,0.66
-25633.77612,3.0,43.0,0.06
-25640.783580000003,3.0,14.0,0.01
-25503.2597,3.0,2.0,0.13
-25640.35224,3.0,15.0,0.02
-25640.783580000003,3.0,45.0,0.01
-25626.756719999998,3.0,93.0,0.19
-25619.20149,3.0,47.0,0.34
-25640.783580000003,3.0,82.0,0.01
-25626.51045,3.0,85.0,0.17
-25532.867159999998,3.0,56.0,0.73
-25607.646269999997,3.0,79.0,0.46
-25610.54328,3.0,88.0,0.27
-25640.783580000003,3.0,40.0,0.01
-25632.2806,3.0,52.0,0.13
-25620.71194,3.0,47.0,0.24
-25623.55373,3.0,60.0,0.32
-25592.65672,3.0,99.0,0.54
-25607.646269999997,3.0,80.0,0.46
-25605.264180000002,3.0,22.0,0.4
-25483.13881,3.0,21.0,0.85
-25629.16866,5.0,40.0,0.15
-25627.60149,3.0,71.0,0.21
-25634.34627,4.0,63.0,0.08
-25475.78955,3.0,2.0,0.33
-25640.35224,5.0,10.0,0.02
-25606.67463,4.0,55.0,0.41000000000000003
-25535.02388,4.0,18.0,0.73
-25617.8806,3.0,68.0,0.23
-25632.18806,4.0,93.0,0.11
-25611.51791,3.0,45.0,0.29
-25593.8597,5.0,38.0,0.53
-25633.77612,4.0,74.0,0.06
-25568.01194,3.0,33.0,0.61
-25625.54478,4.0,49.0,0.17
-25434.48209,3.0,5.0,0.76
-25634.2194,5.0,86.0,0.04
-25635.70299,3.0,65.0,0.1
-25543.06567,4.0,58.0,0.67
-25612.61642,3.0,14.0,0.37
-25251.24627,4.0,83.0,0.99
-25464.60746,3.0,99.0,0.9
-25513.20299,3.0,29.0,0.8200000000000001
-25643.18806,3.0,76.0,0.0
-25596.18806,4.0,51.0,0.44
-25625.72239,5.0,96.0,0.2
-25643.18806,3.0,88.0,0.0
-25635.36567,3.0,74.0,0.05
-25643.18806,3.0,90.0,0.0
-25631.3,3.0,89.0,0.12
-25630.21791,3.0,75.0,0.16
-25611.93731,3.0,92.0,0.3
-25634.34627,3.0,90.0,0.08
-25620.71194,3.0,78.0,0.24
-25631.53134,3.0,96.0,0.03
-25628.44179,3.0,84.0,0.15
-25635.743280000002,3.0,69.0,0.09
-25626.756719999998,3.0,100.0,0.19
-25643.18806,3.0,81.0,0.0
-25628.8209,3.0,97.0,0.22
-25615.92985,3.0,81.0,0.36
-25632.2806,3.0,76.0,0.13
-25613.56119,3.0,87.0,0.26
-25582.534330000002,3.0,72.0,0.58
-25634.2194,4.0,60.0,0.04
-25599.125369999998,3.0,66.0,0.49
-25632.89552,3.0,92.0,0.07
-25643.18806,4.0,80.0,0.0
-25607.62836,4.0,80.0,0.3
-25625.04478,4.0,63.0,0.19
-25635.97164,4.0,95.0,0.1
-25559.11045,4.0,57.0,0.66
-25634.06716,5.0,53.0,0.13
-25613.21194,4.0,68.0,0.26
-25635.36567,4.0,72.0,0.05
-25619.874630000002,5.0,78.0,0.35000000000000003
-25598.95075,4.0,85.0,0.43
-25626.51045,3.0,90.0,0.17
-25609.05075,4.0,65.0,0.28
-25631.06119,4.0,62.0,0.03
-25632.89552,4.0,82.0,0.07
-25618.26716,5.0,94.0,0.32
-25605.52388,3.0,99.0,0.39
-25599.23284,3.0,86.0,0.5
-25534.87761,4.0,58.0,0.6900000000000001
-25640.783580000003,4.0,42.0,0.01
-25629.16866,5.0,73.0,0.15
-25615.108959999998,4.0,76.0,0.24
-25631.3,3.0,98.0,0.12
-25534.83433,4.0,49.0,0.78
-25625.33433,5.0,67.0,0.21
-25251.56866,3.0,92.0,0.99
-25632.18806,4.0,70.0,0.11
-25630.24627,4.0,54.0,0.18
-25635.743280000002,5.0,83.0,0.09
-25558.64925,4.0,80.0,0.62
-25635.36567,4.0,88.0,0.05
-25643.18806,4.0,26.0,0.0
-25588.083580000002,4.0,25.0,0.56
-25483.13881,3.0,89.0,0.85
-25627.84328,4.0,35.0,0.14
-25640.35224,5.0,18.0,0.02
-25604.29104,4.0,23.0,0.38
-25615.108959999998,4.0,31.0,0.24
-25599.125369999998,3.0,77.0,0.49
-25632.89552,3.0,91.0,0.07
-25600.61642,4.0,12.0,0.42
-25643.18806,5.0,7.0,0.0
-25618.09552,5.0,6.0,0.32
-24957.72388,5.0,3.0,0.92
-25635.97164,5.0,46.0,0.1
-25588.05821,5.0,27.0,0.45
-25626.51045,3.0,70.0,0.17
-25628.8209,3.0,94.0,0.22
-25599.80746,5.0,8.0,0.52
-25523.51194,5.0,38.0,0.73
-25570.498509999998,3.0,60.0,0.63
-25631.53134,3.0,100.0,0.03
-25609.74776,4.0,63.0,0.27
-25633.77612,5.0,35.0,0.06
-25643.18806,5.0,20.0,0.0
-25574.95672,3.0,18.0,0.59
-25620.27612,4.0,74.0,0.34
-25625.72239,5.0,41.0,0.2
-25627.84328,5.0,11.0,0.14
-25609.9597,5.0,8.0,0.29
-25634.34627,3.0,97.0,0.08
-25640.35224,5.0,16.0,0.02
