AUC,D,M,gamma
-7234.0358209999995,5.0,62.0,0.05
-7232.059701,5.0,54.0,0.07
-7233.983581999999,5.0,41.0,0.16
-7232.274627,5.0,77.0,0.0
-7233.7014930000005,5.0,39.0,0.19
-7229.010448,5.0,83.0,0.24
-7234.1134329999995,4.0,74.0,0.1
-7215.117909999999,5.0,71.0,0.31
-7230.273134,4.0,45.0,0.04
-7225.477612000001,5.0,66.0,0.02
-7200.664179,5.0,21.0,0.46
-7207.077612,4.0,6.0,0.36
-7230.183582,5.0,87.0,0.23
-7233.989552,3.0,47.0,0.11
-7235.534328,4.0,56.0,0.14
-7233.779104000001,3.0,62.0,0.18
-7147.552239,5.0,80.0,0.85
-7224.504478,4.0,15.0,0.26
-7206.680597,5.0,97.0,0.41000000000000003
-7215.231343,3.0,68.0,0.33
-7232.970149,5.0,72.0,0.08
-7165.474627,4.0,3.0,0.05
-7189.901493,3.0,9.0,0.54
-7233.983581999999,5.0,27.0,0.16
-7202.246269,4.0,63.0,0.44
-7179.816418,5.0,54.0,0.72
-7233.3089549999995,3.0,35.0,0.2
-7232.059701,5.0,60.0,0.07
-7179.085075,2.0,45.0,0.76
-7133.392537000001,3.0,4.0,0.37
-7234.1134329999995,4.0,54.0,0.1
-7175.689552,3.0,38.0,0.74
-7236.625373000001,2.0,46.0,0.16
-7199.650745999999,4.0,53.0,0.47000000000000003
-7152.189552,4.0,41.0,0.89
-7161.895522,3.0,18.0,0.8200000000000001
-6646.358209,3.0,1.0,1.0
-7232.970149,3.0,17.0,0.08
-7193.359701,3.0,56.0,0.61
-7232.059701,3.0,14.0,0.07
-7224.504478,3.0,49.0,0.26
-7184.780597,4.0,5.0,0.29
-7219.385075,3.0,9.0,0.27
-7156.434328,3.0,21.0,0.84
-7229.462687,3.0,68.0,0.23
-7190.574627,3.0,21.0,0.6900000000000001
-7218.334328,2.0,53.0,0.27
-7230.273134,3.0,43.0,0.04
-7237.373134,2.0,30.0,0.15
-7236.625373000001,2.0,29.0,0.16
-7209.861194,2.0,29.0,0.43
-7195.225373,2.0,31.0,0.5700000000000001
-7234.655223999999,2.0,28.0,0.17
-7209.852239,2.0,36.0,0.36
-7225.477612000001,2.0,25.0,0.02
-7236.625373000001,2.0,64.0,0.16
-7209.852239,2.0,68.0,0.36
-7226.991045000001,2.0,61.0,0.01
-7195.014925,2.0,60.0,0.55
-7234.365672,2.0,34.0,0.13
-7233.091045,2.0,10.0,0.21
-7207.820895999999,2.0,63.0,0.44
-7217.668656999999,2.0,47.0,0.33
-7208.959701000001,4.0,41.0,0.41000000000000003
-7203.1567159999995,2.0,39.0,0.49
-7010.313433,4.0,50.0,0.99
-7234.7343280000005,2.0,25.0,0.11
-7188.970149,2.0,45.0,0.71
-7231.976119,2.0,35.0,0.2
-7215.117909999999,4.0,51.0,0.31
-7195.468656999999,2.0,14.0,0.63
-7232.970149,3.0,32.0,0.08
-7202.655223999999,2.0,25.0,0.52
-7211.085075,2.0,59.0,0.4
-7232.274627,3.0,56.0,0.0
-6903.777612000001,3.0,8.0,0.9500000000000001
-7234.0358209999995,4.0,40.0,0.05
-7233.137312999999,3.0,44.0,0.22
-7171.435820999999,3.0,20.0,0.79
-6950.0,2.0,2.0,0.65
-7234.364179000001,4.0,48.0,0.13
-7222.974627,2.0,37.0,0.25
-7219.292537,2.0,16.0,0.32
-7233.702984999999,3.0,65.0,0.19
-7204.085075,2.0,70.0,0.47000000000000003
-7189.8970150000005,3.0,55.0,0.58
-7235.68209,2.0,27.0,0.06
-7237.373134,2.0,12.0,0.15
-7234.7343280000005,2.0,12.0,0.11
-7220.877612,3.0,6.0,0.28
-7167.676119,2.0,3.0,0.02
-7185.7,2.0,23.0,0.75
-7207.725373,3.0,19.0,0.35000000000000003
-7237.373134,2.0,32.0,0.15
-7222.974627,2.0,32.0,0.25
-7237.373134,2.0,22.0,0.15
-7234.459701000001,2.0,14.0,0.09
-7235.229851000001,2.0,16.0,0.18
-7226.8402989999995,2.0,22.0,0.24
-7217.208955,2.0,7.0,0.3
-7211.085075,2.0,42.0,0.4
-7236.174626999999,2.0,30.0,0.14
-7230.273134,2.0,17.0,0.04
-7200.7447760000005,2.0,10.0,0.34
-7212.110448,2.0,34.0,0.38
-7207.820895999999,2.0,38.0,0.44
-7234.7343280000005,2.0,27.0,0.11
-7233.091045,2.0,23.0,0.21
-7134.322388,2.0,12.0,0.89
-7204.720895999999,2.0,33.0,0.51
-7208.437312999999,3.0,4.0,0.07
-7236.625373000001,2.0,19.0,0.16
-7218.334328,2.0,51.0,0.27
-7232.274627,4.0,46.0,0.0
-7206.907463,2.0,26.0,0.46
-7205.7014930000005,3.0,37.0,0.38
-7230.273134,2.0,29.0,0.04
-7235.229851000001,2.0,12.0,0.18
-7217.1567159999995,4.0,24.0,0.3
-7233.137312999999,3.0,21.0,0.22
-7201.849254000001,2.0,41.0,0.53
-7234.125373000001,2.0,35.0,0.12
-7234.676119,2.0,31.0,0.1
-7198.928358,3.0,16.0,0.67
-7237.373134,2.0,10.0,0.15
-7197.861194,2.0,10.0,0.59
-6961.297015000001,2.0,1.0,0.02
-7219.292537,2.0,14.0,0.32
-7117.014925,3.0,6.0,0.71
-7206.973134000001,2.0,19.0,0.42
-7232.970149,4.0,39.0,0.08
-7067.813433,2.0,2.0,0.49
-7231.976119,2.0,18.0,0.2
-7191.047761,3.0,27.0,0.55
-7226.562687000001,2.0,8.0,0.24
-7224.449254000001,2.0,21.0,0.29
-7205.283581999999,4.0,12.0,0.37
-7219.970149,2.0,15.0,0.26
-7232.577612,3.0,57.0,0.13
-7235.68209,2.0,9.0,0.06
-7234.655223999999,2.0,29.0,0.17
-7163.443284,2.0,24.0,0.87
-7218.165672,2.0,4.0,0.03
-7173.731343,3.0,44.0,0.78
-7226.1597010000005,2.0,53.0,0.23
-7232.274627,2.0,36.0,0.0
-7216.568656999999,3.0,33.0,0.34
-7221.740298999999,2.0,5.0,0.2
-7234.459701000001,2.0,22.0,0.09
-7207.674626999999,3.0,11.0,0.4
-7078.253731,2.0,31.0,0.97
-7216.223881,4.0,26.0,0.28
-7237.373134,2.0,8.0,0.15
-7112.225373,2.0,2.0,0.05
-7219.292537,2.0,46.0,0.32
-7192.435820999999,2.0,49.0,0.61
-7194.288059999999,3.0,7.0,0.44
-7206.907463,2.0,20.0,0.46
-7234.365672,2.0,15.0,0.13
-7234.192537000001,2.0,43.0,0.19
-7207.725373,3.0,40.0,0.35000000000000003
-7234.407463,2.0,66.0,0.07
-7228.905970000001,2.0,18.0,0.22
-7234.676119,2.0,28.0,0.1
-7232.274627,2.0,34.0,0.0
-7132.880597,4.0,4.0,0.39
-7224.504478,3.0,14.0,0.26
-7234.655223999999,2.0,23.0,0.17
-7186.253731,2.0,6.0,0.54
-7225.477612000001,2.0,70.0,0.02
-7195.8,3.0,17.0,0.49
-7224.449254000001,2.0,52.0,0.29
-7226.8402989999995,2.0,37.0,0.24
-7236.625373000001,2.0,11.0,0.16
-7234.7343280000005,2.0,13.0,0.11
-7234.365672,2.0,9.0,0.13
-7236.174626999999,2.0,30.0,0.14
-7234.30597,2.0,20.0,0.08
-7234.192537000001,2.0,25.0,0.19
-7102.144776,2.0,2.0,0.15
-7230.273134,2.0,32.0,0.04
-7209.852239,2.0,16.0,0.36
-7220.895522,2.0,24.0,0.31
-7230.458209,2.0,7.0,0.21
-7218.334328,2.0,28.0,0.27
-7235.68209,2.0,8.0,0.06
-7226.1597010000005,2.0,48.0,0.23
-7226.991045000001,2.0,22.0,0.01
-7235.229851000001,2.0,38.0,0.18
-7234.459701000001,2.0,41.0,0.09
-7217.668656999999,2.0,45.0,0.33
-7222.974627,2.0,30.0,0.25
-7233.711940000001,2.0,5.0,0.12
-7237.373134,2.0,10.0,0.15
-6784.991045000001,2.0,1.0,0.42
-7234.655223999999,2.0,18.0,0.17
-7227.362687000001,2.0,10.0,0.03
-7224.071642,2.0,27.0,0.3
-7233.091045,2.0,14.0,0.21
-7234.1134329999995,4.0,13.0,0.1
-7235.68209,3.0,11.0,0.06
-7218.334328,2.0,21.0,0.27
-7164.685075,2.0,26.0,0.84
-7226.1597010000005,2.0,18.0,0.23
-7234.125373000001,2.0,35.0,0.12
-7202.261194,3.0,16.0,0.37
-7234.192537000001,2.0,39.0,0.19
-7193.8089549999995,2.0,32.0,0.72
-7199.441790999999,2.0,62.0,0.64
-7234.30597,2.0,20.0,0.08
-7232.274627,4.0,34.0,0.0
-7230.273134,3.0,22.0,0.04
-7144.8432840000005,2.0,24.0,0.91
-7159.986567,2.0,3.0,0.15
-7212.104478,2.0,8.0,0.34
-7220.895522,2.0,13.0,0.31
-7220.319403,2.0,28.0,0.28
-7228.719403,3.0,36.0,0.25
-7204.720895999999,2.0,42.0,0.51
-7233.091045,2.0,19.0,0.21
-7192.643284000001,2.0,15.0,0.56
-7234.676119,2.0,25.0,0.1
-7166.888059999999,2.0,6.0,0.45
-7231.856715999999,2.0,5.0,0.13
-7235.68209,4.0,17.0,0.06
-7101.970149,3.0,3.0,0.41000000000000003
-7208.643284000001,2.0,12.0,0.48
-7237.373134,2.0,30.0,0.15
-7226.991045000001,2.0,43.0,0.01
-7210.573134,2.0,30.0,0.39
-7235.229851000001,2.0,56.0,0.18
-7226.582090000001,2.0,9.0,0.29
-7192.119403,3.0,49.0,0.59
-7226.1597010000005,2.0,60.0,0.23
-6917.2582090000005,2.0,1.0,0.08
-7236.625373000001,2.0,34.0,0.16
-7163.850745999999,2.0,37.0,0.8
-7217.668656999999,2.0,23.0,0.33
-7228.719403,3.0,7.0,0.25
-7231.976119,2.0,58.0,0.2
-7237.373134,2.0,15.0,0.15
-7227.362687000001,4.0,11.0,0.03
-7209.852239,2.0,26.0,0.36
-7234.125373000001,2.0,15.0,0.12
-7234.655223999999,2.0,9.0,0.17
-7234.0358209999995,3.0,29.0,0.05
-7195.728357999999,2.0,33.0,0.62
-7170.474627,2.0,5.0,0.43
-7187.056716,2.0,19.0,0.67
-7234.7343280000005,2.0,40.0,0.11
-7218.334328,2.0,20.0,0.27
-7232.274627,3.0,32.0,0.0
-7228.905970000001,2.0,39.0,0.22
-7234.407463,2.0,47.0,0.07
-7233.702984999999,3.0,27.0,0.19
-7224.071642,2.0,36.0,0.3
-7225.477612000001,2.0,17.0,0.02
-7234.459701000001,2.0,24.0,0.09
-7154.874626999999,4.0,3.0,0.13
-7193.235820999999,2.0,10.0,0.35000000000000003
-6800.5492540000005,2.0,1.0,0.38
-7219.292537,2.0,51.0,0.32
-7226.1597010000005,2.0,14.0,0.23
-7222.974627,2.0,13.0,0.25
-7234.0358209999995,3.0,53.0,0.05
-7237.373134,2.0,31.0,0.15
-7204.085075,2.0,44.0,0.47000000000000003
-7236.174626999999,2.0,31.0,0.14
-7142.6,2.0,42.0,0.93
-7216.223881,4.0,45.0,0.28
-7233.3089549999995,3.0,35.0,0.2
-7234.7343280000005,2.0,21.0,0.11
-6716.282090000001,2.0,8.0,1.0
-7234.30597,2.0,33.0,0.08
-7235.229851000001,2.0,38.0,0.18
-7227.362687000001,2.0,47.0,0.03
-7189.68209,2.0,6.0,0.41000000000000003
-7073.534328,3.0,4.0,0.74
-7233.091045,2.0,64.0,0.21
-7219.970149,2.0,17.0,0.26
-7234.655223999999,2.0,26.0,0.17
-7220.895522,2.0,23.0,0.31
-7216.568656999999,3.0,28.0,0.34
-7226.991045000001,2.0,54.0,0.01
-7205.967164,2.0,12.0,0.52
-7236.625373000001,2.0,10.0,0.16
-7234.125373000001,2.0,29.0,0.12
-7237.68209,2.0,7.0,0.15
-7234.676119,2.0,24.0,0.1
-7225.204478000001,2.0,8.0,0.23
-7235.68209,2.0,22.0,0.06
-7231.976119,2.0,38.0,0.2
-7234.459701000001,2.0,11.0,0.09
-7237.373134,2.0,15.0,0.15
-7230.273134,2.0,19.0,0.04
-7236.174626999999,2.0,31.0,0.14
-7105.276119,2.0,2.0,0.18
-7169.8119400000005,2.0,4.0,0.24
-7234.407463,2.0,67.0,0.07
-7224.449254000001,2.0,16.0,0.29
-7219.970149,2.0,18.0,0.26
-7232.274627,2.0,6.0,0.0
-7234.7343280000005,2.0,13.0,0.11
-7127.767164,2.0,3.0,0.2
-7228.905970000001,2.0,25.0,0.22
-7234.365672,2.0,7.0,0.13
-7234.407463,2.0,10.0,0.07
-7234.655223999999,2.0,9.0,0.17
-7181.874626999999,2.0,5.0,0.27
-7230.273134,2.0,12.0,0.04
-7234.676119,2.0,27.0,0.1
-7104.349254000001,2.0,2.0,0.13
-7210.401493,2.0,29.0,0.37
-7219.292537,2.0,20.0,0.32
-7226.8402989999995,2.0,14.0,0.24
-7236.625373000001,2.0,15.0,0.16
-7225.477612000001,2.0,7.0,0.02
-7192.3089549999995,2.0,4.0,0.15
-7233.413433,2.0,8.0,0.21
-7224.449254000001,2.0,16.0,0.29
-7235.229851000001,2.0,21.0,0.18
-7234.3,4.0,11.0,0.09
-7235.155223999999,2.0,33.0,0.05
-6978.777612000001,2.0,1.0,0.0
-7234.192537000001,2.0,41.0,0.19
-7228.905970000001,2.0,36.0,0.22
-7234.440299,4.0,18.0,0.12
-7222.974627,2.0,34.0,0.25
-7234.407463,2.0,23.0,0.07
-7175.335821,2.0,25.0,0.77
-7210.940299,2.0,22.0,0.34
-7213.671642,2.0,6.0,0.31
-7217.928358,3.0,11.0,0.28
-7212.137312999999,2.0,13.0,0.43
-7234.7343280000005,2.0,14.0,0.11
-7110.00597,2.0,3.0,0.4
-7187.165672,2.0,28.0,0.6900000000000001
-7227.362687000001,2.0,39.0,0.03
-7234.655223999999,2.0,43.0,0.17
-7147.9611939999995,3.0,17.0,0.87
-7237.373134,2.0,15.0,0.15
-7236.174626999999,2.0,15.0,0.14
-7234.459701000001,2.0,31.0,0.09
-7219.970149,2.0,30.0,0.26
-7235.155223999999,2.0,35.0,0.05
-7226.1597010000005,2.0,19.0,0.23
-7231.976119,2.0,37.0,0.2
-7226.991045000001,2.0,49.0,0.01
-7215.9641790000005,4.0,12.0,0.3
-6783.713433,3.0,1.0,0.37
-7208.040298999999,2.0,26.0,0.45
-7234.30597,2.0,40.0,0.08
-7236.174626999999,2.0,20.0,0.14
-7234.192537000001,2.0,9.0,0.19
-7191.495522,2.0,5.0,0.33
-7234.676119,2.0,33.0,0.1
-7228.905970000001,2.0,24.0,0.22
-7235.68209,3.0,22.0,0.06
-7222.974627,2.0,27.0,0.25
-7234.125373000001,2.0,18.0,0.12
-7236.625373000001,2.0,45.0,0.16
-7218.334328,2.0,31.0,0.27
-7209.852239,2.0,17.0,0.36
-7235.229851000001,2.0,9.0,0.18
-7227.362687000001,3.0,13.0,0.03
-7210.295521999999,2.0,7.0,0.39
-7146.947761,4.0,16.0,0.8300000000000001
-7203.1567159999995,2.0,29.0,0.49
-7234.30597,2.0,36.0,0.08
-7232.274627,2.0,47.0,0.0
-7126.416418000001,2.0,4.0,0.5700000000000001
-7096.097015,2.0,2.0,0.21
-7234.365672,2.0,19.0,0.13
-7236.625373000001,2.0,15.0,0.16
-7220.319403,2.0,42.0,0.28
-7228.926866,3.0,8.0,0.24
-7220.895522,2.0,21.0,0.31
-7200.804478,2.0,26.0,0.54
-7234.7343280000005,2.0,10.0,0.11
-7235.68209,2.0,32.0,0.06
-7235.229851000001,2.0,12.0,0.18
-7225.477612000001,3.0,35.0,0.02
-7230.273134,2.0,23.0,0.04
-7237.373134,2.0,15.0,0.15
-7231.976119,2.0,18.0,0.2
-7213.717909999999,2.0,6.0,0.34
-7226.1597010000005,2.0,22.0,0.23
-7234.676119,2.0,9.0,0.1
-7224.504478,3.0,38.0,0.26
-7234.365672,2.0,44.0,0.13
-7172.923881000001,2.0,4.0,0.29
-6784.991045000001,2.0,1.0,0.42
-7162.868656999999,4.0,28.0,0.8
-7234.30597,2.0,50.0,0.08
-7237.885075,2.0,7.0,0.17
-7232.274627,2.0,13.0,0.0
-7219.292537,2.0,41.0,0.32
-7233.091045,2.0,11.0,0.21
-7193.359701,3.0,34.0,0.61
-7237.885075,2.0,7.0,0.17
-7139.904478,2.0,3.0,0.18
-7203.974627,2.0,7.0,0.35000000000000003
-7185.495522,2.0,5.0,0.39
-7094.414925,2.0,2.0,0.24
-7173.286567,2.0,6.0,0.47000000000000003
-7219.458209,2.0,10.0,0.27
-7235.155223999999,2.0,43.0,0.05
-7233.989552,3.0,5.0,0.11
-7092.658209,2.0,2.0,0.3
-7237.885075,2.0,7.0,0.17
-7236.934328,2.0,8.0,0.19
-7129.522387999999,2.0,3.0,0.23
-7233.358209,4.0,7.0,0.17
-6739.728357999999,2.0,1.0,0.5
-7217.771642000001,2.0,12.0,0.33
-7234.459701000001,2.0,9.0,0.09
-7137.456716,3.0,4.0,0.36
-7214.801493000001,2.0,7.0,0.25
-6876.177612,2.0,1.0,0.21
-7204.8089549999995,2.0,11.0,0.44
-7188.122388,2.0,63.0,0.67
-7231.856715999999,2.0,5.0,0.13
-7225.477612000001,4.0,14.0,0.02
-7220.319403,2.0,70.0,0.28
-7174.0,3.0,3.0,0.07
-7217.680597,2.0,10.0,0.41000000000000003
-7224.071642,2.0,58.0,0.3
-7234.125373000001,2.0,6.0,0.12
-7158.1029849999995,2.0,8.0,0.74
-7236.625373000001,2.0,16.0,0.16
-7234.192537000001,2.0,13.0,0.19
-7237.373134,2.0,11.0,0.15
-7228.905970000001,2.0,60.0,0.22
-7234.655223999999,2.0,17.0,0.17
-7198.447761,2.0,4.0,0.11
-7236.174626999999,2.0,9.0,0.14
-7235.68209,2.0,6.0,0.06
-7234.676119,2.0,20.0,0.1
-6847.4611939999995,2.0,1.0,0.26
-7231.976119,2.0,14.0,0.2
-7234.365672,2.0,13.0,0.13
-7230.273134,2.0,8.0,0.04
-7234.30597,2.0,10.0,0.08
-7226.8402989999995,2.0,15.0,0.24
-7104.6567159999995,2.0,54.0,0.96
-7145.749254,2.0,3.0,0.17
-7233.091045,2.0,12.0,0.21
-7234.459701000001,2.0,30.0,0.09
-7191.916418000001,2.0,5.0,0.23
-7238.008954999999,2.0,7.0,0.19
-7236.428358,2.0,7.0,0.18
-6849.2582090000005,2.0,1.0,0.28
-7222.601493000001,2.0,9.0,0.26
-7098.985075,2.0,2.0,0.14
-7179.131343000001,2.0,4.0,0.2
-7234.7343280000005,2.0,6.0,0.11
-7212.462687,2.0,8.0,0.31
-7228.905970000001,2.0,11.0,0.22
-7170.550745999999,2.0,3.0,0.06
-7225.477612000001,2.0,6.0,0.02
-7228.956716,2.0,5.0,0.16
-7234.192537000001,2.0,9.0,0.19
-7095.625373000001,2.0,2.0,0.25
-7234.365672,2.0,13.0,0.13
-7217.455223999999,2.0,11.0,0.33
-7230.273134,2.0,8.0,0.04
-7207.552239,2.0,4.0,0.08
-6978.777612000001,2.0,1.0,0.0
-7216.1164180000005,2.0,7.0,0.28
-7228.905970000001,2.0,17.0,0.22
-7234.655223999999,2.0,12.0,0.17
-7234.125373000001,2.0,6.0,0.12
-7226.8402989999995,2.0,67.0,0.24
-7236.174626999999,2.0,10.0,0.14
-7234.192537000001,2.0,14.0,0.19
-7234.676119,2.0,16.0,0.1
-7224.071642,2.0,20.0,0.3
-7159.986567,2.0,3.0,0.15
-7193.235820999999,2.0,10.0,0.35000000000000003
-7234.30597,2.0,5.0,0.08
-7212.110448,2.0,56.0,0.38
-7235.68209,2.0,18.0,0.06
-7219.970149,2.0,11.0,0.26
-7230.458209,2.0,7.0,0.21
-7219.292537,2.0,14.0,0.32
-7227.362687000001,2.0,62.0,0.03
-7234.7343280000005,2.0,12.0,0.11
-7169.8119400000005,2.0,4.0,0.24
-7234.467164,2.0,8.0,0.17
-7102.144776,2.0,2.0,0.15
-6670.825373,3.0,1.0,0.59
-7234.228357999999,4.0,5.0,0.19
-7235.155223999999,2.0,9.0,0.05
-7224.449254000001,2.0,16.0,0.29
-7218.334328,2.0,65.0,0.27
-7234.125373000001,2.0,13.0,0.12
-7232.274627,2.0,7.0,0.0
-7233.091045,2.0,19.0,0.21
-7138.756716,2.0,10.0,0.86
-7165.5895519999995,2.0,3.0,0.09
-7234.655223999999,2.0,12.0,0.17
-7234.407463,2.0,9.0,0.07
-7232.577612,3.0,6.0,0.13
-7226.8402989999995,2.0,17.0,0.24
-7225.477612000001,2.0,14.0,0.02
-7212.110448,2.0,52.0,0.38
-7176.737313,2.0,4.0,0.22
-6820.2447760000005,2.0,1.0,0.35000000000000003
-7236.934328,2.0,8.0,0.19
-7234.676119,2.0,48.0,0.1
-7219.292537,2.0,19.0,0.32
-7234.125373000001,2.0,6.0,0.16
-6917.522387999999,2.0,10.0,0.98
-7139.929851000001,2.0,3.0,0.27
-7235.534328,4.0,11.0,0.14
-7230.273134,2.0,21.0,0.04
-7234.407463,2.0,5.0,0.07
-7202.728357999999,3.0,16.0,0.46
-7096.150745999999,2.0,2.0,0.23
-7148.5358209999995,2.0,8.0,0.72
-7224.449254000001,2.0,18.0,0.29
-7231.976119,2.0,15.0,0.2
-7234.125373000001,2.0,24.0,0.12
-7222.974627,2.0,12.0,0.25
-7234.459701000001,2.0,7.0,0.09
-7235.229851000001,2.0,13.0,0.18
-6863.01791,3.0,1.0,0.15
-7232.274627,2.0,46.0,0.0
-7123.020895999999,2.0,4.0,0.52
-7210.940299,2.0,14.0,0.34
-7204.152239,2.0,11.0,0.41000000000000003
-7098.947761,4.0,3.0,0.31
-7210.401493,2.0,59.0,0.37
-7235.155223999999,2.0,22.0,0.05
-7060.980597,2.0,9.0,0.93
-7228.956716,2.0,5.0,0.16
-6869.392537000001,2.0,1.0,0.22
-7225.477612000001,3.0,7.0,0.02
-7234.7343280000005,2.0,17.0,0.11
-7219.458209,2.0,10.0,0.27
-7105.276119,2.0,2.0,0.18
-7234.459701000001,2.0,55.0,0.09
-7236.174626999999,2.0,13.0,0.14
-7231.976119,2.0,20.0,0.2
-7222.974627,2.0,16.0,0.25
-7232.058209000001,3.0,5.0,0.07
-7224.071642,2.0,25.0,0.3
-7202.567164,2.0,7.0,0.43
-7234.125373000001,2.0,9.0,0.12
-7236.625373000001,2.0,11.0,0.16
-7228.395522,4.0,15.0,0.23
-7218.165672,2.0,4.0,0.03
-7223.891045,2.0,6.0,0.2
-7228.829851,2.0,8.0,0.28
-7105.919403,2.0,2.0,0.1
-7197.876119,2.0,18.0,0.56
-7235.155223999999,2.0,12.0,0.05
-7236.174626999999,2.0,14.0,0.14
-7223.743284,2.0,9.0,0.33
-7224.504478,3.0,19.0,0.26
-7177.520895999999,2.0,3.0,0.0
-7235.229851000001,2.0,12.0,0.18
-7217.361194,2.0,10.0,0.4
-7233.091045,2.0,21.0,0.21
-7209.086567,2.0,7.0,0.36
-7154.107462999999,2.0,4.0,0.63
-7234.30597,2.0,6.0,0.08
-6888.134328,3.0,1.0,0.12
-7183.119403,2.0,11.0,0.65
-7234.655223999999,2.0,23.0,0.17
-7226.1597010000005,2.0,13.0,0.23
-7235.68209,2.0,15.0,0.06
-7220.561194,2.0,8.0,0.3
-7227.746269,4.0,17.0,0.25
-7101.51791,2.0,2.0,0.19
-7195.771642000001,2.0,4.0,0.14
-7234.7343280000005,2.0,9.0,0.11
-7225.477612000001,2.0,16.0,0.02
-7234.125373000001,2.0,6.0,0.16
-7220.319403,2.0,23.0,0.28
-7230.273134,2.0,5.0,0.04
-7229.462687,3.0,14.0,0.23
-7159.3402989999995,2.0,3.0,0.1
-7212.977612000001,2.0,10.0,0.33
-7187.165672,2.0,68.0,0.6900000000000001
-6906.20597,2.0,1.0,0.13
-7179.085075,2.0,57.0,0.76
-7230.458209,2.0,7.0,0.21
-7219.970149,2.0,20.0,0.26
-7234.30597,2.0,51.0,0.08
-7237.373134,2.0,12.0,0.15
-7235.68209,2.0,11.0,0.06
-7228.465672,2.0,5.0,0.19
-7232.577612,3.0,8.0,0.13
-7234.655223999999,2.0,15.0,0.17
-7220.895522,2.0,13.0,0.31
-6876.177612,2.0,1.0,0.21
-7174.498506999999,2.0,3.0,0.01
-7199.792537,2.0,10.0,0.45
-7229.738806,4.0,8.0,0.24
-7220.319403,2.0,21.0,0.28
-6971.080597,3.0,6.0,0.9
-7234.459701000001,2.0,50.0,0.09
-7234.7343280000005,2.0,18.0,0.11
-7210.670149,2.0,14.0,0.35000000000000003
-7237.373134,2.0,15.0,0.15
-7236.625373000001,2.0,17.0,0.16
-7234.192537000001,2.0,12.0,0.19
-7234.365672,2.0,18.0,0.13
-7235.229851000001,2.0,9.0,0.18
-7233.091045,2.0,27.0,0.21
-7234.407463,2.0,7.0,0.07
-7234.7343280000005,2.0,37.0,0.11
-7236.174626999999,2.0,15.0,0.14
-7231.510448,2.0,5.0,0.17
-7225.204478000001,2.0,8.0,0.23
-7234.459701000001,2.0,13.0,0.09
-7231.976119,2.0,10.0,0.2
-7235.155223999999,2.0,11.0,0.05
