Budget,DISCLOSEPolicy_Benefit_45,DISCLOSEPolicy_45_0.25,DISCLOSEPolicy_45_0.5,DISCLOSEPolicy_45_0.75,StaticPolicy_Benefit_45,StaticPolicy_45_0.25,StaticPolicy_45_0.5,StaticPolicy_45_0.75,MCTSPolicy_Benefit_45,MCTSPolicy_45_0.25,MCTSPolicy_45_0.5,MCTSPolicy_45_0.75
16,61.32821229050279,0.0,61.0,88.0,55.49301675977654,0.0,55.0,88.0,62.19832402234637,0.0,63.0,88.0
17,64.70530726256983,0.0,63.0,88.0,57.659217877094974,0.0,55.0,88.0,63.350558659217874,0.0,63.0,88.0
18,69.38268156424581,0.0,78.0,125.0,68.77094972067039,0.0,78.0,88.0,70.34916201117318,0.0,63.0,88.0
19,75.90502793296089,0.0,78.0,135.0,72.18435754189944,0.0,78.0,125.0,78.33798882681565,0.0,78.0,125.0
20,80.12849162011173,0.0,88.0,135.0,76.40782122905028,0.0,78.0,133.0,78.68715083798882,0.0,78.0,125.0
21,86.04189944134079,35.25,88.0,135.0,83.15083798882682,0.0,88.0,135.0,87.00139664804469,47.0,88.0,135.0
22,88.24301675977654,47.0,88.0,135.0,84.91061452513966,0.0,88.0,135.0,88.10335195530726,47.0,88.0,137.0
23,88.24301675977654,47.0,88.0,135.0,84.91061452513966,0.0,88.0,135.0,90.37988826815642,47.0,88.0,143.0
24,97.8072625698324,47.0,88.0,145.0,94.25558659217877,0.0,88.0,143.0,97.99860335195531,55.0,88.0,151.0
25,98.1145251396648,47.0,88.0,145.0,94.25558659217877,0.0,88.0,143.0,100.47346368715084,55.0,88.0,151.0
26,99.56284916201118,47.0,88.0,151.0,95.70391061452514,0.0,88.0,143.0,101.60893854748603,55.0,88.0,151.0
27,104.45111731843575,55.0,88.0,151.0,108.08798882681565,55.0,88.0,151.0,104.91201117318435,55.0,88.0,151.5
28,105.54748603351955,55.0,88.0,151.0,108.51396648044692,55.0,88.0,154.0,107.29888268156425,55.0,88.0,160.5
29,105.54748603351955,55.0,88.0,151.0,108.51396648044692,55.0,88.0,154.0,107.98743016759776,55.0,88.0,160.5
30,109.77932960893855,55.0,88.0,166.0,111.43575418994413,55.0,88.0,166.0,112.76117318435755,61.0,88.0,173.0
31,111.05167597765363,55.0,88.0,166.0,111.43575418994413,55.0,88.0,166.0,115.48463687150839,61.0,88.0,179.25
32,111.36033519553072,55.0,88.0,166.0,111.43575418994413,55.0,88.0,166.0,116.97206703910615,61.0,88.0,180.0
33,116.0572625698324,55.0,88.0,180.0,115.9036312849162,55.0,88.0,180.0,119.91620111731844,61.0,110.0,180.0
34,119.89385474860335,61.0,88.0,180.0,118.19972067039106,61.0,88.0,180.0,121.97067039106145,61.0,118.0,187.0
35,121.7695530726257,61.0,110.0,187.25,118.89385474860335,61.0,88.0,180.0,123.5963687150838,61.0,118.0,188.0
36,121.7695530726257,61.0,110.0,187.25,118.89385474860335,61.0,88.0,180.0,124.12150837988827,63.0,118.0,188.0
37,124.00558659217877,63.0,118.0,188.0,120.38128491620111,61.0,88.0,180.0,127.4231843575419,63.0,118.0,188.0
38,124.33240223463687,63.0,118.0,188.0,120.38128491620111,61.0,88.0,180.0,128.26256983240222,63.0,124.0,190.0
39,124.65921787709497,63.0,118.0,188.0,120.38128491620111,61.0,88.0,180.0,129.56284916201116,63.0,124.0,190.0
40,128.6703910614525,63.0,124.0,190.0,126.13268156424581,61.0,118.0,189.0,131.89106145251398,63.0,125.0,191.0
41,131.14944134078212,63.0,125.0,190.0,128.51256983240222,63.0,118.0,190.0,133.99720670391062,63.0,125.0,196.5
42,132.00837988826817,63.0,125.0,196.0,129.4050279329609,63.0,118.0,191.0,134.4804469273743,63.0,125.0,198.0
43,132.3254189944134,63.0,125.0,196.0,129.4050279329609,63.0,118.0,191.0,135.16480446927375,63.0,125.0,198.0
44,135.90782122905028,63.0,125.0,198.0,132.40782122905028,63.0,125.0,196.5,136.83798882681563,63.0,125.0,203.25
45,143.08798882681563,63.0,133.0,212.0,139.35335195530726,63.0,125.0,206.0,143.2695530726257,63.0,126.0,212.0
