AUC,D,M,gamma
-11623.01813,3.0,67.0,0.14
-11556.444109999999,3.0,51.0,0.39
-11579.86103,3.0,66.0,0.32
-11641.601209999999,2.0,57.0,0.04
-11611.93353,2.0,58.0,0.21
-11637.912390000001,2.0,69.0,0.09
-11441.07855,3.0,45.0,0.84
-11554.11178,3.0,49.0,0.5
-11596.66465,3.0,28.0,0.28
-11639.14804,2.0,42.0,0.05
-11618.28097,3.0,54.0,0.16
-11556.19335,4.0,52.0,0.47000000000000003
-11633.613290000001,4.0,36.0,0.12
-11637.45619,4.0,39.0,0.0
-11597.3716,3.0,43.0,0.24
-11641.44109,4.0,47.0,0.07
-11637.912390000001,2.0,62.0,0.1
-11642.38369,3.0,50.0,0.02
-11593.13595,2.0,61.0,0.35000000000000003
-11615.87915,4.0,8.0,0.19
-11618.06647,3.0,64.0,0.15
-11633.555890000001,4.0,41.0,0.13
-11543.29607,4.0,37.0,0.55
-11442.13595,4.0,27.0,0.77
-11637.45619,3.0,60.0,0.0
-11638.58308,3.0,56.0,0.06
-11642.38369,2.0,52.0,0.03
-11521.29909,3.0,58.0,0.64
-11637.912390000001,3.0,67.0,0.09
-11600.35347,3.0,64.0,0.22
-11597.48943,4.0,32.0,0.25
-11596.0574,2.0,55.0,0.3
-11397.755290000001,3.0,59.0,0.9500000000000001
-11616.7855,3.0,45.0,0.17
-11641.601209999999,4.0,47.0,0.04
-11640.98792,2.0,68.0,0.11
-11597.308159999999,2.0,49.0,0.33
-11637.45619,3.0,70.0,0.0
-11602.83988,3.0,61.0,0.2
-11463.6284,3.0,66.0,0.8200000000000001
-11638.1571,2.0,65.0,0.07
-11584.045320000001,2.0,62.0,0.42
-11636.27492,2.0,68.0,0.13
-11598.960729999999,2.0,56.0,0.28
-11642.38369,3.0,24.0,0.02
-11640.43807,3.0,63.0,0.05
-11618.06647,3.0,53.0,0.15
-11637.45619,3.0,54.0,0.0
-11617.28399,4.0,39.0,0.18
-11636.01813,2.0,70.0,0.08
-11642.38369,3.0,44.0,0.02
-11637.395770000001,3.0,51.0,0.11
-11641.601209999999,3.0,34.0,0.04
-11638.58308,3.0,57.0,0.06
-11636.906340000001,3.0,70.0,0.1
-11637.45619,3.0,50.0,0.0
-11642.38369,3.0,48.0,0.02
-11641.44109,3.0,60.0,0.07
-11637.912390000001,3.0,54.0,0.09
-11641.601209999999,3.0,52.0,0.04
-11636.27492,2.0,63.0,0.13
-11637.45619,3.0,58.0,0.0
-11618.28097,3.0,65.0,0.16
-11642.38369,3.0,56.0,0.02
-11637.912390000001,3.0,58.0,0.09
-11638.58308,3.0,68.0,0.06
-11633.613290000001,3.0,60.0,0.12
-11637.45619,3.0,66.0,0.0
-11623.66767,2.0,46.0,0.15
-11641.601209999999,3.0,54.0,0.04
-11612.31118,3.0,64.0,0.19
-11597.46224,4.0,41.0,0.23
-11636.01813,4.0,30.0,0.08
-11637.395770000001,4.0,20.0,0.11
-11642.38369,4.0,42.0,0.03
-11639.14804,2.0,63.0,0.05
-11643.70393,3.0,62.0,0.01
-11560.571000000002,2.0,61.0,0.71
-11601.69486,4.0,36.0,0.21
-11643.70393,3.0,67.0,0.01
-11601.755290000001,2.0,67.0,0.26
-11623.01813,4.0,46.0,0.14
-11641.44109,3.0,50.0,0.07
-11622.658609999999,2.0,69.0,0.17
-11639.14804,2.0,16.0,0.05
-11637.912390000001,4.0,48.0,0.09
-11633.613290000001,4.0,38.0,0.12
-11643.70393,3.0,70.0,0.01
-11593.48943,2.0,59.0,0.38
-11613.43505,2.0,57.0,0.2
-11502.36556,4.0,45.0,0.67
-11637.395770000001,3.0,65.0,0.11
-11642.38369,3.0,61.0,0.03
-11638.58308,2.0,12.0,0.06
-11618.06647,3.0,68.0,0.15
-11622.459209999999,2.0,70.0,0.18
-11636.01813,3.0,6.0,0.08
-11633.555890000001,3.0,55.0,0.13
-11637.45619,3.0,52.0,0.0
-11642.38369,2.0,53.0,0.03
-11598.030209999999,3.0,59.0,0.23
-11637.912390000001,2.0,64.0,0.1
-11616.7855,3.0,62.0,0.17
-11554.697890000001,3.0,50.0,0.52
-11458.43202,4.0,44.0,0.75
-11638.58308,4.0,48.0,0.06
-11594.91541,4.0,42.0,0.27
-11637.45619,4.0,40.0,0.0
-11572.20544,3.0,57.0,0.45
-11274.4713,4.0,66.0,0.98
-11642.38369,4.0,22.0,0.02
-11586.10574,4.0,34.0,0.31
-11602.23565,2.0,49.0,0.25
-11547.12387,4.0,43.0,0.48
-11623.01813,3.0,68.0,0.14
-11636.01813,4.0,46.0,0.08
-11641.601209999999,4.0,39.0,0.04
-11611.93353,2.0,65.0,0.21
-11417.11178,3.0,63.0,0.9
-11636.906340000001,3.0,70.0,0.1
-11633.613290000001,3.0,56.0,0.12
-11560.26586,3.0,52.0,0.36
-11643.70393,3.0,67.0,0.01
-11623.88218,2.0,60.0,0.16
-11637.45619,3.0,66.0,0.0
-11568.815709999999,2.0,67.0,0.56
-11469.84592,2.0,69.0,0.87
-11544.20846,3.0,64.0,0.61
-11638.58308,3.0,59.0,0.06
-11613.030209999999,2.0,67.0,0.19
-11641.601209999999,4.0,37.0,0.04
-11636.01813,4.0,48.0,0.08
-11637.45619,3.0,62.0,0.0
-11633.555890000001,3.0,25.0,0.13
-11642.38369,3.0,55.0,0.03
-11636.906340000001,4.0,51.0,0.1
-11598.030209999999,3.0,58.0,0.23
-11640.43807,3.0,70.0,0.05
-11561.40483,3.0,62.0,0.4
-11594.46828,3.0,68.0,0.29
-11642.38369,3.0,69.0,0.02
-11641.44109,3.0,36.0,0.07
-11575.28097,4.0,33.0,0.33
-11637.45619,3.0,65.0,0.0
-11618.06647,3.0,67.0,0.15
-11617.28399,4.0,44.0,0.18
-11637.395770000001,3.0,63.0,0.11
-11637.912390000001,3.0,70.0,0.09
-11601.69486,3.0,29.0,0.21
-11640.43807,3.0,53.0,0.05
-11633.555890000001,3.0,55.0,0.13
-11602.23565,2.0,41.0,0.25
-11618.28097,3.0,57.0,0.16
-11642.38369,3.0,59.0,0.02
-11493.658609999999,2.0,61.0,0.79
-11638.58308,3.0,60.0,0.06
-11636.906340000001,3.0,19.0,0.1
-11613.030209999999,2.0,61.0,0.19
-11636.01813,3.0,53.0,0.08
-11642.38369,4.0,40.0,0.02
-11623.01813,3.0,58.0,0.14
-11641.601209999999,4.0,47.0,0.04
-11594.91541,4.0,27.0,0.27
-11547.10876,3.0,54.0,0.59
-11637.45619,3.0,70.0,0.0
-11463.6284,3.0,69.0,0.8200000000000001
-11204.175229999999,3.0,65.0,1.0
-11368.06042,3.0,56.0,0.9400000000000001
-11641.44109,3.0,50.0,0.07
-11633.613290000001,3.0,65.0,0.12
-11616.7855,4.0,49.0,0.17
-11643.70393,3.0,55.0,0.01
-11591.18731,4.0,46.0,0.3
-11565.45015,4.0,43.0,0.43
-11601.69486,4.0,31.0,0.21
-11641.601209999999,3.0,63.0,0.04
-11597.46224,4.0,45.0,0.23
-11524.89728,3.0,63.0,0.63
-11637.395770000001,3.0,60.0,0.11
-11637.912390000001,4.0,38.0,0.09
-11638.58308,3.0,57.0,0.06
-11633.555890000001,3.0,67.0,0.13
-11642.38369,3.0,66.0,0.02
-10988.43505,3.0,1.0,0.5
-11618.06647,3.0,52.0,0.15
-11637.45619,3.0,55.0,0.0
-11612.31118,3.0,51.0,0.19
-11578.175229999999,3.0,59.0,0.34
-11641.44109,4.0,35.0,0.07
-11642.38369,3.0,68.0,0.03
-11505.86405,3.0,61.0,0.72
-11637.912390000001,4.0,48.0,0.09
-11643.70393,3.0,68.0,0.01
-11637.45619,3.0,64.0,0.0
-11640.43807,3.0,4.0,0.05
-11642.38369,3.0,66.0,0.03
-11640.43807,3.0,69.0,0.05
-11637.45619,3.0,62.0,0.0
-11641.44109,3.0,64.0,0.07
-11637.395770000001,3.0,51.0,0.11
-11641.601209999999,3.0,54.0,0.04
-11637.45619,3.0,67.0,0.0
-11636.01813,3.0,58.0,0.08
-11642.38369,3.0,57.0,0.02
-11636.906340000001,3.0,62.0,0.1
-11639.14804,2.0,70.0,0.05
-11633.555890000001,3.0,56.0,0.13
-11637.45619,3.0,70.0,0.0
-11642.38369,3.0,69.0,0.02
-11618.28097,3.0,65.0,0.16
-11636.01813,4.0,60.0,0.08
-11642.38369,3.0,66.0,0.03
-11638.58308,3.0,67.0,0.06
-11639.3565,2.0,53.0,0.12
-11643.70393,3.0,64.0,0.01
-11637.912390000001,3.0,63.0,0.09
-11637.45619,3.0,64.0,0.0
-11623.01813,4.0,43.0,0.14
-11641.601209999999,4.0,49.0,0.04
-11637.395770000001,3.0,59.0,0.11
-11641.44109,3.0,61.0,0.07
-11616.7855,3.0,58.0,0.17
-11638.58308,2.0,54.0,0.06
-11642.38369,3.0,62.0,0.03
-11637.45619,3.0,68.0,0.0
-11549.55891,4.0,45.0,0.54
-11623.66767,2.0,52.0,0.15
-11637.912390000001,3.0,57.0,0.09
-11642.38369,3.0,60.0,0.02
-11455.969790000001,3.0,70.0,0.76
-11637.395770000001,3.0,68.0,0.11
-11602.83988,3.0,66.0,0.2
-11640.43807,3.0,64.0,0.05
-11419.737159999999,3.0,68.0,0.86
-11637.45619,4.0,32.0,0.0
-11613.86707,4.0,40.0,0.18
-11633.555890000001,4.0,47.0,0.13
-11641.44109,3.0,55.0,0.07
-11642.38369,3.0,66.0,0.02
-11641.601209999999,3.0,58.0,0.04
-11636.906340000001,3.0,50.0,0.1
-11600.35347,3.0,61.0,0.22
-11618.06647,3.0,59.0,0.15
-11593.78248,3.0,51.0,0.25
-11636.01813,3.0,53.0,0.08
-11640.43807,3.0,57.0,0.05
-11637.45619,3.0,69.0,0.0
-11640.98792,2.0,55.0,0.11
-11643.70393,3.0,65.0,0.01
-11616.7855,3.0,63.0,0.17
-11641.44109,4.0,41.0,0.07
-11309.05438,4.0,37.0,0.96
-11642.38369,3.0,63.0,0.03
-11633.555890000001,3.0,56.0,0.13
-11640.43807,3.0,69.0,0.05
-11637.45619,3.0,70.0,0.0
-11575.7432,2.0,67.0,0.65
-11636.906340000001,4.0,35.0,0.1
-11601.50755,4.0,47.0,0.2
-11636.01813,4.0,13.0,0.08
-11618.06647,4.0,30.0,0.15
-11642.38369,3.0,60.0,0.03
-11406.78248,3.0,60.0,0.91
-11490.5287,3.0,58.0,0.68
-11638.58308,4.0,44.0,0.06
-11633.613290000001,4.0,29.0,0.12
-11642.38369,3.0,62.0,0.02
-11637.912390000001,2.0,62.0,0.09
-11641.601209999999,3.0,56.0,0.04
-11596.66465,3.0,65.0,0.28
-11604.06949,2.0,53.0,0.24
-11633.555890000001,4.0,42.0,0.13
-11618.28097,4.0,49.0,0.16
-11556.19335,4.0,47.0,0.47000000000000003
-11596.048340000001,2.0,52.0,0.36
-11637.45619,3.0,64.0,0.0
-11641.44109,3.0,54.0,0.07
-11637.45619,3.0,70.0,0.0
-11617.28399,3.0,68.0,0.18
-11643.70393,3.0,66.0,0.01
-11636.906340000001,3.0,66.0,0.1
-11642.38369,3.0,65.0,0.02
-11640.43807,3.0,61.0,0.05
-11600.35347,4.0,46.0,0.22
-11599.99396,2.0,62.0,0.32
-11636.01813,2.0,59.0,0.08
-11639.3565,2.0,68.0,0.12
-11623.01813,3.0,17.0,0.14
-11638.58308,4.0,40.0,0.06
-11506.01511,4.0,50.0,0.7000000000000001
-11642.38369,3.0,63.0,0.03
-11555.21148,3.0,67.0,0.38
-11616.7855,4.0,26.0,0.17
-11601.50755,4.0,45.0,0.2
-11637.395770000001,4.0,50.0,0.11
-11550.308159999999,4.0,43.0,0.41000000000000003
-11641.601209999999,4.0,38.0,0.04
-11637.45619,3.0,69.0,0.0
-11636.01813,3.0,67.0,0.08
-11637.45619,3.0,65.0,0.0
-11642.38369,3.0,64.0,0.02
-11618.06647,4.0,39.0,0.15
-11596.22054,4.0,48.0,0.27
-11638.58308,4.0,33.0,0.06
-11637.912390000001,4.0,56.0,0.09
-11633.613290000001,4.0,51.0,0.12
-11612.31118,3.0,69.0,0.19
-11529.0997,4.0,36.0,0.58
-11641.601209999999,4.0,24.0,0.04
-11642.38369,3.0,68.0,0.02
-11636.906340000001,3.0,70.0,0.1
-11596.7281,4.0,45.0,0.24
-11641.44109,3.0,60.0,0.07
-11572.20544,3.0,67.0,0.45
-11478.41692,3.0,66.0,0.8
-11618.28097,4.0,58.0,0.16
-11623.01813,4.0,34.0,0.14
-11639.14804,2.0,64.0,0.05
-11637.45619,3.0,61.0,0.0
-11595.540790000001,4.0,39.0,0.3
-11600.35347,3.0,55.0,0.22
-11637.912390000001,4.0,11.0,0.09
-11622.459209999999,2.0,35.0,0.18
-11642.38369,3.0,53.0,0.03
-11638.58308,3.0,69.0,0.06
-11633.555890000001,4.0,49.0,0.13
-11643.70393,3.0,65.0,0.01
-11596.679759999999,3.0,61.0,0.26
-11473.97583,3.0,63.0,0.74
-11642.38369,3.0,59.0,0.02
-11641.601209999999,3.0,70.0,0.04
-11637.395770000001,4.0,21.0,0.11
-11637.45619,3.0,65.0,0.0
-11636.01813,4.0,42.0,0.08
-11638.58308,2.0,41.0,0.06
-11623.01813,3.0,62.0,0.14
-11602.83988,3.0,57.0,0.2
-11637.45619,3.0,66.0,0.0
-11636.906340000001,3.0,64.0,0.1
-11618.28097,4.0,52.0,0.16
-11641.601209999999,2.0,47.0,0.04
-11643.70393,3.0,69.0,0.01
-11518.398790000001,4.0,44.0,0.61
-11633.613290000001,4.0,43.0,0.12
-11622.459209999999,2.0,54.0,0.18
-11554.697890000001,3.0,68.0,0.52
-11641.44109,3.0,66.0,0.07
-11637.912390000001,3.0,68.0,0.09
-11642.38369,3.0,68.0,0.02
-11640.43807,4.0,51.0,0.05
-11608.89426,2.0,56.0,0.22
-11623.01813,4.0,46.0,0.14
-11642.38369,3.0,59.0,0.03
-11637.395770000001,4.0,48.0,0.11
-11638.1571,2.0,62.0,0.07
-11637.912390000001,3.0,52.0,0.09
-11447.89124,3.0,58.0,0.78
-11637.45619,3.0,64.0,0.0
-11432.181270000001,3.0,70.0,0.85
-11618.28097,3.0,55.0,0.16
-11549.72508,3.0,54.0,0.49
-11637.45619,3.0,63.0,0.0
-11597.3716,3.0,65.0,0.24
-11640.43807,4.0,6.0,0.05
-11642.38369,3.0,55.0,0.03
-11575.540790000001,4.0,31.0,0.34
-11639.3565,2.0,60.0,0.12
-11602.83988,3.0,61.0,0.2
-11641.44109,3.0,57.0,0.07
-11642.38369,3.0,62.0,0.02
-11641.601209999999,3.0,53.0,0.04
-11637.45619,3.0,60.0,0.0
-11637.45619,2.0,67.0,0.0
-11638.58308,4.0,49.0,0.06
-11641.601209999999,4.0,57.0,0.04
-11642.38369,3.0,63.0,0.02
-11636.906340000001,3.0,50.0,0.1
-11642.38369,3.0,70.0,0.02
-11636.01813,4.0,48.0,0.08
-11637.45619,2.0,65.0,0.0
-11637.45619,3.0,66.0,0.0
-11641.601209999999,3.0,59.0,0.04
-11638.58308,3.0,66.0,0.06
-11637.912390000001,3.0,64.0,0.09
-11640.43807,3.0,69.0,0.05
-11641.44109,3.0,54.0,0.07
-11633.613290000001,4.0,58.0,0.12
-11642.38369,3.0,56.0,0.03
-11636.906340000001,3.0,52.0,0.1
-11636.01813,3.0,50.0,0.08
-11642.38369,3.0,61.0,0.02
-11643.70393,3.0,67.0,0.01
-11623.01813,3.0,70.0,0.14
-11640.43807,3.0,70.0,0.05
-11643.70393,3.0,67.0,0.01
-11642.38369,3.0,67.0,0.02
-11638.58308,3.0,70.0,0.06
-11637.45619,3.0,62.0,0.0
-11637.395770000001,3.0,63.0,0.11
-11637.45619,3.0,65.0,0.0
-11636.01813,3.0,45.0,0.08
-11633.555890000001,4.0,47.0,0.13
-11641.601209999999,3.0,69.0,0.04
-11636.906340000001,3.0,51.0,0.1
-11641.601209999999,3.0,55.0,0.04
-11618.06647,3.0,42.0,0.15
-11642.38369,3.0,68.0,0.02
-11641.44109,3.0,26.0,0.07
-11616.7855,3.0,44.0,0.17
-11554.534740000001,3.0,46.0,0.56
-11637.45619,3.0,64.0,0.0
-11638.58308,4.0,49.0,0.06
-11633.613290000001,3.0,57.0,0.12
-11642.38369,3.0,68.0,0.02
-11637.912390000001,3.0,60.0,0.09
-11641.601209999999,2.0,52.0,0.04
-11636.01813,3.0,63.0,0.08
-11625.1994,2.0,54.0,0.14
-11637.45619,3.0,56.0,0.0
-11638.58308,3.0,40.0,0.06
-11637.395770000001,3.0,38.0,0.11
-11642.38369,3.0,69.0,0.03
-11616.7855,3.0,33.0,0.17
-11636.906340000001,4.0,58.0,0.1
-11640.43807,3.0,47.0,0.05
-11637.45619,3.0,60.0,0.0
-11641.44109,3.0,40.0,0.07
-11633.555890000001,3.0,62.0,0.13
-11642.38369,3.0,51.0,0.03
-11612.31118,3.0,61.0,0.19
-11643.70393,3.0,65.0,0.01
-11637.912390000001,3.0,36.0,0.09
-11563.00604,3.0,59.0,0.43
-11618.28097,4.0,43.0,0.16
-11640.43807,3.0,66.0,0.05
-11637.45619,3.0,64.0,0.0
-11633.613290000001,4.0,22.0,0.12
-11642.38369,3.0,63.0,0.02
-11636.01813,4.0,54.0,0.08
-11641.601209999999,3.0,37.0,0.04
-11623.01813,3.0,66.0,0.14
-11503.58912,3.0,66.0,0.66
-11637.45619,3.0,68.0,0.0
-11638.58308,3.0,9.0,0.06
-11637.395770000001,4.0,49.0,0.11
-11642.38369,3.0,70.0,0.02
-11637.912390000001,4.0,53.0,0.09
-11424.50453,3.0,48.0,0.89
-11617.28399,3.0,42.0,0.18
-11641.44109,4.0,44.0,0.07
-11637.45619,3.0,58.0,0.0
-11463.6284,3.0,64.0,0.8200000000000001
-11589.540790000001,2.0,32.0,0.39
-11641.601209999999,4.0,28.0,0.04
-11618.06647,3.0,67.0,0.15
-11642.38369,3.0,62.0,0.02
-11600.35347,4.0,56.0,0.22
-11640.98792,2.0,59.0,0.11
-11404.3716,3.0,61.0,0.93
-11638.58308,3.0,65.0,0.06
-11637.45619,3.0,65.0,0.0
-11262.27795,3.0,39.0,0.99
-11642.38369,3.0,56.0,0.02
-11637.912390000001,4.0,34.0,0.09
-11633.555890000001,3.0,60.0,0.13
-11583.181270000001,2.0,46.0,0.63
-11641.601209999999,4.0,46.0,0.04
-11638.1571,2.0,52.0,0.07
-11601.69486,3.0,59.0,0.21
-11618.28097,3.0,62.0,0.16
-11594.46828,3.0,63.0,0.29
-11640.43807,3.0,50.0,0.05
-11636.906340000001,4.0,28.0,0.1
-11617.28399,3.0,57.0,0.18
-11636.01813,3.0,45.0,0.08
-11641.601209999999,3.0,61.0,0.04
-11636.27492,2.0,55.0,0.13
-11642.38369,4.0,51.0,0.02
-11596.679759999999,4.0,53.0,0.26
-11637.45619,3.0,59.0,0.0
-11638.58308,3.0,60.0,0.06
-11637.395770000001,3.0,57.0,0.11
-11642.38369,3.0,42.0,0.03
-11636.01813,4.0,55.0,0.08
-11643.70393,3.0,67.0,0.01
-11618.06647,3.0,49.0,0.15
-11639.14804,2.0,70.0,0.05
-11637.45619,4.0,54.0,0.0
-11639.3565,2.0,41.0,0.12
-11601.50755,4.0,37.0,0.2
-11637.912390000001,4.0,19.0,0.09
-11642.38369,2.0,70.0,0.03
-11587.40181,3.0,67.0,0.31
-11638.58308,4.0,64.0,0.06
-11597.3716,3.0,65.0,0.24
-11637.45619,3.0,63.0,0.0
-11636.906340000001,3.0,69.0,0.1
-11618.06647,3.0,70.0,0.15
-11616.7855,3.0,44.0,0.17
-11642.38369,3.0,68.0,0.02
-11641.44109,3.0,62.0,0.07
-11566.09668,2.0,15.0,0.53
-11641.601209999999,4.0,53.0,0.04
