AUC,D,M,gamma
-11637.395770000001,3.0,58.0,0.11
-11637.45619,3.0,67.0,0.0
-11623.01813,3.0,23.0,0.14
-11566.749240000001,3.0,25.0,0.46
-11556.56193,4.0,47.0,0.36
-11636.01813,4.0,50.0,0.08
-11526.89728,4.0,52.0,0.59
-11642.38369,2.0,69.0,0.02
-11612.31118,3.0,61.0,0.19
-11640.43807,3.0,65.0,0.05
-11633.555890000001,3.0,57.0,0.13
-11637.45619,2.0,69.0,0.0
-11497.50151,3.0,66.0,0.6900000000000001
-11642.38369,3.0,63.0,0.03
-11637.912390000001,3.0,68.0,0.09
-11638.58308,2.0,31.0,0.06
-11600.35347,4.0,70.0,0.22
-11639.3565,2.0,66.0,0.12
-11637.45619,3.0,64.0,0.0
-11641.601209999999,3.0,61.0,0.04
-11615.06042,3.0,3.0,0.1
-11622.658609999999,2.0,64.0,0.17
-11637.45619,3.0,27.0,0.0
-11505.86405,3.0,36.0,0.72
-11641.44109,4.0,48.0,0.07
-11642.38369,3.0,46.0,0.03
-11563.05136,3.0,59.0,0.41000000000000003
-11640.43807,4.0,51.0,0.05
-11642.38369,3.0,67.0,0.02
-11618.06647,3.0,43.0,0.15
-11637.45619,3.0,67.0,0.0
-11636.01813,3.0,65.0,0.08
-11633.613290000001,4.0,40.0,0.12
-11612.31118,3.0,61.0,0.19
-11596.66465,3.0,63.0,0.28
-11636.906340000001,3.0,60.0,0.1
-11638.58308,4.0,56.0,0.06
-11641.601209999999,4.0,38.0,0.04
-11636.01813,4.0,53.0,0.08
-11642.38369,3.0,44.0,0.02
-11637.45619,3.0,59.0,0.0
-11623.01813,4.0,55.0,0.14
-11618.28097,3.0,70.0,0.16
-11638.58308,3.0,65.0,0.06
-11597.3716,3.0,68.0,0.24
-11601.69486,3.0,69.0,0.21
-11637.395770000001,3.0,67.0,0.11
-11541.6284,4.0,49.0,0.51
-11642.38369,3.0,62.0,0.02
-11636.01813,3.0,57.0,0.08
-11633.555890000001,3.0,63.0,0.13
-11641.601209999999,4.0,48.0,0.04
-11637.912390000001,4.0,45.0,0.09
-11637.45619,3.0,58.0,0.0
-11638.58308,3.0,39.0,0.06
-11599.99396,2.0,68.0,0.32
-11642.38369,3.0,50.0,0.02
-11637.45619,3.0,66.0,0.0
-11616.7855,3.0,60.0,0.17
-11285.613290000001,4.0,55.0,0.97
-11642.38369,3.0,68.0,0.02
-11637.912390000001,2.0,62.0,0.1
-11559.75831,3.0,52.0,0.55
-11640.43807,3.0,33.0,0.05
-11633.613290000001,4.0,53.0,0.12
-11612.31118,3.0,64.0,0.19
-11641.601209999999,3.0,61.0,0.04
-11641.44109,3.0,58.0,0.07
-11625.1994,2.0,56.0,0.14
-11596.679759999999,3.0,57.0,0.26
-11637.45619,3.0,60.0,0.0
-11637.912390000001,2.0,63.0,0.1
-11641.601209999999,4.0,43.0,0.04
-11642.38369,4.0,66.0,0.02
-11643.70393,3.0,69.0,0.01
-11637.45619,3.0,69.0,0.0
-11642.38369,3.0,70.0,0.03
-11638.58308,3.0,67.0,0.06
-11637.45619,3.0,51.0,0.0
-11641.601209999999,3.0,58.0,0.04
-11641.44109,3.0,55.0,0.07
-11642.38369,2.0,54.0,0.02
-11637.45619,3.0,66.0,0.0
-11640.43807,3.0,64.0,0.05
-11636.01813,3.0,66.0,0.08
-11642.38369,3.0,67.0,0.02
-11641.601209999999,3.0,65.0,0.04
-11643.70393,3.0,59.0,0.01
-11637.45619,3.0,63.0,0.0
-11641.44109,3.0,59.0,0.07
-11637.912390000001,3.0,68.0,0.09
-11638.58308,3.0,68.0,0.06
-11642.38369,3.0,70.0,0.03
-11637.45619,3.0,61.0,0.0
-11640.98792,2.0,62.0,0.11
-11640.43807,4.0,54.0,0.05
-11642.38369,3.0,61.0,0.02
-11636.01813,3.0,65.0,0.08
-11640.43807,3.0,60.0,0.05
-11642.38369,4.0,30.0,0.03
-11636.906340000001,4.0,56.0,0.1
-11637.45619,3.0,62.0,0.0
-11638.1571,2.0,51.0,0.07
-11639.3565,2.0,47.0,0.12
-11642.38369,2.0,69.0,0.02
-11641.601209999999,4.0,67.0,0.04
-11637.912390000001,2.0,68.0,0.09
-11638.58308,2.0,47.0,0.06
-11637.45619,2.0,70.0,0.0
-11633.555890000001,3.0,65.0,0.13
-11636.01813,2.0,49.0,0.08
-11642.38369,2.0,64.0,0.02
-11641.601209999999,3.0,63.0,0.04
-11637.45619,3.0,64.0,0.0
-11642.38369,3.0,61.0,0.02
-11637.395770000001,3.0,66.0,0.11
-11638.58308,2.0,58.0,0.06
-11637.45619,2.0,70.0,0.0
-11618.06647,3.0,59.0,0.15
-11637.912390000001,2.0,70.0,0.09
-11640.43807,3.0,57.0,0.05
-11641.44109,3.0,69.0,0.07
-11643.70393,3.0,67.0,0.01
-11642.38369,4.0,65.0,0.03
-11633.555890000001,4.0,35.0,0.13
-11636.906340000001,3.0,64.0,0.1
-11641.601209999999,3.0,62.0,0.04
-11643.70393,3.0,66.0,0.01
-11637.45619,3.0,66.0,0.0
-11641.44109,3.0,65.0,0.07
-11618.28097,3.0,60.0,0.16
-11633.613290000001,3.0,58.0,0.12
-11637.912390000001,3.0,69.0,0.09
-11640.43807,3.0,70.0,0.05
-11642.38369,3.0,46.0,0.03
-11637.45619,3.0,42.0,0.0
-11623.01813,4.0,62.0,0.14
-11549.72508,3.0,59.0,0.49
-11641.44109,3.0,63.0,0.07
-11642.38369,3.0,57.0,0.02
-11640.98792,2.0,53.0,0.11
-11641.601209999999,3.0,56.0,0.04
-11637.45619,3.0,63.0,0.0
-11637.912390000001,3.0,45.0,0.09
-11641.44109,3.0,59.0,0.07
-11640.43807,3.0,61.0,0.05
-11642.38369,3.0,64.0,0.02
-11616.7855,4.0,16.0,0.17
-11636.906340000001,4.0,68.0,0.1
-11633.555890000001,3.0,68.0,0.13
-11637.45619,3.0,37.0,0.0
-11642.38369,3.0,60.0,0.03
-11427.4713,4.0,52.0,0.77
-11638.58308,3.0,67.0,0.06
-11636.01813,2.0,60.0,0.08
-11618.06647,3.0,67.0,0.15
-11642.38369,3.0,49.0,0.02
-11640.43807,3.0,44.0,0.05
-11441.07855,3.0,62.0,0.84
-11637.395770000001,3.0,50.0,0.11
-11641.601209999999,3.0,63.0,0.04
-11637.45619,3.0,55.0,0.0
-11636.01813,3.0,40.0,0.08
-11617.28399,3.0,51.0,0.18
-11638.58308,4.0,29.0,0.06
-11633.613290000001,3.0,58.0,0.12
-11637.45619,3.0,64.0,0.0
-11637.912390000001,3.0,61.0,0.09
-11557.62538,3.0,56.0,0.37
-11642.38369,4.0,54.0,0.03
-11618.06647,3.0,48.0,0.15
-11642.38369,3.0,65.0,0.02
-11640.43807,3.0,48.0,0.05
-11643.70393,3.0,57.0,0.01
-11637.45619,3.0,66.0,0.0
-11640.98792,2.0,69.0,0.11
-11641.44109,3.0,62.0,0.07
-11602.83988,3.0,59.0,0.2
-11556.54381,3.0,40.0,0.5700000000000001
-11567.93051,4.0,45.0,0.44
-11641.601209999999,2.0,54.0,0.04
-11633.555890000001,3.0,65.0,0.13
-11636.906340000001,3.0,70.0,0.1
-11636.01813,3.0,66.0,0.08
-11642.38369,3.0,50.0,0.02
-11406.78248,3.0,62.0,0.91
-11638.58308,3.0,32.0,0.06
-11641.601209999999,3.0,57.0,0.04
-11623.01813,3.0,53.0,0.14
-11616.7855,4.0,34.0,0.17
-11643.70393,3.0,13.0,0.01
-11637.45619,3.0,5.0,0.0
-11598.030209999999,3.0,64.0,0.23
-11555.26586,5.0,33.0,0.4
-11466.09668,5.0,66.0,0.81
-11570.68882,5.0,18.0,0.34
-11642.38369,3.0,22.0,0.02
-11278.51662,4.0,35.0,0.97
-11545.80363,5.0,15.0,0.53
-11536.76737,4.0,53.0,0.56
-11451.030209999999,4.0,11.0,0.79
-11547.94562,4.0,32.0,0.53
-11424.50453,3.0,29.0,0.89
-11562.50151,4.0,84.0,0.38
-11468.91843,4.0,6.0,0.66
-11562.31118,4.0,21.0,0.46
-11555.21148,3.0,58.0,0.38
-11518.36556,4.0,77.0,0.61
-11485.604229999999,5.0,37.0,0.8200000000000001
-11552.28097,4.0,38.0,0.54
-11516.80665,3.0,26.0,0.65
-11637.395770000001,5.0,28.0,0.11
-11636.906340000001,3.0,58.0,0.1
-11507.184290000001,3.0,2.0,0.06
-11612.31118,3.0,43.0,0.19
-11600.35347,5.0,46.0,0.22
-11524.35045,5.0,2.0,0.0
-11597.3716,3.0,24.0,0.24
-11633.613290000001,3.0,97.0,0.12
-11643.70393,5.0,12.0,0.01
-11643.70393,5.0,10.0,0.01
-11598.175229999999,5.0,10.0,0.29
-11158.31118,5.0,1.0,0.18
-11643.70393,5.0,12.0,0.01
-11592.92749,5.0,7.0,0.3
-11633.555890000001,5.0,17.0,0.13
-11640.43807,5.0,69.0,0.05
-11557.10876,5.0,98.0,0.47000000000000003
-11154.41088,5.0,18.0,0.99
-11596.21752,5.0,53.0,0.26
-11616.7855,5.0,40.0,0.17
-11638.58308,5.0,32.0,0.06
-11581.1571,4.0,89.0,0.32
-11565.610270000001,5.0,47.0,0.43
-11478.3142,5.0,13.0,0.73
-11562.97885,4.0,6.0,0.36
-11642.38369,4.0,20.0,0.02
-11623.01813,5.0,32.0,0.14
-11636.01813,4.0,65.0,0.08
-11414.97281,5.0,23.0,0.89
-11553.3716,4.0,15.0,0.4
-11542.093659999999,5.0,29.0,0.5700000000000001
-11451.126890000001,5.0,7.0,0.74
-11550.827790000001,4.0,73.0,0.49
-11359.26586,5.0,55.0,0.92
-11603.68882,5.0,42.0,0.21
-11596.21752,4.0,35.0,0.26
-11642.38369,5.0,62.0,0.03
-11616.7855,4.0,83.0,0.17
-11514.11178,5.0,48.0,0.62
-11487.14502,5.0,28.0,0.7000000000000001
-11540.93656,3.0,4.0,0.35000000000000003
-11637.45619,4.0,10.0,0.0
-11637.912390000001,5.0,25.0,0.09
-11597.87613,4.0,20.0,0.29
-11559.83988,5.0,13.0,0.42
-11623.01813,5.0,36.0,0.14
-11601.69486,3.0,16.0,0.21
-11642.38369,5.0,10.0,0.02
-11272.32326,5.0,1.0,0.06
-11618.61631,5.0,3.0,0.1
-11637.45619,5.0,12.0,0.0
-11618.06647,5.0,21.0,0.15
-11597.48943,5.0,27.0,0.25
-11640.43807,5.0,7.0,0.05
-11636.01813,5.0,18.0,0.08
-11613.223559999999,5.0,39.0,0.19
-11597.46224,5.0,44.0,0.23
-11577.76435,5.0,30.0,0.33
-11444.8429,5.0,24.0,0.84
-11642.38369,5.0,4.0,0.03
-11633.613290000001,5.0,13.0,0.12
-11637.45619,5.0,33.0,0.0
-11618.28097,5.0,22.0,0.16
-11594.91541,5.0,9.0,0.27
-11563.6858,4.0,94.0,0.45
-11515.80363,5.0,5.0,0.51
-11587.40181,3.0,8.0,0.31
-11636.906340000001,5.0,50.0,0.1
-11049.35347,4.0,1.0,0.37
-11641.44109,5.0,16.0,0.07
-11641.601209999999,5.0,79.0,0.04
-11540.63142,4.0,19.0,0.56
-11615.87915,5.0,31.0,0.19
-11558.50151,5.0,57.0,0.39
-11633.613290000001,3.0,14.0,0.12
-11596.66465,5.0,34.0,0.28
-11375.92749,4.0,25.0,0.9500000000000001
-11597.46224,5.0,41.0,0.23
-11643.70393,5.0,44.0,0.01
-11501.96677,4.0,63.0,0.68
-11601.69486,5.0,11.0,0.21
-11524.03323,5.0,67.0,0.62
-11471.65559,5.0,38.0,0.79
-11623.01813,5.0,73.0,0.14
-11641.601209999999,5.0,52.0,0.04
-11643.70393,3.0,45.0,0.01
-11636.01813,3.0,45.0,0.08
-11436.73112,4.0,89.0,0.85
-11563.05136,3.0,61.0,0.41000000000000003
-11636.906340000001,5.0,49.0,0.1
-11617.28399,3.0,55.0,0.18
-11575.57704,3.0,70.0,0.35000000000000003
-11546.84592,3.0,60.0,0.58
-11618.28097,3.0,47.0,0.16
-11642.38369,4.0,78.0,0.02
-11567.23565,5.0,17.0,0.44
-11555.78248,5.0,36.0,0.47000000000000003
-11583.66163,5.0,27.0,0.33
-11515.51057,5.0,2.0,0.05
-11498.93353,3.0,42.0,0.73
-11591.18731,4.0,86.0,0.3
-11597.48943,5.0,95.0,0.25
-11633.613290000001,4.0,22.0,0.12
-11638.58308,5.0,15.0,0.06
-11601.50755,4.0,51.0,0.2
-11637.912390000001,3.0,5.0,0.09
-11623.01813,5.0,29.0,0.14
-11546.06344,5.0,81.0,0.49
-11637.45619,3.0,55.0,0.0
-11546.990940000002,5.0,9.0,0.54
-11597.3716,3.0,75.0,0.24
-11618.28097,4.0,20.0,0.16
-11641.44109,5.0,23.0,0.07
-11257.10574,4.0,57.0,0.99
-11642.38369,4.0,65.0,0.02
-11617.28399,3.0,45.0,0.18
-11554.6284,5.0,33.0,0.38
-11641.601209999999,4.0,40.0,0.04
-11600.35347,5.0,12.0,0.22
-11594.91541,5.0,70.0,0.27
-11478.41692,3.0,26.0,0.8
-11637.395770000001,4.0,38.0,0.11
-11499.73414,5.0,7.0,0.6
-11554.697890000001,3.0,30.0,0.52
-11584.36556,5.0,68.0,0.31
-11637.45619,4.0,35.0,0.0
-11455.969790000001,3.0,18.0,0.76
-11619.07553,5.0,3.0,0.08
-11642.38369,5.0,14.0,0.03
-11623.01813,5.0,11.0,0.14
-11637.45619,5.0,43.0,0.0
-11638.58308,5.0,54.0,0.06
-11633.613290000001,5.0,64.0,0.12
-11643.70393,5.0,60.0,0.01
-11642.38369,5.0,61.0,0.02
-11616.7855,5.0,58.0,0.17
-11637.912390000001,5.0,72.0,0.09
-11640.43807,5.0,85.0,0.05
-11637.395770000001,5.0,76.0,0.11
-11601.50755,4.0,49.0,0.2
-11618.06647,5.0,80.0,0.15
-11641.44109,5.0,47.0,0.07
-11502.308159999999,5.0,53.0,0.66
-11633.555890000001,5.0,16.0,0.13
-11641.601209999999,4.0,39.0,0.04
-11637.45619,5.0,59.0,0.0
-11597.46224,4.0,32.0,0.23
-11642.38369,5.0,99.0,0.02
-11636.906340000001,3.0,24.0,0.1
-11617.28399,5.0,21.0,0.18
-11079.302109999999,5.0,1.0,0.28
-11423.175229999999,5.0,66.0,0.87
-11399.19637,5.0,87.0,0.91
-11636.01813,3.0,73.0,0.08
-11601.69486,5.0,5.0,0.21
-11643.70393,4.0,51.0,0.01
-11640.43807,4.0,62.0,0.05
-11593.78248,3.0,50.0,0.25
-11556.56193,4.0,37.0,0.36
-11618.28097,3.0,28.0,0.16
-11580.64653,4.0,56.0,0.33
-11642.38369,5.0,75.0,0.03
-11633.555890000001,5.0,8.0,0.13
-11397.755290000001,3.0,31.0,0.9500000000000001
-11636.906340000001,4.0,45.0,0.1
-11641.44109,5.0,82.0,0.07
-11497.12387,5.0,10.0,0.7000000000000001
-11455.969790000001,3.0,41.0,0.76
-11613.223559999999,5.0,63.0,0.19
-11638.58308,5.0,91.0,0.06
-11637.45619,4.0,52.0,0.0
-11548.658609999999,5.0,71.0,0.41000000000000003
-11593.07855,5.0,34.0,0.29
-11633.613290000001,5.0,26.0,0.12
-11641.601209999999,3.0,47.0,0.04
-11596.21752,5.0,43.0,0.26
-11618.06647,5.0,67.0,0.15
-11547.86707,4.0,18.0,0.54
-11521.29909,3.0,49.0,0.64
-11597.46224,5.0,14.0,0.23
-11637.395770000001,5.0,29.0,0.11
-11305.755290000001,5.0,6.0,0.8300000000000001
-11289.78248,5.0,1.0,0.02
-11556.19335,4.0,59.0,0.47000000000000003
-11617.28399,4.0,20.0,0.18
-11563.36556,5.0,3.0,0.21
-11637.912390000001,3.0,54.0,0.09
-11623.01813,5.0,65.0,0.14
-11641.44109,5.0,68.0,0.07
-11569.030209999999,5.0,36.0,0.43
-11637.45619,4.0,52.0,0.0
-11641.601209999999,5.0,23.0,0.04
-11618.28097,5.0,12.0,0.16
-11586.10574,5.0,16.0,0.31
-11637.912390000001,3.0,39.0,0.09
-11549.571000000002,5.0,9.0,0.39
-11637.45619,4.0,56.0,0.0
-11642.38369,4.0,60.0,0.02
-11395.912390000001,5.0,4.0,0.59
-11572.69486,5.0,69.0,0.35000000000000003
-11633.613290000001,5.0,74.0,0.12
-11637.45619,3.0,45.0,0.0
-11638.58308,4.0,41.0,0.06
-11594.91541,4.0,77.0,0.27
-11597.3716,3.0,25.0,0.24
-11549.59517,5.0,18.0,0.49
-11601.50755,5.0,13.0,0.2
-11642.38369,5.0,58.0,0.03
-11623.01813,4.0,48.0,0.14
-11637.912390000001,5.0,95.0,0.09
-11640.43807,5.0,7.0,0.05
-11616.7855,5.0,33.0,0.17
-11600.35347,4.0,20.0,0.22
-11637.395770000001,5.0,54.0,0.11
-11615.87915,5.0,11.0,0.19
-11641.44109,5.0,28.0,0.07
-11598.175229999999,5.0,63.0,0.29
-11513.06042,3.0,84.0,0.71
-11566.87915,4.0,36.0,0.45
-11642.38369,5.0,31.0,0.02
-11582.56193,5.0,90.0,0.32
-11633.555890000001,3.0,51.0,0.13
-11618.28097,5.0,15.0,0.16
-11643.70393,3.0,44.0,0.01
-11524.89728,3.0,60.0,0.63
-11195.57402,3.0,27.0,1.0
-11597.48943,4.0,46.0,0.25
-11557.62538,3.0,41.0,0.37
-11537.166159999999,4.0,38.0,0.56
-11636.906340000001,3.0,35.0,0.1
-11640.43807,4.0,22.0,0.05
-11493.71601,5.0,79.0,0.67
-11636.01813,5.0,71.0,0.08
-11281.89426,5.0,65.0,0.97
-11641.601209999999,5.0,6.0,0.04
-11279.57704,5.0,1.0,0.0
-11578.13293,4.0,9.0,0.34
-11618.06647,5.0,42.0,0.15
-11637.395770000001,5.0,57.0,0.11
-11641.44109,5.0,19.0,0.07
-11642.38369,3.0,13.0,0.02
-11641.601209999999,4.0,50.0,0.04
-11643.70393,4.0,44.0,0.01
-11637.45619,3.0,43.0,0.0
-11638.58308,4.0,48.0,0.06
-11637.912390000001,4.0,53.0,0.09
-11633.555890000001,3.0,33.0,0.13
-11617.28399,5.0,40.0,0.18
-11642.38369,3.0,62.0,0.03
-11636.01813,5.0,56.0,0.08
-11640.43807,5.0,24.0,0.05
-11636.906340000001,5.0,5.0,0.1
-11633.613290000001,5.0,17.0,0.12
-11643.70393,4.0,29.0,0.01
-11600.35347,4.0,22.0,0.22
-11643.70393,4.0,30.0,0.01
-11618.06647,4.0,37.0,0.15
-11601.308159999999,5.0,67.0,0.2
-11637.45619,4.0,31.0,0.0
-11638.58308,3.0,26.0,0.06
-11642.38369,5.0,46.0,0.03
-11643.70393,4.0,39.0,0.01
-11616.7855,4.0,50.0,0.17
-11462.169179999999,4.0,39.0,0.78
-11641.44109,3.0,33.0,0.07
-11614.045320000001,5.0,3.0,0.13
-11636.906340000001,4.0,43.0,0.1
-11641.601209999999,5.0,70.0,0.04
-11636.01813,3.0,53.0,0.08
-11637.45619,4.0,48.0,0.0
-11596.21752,5.0,8.0,0.26
-11642.38369,4.0,37.0,0.03
-11618.06647,4.0,30.0,0.15
-11637.45619,4.0,28.0,0.0
-11637.395770000001,5.0,64.0,0.11
-11597.46224,4.0,11.0,0.23
-11617.28399,4.0,35.0,0.18
-11638.58308,4.0,20.0,0.06
-11637.912390000001,5.0,15.0,0.09
-11642.38369,4.0,45.0,0.02
-11601.50755,4.0,55.0,0.2
-11623.01813,5.0,45.0,0.14
-11640.43807,4.0,25.0,0.05
-11637.395770000001,5.0,43.0,0.11
-11594.46828,3.0,52.0,0.29
-11642.38369,4.0,30.0,0.02
-11616.7855,5.0,59.0,0.17
-11543.71601,4.0,32.0,0.5
-11409.26586,4.0,35.0,0.86
-11636.01813,4.0,61.0,0.08
-11202.770390000001,5.0,1.0,0.13
-11642.38369,4.0,40.0,0.02
-11638.58308,3.0,51.0,0.06
-11417.93958,3.0,48.0,0.92
-11641.601209999999,4.0,17.0,0.04
-11600.35347,5.0,14.0,0.22
-11637.45619,3.0,54.0,0.0
-11596.7281,5.0,9.0,0.24
-11618.28097,5.0,23.0,0.16
-11633.613290000001,4.0,12.0,0.12
-11636.01813,4.0,42.0,0.08
-11594.91541,4.0,19.0,0.27
-11636.906340000001,5.0,6.0,0.1
-11615.87915,5.0,74.0,0.19
-11472.01511,5.0,24.0,0.8200000000000001
-11637.45619,4.0,40.0,0.0
-11640.43807,4.0,38.0,0.05
-11623.01813,3.0,48.0,0.14
-11586.10574,4.0,29.0,0.31
-11517.50755,4.0,34.0,0.61
-11643.70393,4.0,26.0,0.01
-11641.44109,4.0,27.0,0.07
-11642.38369,5.0,57.0,0.03
-11563.13595,3.0,46.0,0.42
-11546.87009,4.0,36.0,0.54
-11601.69486,3.0,44.0,0.21
-11553.3716,4.0,39.0,0.4
-11554.11782,5.0,62.0,0.47000000000000003
-11637.912390000001,4.0,21.0,0.09
-11616.7855,4.0,34.0,0.17
-11637.395770000001,4.0,50.0,0.11
-11640.43807,4.0,41.0,0.05
-11633.555890000001,4.0,21.0,0.13
-11642.38369,3.0,32.0,0.02
