AUC,Beta1,Beta2
24709.85196,5,3.6
24675.98187,5,3.7
24719.76435,5,3.8
24697.10876,5,3.9
24695.36858,5,4
24690.90634,5,4.1
24674.39275,5,4.2
24649.08761,5,4.3
24674.65257,5,4.4
24678.57704,5,4.5
24640.18429,5,4.6
24650.59215,5,4.7
24657.79154,5,4.8
24683.15408,5,4.9
24686.54079,5,5
24653.32628,5,5.1
24663.81269,5,5.2
24674.63142,5,5.3
24629.4713,5,5.4
24660.77946,5,5.5
24657.33837,5,5.6
24704.16616,5,5.7
24647.1148,5,5.8
24635.24773,5,5.9
24638.25982,5,6
24148.41994,6,0
24216.58308,6,0.1
24174.92749,6,0.2
24207.16616,6,0.3
24219.22356,6,0.4
24315.71601,6,0.5
24374.32024,6,0.6
24388.80967,6,0.7
24375.12387,6,0.8
24444.24773,6,0.9
24537.41088,6,1
24562.87915,6,1.1
24482.1571,6,1.2
24489.9577,6,1.3
24586.40181,6,1.4
24513.06344,6,1.5
24548.88218,6,1.6
24590.31118,6,1.7
24645.40483,6,1.8
24622.00604,6,1.9
24621.16918,6,2
24602.25378,6,2.1
24653.31118,6,2.2
24605.37764,6,2.3
24575.66767,6,2.4
24646.73414,6,2.5
24655.40181,6,2.6
24655.03927,6,2.7
24657.92749,6,2.8
24668.09366,6,2.9
24647.83988,6,3
24648.36556,6,3.1
24659.94562,6,3.2
24725.77644,6,3.3
24752.55287,6,3.4
24693.76435,6,3.5
24711.89426,6,3.6
24693.75227,6,3.7
24693.74924,6,3.8
24693.71903,6,3.9
24673.74622,6,4
24677.05136,6,4.1
24683.82477,6,4.2
24677.99698,6,4.3
24658.0574,6,4.4
24642.40785,6,4.5
24678.55589,6,4.6
24698.42296,6,4.7
24687.84894,6,4.8
24694.3716,6,4.9
24669.79758,6,5
24674.42598,6,5.1
24667.35952,6,5.2
24646.50755,6,5.3
24634.82175,6,5.4
24675.16012,6,5.5
24686.68278,6,5.6
24664.42296,6,5.7
24632.20242,6,5.8
24637.13293,6,5.9
24614.80363,6,6
24200.87311,7,0
24208.24169,7,0.1
24257.26888,7,0.2
24363.49245,7,0.3
24454.38066,7,0.4
24354.20242,7,0.5
24330.89728,7,0.6
24361.81269,7,0.7
24446.39275,7,0.8
24503.12387,7,0.9
24511.50453,7,1
24449.66163,7,1.1
24499.30816,7,1.2
24535.26284,7,1.3
24522.99094,7,1.4
24545.07251,7,1.5
24599.02417,7,1.6
24637.03323,7,1.7
24641.5861,7,1.8
24630.61934,7,1.9
24645.82175,7,2
24657.571,7,2.1
24649.41994,7,2.2
24599.02719,7,2.3
24660.67372,7,2.4
24681.2719,7,2.5
24661.01511,7,2.6
24666.93051,7,2.7
24657.39275,7,2.8
24675.51057,7,2.9
24636.01511,7,3
24645.85498,7,3.1
24724.86405,7,3.2
24723.77039,7,3.3
24707.39577,7,3.4
24713.70695,7,3.5
24729.0997,7,3.6
24720.96979,7,3.7
24703.53474,7,3.8
24695.20544,7,3.9
24697.06344,7,4
24709.29909,7,4.1
24659.66767,7,4.2
24682.00604,7,4.3
24658.77644,7,4.4
24654.97885,7,4.5
24698.5861,7,4.6
24677.15408,7,4.7
24674.12991,7,4.8
24659.79154,7,4.9
24673.24773,7,5
24651.16918,7,5.1
24637.34743,7,5.2
24621.14502,7,5.3
24674.40483,7,5.4
24675.64955,7,5.5
24652.97281,7,5.6
24619.49547,7,5.7
24620.58912,7,5.8
24609.65861,7,5.9
24629.51662,7,6
24272.17221,8,0
24324.47432,8,0.1
24316.53172,8,0.2
24321.58006,8,0.3
24389.38066,8,0.4
24329.16012,8,0.5
24454.93051,8,0.6
24487.97583,8,0.7
24507.01813,8,0.8
24547.45921,8,0.9
24542.62538,8,1
24519.29909,8,1.1
24560.0574,8,1.2
24517.46828,8,1.3
24551.429,8,1.4
24548.59215,8,1.5
24600.21148,8,1.6
24605.16012,8,1.7
24621.14804,8,1.8
24645.14502,8,1.9
24676.32326,8,2
24604.38066,8,2.1
24574.96375,8,2.2
24623.90332,8,2.3
24686.79758,8,2.4
24678.99698,8,2.5
24691.55891,8,2.6
24687.41994,8,2.7
24671.83686,8,2.8
24651.22356,8,2.9
24686.76737,8,3
24703.68278,8,3.1
24711.16314,8,3.2
24749.21148,8,3.3
24706.03625,8,3.4
24696.76435,8,3.5
24683.55287,8,3.6
24706.29305,8,3.7
24695.91843,8,3.8
24663.81873,8,3.9
24659.85801,8,4
24647.85801,8,4.1
24693.79154,8,4.2
24680.94562,8,4.3
24665.01511,8,4.4
24671.50453,8,4.5
24671.59819,8,4.6
24659.70393,8,4.7
24662.82779,8,4.8
24664.69486,8,4.9
24645.7855,8,5
24634.21752,8,5.1
24592.86707,8,5.2
24620.06647,8,5.3
24663.89728,8,5.4
24625.92749,8,5.5
24611.06647,8,5.6
24592.85498,8,5.7
24611.96375,8,5.8
24583.54381,8,5.9
24610.10272,8,6
24331.64653,9,0
24317.52266,9,0.1
24377.80665,9,0.2
24307.16012,9,0.3
24365.5287,9,0.4
24457.01813,9,0.5
24501.29607,9,0.6
24494.17221,9,0.7
24501.73414,9,0.8
24503.6858,9,0.9
24482.34441,9,1
24504.11178,9,1.1
24513.4864,9,1.2
24574.71601,9,1.3
24614.36556,9,1.4
24619.57704,9,1.5
24702.82477,9,1.6
24682.29909,9,1.7
24675.73716,9,1.8
24711.35952,9,1.9
24637.38973,9,2
24631.38671,9,2.1
24662.08459,9,2.2
24706.98187,9,2.3
24702.20544,9,2.4
24715.49849,9,2.5
24676.94562,9,2.6
24659.77946,9,2.7
24674.67674,9,2.8
24656.32628,9,2.9
24676.69486,9,3
24704.66465,9,3.1
24725.82175,9,3.2
24691.66465,9,3.3
24680.36254,9,3.4
24707.49547,9,3.5
24701.14199,9,3.6
24706.22659,9,3.7
24700.03927,9,3.8
24672.42296,9,3.9
24665.57402,9,4
24704.2145,9,4.1
24682.92749,9,4.2
24643.13595,9,4.3
24659.17825,9,4.4
24653.2719,9,4.5
24655.70695,9,4.6
24657.70997,9,4.7
24629.2145,9,4.8
24617.7432,9,4.9
24596.46828,9,5
24591.13897,9,5.1
24599.61329,9,5.2
24651.96979,9,5.3
24641.90634,9,5.4
24625.56495,9,5.5
24628.01813,9,5.6
24641.28399,9,5.7
24589.24169,9,5.8
24594.4713,9,5.9
24594.78248,9,6
24333.07855,10,0
24291.46828,10,0.1
24432.6284,10,0.2
24392.50755,10,0.3
24490.23263,10,0.4
24397.62538,10,0.5
24483.33837,10,0.6
24499.66767,10,0.7
24550.39577,10,0.8
24540.38369,10,0.9
24526.11178,10,1
24594.17825,10,1.1
24628.23263,10,1.2
24632.36556,10,1.3
24664.06647,10,1.4
24669.22356,10,1.5
24671.98489,10,1.6
24656.89728,10,1.7
24640.71299,10,1.8
24627.87311,10,1.9
24626.20242,10,2
24639.28399,10,2.1
24696.28399,10,2.2
24732.83988,10,2.3
24735.1571,10,2.4
24678.69486,10,2.5
24663.97583,10,2.6
24647.77341,10,2.7
24621.00604,10,2.8
24650.46224,10,2.9
24681.52266,10,3
24671.39577,10,3.1
24686.82477,10,3.2
24683.95468,10,3.3
24712.72205,10,3.4
24652.56798,10,3.5
24685.48036,10,3.6
24679.31722,10,3.7
24648.58308,10,3.8
24642.11782,10,3.9
24673.80665,10,4
24651.10574,10,4.1
24634.20242,10,4.2
24622.79154,10,4.3
24642.66465,10,4.4
24653.7432,10,4.5
24649.48943,10,4.6
24618.07553,10,4.7
24611.13293,10,4.8
24645.21752,10,4.9
24621.48036,10,5
24629.44713,10,5.1
24639.8429,10,5.2
24649.38671,10,5.3
24641.77341,10,5.4
24623.66163,10,5.5
24613.39879,10,5.6
24607.62236,10,5.7
24622.88218,10,5.8
24602.73414,10,5.9
24619.76737,10,6
24341.88218,11,0
24398.36254,11,0.1
24400.64653,11,0.2
24503.36858,11,0.3
24407.95468,11,0.4
24493.429,11,0.5
24482.75529,11,0.6
24576.35952,11,0.7
24549.33233,11,0.8
24551.05438,11,0.9
24617.5861,11,1
24635.40483,11,1.1
24644.78248,11,1.2
24650.44713,11,1.3
24651.03323,11,1.4
24632.93958,11,1.5
24598.48338,11,1.6
24620.90634,11,1.7
24658.18731,11,1.8
24656.56193,11,1.9
24657.43807,11,2
24705.08157,11,2.1
24718.16012,11,2.2
24687.4139,11,2.3
24661.93958,11,2.4
24658.21148,11,2.5
24637.20242,11,2.6
24618.37462,11,2.7
24650.89124,11,2.8
24653.90332,11,2.9
24671.87009,11,3
24684.95166,11,3.1
24669.0574,11,3.2
24677.68882,11,3.3
24693.6858,11,3.4
24686.82175,11,3.5
24707.93656,11,3.6
24702.32931,11,3.7
24657.50755,11,3.8
24694.72205,11,3.9
24669.8006,11,4
24664.96979,11,4.1
24652.10272,11,4.2
24661.32024,11,4.3
24645.13293,11,4.4
24646.49245,11,4.5
24622.74018,11,4.6
24640.33535,11,4.7
24632.15408,11,4.8
24602.54683,11,4.9
24617.55891,11,5
24621.54683,11,5.1
24659.20544,11,5.2
24670.1994,11,5.3
24657.95166,11,5.4
24622.31118,11,5.5
24671.68882,11,5.6
24610.23867,11,5.7
24622.82779,11,5.8
24652.52568,11,5.9
24640.25378,11,6
24371.94562,12,0
24374.80665,12,0.1
24492.50151,12,0.2
24505.13293,12,0.3
24444.61329,12,0.4
24534.49849,12,0.5
24556.02719,12,0.6
24508.66767,12,0.7
24480.69789,12,0.8
24551.35347,12,0.9
24589.87009,12,1
24601.54683,12,1.1
24644.4864,12,1.2
24620.36254,12,1.3
24646.41994,12,1.4
24639.55287,12,1.5
24670.82477,12,1.6
24662.25982,12,1.7
24630.48338,12,1.8
24622.86103,12,1.9
24658.40785,12,2
24656.3716,12,2.1
24704.24471,12,2.2
24655.26888,12,2.3
24641.20846,12,2.4
24642.70091,12,2.5
24658.8852,12,2.6
24657.32931,12,2.7
24671.8852,12,2.8
24673.429,12,2.9
24677.71903,12,3
24699.85196,12,3.1
24696.23565,12,3.2
24690.50151,12,3.3
24689.10574,12,3.4
24727.74622,12,3.5
24719.50755,12,3.6
24682.47432,12,3.7
24664.93958,12,3.8
24680.17523,12,3.9
24660.2719,12,4
24641.86707,12,4.1
24653.19335,12,4.2
24647.22054,12,4.3
24639.13293,12,4.4
24613.26284,12,4.5
24612.57704,12,4.6
24624.34743,12,4.7
24635.13293,12,4.8
24648.0997,12,4.9
24646.30816,12,5
24681.56495,12,5.1
24709.6284,12,5.2
24656.96979,12,5.3
24651.62538,12,5.4
24624.86405,12,5.5
24606.83384,12,5.6
24623.66465,12,5.7
24633.38369,12,5.8
24639.9577,12,5.9
24670.76133,12,6
24407.92447,13,0
24477.54381,13,0.1
24470.60423,13,0.2
24416.3716,13,0.3
24478.33233,13,0.4
24513.88218,13,0.5
24461.61329,13,0.6
24501.06042,13,0.7
24557.70695,13,0.8
24599.12387,13,0.9
24613.0423,13,1
24618.32024,13,1.1
24632,13,1.2
24633.33233,13,1.3
24647.14502,13,1.4
24673.75227,13,1.5
24667.76133,13,1.6
24658.92447,13,1.7
24670.46828,13,1.8
24707.06344,13,1.9
24669.67372,13,2
24732.7281,13,2.1
24676.69486,13,2.2
24660.03927,13,2.3
24665.94562,13,2.4
24626.58006,13,2.5
24655.75529,13,2.6
24633.78852,13,2.7
24659.70393,13,2.8
24691.7281,13,2.9
24703.03927,13,3
24718.62236,13,3.1
24711.55287,13,3.2
24735.15106,13,3.3
24733.01511,13,3.4
24721.42296,13,3.5
24680.53172,13,3.6
24692.54079,13,3.7
24675.84894,13,3.8
24662.36858,13,3.9
24646.34441,13,4
24621.70997,13,4.1
24653.58006,13,4.2
24641.26586,13,4.3
24631.44411,13,4.4
24605.85196,13,4.5
24632.77039,13,4.6
24640.9577,13,4.7
24652.96677,13,4.8
24653.03625,13,4.9
24655.89728,13,5
24669.81269,13,5.1
24678.39879,13,5.2
24661,13,5.3
24641.429,13,5.4
24630.68278,13,5.5
24626.45317,13,5.6
24623.429,13,5.7
24657.87311,13,5.8
24663.22356,13,5.9
24667.67674,13,6
24429.61631,14,0
24438.10574,14,0.1
24371.0997,14,0.2
24488.67674,14,0.3
24527.07553,14,0.4
24504.64653,14,0.5
24550.55589,14,0.6
24586.32931,14,0.7
24596.23565,14,0.8
24658.76133,14,0.9
24669.71903,14,1
24632.35045,14,1.1
24660.11178,14,1.2
24680.49547,14,1.3
24659.38671,14,1.4
24688.54683,14,1.5
24660.4139,14,1.6
24709.12689,14,1.7
24699.35952,14,1.8
24646.07553,14,1.9
24722.61027,14,2
24683.13293,14,2.1
24670.66163,14,2.2
24680.44109,14,2.3
24620.05438,14,2.4
24630.61329,14,2.5
24626.48338,14,2.6
24647.32326,14,2.7
24700.86707,14,2.8
24702.06344,14,2.9
24725.82779,14,3
24730.6858,14,3.1
24725.40181,14,3.2
24714.14199,14,3.3
24726.81571,14,3.4
24685.39275,14,3.5
24681.45921,14,3.6
24674.08157,14,3.7
24651.26888,14,3.8
24643.45619,14,3.9
24626.89728,14,4
24633.08157,14,4.1
24625.14502,14,4.2
24631.6284,14,4.3
24617.8429,14,4.4
24620.59819,14,4.5
24646.32628,14,4.6
24685.62236,14,4.7
24669.73414,14,4.8
24663.04532,14,4.9
24686.38066,14,5
24695.63142,14,5.1
24655.00906,14,5.2
24640.45921,14,5.3
24637.19335,14,5.4
24620.16012,14,5.5
24629.19335,14,5.6
24656.571,14,5.7
24649.45015,14,5.8
24684.11178,14,5.9
24665.12991,14,6
24411.06042,15,0
24435.87613,15,0.1
24470.14502,15,0.2
24524.79758,15,0.3
24509.47432,15,0.4
24573.77341,15,0.5
24592.01208,15,0.6
24627.66163,15,0.7
24629.84592,15,0.8
24663.7432,15,0.9
24613.19033,15,1
24669.01511,15,1.1
24714.06647,15,1.2
24684.86707,15,1.3
24699.68882,15,1.4
24669.99396,15,1.5
24681.33233,15,1.6
24672.39879,15,1.7
24635.20846,15,1.8
24699.57704,15,1.9
24713.59517,15,2
24658.60121,15,2.1
24666.10574,15,2.2
24610.85196,15,2.3
24619.80363,15,2.4
24639.8852,15,2.5
24656.97583,15,2.6
24692.32326,15,2.7
24708.85196,15,2.8
24716.50151,15,2.9
24718.26888,15,3
24694.53172,15,3.1
24724.74018,15,3.2
24745.71903,15,3.3
24673.01813,15,3.4
24685.75227,15,3.5
24681.9003,15,3.6
24672.50755,15,3.7
24651.48338,15,3.8
24661.72508,15,3.9
24633.18731,15,4
24630.8006,15,4.1
24632.83384,15,4.2
24642.01511,15,4.3
24640.21148,15,4.4
24661.31722,15,4.5
24703.1571,15,4.6
24680.92447,15,4.7
24673.4713,15,4.8
24664.59819,15,4.9
24668.90634,15,5
24665.53474,15,5.1
24636.15408,15,5.2
24622.3565,15,5.3
24625.40785,15,5.4
24634.21148,15,5.5
24658.94864,15,5.6
24699.2568,15,5.7
24676.06042,15,5.8
24686.34139,15,5.9
24676.40785,15,6
24454.46224,16,0
24532.6284,16,0.1
24567.97885,16,0.2
24519.03927,16,0.3
24591.92145,16,0.4
24596.0997,16,0.5
24591.74622,16,0.6
24639.55287,16,0.7
24665.14199,16,0.8
24618.83082,16,0.9
24650.71903,16,1
24688.26888,16,1.1
24696.33535,16,1.2
24656.59215,16,1.3
24645.47734,16,1.4
24655.38671,16,1.5
24705.1571,16,1.6
24643.67372,16,1.7
24665.35347,16,1.8
24656.14199,16,1.9
24643.87009,16,2
24631.80967,16,2.1
24646.20242,16,2.2
24610.9003,16,2.3
24621.85498,16,2.4
24651.18731,16,2.5
24664.2719,16,2.6
24726.44109,16,2.7
24731.28097,16,2.8
24745.05438,16,2.9
24717.22356,16,3
24738.3565,16,3.1
24741.94562,16,3.2
24690.87613,16,3.3
24701.16918,16,3.4
24687.571,16,3.5
24676.96979,16,3.6
24664.85498,16,3.7
24647.66465,16,3.8
24632.64048,16,3.9
24634.34139,16,4
24627.54683,16,4.1
24651.46224,16,4.2
24660.90634,16,4.3
24688.9426,16,4.4
24700.85498,16,4.5
24719.30816,16,4.6
24677.14502,16,4.7
24673.70393,16,4.8
24662.75529,16,4.9
24690.02115,16,5
24638.2145,16,5.1
24655.68882,16,5.2
24646.89728,16,5.3
24645.0423,16,5.4
24659.93958,16,5.5
24681.93958,16,5.6
24672.0423,16,5.7
24693.16918,16,5.8
24685.03021,16,5.9
24669.54079,16,6
24533.53172,17,0
24560.40483,17,0.1
24573.2145,17,0.2
24580.12991,17,0.3
24576.3565,17,0.4
24599.61027,17,0.5
24675.73112,17,0.6
24634.32024,17,0.7
24613.65861,17,0.8
24624.27492,17,0.9
24707.46224,17,1
24684.03625,17,1.1
24649.92447,17,1.2
24622.40483,17,1.3
24641.13293,17,1.4
24676.26888,17,1.5
24638.43202,17,1.6
24620.20544,17,1.7
24643.571,17,1.8
24671.69486,17,1.9
24654.0997,17,2
24652.77341,17,2.1
24606.66767,17,2.2
24630.429,17,2.3
24683.23867,17,2.4
24692.95468,17,2.5
24743.31722,17,2.6
24749.93656,17,2.7
24739.48943,17,2.8
24724.45015,17,2.9
24711.13595,17,3
24721.00906,17,3.1
24740.73112,17,3.2
24708.59215,17,3.3
24699.35045,17,3.4
24665.53172,17,3.5
24674.1148,17,3.6
24638.14804,17,3.7
24660.75227,17,3.8
24669.20544,17,3.9
24673.21148,17,4
24692.06949,17,4.1
24675.46224,17,4.2
24688.8429,17,4.3
24691.54381,17,4.4
24672.32628,17,4.5
24652.45317,17,4.6
24645.82477,17,4.7
24654.19033,17,4.8
24671.7281,17,4.9
24660.35347,17,5
24644.26888,17,5.1
24648.10574,17,5.2
24683.37764,17,5.3
24686.94562,17,5.4
24693.03021,17,5.5
24670.64955,17,5.6
24702.76133,17,5.7
24666.56193,17,5.8
24655.83384,17,5.9
24669.79154,17,6
24572.85498,18,0
24586.93353,18,0.1
24565.0423,18,0.2
24580.8852,18,0.3
24600.61329,18,0.4
24625.92145,18,0.5
24618.87009,18,0.6
24594.03625,18,0.7
24639.21148,18,0.8
24700.10574,18,0.9
24672.55589,18,1
24643.55287,18,1.1
24607.50755,18,1.2
24617.09063,18,1.3
24634.79456,18,1.4
24631.50151,18,1.5
24636.57402,18,1.6
24667.39879,18,1.7
24675.40483,18,1.8
24702.37462,18,1.9
24678.7432,18,2
24607.08459,18,2.1
24591.18429,18,2.2
24688.71903,18,2.3
24705.9577,18,2.4
24724.81571,18,2.5
24755.16314,18,2.6
24739.38973,18,2.7
24763.9577,18,2.8
24738.83082,18,2.9
24775.55589,18,3
24764.38369,18,3.1
24720.46828,18,3.2
24729.51662,18,3.3
24709.66465,18,3.4
24684.70695,18,3.5
24676.06042,18,3.6
24680.63746,18,3.7
24645.90634,18,3.8
24653.44109,18,3.9
24654.63444,18,4
24684.40785,18,4.1
24690.90634,18,4.2
24677.07251,18,4.3
24677.76435,18,4.4
24667.51057,18,4.5
24677.32326,18,4.6
24659.47432,18,4.7
24670.98489,18,4.8
24699.80665,18,4.9
24666.45619,18,5
24676.80665,18,5.1
24689.38066,18,5.2
24672.11782,18,5.3
24663.64653,18,5.4
24670.12387,18,5.5
24680.98187,18,5.6
24660.13897,18,5.7
24679.54683,18,5.8
24660.8429,18,5.9
24639.83384,18,6
24559.8429,19,0
24552.09063,19,0.1
24564.01511,19,0.2
24538.5287,19,0.3
24615.71601,19,0.4
24606.77039,19,0.5
24625.02417,19,0.6
24651.96073,19,0.7
24626.19637,19,0.8
24655.3716,19,0.9
24618.15408,19,1
24600.92447,19,1.1
24610.61631,19,1.2
24642.33233,19,1.3
24697.38369,19,1.4
24695.59517,19,1.5
24693.67976,19,1.6
24694.02417,19,1.7
24715.97885,19,1.8
24691.77039,19,1.9
24644.0423,19,2
24628.1148,19,2.1
24701.91541,19,2.2
24729.76737,19,2.3
24737.19335,19,2.4
24752.5861,19,2.5
24749.79154,19,2.6
24765.28701,19,2.7
24748.07855,19,2.8
24756.48036,19,2.9
24747.47734,19,3
24736.45015,19,3.1
24737.00906,19,3.2
24687.81269,19,3.3
24677.07251,19,3.4
24656.99396,19,3.5
24643.98489,19,3.6
24675.5136,19,3.7
24658.79456,19,3.8
24642.90937,19,3.9
24671.86707,19,4
24663.38671,19,4.1
24677.49547,19,4.2
24682.09366,19,4.3
24674.73112,19,4.4
24691.56193,19,4.5
24676.52266,19,4.6
24666.29607,19,4.7
24672.10272,19,4.8
24686.4139,19,4.9
24671.3716,19,5
24671.33535,19,5.1
24670.61631,19,5.2
24661.53776,19,5.3
24664.2568,19,5.4
24657.57402,19,5.5
24676.58308,19,5.6
24663.07855,19,5.7
24656.25982,19,5.8
24654.51964,19,5.9
24654.77039,19,6
24529.35952,20,0
24549.5136,20,0.1
24585.70997,20,0.2
24617.89124,20,0.3
24601.20242,20,0.4
24608.53172,20,0.5
24618.4864,20,0.6
24625.53474,20,0.7
24678.5136,20,0.8
24642.44411,20,0.9
24654.82477,20,1
24635.44713,20,1.1
24676.37462,20,1.2
24722.55589,20,1.3
24717.0423,20,1.4
24669.06949,20,1.5
24663.45619,20,1.6
24689.81269,20,1.7
24670.57704,20,1.8
24677.65861,20,1.9
24653.18731,20,2
24714.38973,20,2.1
24723.02115,20,2.2
24739.00604,20,2.3
24778.0997,20,2.4
24754.26586,20,2.5
24734.90332,20,2.6
24747.82779,20,2.7
24726.2145,20,2.8
