AUC,D,M,gamma
-3486.5951659999996,2.0,51.0,0.11
-3497.6193350000003,3.0,56.0,0.03
-3489.2719030000003,3.0,57.0,0.07
-3476.6374619999997,2.0,35.0,0.49
-3496.755287,2.0,29.0,0.15
-3486.5951659999996,3.0,25.0,0.09
-3502.492447,2.0,43.0,0.0
-3497.196375,3.0,64.0,0.04
-3488.0151060000003,3.0,59.0,0.12
-3490.5619340000003,3.0,7.0,0.06
-3496.812689,4.0,70.0,0.17
-3466.882175,4.0,5.0,0.39
-3256.942598,4.0,46.0,0.9500000000000001
-3497.6193350000003,2.0,38.0,0.02
-3486.5951659999996,3.0,49.0,0.09
-3502.492447,2.0,25.0,0.0
-3501.042296,2.0,31.0,0.22
-3497.6193350000003,2.0,50.0,0.03
-3490.546828,3.0,67.0,0.05
-3494.302115,3.0,55.0,0.19
-3489.2719030000003,3.0,66.0,0.07
-3486.5951659999996,3.0,58.0,0.11
-3497.6193350000003,3.0,11.0,0.02
-3459.0725079999997,2.0,36.0,0.87
-3496.755287,2.0,55.0,0.15
-3490.069486,2.0,45.0,0.08
-3486.492447,3.0,68.0,0.13
-3497.196375,3.0,48.0,0.04
-3486.5951659999996,3.0,9.0,0.1
-3497.6193350000003,2.0,12.0,0.02
-3481.435045,2.0,45.0,0.36
-3502.492447,3.0,66.0,0.0
-3502.492447,3.0,60.0,0.0
-3490.265861,2.0,39.0,0.06
-3502.492447,3.0,50.0,0.0
-3497.610272,3.0,59.0,0.18
-3490.069486,3.0,52.0,0.08
-3497.196375,3.0,52.0,0.04
-3486.311178,2.0,47.0,0.12
-3466.897281,4.0,14.0,0.61
-3497.492447,3.0,58.0,0.15
-3490.5619340000003,3.0,63.0,0.06
-3499.870091,2.0,22.0,0.21
-3497.6193350000003,2.0,41.0,0.02
-3467.996979,3.0,56.0,0.65
-3486.5951659999996,3.0,48.0,0.1
-3497.196375,4.0,9.0,0.04
-3492.546828,2.0,54.0,0.27
-3450.308157,2.0,50.0,0.77
-3490.069486,3.0,62.0,0.08
-3502.492447,2.0,30.0,0.0
-3497.6193350000003,2.0,30.0,0.02
-3490.546828,3.0,14.0,0.05
-3486.492447,3.0,44.0,0.13
-3495.9244710000003,2.0,62.0,0.16
-3502.492447,3.0,59.0,0.0
-3486.5951659999996,3.0,67.0,0.1
-3489.2719030000003,3.0,54.0,0.07
-3497.6193350000003,2.0,40.0,0.02
-3491.540785,2.0,23.0,0.05
-3477.07855,3.0,53.0,0.44
-3499.694864,2.0,21.0,0.23
-3502.492447,2.0,52.0,0.0
-3486.5951659999996,2.0,43.0,0.09
-3487.9818729999997,2.0,56.0,0.13
-3497.6193350000003,2.0,32.0,0.03
-3497.610272,3.0,64.0,0.18
-3489.2719030000003,3.0,68.0,0.07
-3497.196375,3.0,50.0,0.04
-3486.5951659999996,2.0,45.0,0.1
-3486.311178,2.0,46.0,0.12
-3502.492447,2.0,46.0,0.0
-3502.492447,3.0,60.0,0.0
-3497.492447,3.0,61.0,0.15
-3490.5619340000003,3.0,58.0,0.06
-3478.308157,3.0,59.0,0.58
-3497.8217520000003,3.0,16.0,0.25
-3497.6193350000003,2.0,37.0,0.02
-3490.069486,3.0,56.0,0.08
-3497.196375,2.0,51.0,0.04
-3466.537764,2.0,53.0,0.67
-3486.5951659999996,3.0,60.0,0.11
-3496.697885,3.0,65.0,0.2
-3497.6193350000003,2.0,36.0,0.02
-3193.114804,3.0,65.0,0.98
-3490.5619340000003,3.0,69.0,0.06
-3493.229607,3.0,63.0,0.14
-3486.5951659999996,3.0,49.0,0.09
-3502.492447,3.0,41.0,0.0
-3496.812689,3.0,57.0,0.17
-3497.196375,2.0,34.0,0.04
-3487.854985,2.0,43.0,0.3
-3486.311178,2.0,33.0,0.12
-3480.006042,3.0,13.0,0.46
-3497.6193350000003,3.0,39.0,0.02
-3489.2719030000003,3.0,17.0,0.07
-3502.492447,3.0,70.0,0.0
-3502.492447,3.0,35.0,0.0
-3497.196375,3.0,70.0,0.04
-3487.036254,2.0,34.0,0.32
-3486.5951659999996,3.0,68.0,0.09
-3490.265861,2.0,19.0,0.06
-3500.3172210000002,3.0,55.0,0.22
-3493.229607,3.0,47.0,0.14
-3486.5951659999996,3.0,68.0,0.11
-3494.302115,3.0,57.0,0.19
-3494.761329,2.0,6.0,0.16
-3497.6193350000003,2.0,30.0,0.02
-3490.546828,3.0,53.0,0.05
-3490.069486,3.0,61.0,0.08
-3502.492447,2.0,42.0,0.0
-3497.6193350000003,2.0,26.0,0.03
-3502.492447,3.0,52.0,0.0
-3486.5951659999996,3.0,48.0,0.11
-3490.5619340000003,3.0,39.0,0.06
-3479.891239,3.0,43.0,0.51
-3497.6193350000003,2.0,41.0,0.02
-3493.229607,3.0,38.0,0.14
-3497.196375,2.0,40.0,0.04
-3467.8217520000003,3.0,3.0,0.08
-3476.6706950000003,2.0,46.0,0.55
-3496.812689,2.0,37.0,0.17
-3492.546828,2.0,38.0,0.26
-3502.492447,3.0,43.0,0.0
-3486.5951659999996,2.0,56.0,0.1
-3481.311178,2.0,49.0,0.41000000000000003
-3490.5619340000003,3.0,44.0,0.06
-3497.6193350000003,3.0,62.0,0.02
-3483.592145,3.0,4.0,0.12
-3497.196375,2.0,32.0,0.04
-3498.117825,3.0,59.0,0.21
-3490.069486,3.0,47.0,0.08
-3500.9667670000003,3.0,61.0,0.01
-3502.492447,3.0,67.0,0.0
-3497.492447,3.0,36.0,0.15
-3419.885196,3.0,70.0,0.74
-3497.6193350000003,3.0,34.0,0.03
-3497.6193350000003,2.0,54.0,0.02
-3502.492447,2.0,27.0,0.0
-3502.492447,3.0,39.0,0.0
-3490.546828,3.0,45.0,0.05
-3502.492447,2.0,54.0,0.0
-3497.196375,2.0,51.0,0.04
-3490.5619340000003,3.0,44.0,0.06
-3497.6193350000003,3.0,65.0,0.02
-3489.2719030000003,2.0,19.0,0.07
-3497.6193350000003,2.0,32.0,0.03
-3502.492447,3.0,64.0,0.0
-3490.546828,3.0,63.0,0.05
-3486.5951659999996,2.0,25.0,0.09
-3497.6193350000003,3.0,59.0,0.02
-3489.2719030000003,2.0,37.0,0.07
-3497.196375,2.0,40.0,0.04
-3502.492447,3.0,36.0,0.0
-3497.6193350000003,3.0,60.0,0.02
-3490.546828,3.0,42.0,0.05
-3502.492447,3.0,42.0,0.0
-3486.5951659999996,3.0,23.0,0.09
-3490.5619340000003,3.0,66.0,0.06
-3502.492447,3.0,30.0,0.0
-3497.6193350000003,3.0,61.0,0.03
-3486.5951659999996,2.0,49.0,0.1
-3497.6193350000003,3.0,53.0,0.02
-3490.069486,2.0,33.0,0.08
-3491.540785,2.0,48.0,0.05
-3486.311178,2.0,27.0,0.12
-3489.2719030000003,3.0,30.0,0.07
-3502.492447,3.0,70.0,0.0
-3502.492447,2.0,41.0,0.0
-3497.6193350000003,2.0,38.0,0.03
-3486.5951659999996,3.0,58.0,0.1
-3497.196375,3.0,45.0,0.04
-3489.2719030000003,3.0,64.0,0.07
-3497.6193350000003,2.0,66.0,0.02
-3486.311178,2.0,47.0,0.12
-3490.546828,3.0,43.0,0.05
-3486.5951659999996,2.0,41.0,0.09
-3500.9667670000003,3.0,68.0,0.01
-3490.546828,3.0,57.0,0.05
-3502.492447,2.0,51.0,0.0
-3497.6193350000003,2.0,39.0,0.02
-3489.2719030000003,2.0,69.0,0.07
-3486.492447,3.0,55.0,0.13
-3486.5951659999996,3.0,46.0,0.1
-3497.196375,2.0,35.0,0.04
-3500.9667670000003,2.0,18.0,0.01
-3489.2719030000003,3.0,62.0,0.07
-3502.492447,3.0,60.0,0.0
-3497.6193350000003,3.0,65.0,0.03
-3486.5951659999996,2.0,44.0,0.11
-3490.069486,2.0,10.0,0.08
-3502.492447,3.0,67.0,0.0
-3496.915408,2.0,32.0,0.14
-3491.540785,2.0,24.0,0.05
-3497.6193350000003,3.0,41.0,0.03
-3502.492447,2.0,28.0,0.0
-3486.5951659999996,2.0,20.0,0.09
-3490.265861,2.0,37.0,0.06
-3497.6193350000003,4.0,26.0,0.02
-3497.196375,2.0,56.0,0.04
-3486.311178,2.0,15.0,0.12
-3502.492447,3.0,40.0,0.0
-3490.069486,2.0,24.0,0.08
-3496.6616310000004,3.0,58.0,0.16
-3497.6193350000003,2.0,54.0,0.02
-3486.5951659999996,3.0,59.0,0.1
-3490.546828,3.0,63.0,0.05
-3490.5619340000003,3.0,52.0,0.06
-3502.492447,3.0,67.0,0.0
-3496.915408,2.0,46.0,0.14
-3486.5951659999996,3.0,49.0,0.11
-3497.6193350000003,3.0,60.0,0.03
-3490.069486,4.0,65.0,0.08
-3497.196375,2.0,22.0,0.04
-3497.610272,3.0,63.0,0.18
-3502.492447,3.0,50.0,0.0
-3448.743202,2.0,23.0,0.8
-3490.5619340000003,3.0,50.0,0.06
-3497.6193350000003,3.0,45.0,0.02
-3485.6404829999997,4.0,42.0,0.38
-3486.311178,2.0,51.0,0.12
-3486.5951659999996,4.0,56.0,0.09
-3489.2719030000003,2.0,36.0,0.07
-3502.492447,3.0,70.0,0.0
-3382.7885200000005,3.0,47.0,0.84
-3497.196375,2.0,29.0,0.04
-3497.6193350000003,4.0,48.0,0.02
-3496.6616310000004,3.0,57.0,0.16
-3486.492447,3.0,52.0,0.13
-3486.196375,3.0,40.0,0.48
-3490.5619340000003,3.0,44.0,0.06
-3502.492447,2.0,48.0,0.0
-3454.625378,2.0,8.0,0.72
-3486.5951659999996,3.0,43.0,0.11
-3497.6193350000003,2.0,35.0,0.02
-3474.480363,3.0,55.0,0.64
-3486.5951659999996,2.0,46.0,0.09
-3497.196375,3.0,36.0,0.04
-3489.2719030000003,3.0,61.0,0.07
-3502.492447,3.0,62.0,0.0
-3497.6193350000003,2.0,31.0,0.02
-3497.492447,3.0,66.0,0.15
-3116.090634,3.0,39.0,1.0
-3490.546828,3.0,51.0,0.05
-3502.492447,3.0,38.0,0.0
-3486.5951659999996,2.0,33.0,0.1
-3475.416918,3.0,67.0,0.53
-3502.492447,2.0,41.0,0.0
-3495.5256799999997,2.0,44.0,0.18
-3489.2719030000003,3.0,49.0,0.07
-3487.9818729999997,2.0,25.0,0.13
-3497.196375,3.0,37.0,0.04
-3484.459215,3.0,47.0,0.35000000000000003
-3497.6193350000003,3.0,28.0,0.02
-3486.5951659999996,3.0,53.0,0.1
-3490.069486,3.0,68.0,0.08
-3491.540785,2.0,10.0,0.05
-3450.845921,2.0,35.0,0.88
-3497.6193350000003,2.0,57.0,0.03
-3493.229607,3.0,6.0,0.14
-3500.9667670000003,2.0,50.0,0.01
-3490.5619340000003,3.0,45.0,0.06
-3486.5951659999996,3.0,34.0,0.11
-3494.302115,3.0,40.0,0.19
-3502.492447,3.0,33.0,0.0
-3497.196375,2.0,33.0,0.04
-3455.8338369999997,3.0,70.0,0.6900000000000001
-3490.069486,2.0,59.0,0.08
-3497.6193350000003,2.0,63.0,0.02
-3496.6616310000004,3.0,54.0,0.16
-3497.8217520000003,3.0,43.0,0.24
-3502.492447,2.0,31.0,0.0
-3479.586103,3.0,16.0,0.43
-3490.069486,2.0,52.0,0.08
-3488.0151060000003,3.0,64.0,0.12
-3490.5619340000003,3.0,60.0,0.06
-3497.6193350000003,2.0,38.0,0.03
-3486.5951659999996,3.0,69.0,0.1
-3490.546828,3.0,42.0,0.05
-3496.323263,2.0,29.0,0.2
-3497.6193350000003,2.0,12.0,0.02
-3482.0151060000003,3.0,66.0,0.5700000000000001
-3486.5951659999996,3.0,41.0,0.09
-3486.492447,3.0,69.0,0.13
-3317.897281,3.0,40.0,0.93
-3502.492447,3.0,62.0,0.0
-3497.196375,2.0,20.0,0.04
-3489.2719030000003,3.0,43.0,0.07
-3497.6193350000003,3.0,12.0,0.02
-3496.915408,2.0,17.0,0.14
-3489.592145,3.0,28.0,0.29
-3502.492447,3.0,69.0,0.0
-3496.812689,4.0,14.0,0.17
-3490.5619340000003,3.0,47.0,0.06
-3486.5951659999996,2.0,27.0,0.11
-3454.1268880000002,2.0,34.0,0.76
-3497.196375,2.0,52.0,0.04
-3486.5951659999996,3.0,69.0,0.09
-3497.6193350000003,2.0,50.0,0.02
-3501.042296,2.0,54.0,0.22
-3472.993958,3.0,49.0,0.6
-3171.655589,3.0,1.0,0.0
-3490.265861,2.0,21.0,0.06
-3502.492447,4.0,22.0,0.0
-3497.196375,2.0,55.0,0.04
-3486.311178,2.0,9.0,0.12
-3496.755287,2.0,39.0,0.15
-3490.069486,3.0,47.0,0.08
-3502.492447,2.0,31.0,0.0
-3497.6193350000003,3.0,37.0,0.02
-3490.5619340000003,3.0,58.0,0.06
-3486.5951659999996,3.0,53.0,0.1
-3497.196375,3.0,55.0,0.04
-3490.069486,2.0,32.0,0.08
-3487.2900299999997,3.0,38.0,0.33
-3502.492447,2.0,36.0,0.0
-3496.812689,2.0,36.0,0.17
-3497.6193350000003,2.0,26.0,0.02
-3486.5951659999996,3.0,43.0,0.11
-3487.9818729999997,2.0,23.0,0.13
-3490.265861,2.0,64.0,0.06
-3497.196375,3.0,67.0,0.04
-3497.6193350000003,3.0,67.0,0.02
-3486.5951659999996,3.0,66.0,0.09
-3496.755287,2.0,38.0,0.15
-3298.148036,3.0,65.0,0.96
-3496.694864,2.0,35.0,0.19
-3488.190332,3.0,45.0,0.4
-3489.2719030000003,3.0,63.0,0.07
-3502.492447,2.0,28.0,0.0
-3502.492447,3.0,32.0,0.0
-3497.196375,3.0,41.0,0.04
-3497.6193350000003,3.0,42.0,0.02
-3490.5619340000003,3.0,68.0,0.06
-3486.5951659999996,2.0,30.0,0.11
-3502.492447,3.0,60.0,0.0
-3486.5951659999996,3.0,40.0,0.09
-3486.492447,3.0,35.0,0.13
-3497.6193350000003,3.0,58.0,0.03
-3491.540785,2.0,56.0,0.05
-3502.492447,2.0,48.0,0.0
-3499.694864,2.0,46.0,0.23
-3490.069486,3.0,49.0,0.08
-3497.6193350000003,3.0,63.0,0.02
-3496.812689,2.0,34.0,0.17
-3472.543807,2.0,44.0,0.46
-3490.546828,3.0,53.0,0.05
-3494.3564950000005,3.0,55.0,0.27
-3486.5951659999996,2.0,12.0,0.11
-3489.2719030000003,2.0,57.0,0.07
-3466.8217520000003,2.0,57.0,0.62
-3386.392749,3.0,15.0,0.8200000000000001
-3496.915408,2.0,38.0,0.14
-3321.824773,3.0,44.0,0.9
-3487.256798,3.0,51.0,0.5
-3497.6193350000003,3.0,42.0,0.03
-3486.5951659999996,2.0,29.0,0.09
-3496.697885,3.0,60.0,0.2
-3502.492447,2.0,34.0,0.0
-3502.492447,2.0,40.0,0.0
-3497.196375,3.0,46.0,0.04
-3489.2719030000003,3.0,8.0,0.07
-3497.6193350000003,3.0,42.0,0.02
-3496.755287,2.0,25.0,0.15
-3486.5951659999996,3.0,36.0,0.11
-3490.546828,3.0,64.0,0.05
-3497.6193350000003,3.0,26.0,0.02
-3486.5951659999996,3.0,27.0,0.09
-3486.492447,3.0,61.0,0.13
-3502.492447,2.0,36.0,0.0
-3490.265861,2.0,30.0,0.06
-3502.492447,3.0,69.0,0.0
-3497.196375,3.0,70.0,0.04
-3502.492447,2.0,55.0,0.0
-3487.202417,3.0,38.0,0.37
-3495.9244710000003,2.0,58.0,0.16
-3497.6193350000003,3.0,48.0,0.02
-3497.6193350000003,3.0,59.0,0.02
-3497.196375,3.0,10.0,0.04
-3500.9667670000003,3.0,29.0,0.01
-3497.6193350000003,3.0,61.0,0.03
-3502.492447,3.0,56.0,0.0
-3502.492447,3.0,32.0,0.0
-3490.5619340000003,3.0,31.0,0.06
-3497.196375,2.0,33.0,0.04
-3502.492447,3.0,38.0,0.0
-3497.6193350000003,2.0,28.0,0.02
-3489.2719030000003,3.0,40.0,0.07
-3490.546828,3.0,62.0,0.05
-3502.492447,2.0,33.0,0.0
-3497.6193350000003,2.0,46.0,0.03
-3489.2719030000003,2.0,46.0,0.07
-3497.6193350000003,2.0,7.0,0.02
-3490.546828,3.0,37.0,0.05
-3502.492447,2.0,33.0,0.0
-3497.6193350000003,3.0,44.0,0.03
-3502.492447,3.0,13.0,0.0
-3489.2719030000003,3.0,54.0,0.07
-3328.181269,3.0,2.0,0.09
-3497.196375,3.0,53.0,0.04
-3497.6193350000003,3.0,49.0,0.02
-3489.2719030000003,3.0,59.0,0.07
-3490.546828,3.0,51.0,0.05
-3502.492447,3.0,18.0,0.0
-3486.5951659999996,3.0,51.0,0.09
-3500.9667670000003,4.0,26.0,0.01
-3497.6193350000003,2.0,40.0,0.03
-3490.546828,3.0,25.0,0.05
-3486.5951659999996,2.0,18.0,0.1
-3502.492447,3.0,29.0,0.0
-3497.6193350000003,3.0,61.0,0.02
-3489.2719030000003,3.0,47.0,0.07
-3497.196375,3.0,65.0,0.04
-3502.492447,3.0,61.0,0.0
-3490.069486,3.0,56.0,0.08
-3497.6193350000003,2.0,24.0,0.02
-3486.5951659999996,2.0,42.0,0.11
-3490.5619340000003,3.0,43.0,0.06
-3502.492447,2.0,35.0,0.0
-3497.196375,3.0,5.0,0.04
-3497.6193350000003,2.0,31.0,0.02
-3486.5951659999996,3.0,27.0,0.09
-3502.492447,3.0,65.0,0.0
-3490.546828,3.0,45.0,0.05
-3490.069486,3.0,67.0,0.08
-3488.0151060000003,3.0,66.0,0.12
-3497.6193350000003,2.0,22.0,0.02
-3490.546828,3.0,7.0,0.05
-3486.5951659999996,3.0,48.0,0.1
-3502.492447,2.0,29.0,0.0
-3490.265861,2.0,48.0,0.06
-3497.6193350000003,2.0,50.0,0.03
-3497.6193350000003,3.0,68.0,0.02
-3490.069486,3.0,13.0,0.08
-3497.196375,3.0,63.0,0.04
-3502.492447,3.0,39.0,0.0
-3502.492447,3.0,39.0,0.0
-3490.5619340000003,3.0,37.0,0.06
-3311.229607,3.0,2.0,0.11
-3502.492447,3.0,25.0,0.0
-3497.6193350000003,3.0,20.0,0.03
-3487.9818729999997,2.0,31.0,0.13
-3502.492447,3.0,37.0,0.0
-3489.2719030000003,3.0,35.0,0.07
-3486.5951659999996,3.0,32.0,0.1
-3497.196375,3.0,39.0,0.04
-3497.6193350000003,2.0,54.0,0.02
-3489.2719030000003,2.0,51.0,0.07
-3502.492447,3.0,62.0,0.0
-3491.540785,2.0,45.0,0.05
-3486.5951659999996,3.0,31.0,0.09
-3497.6193350000003,3.0,58.0,0.02
-3486.311178,2.0,16.0,0.12
-3490.546828,3.0,41.0,0.05
-3500.9667670000003,3.0,69.0,0.01
-3489.2719030000003,2.0,9.0,0.07
-3497.196375,3.0,39.0,0.04
-3486.5951659999996,2.0,30.0,0.09
-3497.6193350000003,3.0,36.0,0.02
-3486.492447,3.0,63.0,0.13
-3500.9667670000003,3.0,34.0,0.01
-3395.9244710000003,3.0,35.0,0.78
-3490.5619340000003,3.0,48.0,0.06
-3502.492447,2.0,11.0,0.0
-3486.5951659999996,3.0,56.0,0.11
-3463.676737,2.0,6.0,0.66
-3497.6193350000003,3.0,27.0,0.03
-3490.069486,3.0,44.0,0.08
-3497.492447,3.0,65.0,0.15
-3497.196375,3.0,50.0,0.04
-3490.265861,2.0,41.0,0.06
-3497.6193350000003,3.0,53.0,0.03
-3486.5951659999996,2.0,34.0,0.1
-3500.9667670000003,2.0,21.0,0.01
-3490.069486,3.0,42.0,0.08
-3502.492447,3.0,32.0,0.0
-3490.546828,3.0,46.0,0.05
-3486.311178,2.0,18.0,0.12
-3497.6193350000003,3.0,43.0,0.03
-3502.492447,2.0,44.0,0.0
-3490.5619340000003,3.0,41.0,0.06
-3486.5951659999996,2.0,57.0,0.09
-3497.6193350000003,4.0,24.0,0.02
-3486.492447,3.0,62.0,0.13
-3502.492447,3.0,33.0,0.0
-3497.196375,2.0,52.0,0.04
-3502.492447,3.0,37.0,0.0
-3489.2719030000003,3.0,36.0,0.07
-3496.755287,2.0,15.0,0.15
-3495.5256799999997,2.0,28.0,0.18
-3477.432024,3.0,53.0,0.55
-3486.5951659999996,2.0,39.0,0.1
-3497.6193350000003,2.0,35.0,0.02
-3490.546828,3.0,30.0,0.05
-3490.069486,2.0,26.0,0.08
-3158.148036,3.0,1.0,0.03
-3502.492447,4.0,52.0,0.0
-3490.546828,3.0,55.0,0.05
-3486.5951659999996,3.0,67.0,0.1
-3487.036254,2.0,23.0,0.31
-3496.915408,2.0,17.0,0.14
-3489.2719030000003,2.0,59.0,0.07
-3497.6193350000003,3.0,60.0,0.02
-3497.196375,4.0,64.0,0.04
-3468.882175,2.0,38.0,0.71
-3502.492447,3.0,67.0,0.0
-3488.0151060000003,3.0,57.0,0.12
-3359.782477,3.0,34.0,0.86
-3482.2507549999996,3.0,53.0,0.42
-3490.265861,2.0,58.0,0.06
-3497.6193350000003,2.0,47.0,0.02
-3473.02719,3.0,4.0,0.17
-3490.069486,3.0,28.0,0.08
-3502.492447,2.0,37.0,0.0
-3486.5951659999996,3.0,39.0,0.1
-3497.6193350000003,4.0,12.0,0.03
-3490.265861,2.0,70.0,0.06
-3488.0151060000003,3.0,18.0,0.12
-3479.8187310000003,3.0,13.0,0.52
-3471.187311,2.0,10.0,0.48
-3497.196375,3.0,30.0,0.04
-3502.492447,3.0,41.0,0.0
-3497.6193350000003,3.0,54.0,0.02
-3502.492447,3.0,44.0,0.0
-3486.5951659999996,3.0,70.0,0.09
-3496.915408,2.0,41.0,0.14
-3489.2719030000003,3.0,56.0,0.07
-3484.459215,3.0,32.0,0.35000000000000003
-3474.2477340000005,4.0,50.0,0.59
-3497.196375,3.0,35.0,0.04
-3486.5951659999996,3.0,68.0,0.11
-3497.6193350000003,3.0,55.0,0.02
-3490.265861,2.0,30.0,0.06
-3490.069486,2.0,48.0,0.08
-3496.6616310000004,3.0,8.0,0.16
-3498.117825,3.0,60.0,0.21
-3502.492447,3.0,15.0,0.0
-3497.196375,3.0,66.0,0.04
-3502.492447,4.0,44.0,0.0
-3491.540785,2.0,57.0,0.05
-3497.6193350000003,3.0,68.0,0.02
-3486.5951659999996,3.0,64.0,0.11
-3500.9667670000003,3.0,25.0,0.01
-3490.069486,2.0,43.0,0.08
-3490.265861,2.0,55.0,0.06
-3494.302115,3.0,61.0,0.19
-3497.6193350000003,2.0,33.0,0.03
-3502.492447,3.0,59.0,0.0
-3486.492447,3.0,64.0,0.13
-3329.969789,2.0,2.0,0.09
-3490.546828,3.0,50.0,0.05
-3497.6193350000003,3.0,14.0,0.02
-3486.5951659999996,2.0,52.0,0.1
-3478.34139,2.0,45.0,0.44
-3497.196375,3.0,40.0,0.04
-3497.8217520000003,3.0,22.0,0.25
-3460.522659,2.0,55.0,0.74
-3489.2719030000003,3.0,11.0,0.07
-3496.755287,2.0,26.0,0.15
-3500.9667670000003,2.0,38.0,0.01
-3502.492447,2.0,58.0,0.0
-3486.311178,2.0,61.0,0.12
-3451.323263,3.0,68.0,0.68
-3497.6193350000003,3.0,48.0,0.03
-3490.5619340000003,3.0,31.0,0.06
-3490.069486,3.0,65.0,0.08
-3496.812689,3.0,51.0,0.17
-3497.196375,3.0,56.0,0.04
-3487.253776,3.0,42.0,0.39
-3502.492447,2.0,45.0,0.0
-3486.5951659999996,2.0,37.0,0.1
-3497.6193350000003,2.0,49.0,0.02
-3490.546828,3.0,62.0,0.05
-3493.229607,3.0,36.0,0.14
-2876.498489,2.0,3.0,0.98
-3502.492447,3.0,64.0,0.0
-3502.492447,2.0,47.0,0.0
-3490.069486,3.0,47.0,0.08
-3497.6193350000003,3.0,29.0,0.02
-3490.5619340000003,3.0,33.0,0.06
-3486.5951659999996,3.0,27.0,0.11
-3497.6193350000003,4.0,50.0,0.03
-3489.2719030000003,2.0,43.0,0.07
-3497.196375,2.0,28.0,0.04
-3486.492447,3.0,16.0,0.13
-3502.492447,3.0,33.0,0.0
-3486.5951659999996,3.0,29.0,0.1
-3497.6193350000003,2.0,24.0,0.02
-3490.069486,4.0,19.0,0.08
-3502.492447,3.0,27.0,0.0
-3497.610272,3.0,16.0,0.18
-3489.519637,2.0,20.0,0.28
-3490.5619340000003,3.0,22.0,0.06
-3429.081571,3.0,6.0,0.63
-3490.546828,3.0,52.0,0.05
-3497.6193350000003,3.0,31.0,0.02
-3495.9244710000003,2.0,49.0,0.16
-3486.5951659999996,3.0,9.0,0.09
-3488.0151060000003,3.0,14.0,0.12
-3497.6193350000003,2.0,11.0,0.03
-3498.117825,3.0,61.0,0.21
-3502.492447,2.0,34.0,0.0
-3497.196375,2.0,58.0,0.04
-3489.2719030000003,2.0,37.0,0.07
-3502.492447,3.0,66.0,0.0
-3493.229607,3.0,70.0,0.14
-3486.5951659999996,3.0,17.0,0.11
-3497.6193350000003,2.0,46.0,0.02
-3502.492447,2.0,55.0,0.0
-3491.540785,2.0,45.0,0.05
-3486.5951659999996,3.0,46.0,0.09
-3497.196375,3.0,28.0,0.04
-3489.2719030000003,2.0,40.0,0.07
-3497.6193350000003,2.0,35.0,0.02
-3490.265861,2.0,39.0,0.06
-3502.492447,2.0,24.0,0.0
-3486.5951659999996,2.0,24.0,0.1
-3496.755287,2.0,49.0,0.15
-3500.9667670000003,3.0,41.0,0.01
-3497.196375,3.0,48.0,0.04
-3490.069486,3.0,20.0,0.08
-3488.0151060000003,3.0,15.0,0.12
-3494.302115,3.0,26.0,0.19
-3496.628399,2.0,22.0,0.24
-3497.6193350000003,2.0,31.0,0.03
-3490.5619340000003,3.0,30.0,0.06
-3500.9667670000003,2.0,46.0,0.01
-3475.8610270000004,2.0,32.0,0.5700000000000001
-3497.196375,3.0,34.0,0.04
-3370.498489,3.0,8.0,0.8
-3486.5951659999996,3.0,63.0,0.09
-3502.492447,3.0,39.0,0.0
-3487.2900299999997,3.0,41.0,0.33
-3486.492447,4.0,44.0,0.13
-3497.6193350000003,2.0,59.0,0.02
-3490.5619340000003,4.0,65.0,0.06
-3496.6616310000004,3.0,60.0,0.16
-3486.5951659999996,2.0,26.0,0.11
-3490.069486,3.0,18.0,0.08
-3502.492447,2.0,23.0,0.0
-3497.196375,3.0,69.0,0.04
-3497.6193350000003,3.0,49.0,0.02
-3490.5619340000003,3.0,63.0,0.06
-3493.229607,3.0,32.0,0.14
-3502.492447,3.0,34.0,0.0
-3502.492447,3.0,52.0,0.0
-3486.5951659999996,3.0,54.0,0.1
-3497.196375,3.0,17.0,0.04
-3500.9667670000003,3.0,62.0,0.01
-3497.6193350000003,3.0,59.0,0.02
-3497.6193350000003,2.0,54.0,0.02
-3502.492447,2.0,36.0,0.0
-3502.492447,2.0,42.0,0.0
-3502.492447,2.0,43.0,0.0
-3497.6193350000003,2.0,36.0,0.03
-3497.196375,2.0,19.0,0.04
-3497.6193350000003,3.0,70.0,0.02
-3502.492447,3.0,43.0,0.0
-3491.540785,2.0,30.0,0.05
-3497.6193350000003,3.0,40.0,0.03
-3491.540785,2.0,27.0,0.05
-3502.492447,2.0,44.0,0.0
-3497.6193350000003,2.0,23.0,0.02
-3490.5619340000003,3.0,68.0,0.06
-3502.492447,3.0,39.0,0.0
-3497.6193350000003,3.0,32.0,0.02
-3497.196375,2.0,42.0,0.04
-3489.2719030000003,3.0,65.0,0.07
-3497.196375,3.0,61.0,0.04
-3489.2719030000003,3.0,47.0,0.07
-3497.6193350000003,2.0,49.0,0.02
-3502.492447,3.0,38.0,0.0
-3491.540785,2.0,33.0,0.05
-3497.6193350000003,2.0,21.0,0.02
-3502.492447,2.0,34.0,0.0
-3502.492447,2.0,35.0,0.0
-3490.069486,3.0,70.0,0.08
-3497.196375,4.0,19.0,0.04
-3490.265861,2.0,29.0,0.06
-3497.6193350000003,4.0,13.0,0.03
-3502.492447,3.0,41.0,0.0
-3490.069486,2.0,57.0,0.08
-3497.6193350000003,2.0,27.0,0.02
-3490.546828,3.0,39.0,0.05
-3502.492447,3.0,7.0,0.0
-3497.6193350000003,2.0,31.0,0.02
