AUC,D,M,gamma
-3476.6374619999997,2.0,21.0,0.49
-3490.069486,4.0,25.0,0.08
-3419.9818729999997,2.0,15.0,0.9
-3477.797583,4.0,21.0,0.58
-3497.6193350000003,4.0,32.0,0.03
-3495.5256799999997,2.0,36.0,0.18
-3502.492447,2.0,27.0,0.0
-3498.117825,4.0,27.0,0.21
-3486.5951659999996,2.0,22.0,0.11
-3357.912387,3.0,2.0,0.05
-3502.492447,2.0,12.0,0.0
-3339.2719030000003,4.0,33.0,0.84
-3487.036254,2.0,19.0,0.32
-3486.492447,4.0,35.0,0.13
-3481.311178,2.0,43.0,0.41000000000000003
-3497.6193350000003,3.0,70.0,0.02
-3489.2719030000003,2.0,25.0,0.07
-3502.492447,3.0,69.0,0.0
-3486.5951659999996,3.0,69.0,0.09
-3497.6193350000003,2.0,41.0,0.03
-3489.2719030000003,2.0,23.0,0.07
-3502.492447,3.0,61.0,0.0
-3496.6616310000004,3.0,67.0,0.16
-3490.546828,4.0,18.0,0.05
-3486.5951659999996,2.0,5.0,0.11
-3500.9667670000003,2.0,14.0,0.01
-3497.196375,2.0,29.0,0.04
-3486.5951659999996,3.0,48.0,0.1
-3493.229607,4.0,12.0,0.14
-3490.5619340000003,4.0,31.0,0.06
-3497.6193350000003,4.0,33.0,0.03
-3490.069486,3.0,9.0,0.08
-3502.492447,3.0,16.0,0.0
-3502.492447,2.0,46.0,0.0
-3497.6193350000003,3.0,64.0,0.02
-3486.311178,2.0,37.0,0.12
-3497.610272,4.0,23.0,0.18
-3490.546828,4.0,58.0,0.05
-3486.5951659999996,4.0,39.0,0.09
-3497.492447,3.0,60.0,0.15
-3488.0151060000003,4.0,20.0,0.12
-3496.628399,2.0,55.0,0.24
-3496.323263,2.0,10.0,0.2
-3497.6193350000003,3.0,68.0,0.02
-3489.2719030000003,2.0,49.0,0.07
-3502.492447,3.0,63.0,0.0
-3496.812689,4.0,63.0,0.17
-3486.5951659999996,3.0,8.0,0.1
-3500.3172210000002,3.0,66.0,0.22
-3474.347432,2.0,43.0,0.45
-3497.196375,4.0,25.0,0.04
-3486.691843,4.0,28.0,0.13
-3490.5619340000003,3.0,27.0,0.06
-3492.546828,2.0,26.0,0.27
-3497.6193350000003,2.0,53.0,0.02
-3486.5951659999996,2.0,30.0,0.09
-3497.492447,4.0,34.0,0.15
-3435.589124,4.0,31.0,0.71
-3502.492447,2.0,51.0,0.0
-3497.196375,4.0,62.0,0.04
-3502.492447,3.0,48.0,0.0
-3490.069486,4.0,47.0,0.08
-3495.5256799999997,2.0,29.0,0.18
-3490.265861,2.0,24.0,0.06
-3502.492447,2.0,45.0,0.0
-3467.36858,4.0,54.0,0.6
-3486.5951659999996,4.0,5.0,0.11
-3496.697885,3.0,8.0,0.2
-3497.6193350000003,2.0,38.0,0.03
-3486.492447,4.0,41.0,0.13
-3469.912387,2.0,15.0,0.52
-3496.6616310000004,3.0,58.0,0.16
-3261.429003,3.0,2.0,0.25
-3489.9033229999995,3.0,60.0,0.34
-3491.540785,2.0,64.0,0.05
-3489.592145,4.0,18.0,0.29
-3497.6193350000003,3.0,50.0,0.02
-3500.3172210000002,3.0,56.0,0.22
-3490.069486,3.0,11.0,0.08
-3493.229607,4.0,22.0,0.14
-3480.05136,4.0,36.0,0.48
-3486.5951659999996,3.0,16.0,0.11
-3490.5619340000003,3.0,40.0,0.06
-3458.34139,3.0,45.0,0.67
-3319.208459,3.0,56.0,0.92
-3497.6193350000003,2.0,14.0,0.03
-3486.5951659999996,2.0,53.0,0.09
-3473.02719,3.0,4.0,0.17
-3497.196375,4.0,21.0,0.04
-3318.244713,3.0,6.0,0.78
-3500.9667670000003,2.0,47.0,0.01
-3486.918429,4.0,39.0,0.37
-3502.492447,2.0,52.0,0.0
-3399.277946,4.0,3.0,0.23
-3479.4441090000005,2.0,51.0,0.43
-3488.0151060000003,4.0,35.0,0.12
-3489.2719030000003,4.0,49.0,0.07
-3497.492447,3.0,7.0,0.15
-3461.1419939999996,2.0,46.0,0.63
-3486.5951659999996,3.0,17.0,0.09
-3502.492447,2.0,45.0,0.0
-3496.323263,2.0,37.0,0.2
-3497.610272,4.0,12.0,0.18
-3491.540785,2.0,32.0,0.05
-3486.5951659999996,4.0,41.0,0.11
-3497.6193350000003,4.0,23.0,0.02
-3486.492447,3.0,70.0,0.13
-3490.069486,3.0,63.0,0.08
-3487.036254,2.0,42.0,0.31
-3490.5619340000003,3.0,19.0,0.06
-3492.546828,2.0,55.0,0.26
-3193.114804,3.0,48.0,0.98
-3359.465257,4.0,20.0,0.8300000000000001
-3319.039275,4.0,44.0,0.87
-3497.6193350000003,2.0,13.0,0.03
-3486.5951659999996,4.0,33.0,0.1
-3495.4743200000003,4.0,10.0,0.19
-3475.8610270000004,2.0,25.0,0.5700000000000001
-3495.9244710000003,2.0,34.0,0.16
-3497.6193350000003,2.0,52.0,0.02
-3502.492447,3.0,59.0,0.0
-3493.229607,3.0,57.0,0.14
-3011.4682780000003,2.0,1.0,0.28
-3497.8217520000003,4.0,6.0,0.23
-3497.196375,3.0,68.0,0.04
-3490.5619340000003,3.0,65.0,0.06
-3502.492447,3.0,60.0,0.0
-3475.803625,4.0,61.0,0.54
-3486.5951659999996,3.0,65.0,0.1
-3428.398792,3.0,67.0,0.73
-3486.492447,3.0,69.0,0.13
-3490.069486,2.0,50.0,0.08
-3499.870091,2.0,52.0,0.21
-3496.812689,3.0,17.0,0.17
-3490.3383689999996,4.0,44.0,0.33
-3497.196375,3.0,61.0,0.04
-3502.492447,2.0,28.0,0.0
-3489.2719030000003,2.0,31.0,0.07
-3487.253776,3.0,57.0,0.39
-3486.5951659999996,4.0,29.0,0.11
-3497.6193350000003,2.0,54.0,0.02
-3490.546828,3.0,27.0,0.05
-3493.229607,4.0,30.0,0.14
-3502.492447,2.0,37.0,0.0
-3496.465257,3.0,21.0,0.26
-3502.492447,3.0,59.0,0.0
-3486.4199399999998,3.0,8.0,0.35000000000000003
-3424.5528700000004,4.0,42.0,0.76
-3495.4743200000003,4.0,47.0,0.19
-3486.5951659999996,2.0,40.0,0.09
-3495.9244710000003,2.0,44.0,0.16
-3497.8217520000003,4.0,38.0,0.24
-3478.839879,2.0,26.0,0.6900000000000001
-3488.993958,3.0,62.0,0.3
-3480.006042,3.0,65.0,0.46
-3497.6193350000003,2.0,35.0,0.03
-3489.2719030000003,2.0,46.0,0.07
-3486.311178,2.0,38.0,0.12
-3497.6193350000003,3.0,68.0,0.02
-3498.117825,3.0,56.0,0.21
-3482.4380659999997,3.0,3.0,0.0
-3497.196375,3.0,69.0,0.04
-3490.265861,2.0,54.0,0.06
-3500.9667670000003,3.0,15.0,0.01
-3490.069486,4.0,36.0,0.08
-3497.196375,3.0,27.0,0.04
-3486.5951659999996,2.0,9.0,0.11
-3497.6193350000003,3.0,59.0,0.02
-3490.5619340000003,3.0,66.0,0.06
-3497.196375,4.0,32.0,0.04
-3317.661631,3.0,2.0,0.1
-3497.6193350000003,2.0,29.0,0.02
-3502.492447,3.0,62.0,0.0
-3490.069486,4.0,11.0,0.08
-3490.5619340000003,3.0,65.0,0.06
-3497.492447,4.0,22.0,0.15
-3502.492447,3.0,60.0,0.0
-3486.691843,4.0,48.0,0.13
-3486.5951659999996,3.0,58.0,0.09
-3497.196375,4.0,25.0,0.04
-3497.6193350000003,3.0,60.0,0.02
-3488.0151060000003,4.0,34.0,0.12
-3502.492447,2.0,57.0,0.0
-3490.5619340000003,4.0,63.0,0.06
-3502.492447,3.0,13.0,0.0
-3486.5951659999996,4.0,13.0,0.1
-3497.6193350000003,2.0,51.0,0.02
-3490.069486,4.0,19.0,0.08
-3491.540785,2.0,40.0,0.05
-3496.812689,3.0,50.0,0.17
-3496.915408,2.0,43.0,0.14
-3502.492447,2.0,24.0,0.0
-3497.196375,3.0,24.0,0.04
-3486.5951659999996,2.0,67.0,0.11
-3489.2719030000003,3.0,68.0,0.07
-3497.6193350000003,4.0,28.0,0.02
-3490.069486,4.0,23.0,0.08
-3502.492447,3.0,53.0,0.0
-3497.492447,3.0,55.0,0.15
-3496.021148,3.0,5.0,0.18
-3491.540785,2.0,57.0,0.05
-3486.311178,2.0,70.0,0.12
-3486.5951659999996,3.0,64.0,0.1
-3497.196375,2.0,31.0,0.04
-3471.9033229999995,3.0,62.0,0.61
-3497.6193350000003,3.0,69.0,0.02
-3489.2719030000003,4.0,36.0,0.07
-3476.4441090000005,3.0,4.0,0.2
-3502.492447,3.0,46.0,0.0
-3486.492447,3.0,49.0,0.13
-3502.492447,3.0,66.0,0.0
-3486.5951659999996,4.0,17.0,0.09
-3290.598187,4.0,25.0,0.93
-3496.6616310000004,3.0,15.0,0.16
-3490.5619340000003,3.0,41.0,0.06
-3497.6193350000003,2.0,40.0,0.03
-3486.5951659999996,3.0,16.0,0.1
-3500.3172210000002,3.0,10.0,0.22
-3497.6193350000003,3.0,61.0,0.02
-3497.196375,2.0,20.0,0.04
-3484.392749,4.0,30.0,0.42
-3488.0151060000003,3.0,53.0,0.12
-3191.181269,2.0,59.0,1.0
-3497.610272,4.0,21.0,0.18
-3502.492447,3.0,45.0,0.0
-3490.265861,2.0,14.0,0.06
-3497.492447,4.0,18.0,0.15
-3502.492447,3.0,42.0,0.0
-3486.5951659999996,3.0,7.0,0.09
-3497.6193350000003,3.0,61.0,0.03
-3234.471299,4.0,12.0,0.96
-3490.069486,3.0,34.0,0.08
-3484.5800600000002,4.0,64.0,0.5
-3497.8217520000003,3.0,53.0,0.24
-3395.371601,4.0,22.0,0.81
-3335.3595170000003,3.0,43.0,0.89
-3454.241692,2.0,32.0,0.66
-3490.5619340000003,3.0,55.0,0.06
-3502.492447,3.0,59.0,0.0
-3486.492447,3.0,58.0,0.13
-3486.5951659999996,3.0,27.0,0.11
-3497.6193350000003,3.0,9.0,0.02
-3490.546828,3.0,67.0,0.05
-3496.6616310000004,3.0,45.0,0.16
-3489.2719030000003,3.0,66.0,0.07
-3497.196375,4.0,26.0,0.04
-3496.323263,2.0,16.0,0.2
-3486.5951659999996,4.0,20.0,0.1
-3493.229607,4.0,33.0,0.14
-3497.6193350000003,3.0,63.0,0.02
-3473.02719,3.0,4.0,0.17
-3490.299094,3.0,14.0,0.28
-3490.069486,3.0,56.0,0.08
-3491.540785,2.0,29.0,0.05
-3500.9667670000003,2.0,47.0,0.01
-3486.5951659999996,3.0,11.0,0.11
-3502.492447,3.0,54.0,0.0
-3497.6193350000003,4.0,51.0,0.03
-3489.2719030000003,4.0,18.0,0.07
-3493.229607,3.0,57.0,0.14
-3492.546828,2.0,49.0,0.26
-3502.492447,2.0,50.0,0.0
-3496.694864,2.0,51.0,0.19
-3500.3172210000002,3.0,60.0,0.22
-3488.0151060000003,3.0,48.0,0.12
-3497.196375,3.0,58.0,0.04
-3486.5951659999996,4.0,54.0,0.09
-3490.265861,2.0,6.0,0.06
-3497.6193350000003,3.0,52.0,0.02
-3496.6616310000004,4.0,51.0,0.16
-3487.202417,3.0,44.0,0.37
-3502.492447,3.0,56.0,0.0
-3488.0151060000003,3.0,63.0,0.12
-3486.5951659999996,2.0,15.0,0.09
-3490.546828,3.0,13.0,0.05
-3478.34139,2.0,55.0,0.44
-3497.6193350000003,3.0,69.0,0.02
-3494.302115,3.0,17.0,0.19
-3488.36858,3.0,70.0,0.32
-3493.229607,3.0,8.0,0.14
-3489.2719030000003,2.0,28.0,0.07
-3497.8217520000003,4.0,12.0,0.23
-3474.4410880000005,2.0,45.0,0.59
-3486.5951659999996,4.0,31.0,0.1
-3497.6193350000003,2.0,39.0,0.03
-3502.492447,3.0,62.0,0.0
-3490.546828,3.0,47.0,0.05
-3321.9788519999997,2.0,3.0,0.63
-3490.069486,3.0,67.0,0.08
-3500.9667670000003,3.0,61.0,0.01
-3496.812689,2.0,64.0,0.17
-3485.425982,3.0,37.0,0.47000000000000003
-3486.5951659999996,4.0,52.0,0.11
-3497.196375,2.0,66.0,0.04
-3488.993958,3.0,69.0,0.3
-3493.229607,4.0,57.0,0.14
-3322.848943,4.0,49.0,0.85
-3499.870091,2.0,49.0,0.21
-3489.2719030000003,3.0,54.0,0.07
-3476.8308159999997,2.0,41.0,0.56
-3497.6193350000003,3.0,38.0,0.03
-3477.151057,2.0,52.0,0.52
-3500.9667670000003,3.0,55.0,0.01
-3400.7250759999997,3.0,68.0,0.79
-3495.5256799999997,2.0,35.0,0.18
-3486.5951659999996,4.0,24.0,0.09
-3488.0151060000003,3.0,18.0,0.12
-3490.546828,3.0,10.0,0.05
-3171.655589,3.0,1.0,0.0
-3460.522659,2.0,43.0,0.74
-3498.386707,2.0,47.0,0.25
-3489.2719030000003,3.0,60.0,0.07
-3455.8338369999997,3.0,64.0,0.6900000000000001
-3496.6616310000004,4.0,54.0,0.16
-3489.9033229999995,3.0,70.0,0.34
-3502.492447,2.0,42.0,0.0
-3497.6193350000003,2.0,33.0,0.03
-3486.5951659999996,2.0,49.0,0.1
-3391.450151,3.0,62.0,0.8200000000000001
-3484.344411,4.0,45.0,0.41000000000000003
-3486.492447,4.0,9.0,0.13
-3490.546828,3.0,11.0,0.05
-3490.069486,4.0,19.0,0.08
-3497.6193350000003,4.0,30.0,0.02
-3490.299094,3.0,7.0,0.28
-3496.5528700000004,4.0,5.0,0.15
-3415.10574,3.0,3.0,0.2
-3486.5951659999996,3.0,22.0,0.11
-3490.5619340000003,3.0,26.0,0.06
-3497.6193350000003,3.0,59.0,0.03
-3486.5951659999996,4.0,23.0,0.09
-3502.492447,3.0,36.0,0.0
-3487.9818729999997,2.0,44.0,0.13
-3502.492447,2.0,57.0,0.0
-3496.628399,2.0,56.0,0.24
-3497.610272,4.0,20.0,0.18
-3502.492447,3.0,53.0,0.0
-3497.6193350000003,3.0,5.0,0.02
-3497.196375,3.0,39.0,0.04
-3490.265861,2.0,24.0,0.06
-3497.6193350000003,2.0,42.0,0.02
-3497.196375,3.0,58.0,0.04
-3490.5619340000003,4.0,32.0,0.06
-3502.492447,2.0,34.0,0.0
-3502.492447,3.0,47.0,0.0
-3490.069486,2.0,37.0,0.08
-3497.6193350000003,2.0,31.0,0.02
-3497.196375,2.0,40.0,0.04
-3489.2719030000003,2.0,29.0,0.07
-3486.5951659999996,2.0,61.0,0.1
-3497.6193350000003,4.0,35.0,0.02
-3497.196375,3.0,28.0,0.04
-3502.492447,4.0,14.0,0.0
-3490.5619340000003,3.0,46.0,0.06
-3502.492447,3.0,58.0,0.0
-3490.069486,3.0,65.0,0.08
-3486.5951659999996,3.0,16.0,0.11
-3497.6193350000003,2.0,26.0,0.02
-3490.546828,3.0,60.0,0.05
-3486.5951659999996,2.0,55.0,0.09
-3497.196375,2.0,42.0,0.04
-3488.0151060000003,3.0,47.0,0.12
-3500.9667670000003,2.0,51.0,0.01
-3490.069486,3.0,50.0,0.08
-3490.5619340000003,4.0,11.0,0.06
-3500.9667670000003,3.0,57.0,0.01
-3317.661631,3.0,2.0,0.1
-3502.492447,3.0,45.0,0.0
-3493.229607,4.0,21.0,0.14
-3491.540785,2.0,38.0,0.05
-3497.6193350000003,2.0,35.0,0.03
-3489.2719030000003,2.0,37.0,0.07
-3497.6193350000003,4.0,53.0,0.03
-3488.0151060000003,4.0,17.0,0.12
-3171.655589,3.0,1.0,0.0
-3496.6616310000004,3.0,40.0,0.16
-3486.5951659999996,4.0,62.0,0.1
-3497.6193350000003,2.0,15.0,0.02
-3491.540785,2.0,33.0,0.05
-3490.069486,4.0,27.0,0.08
-3497.6193350000003,2.0,48.0,0.03
-3502.492447,2.0,42.0,0.0
-3502.492447,2.0,37.0,0.0
-3496.755287,2.0,43.0,0.15
-3489.2719030000003,3.0,65.0,0.07
-3486.5951659999996,3.0,63.0,0.1
-3486.492447,4.0,13.0,0.13
-3502.492447,2.0,19.0,0.0
-3491.540785,2.0,24.0,0.05
-3497.6193350000003,4.0,21.0,0.02
-3497.196375,3.0,50.0,0.04
-3490.069486,3.0,48.0,0.08
-3486.5951659999996,2.0,32.0,0.11
-3493.229607,4.0,54.0,0.14
-3497.6193350000003,3.0,62.0,0.02
-3490.5619340000003,3.0,7.0,0.06
-3486.5951659999996,4.0,28.0,0.09
-3477.3353469999997,2.0,39.0,0.54
-3448.26284,3.0,44.0,0.71
-3496.812689,3.0,8.0,0.17
-3502.492447,4.0,65.0,0.0
-3497.196375,2.0,19.0,0.04
-3500.9667670000003,3.0,61.0,0.01
-3486.492447,3.0,41.0,0.13
-3490.265861,2.0,52.0,0.06
-3306.054381,3.0,64.0,0.91
-3496.323263,2.0,34.0,0.2
-3502.492447,3.0,53.0,0.0
