AUC,D,M,gamma
-7003.365559000001,4.0,55.0,0.46
-6899.027190000001,3.0,40.0,0.75
-6953.374622,3.0,79.0,0.5700000000000001
-7002.9033230000005,4.0,85.0,0.27
-7015.643505,3.0,81.0,0.43
-6892.187311,4.0,75.0,0.71
-6955.969789,3.0,68.0,0.61
-6974.55287,3.0,71.0,0.53
-6987.60423,3.0,74.0,0.48
-7006.55287,4.0,57.0,0.39
-6994.78852,3.0,62.0,0.17
-6993.933534999999,4.0,18.0,0.3
-6996.21148,3.0,52.0,0.25
-6940.030211,3.0,26.0,0.63
-6995.081571,4.0,33.0,0.33
-6996.160120999999,5.0,42.0,0.21
-6949.238670999999,3.0,69.0,0.56
-6788.377644,5.0,3.0,0.44
-6993.978851999999,4.0,66.0,0.35000000000000003
-6972.3081569999995,3.0,77.0,0.52
-7001.513595,5.0,81.0,0.37
-7001.214502,5.0,73.0,0.46
-7015.643505,3.0,50.0,0.43
-7002.728097,4.0,44.0,0.4
-6984.07855,5.0,38.0,0.5
-7000.0030209999995,3.0,49.0,0.03
-6995.3141989999995,5.0,50.0,0.09
-6913.9486400000005,4.0,47.0,0.68
-6960.444109,5.0,59.0,0.54
-6995.425981999999,3.0,54.0,0.32
-6996.21148,3.0,30.0,0.24
-6896.52568,5.0,92.0,0.78
-6999.933534999999,4.0,100.0,0.48
-6956.359517,3.0,24.0,0.6
-7002.9033230000005,5.0,34.0,0.27
-6883.833837,5.0,63.0,0.73
-7000.960725,3.0,84.0,0.29
-7001.024168999999,3.0,14.0,0.38
-6998.302115,4.0,12.0,0.19
-6996.773414,5.0,10.0,0.14
-6992.350453,3.0,86.0,0.35000000000000003
-6719.703927,5.0,20.0,0.9500000000000001
-6641.8640479999995,3.0,45.0,1.0
-7014.480363,5.0,42.0,0.44
-7012.700906,4.0,36.0,0.41000000000000003
-6911.743202,3.0,6.0,0.65
-6950.377644,5.0,53.0,0.56
-6975.912387,5.0,32.0,0.51
-6996.229606999999,3.0,40.0,0.31
-6996.160120999999,3.0,28.0,0.22
-6941.2477340000005,4.0,55.0,0.58
-7006.332326000001,5.0,70.0,0.47000000000000003
-6948.256798,3.0,61.0,0.62
-6996.755287000001,5.0,51.0,0.36
-6446.39577,3.0,1.0,0.39
-6996.864048,4.0,81.0,0.34
-7014.848943000001,5.0,76.0,0.43
-7009.232628,5.0,43.0,0.45
-6983.1027189999995,4.0,57.0,0.51
-6956.280967000001,3.0,15.0,0.54
-7009.44713,3.0,38.0,0.41000000000000003
-6997.456193000001,5.0,47.0,0.48
-7002.9425980000005,4.0,66.0,0.0
-7001.1087609999995,3.0,59.0,0.28
-6892.438066,5.0,27.0,0.7000000000000001
-6999.682779000001,4.0,23.0,0.26
-6999.208459,3.0,71.0,0.33
-6807.845920999999,5.0,68.0,0.87
-7001.770393000001,5.0,74.0,0.12
-6999.7583079999995,3.0,95.0,0.37
-6994.78852,3.0,78.0,0.17
-6921.867069,5.0,98.0,0.67
-6993.933534999999,4.0,35.0,0.3
-6996.21148,3.0,45.0,0.24
-7001.836858,5.0,16.0,0.46
-6982.3081569999995,3.0,89.0,0.49
-6939.202417,4.0,83.0,0.59
-6998.302115,5.0,64.0,0.2
-6936.561934,3.0,63.0,0.64
-6890.480363,5.0,49.0,0.75
-6949.283987999999,3.0,9.0,0.55
-6962.791541,5.0,56.0,0.52
-7015.193353000001,3.0,54.0,0.42
-7003.190331999999,5.0,72.0,0.4
-6995.256798,4.0,19.0,0.32
-7015.643505,3.0,61.0,0.43
-7012.81571,3.0,61.0,0.44
-7001.024168999999,3.0,65.0,0.38
-6992.350453,3.0,79.0,0.35000000000000003
-6982.283987999999,3.0,69.0,0.5
-7010.202417,3.0,52.0,0.45
-6953.374622,3.0,87.0,0.5700000000000001
-6997.238670999999,3.0,75.0,0.47000000000000003
-6974.55287,3.0,67.0,0.53
-7001.024168999999,3.0,59.0,0.38
-7015.643505,3.0,72.0,0.43
-7009.44713,3.0,63.0,0.41000000000000003
-7000.960725,3.0,90.0,0.29
-6992.350453,3.0,43.0,0.35000000000000003
-6982.3081569999995,3.0,50.0,0.49
-6955.969789,3.0,40.0,0.61
-6999.208459,3.0,82.0,0.33
-7004.311178,3.0,85.0,0.4
-7005.8912390000005,3.0,37.0,0.46
-7015.643505,3.0,57.0,0.43
-6950.679758,3.0,32.0,0.55
-6972.504531999999,3.0,58.0,0.51
-6996.229606999999,3.0,66.0,0.31
-7004.830816,3.0,76.0,0.27
-7001.024168999999,3.0,56.0,0.38
-6987.60423,3.0,47.0,0.48
-6999.175227,3.0,34.0,0.36
-6952.894259999999,3.0,70.0,0.59
-6974.55287,3.0,80.0,0.53
-7015.193353000001,3.0,57.0,0.42
-6996.160120999999,3.0,68.0,0.22
-6996.21148,5.0,53.0,0.25
-6947.981873000001,5.0,74.0,0.5700000000000001
-7005.8912390000005,3.0,77.0,0.46
-7004.311178,3.0,72.0,0.4
-6999.208459,3.0,83.0,0.34
-6986.607251,5.0,94.0,0.5
-6993.933534999999,4.0,45.0,0.3
-7012.81571,3.0,63.0,0.44
-7001.024168999999,5.0,48.0,0.37
-6974.55287,3.0,96.0,0.53
-6993.924470999999,4.0,22.0,0.32
-7001.1087609999995,3.0,41.0,0.28
-7006.987915000001,5.0,52.0,0.39
-7010.202417,3.0,25.0,0.45
-7018.123867,5.0,55.0,0.42
-6944.084592,5.0,30.0,0.62
-6999.114804000001,5.0,65.0,0.36
-6998.900302,5.0,39.0,0.48
-6997.706948999999,5.0,17.0,0.33
-6996.21148,5.0,60.0,0.24
-6926.006042,5.0,56.0,0.65
-6954.29003,5.0,72.0,0.56
-6967.4078549999995,5.0,61.0,0.52
-7014.984894,5.0,54.0,0.41000000000000003
-6998.302115,5.0,5.0,0.19
-6980.549848999999,5.0,8.0,0.5
-6996.854984999999,5.0,50.0,0.26
-6996.0030209999995,5.0,43.0,0.08
-6995.435045,5.0,46.0,0.3
-6952.954683,5.0,60.0,0.55
-6935.540784999999,5.0,12.0,0.59
-7000.833837,5.0,92.0,0.47000000000000003
-7003.7583079999995,5.0,100.0,0.39
-7014.848943000001,5.0,28.0,0.43
-6997.861027,5.0,78.0,0.15
-7001.963745999999,5.0,62.0,0.45
-6996.160120999999,5.0,52.0,0.21
-6674.138973,5.0,2.0,0.37
-6995.362537999999,5.0,56.0,0.34
-6946.117825,5.0,48.0,0.63
-6908.380665000001,5.0,50.0,0.6900000000000001
-6987.060423000001,5.0,41.0,0.49
-6997.280967000001,5.0,44.0,0.29
-7008.033233,5.0,81.0,0.41000000000000003
-6995.256798,5.0,36.0,0.32
-6863.939576999999,5.0,34.0,0.8
-6952.864048,4.0,53.0,0.54
-6995.824773,5.0,68.0,0.35000000000000003
-6977.7583079999995,5.0,64.0,0.51
-6997.438066,5.0,65.0,0.23
-6994.78852,4.0,58.0,0.47000000000000003
-6935.719032999999,5.0,55.0,0.6
-6891.1027189999995,5.0,70.0,0.72
-7008.323262999999,5.0,74.0,0.39
-7012.767372,4.0,46.0,0.44
-6773.595166,5.0,59.0,0.91
-7002.9033230000005,5.0,42.0,0.27
-7000.655589,5.0,26.0,0.37
-6944.465256999999,4.0,48.0,0.58
-6994.78852,5.0,86.0,0.17
-6928.377644,5.0,90.0,0.66
-6968.776435,4.0,38.0,0.52
-6998.392749,5.0,88.0,0.13
-7013.655589,5.0,58.0,0.41000000000000003
-7004.280967000001,5.0,50.0,0.46
-6993.244712999999,4.0,32.0,0.49
-7019.021148000001,5.0,51.0,0.42
-6995.256798,5.0,40.0,0.32
-6936.821752,5.0,54.0,0.5700000000000001
-7005.978851999999,5.0,31.0,0.38
-7000.8912390000005,5.0,46.0,0.35000000000000003
-7018.70997,5.0,52.0,0.42
-6993.933534999999,5.0,37.0,0.3
-7002.054381,5.0,35.0,0.28
-6955.317220999999,5.0,52.0,0.54
-7004.785498,5.0,48.0,0.4
-6996.21148,5.0,42.0,0.25
-6996.9425980000005,5.0,44.0,0.05
-6999.114804000001,5.0,20.0,0.36
-6996.160120999999,5.0,39.0,0.22
-6998.302115,5.0,24.0,0.19
-6858.894259999999,5.0,44.0,0.84
-6944.084592,5.0,30.0,0.62
-6999.039275,5.0,51.0,0.33
-6995.622356,5.0,55.0,0.48
-6999.803625,5.0,46.0,0.46
-7019.021148000001,5.0,62.0,0.42
-7017.187311,5.0,61.0,0.42
-6950.377644,5.0,53.0,0.56
-6981.135952,5.0,67.0,0.51
-7008.879154000001,5.0,63.0,0.44
-7006.039275,5.0,49.0,0.39
-6994.728097,5.0,59.0,0.31
-6999.682779000001,5.0,55.0,0.26
-6988.383686,5.0,65.0,0.49
-6918.697885,5.0,63.0,0.68
-6995.362537999999,5.0,57.0,0.34
-6938.933534999999,5.0,61.0,0.6
-6953.773414,5.0,51.0,0.54
-6996.622356,5.0,48.0,0.1
-7002.779456,5.0,54.0,0.37
-6943.422961,5.0,58.0,0.64
-7006.338369,5.0,67.0,0.45
-7018.70997,5.0,60.0,0.42
-6998.374622,5.0,70.0,0.28
-6977.7583079999995,5.0,64.0,0.51
-6999.3081569999995,5.0,61.0,0.47000000000000003
-7017.498489,5.0,69.0,0.42
-6903.093656,5.0,66.0,0.76
-6994.728097,5.0,52.0,0.31
-6996.21148,5.0,58.0,0.24
-7000.966767,5.0,45.0,0.4
-6966.0513599999995,5.0,73.0,0.53
-6999.178248,5.0,55.0,0.38
-7016.625378,5.0,56.0,0.42
-7008.410876000001,5.0,59.0,0.45
-6996.951662,5.0,62.0,0.48
-6996.652568,5.0,51.0,0.34
-7013.9969790000005,5.0,49.0,0.43
-6999.7583079999995,5.0,53.0,0.37
-7000.380665000001,5.0,60.0,0.36
-7001.465256999999,5.0,57.0,0.47000000000000003
-6973.329304999999,5.0,47.0,0.51
-7007.425981999999,5.0,63.0,0.39
-7008.879154000001,5.0,66.0,0.44
-7015.882175,5.0,43.0,0.41000000000000003
-6995.909366,5.0,50.0,0.49
-6950.377644,5.0,53.0,0.56
-6996.468278,5.0,60.0,0.35000000000000003
-6996.7583079999995,5.0,56.0,0.32
-6998.507553,5.0,40.0,0.46
-6995.779456,5.0,69.0,0.29
-7005.643505,5.0,46.0,0.4
-6988.664653,5.0,64.0,0.5
-6966.543806999999,5.0,62.0,0.53
-7014.848943000001,5.0,54.0,0.43
-6999.039275,5.0,41.0,0.33
-6999.114804000001,5.0,58.0,0.36
-6999.178248,5.0,71.0,0.38
-6946.0090629999995,5.0,51.0,0.58
-7004.181269,5.0,48.0,0.46
-7000.966767,5.0,45.0,0.4
-6993.933534999999,5.0,68.0,0.3
-7009.8429,5.0,37.0,0.44
-6956.9909370000005,5.0,55.0,0.55
-6996.951662,5.0,60.0,0.48
-7002.9033230000005,5.0,66.0,0.27
-6977.945619,5.0,50.0,0.51
-7017.175227,5.0,53.0,0.42
-6995.824773,5.0,43.0,0.35000000000000003
-7006.927492,5.0,76.0,0.38
-7006.338369,5.0,48.0,0.45
-6999.039275,5.0,57.0,0.33
-6939.716012000001,5.0,63.0,0.61
-7013.655589,5.0,71.0,0.41000000000000003
-6960.435045,5.0,59.0,0.52
-6941.422961,5.0,52.0,0.5700000000000001
-6989.854984999999,5.0,67.0,0.49
-7005.60423,5.0,39.0,0.39
-7002.26284,5.0,56.0,0.47000000000000003
-6997.214502,5.0,65.0,0.21
-6996.21148,5.0,73.0,0.25
-6995.779456,5.0,45.0,0.29
-6959.389728,5.0,61.0,0.54
-6994.610272,5.0,47.0,0.31
-6995.362537999999,5.0,49.0,0.34
-7014.848943000001,5.0,54.0,0.43
-6997.613293,5.0,33.0,0.36
-6997.438066,5.0,42.0,0.23
-6991.374622,5.0,36.0,0.49
-7001.963745999999,5.0,62.0,0.45
-7010.317220999999,5.0,51.0,0.41000000000000003
-7006.927492,5.0,69.0,0.38
-6991.048338,5.0,54.0,0.31
-6967.26284,5.0,58.0,0.53
-7002.9033230000005,5.0,75.0,0.27
-6988.664653,5.0,64.0,0.5
-7002.26284,5.0,56.0,0.47000000000000003
-6949.498489,5.0,60.0,0.58
-6998.256798,5.0,38.0,0.36
-7007.812689,5.0,46.0,0.43
-6999.039275,5.0,44.0,0.33
-6957.667673999999,5.0,67.0,0.55
-7003.250755,5.0,50.0,0.4
-6930.558912,5.0,71.0,0.6
-6991.9969790000005,5.0,41.0,0.18
-7000.099698,5.0,52.0,0.46
-6970.012084999999,5.0,65.0,0.52
-7017.175227,5.0,59.0,0.42
-7001.024168999999,5.0,57.0,0.37
-6929.558912,5.0,62.0,0.66
-6940.625378,5.0,49.0,0.63
-7012.700906,5.0,79.0,0.44
-6999.682779000001,5.0,55.0,0.26
-7008.323262999999,5.0,43.0,0.39
-6996.951662,5.0,68.0,0.48
-6995.362537999999,5.0,47.0,0.34
-6992.601208,5.0,53.0,0.3
-6943.528701,5.0,63.0,0.56
-7006.873112,5.0,34.0,0.45
-6993.924470999999,5.0,57.0,0.32
-6986.561934,5.0,60.0,0.5
-7015.882175,5.0,73.0,0.41000000000000003
-6998.374622,5.0,77.0,0.28
-6999.522659,5.0,40.0,0.36
-6998.302115,5.0,51.0,0.2
-6945.782477,5.0,29.0,0.58
-6972.271903,5.0,44.0,0.52
-6996.21148,5.0,69.0,0.24
-7002.861027,5.0,65.0,0.39
-7000.438066,5.0,36.0,0.47000000000000003
-6995.362537999999,5.0,55.0,0.34
-7001.882175,5.0,47.0,0.37
-7020.537764,5.0,58.0,0.42
-6994.099698,5.0,70.0,0.16
-6995.779456,5.0,62.0,0.29
-7013.9969790000005,5.0,59.0,0.43
-6701.543807,5.0,66.0,0.97
-6988.039275,5.0,49.0,0.5
-6960.803625,5.0,74.0,0.55
-6929.6918430000005,5.0,64.0,0.6
-6994.561934,5.0,52.0,0.48
-7014.9969790000005,5.0,72.0,0.44
-7000.069486,4.0,58.0,0.4
-6995.256798,5.0,68.0,0.32
-6960.8429,5.0,61.0,0.53
-6996.160120999999,5.0,54.0,0.22
-6999.283987999999,5.0,42.0,0.46
-6996.468278,5.0,57.0,0.35000000000000003
-7012.359517,5.0,50.0,0.42
-6937.984894,5.0,55.0,0.62
-7005.978851999999,5.0,77.0,0.38
-6963.483384,5.0,4.0,0.27
-6980.26284,4.0,60.0,0.51
-6994.728097,5.0,52.0,0.31
-6947.785498,5.0,46.0,0.5700000000000001
-6897.471299,5.0,75.0,0.71
-7023.836858,5.0,63.0,0.42
-6791.398792,5.0,70.0,0.89
-6988.350453,5.0,80.0,0.49
-7005.296073,5.0,64.0,0.45
-7001.024168999999,5.0,73.0,0.37
-6953.92145,5.0,67.0,0.54
-6995.362537999999,4.0,66.0,0.34
-7005.643505,5.0,62.0,0.4
-6996.21148,5.0,70.0,0.25
-6997.468278,5.0,64.0,0.47000000000000003
-6995.779456,5.0,78.0,0.29
-7012.700906,5.0,58.0,0.44
-6936.099698,5.0,60.0,0.65
-7009.419940000001,5.0,72.0,0.41000000000000003
-7005.081571,5.0,75.0,0.38
-6944.610272,4.0,68.0,0.59
-6978.740181,5.0,56.0,0.51
-6910.8429,5.0,84.0,0.68
-6996.773414,5.0,62.0,0.14
-6997.734139,5.0,66.0,0.35000000000000003
-6995.256798,5.0,53.0,0.32
-6956.858006,5.0,59.0,0.55
-7017.993958,5.0,49.0,0.42
-7000.0030209999995,5.0,62.0,0.02
-6996.951662,5.0,57.0,0.48
-7005.803625,5.0,71.0,0.45
-7007.885195999999,5.0,82.0,0.39
-6998.939576999999,4.0,65.0,0.23
-6966.1571,5.0,45.0,0.52
-6999.682779000001,5.0,68.0,0.26
-7000.380665000001,5.0,53.0,0.36
-6998.302115,5.0,48.0,0.2
-6995.779456,5.0,51.0,0.29
-6997.706948999999,5.0,64.0,0.33
-6988.425981999999,5.0,76.0,0.49
-7005.580059999999,5.0,39.0,0.44
-6949.963745999999,5.0,60.0,0.5700000000000001
-6994.78852,4.0,58.0,0.47000000000000003
-7018.123867,5.0,55.0,0.42
-6931.069486,5.0,69.0,0.63
-6994.728097,5.0,79.0,0.31
-6965.450151000001,5.0,47.0,0.53
-7008.323262999999,5.0,74.0,0.39
-6939.716012000001,5.0,63.0,0.61
-6714.105740000001,5.0,44.0,0.93
-6981.039275,5.0,51.0,0.5
-6999.114804000001,5.0,61.0,0.36
-7004.163142,4.0,54.0,0.46
-7014.036254000001,5.0,67.0,0.41000000000000003
-6995.362537999999,5.0,57.0,0.34
-7001.770393000001,5.0,49.0,0.12
-6960.513595,5.0,72.0,0.55
-7017.175227,5.0,53.0,0.42
-6999.178248,5.0,59.0,0.38
-7013.036254000001,5.0,56.0,0.44
-7001.761329000001,5.0,62.0,0.46
-7005.643505,5.0,56.0,0.4
-7002.779456,5.0,54.0,0.37
-7014.848943000001,5.0,51.0,0.43
-6987.4018129999995,5.0,60.0,0.49
-7005.220544,5.0,65.0,0.4
-7013.9969790000005,5.0,58.0,0.43
-6997.326284000001,5.0,55.0,0.35000000000000003
-6999.135952,5.0,47.0,0.47000000000000003
-7006.181269,5.0,52.0,0.45
-7010.854984999999,4.0,57.0,0.41000000000000003
-6982.3081569999995,3.0,53.0,0.49
-6994.78852,3.0,61.0,0.17
-6860.477341,2.0,67.0,0.91
-6992.945619,4.0,24.0,0.49
-6996.622356,4.0,57.0,0.1
-6939.015106,4.0,69.0,0.64
-6946.564955,4.0,68.0,0.55
-6996.8972810000005,2.0,65.0,0.24
-7000.960725,3.0,58.0,0.29
-6956.791541,3.0,13.0,0.6
-6944.4078549999995,2.0,63.0,0.78
-6995.425981999999,3.0,45.0,0.32
-7001.021148000001,2.0,9.0,0.02
-6997.861027,3.0,54.0,0.15
-7009.44713,3.0,20.0,0.41000000000000003
-6994.277945999999,2.0,25.0,0.17
-6948.7462239999995,4.0,38.0,0.54
-6897.383686,2.0,19.0,0.88
-6996.963745999999,2.0,64.0,0.48
-7004.706948999999,4.0,36.0,0.39
-7005.081571,4.0,46.0,0.38
-6511.631420000001,3.0,2.0,0.6900000000000001
-7002.728097,4.0,30.0,0.4
-6894.069486,3.0,43.0,0.73
-7000.0030209999995,4.0,7.0,0.03
-6996.21148,3.0,16.0,0.24
-7010.854984999999,4.0,30.0,0.41000000000000003
-6862.126888,4.0,50.0,0.8200000000000001
-6999.522659,4.0,32.0,0.47000000000000003
-6991.048338,4.0,40.0,0.31
-6931.148036,4.0,31.0,0.62
-7003.1571,4.0,49.0,0.45
-6611.58006,4.0,26.0,0.98
-7002.012084999999,4.0,41.0,0.11
-6940.347432,4.0,58.0,0.58
-6996.160120999999,4.0,33.0,0.22
-6934.670695000001,4.0,52.0,0.67
-6956.280967000001,3.0,23.0,0.54
-6993.978851999999,4.0,60.0,0.35000000000000003
-7002.9033230000005,4.0,28.0,0.27
-7015.643505,3.0,35.0,0.43
-6972.504531999999,3.0,35.0,0.51
-6996.0030209999995,2.0,54.0,0.07
-6994.927492,2.0,47.0,0.2
-6899.027190000001,3.0,43.0,0.75
-6993.274923999999,2.0,37.0,0.34
-7012.81571,3.0,66.0,0.44
-7010.202417,3.0,69.0,0.45
-6953.374622,3.0,12.0,0.5700000000000001
-6843.824773,3.0,19.0,0.84
-6936.561934,3.0,61.0,0.64
-7001.1087609999995,3.0,22.0,0.28
-6857.489426,2.0,66.0,0.9400000000000001
-6824.419940000001,3.0,2.0,0.13
-7001.767372,3.0,7.0,0.36
-6893.616314,3.0,55.0,0.7000000000000001
-6972.3081569999995,3.0,27.0,0.52
-7000.214502,2.0,39.0,0.44
-6991.9969790000005,3.0,50.0,0.18
-6996.21148,3.0,34.0,0.25
-6995.649547,2.0,44.0,0.31
-6995.232628,3.0,17.0,0.06
-6982.882175,2.0,47.0,0.65
-6849.570997,3.0,13.0,0.79
-6991.70997,2.0,63.0,0.42
-6982.3081569999995,3.0,67.0,0.49
-6952.894259999999,3.0,56.0,0.59
-6991.416918000001,2.0,64.0,0.38
-6935.643505,4.0,70.0,0.61
-6995.425981999999,3.0,59.0,0.32
-6951.574018000001,4.0,52.0,0.54
-6987.60423,3.0,42.0,0.48
-7014.006042,4.0,49.0,0.42
-7014.006042,4.0,38.0,0.42
-6945.335347,4.0,29.0,0.56
-6996.160120999999,4.0,37.0,0.22
-7001.024168999999,4.0,48.0,0.37
-6973.827795,4.0,45.0,0.52
-6995.081571,4.0,39.0,0.33
-7010.854984999999,4.0,24.0,0.41000000000000003
-6993.933534999999,4.0,32.0,0.3
-6996.21148,4.0,35.0,0.25
-6996.120845999999,4.0,51.0,0.16
-7002.9425980000005,4.0,41.0,0.0
-6999.522659,4.0,22.0,0.47000000000000003
-6889.8972810000005,4.0,45.0,0.71
-7002.9033230000005,4.0,57.0,0.27
-6993.978851999999,4.0,26.0,0.35000000000000003
-7009.595166,4.0,37.0,0.43
-7004.706948999999,4.0,30.0,0.39
-6931.44713,4.0,34.0,0.67
