AUC,D,M,gamma
-6116.486405,3.0,5.0,0.71
-6212.389728,4.0,51.0,0.58
-6274.676737,3.0,48.0,0.45
-6213.1571,3.0,43.0,0.62
-6278.97281,3.0,66.0,0.42
-6251.368579999999,2.0,15.0,0.5
-6205.655589,4.0,8.0,0.56
-6155.990937,3.0,45.0,0.77
-6172.280967000001,3.0,29.0,0.74
-6261.8640479999995,2.0,36.0,0.16
-6271.516616,3.0,12.0,0.27
-6263.265861,3.0,59.0,0.23
-6278.97281,3.0,31.0,0.42
-6277.667674,3.0,33.0,0.44
-6253.030211,3.0,40.0,0.48
-6260.4078549999995,3.0,26.0,0.32
-6264.1571,3.0,22.0,0.36
-6241.006042,3.0,28.0,0.53
-6265.936556000001,3.0,35.0,0.38
-6266.132931,3.0,64.0,0.29
-6253.030211,3.0,37.0,0.48
-6277.667674,3.0,39.0,0.44
-6268.52568,3.0,43.0,0.4
-6219.277946,3.0,23.0,0.59
-6239.456193,3.0,46.0,0.51
-6257.332326,3.0,31.0,0.35000000000000003
-6217.595166,3.0,52.0,0.55
-6261.21148,3.0,55.0,0.31
-6278.97281,3.0,20.0,0.42
-6264.190332,3.0,34.0,0.33
-6163.271903,3.0,68.0,0.6900000000000001
-6203.111782,3.0,17.0,0.64
-6220.870091,3.0,24.0,0.61
-6261.628399,3.0,42.0,0.19
-6264.740181,3.0,28.0,0.37
-6239.259819,3.0,48.0,0.52
-6220.501511,3.0,41.0,0.5700000000000001
-6266.368579999999,3.0,39.0,0.26
-6277.667674,3.0,61.0,0.44
-6247.94864,3.0,50.0,0.49
-6251.848943,2.0,19.0,0.39
-6262.845921,3.0,37.0,0.22
-6270.365559000001,3.0,25.0,0.46
-6219.181269,4.0,30.0,0.54
-6264.996979,3.0,44.0,0.3
-6262.8972810000005,3.0,32.0,0.25
-6204.293051,4.0,14.0,0.67
-6126.335347,3.0,35.0,0.79
-6261.0422960000005,2.0,27.0,0.34
-6273.226586,3.0,57.0,0.41000000000000003
-6262.259819,3.0,47.0,0.14
-6247.94864,3.0,33.0,0.49
-6265.936556000001,4.0,38.0,0.37
-6279.422961,3.0,21.0,0.43
-6212.800604,3.0,10.0,0.56
-6097.622356,3.0,3.0,0.46
-6249.534743,2.0,13.0,0.51
-6219.277946,3.0,18.0,0.59
-6267.794562,3.0,22.0,0.28
-6258.906344,4.0,15.0,0.32
-6270.356495,3.0,6.0,0.39
-6206.380665,3.0,29.0,0.63
-6260.800604,3.0,26.0,0.09
-6259.963746,2.0,63.0,0.17
-6267.498489,3.0,21.0,0.11
-6280.740181,3.0,8.0,0.43
-6257.332326,3.0,8.0,0.35000000000000003
-6265.060423,4.0,69.0,0.28
-6263.900302,3.0,11.0,0.21
-5468.021148,3.0,1.0,0.74
-6230.6465259999995,3.0,5.0,0.43
-6226.700906,4.0,16.0,0.53
-6136.456193,2.0,3.0,0.48
-6207.622356,3.0,8.0,0.61
-6116.504532,3.0,54.0,0.8300000000000001
-6192.975831000001,3.0,4.0,0.46
-5455.827795,3.0,2.0,0.98
-6264.2477340000005,2.0,13.0,0.3
-6268.52568,3.0,20.0,0.4
-6188.833837,3.0,12.0,0.65
-6209.570997,4.0,65.0,0.58
-6248.876133,3.0,52.0,0.5
-6145.422961,3.0,10.0,0.71
-6264.740181,3.0,45.0,0.37
-6262.8972810000005,3.0,60.0,0.25
-6258.960725,4.0,17.0,0.35000000000000003
-6261.489426,2.0,56.0,0.07
-6264.190332,3.0,50.0,0.33
-6262.76435,3.0,24.0,0.47000000000000003
-6231.918429,3.0,6.0,0.55
-6268.359517,2.0,18.0,0.0
-6261.628399,3.0,62.0,0.19
-6170.737160000001,3.0,58.0,0.67
-6279.422961,3.0,36.0,0.43
-6274.634440999999,4.0,41.0,0.41000000000000003
-6263.265861,3.0,43.0,0.23
-6248.876133,3.0,16.0,0.5
-6239.23565,2.0,14.0,0.52
-6261.21148,3.0,34.0,0.31
-6220.501511,3.0,22.0,0.5700000000000001
-6062.371601,3.0,67.0,0.89
-6271.145015,3.0,47.0,0.39
-6267.794562,3.0,49.0,0.28
-6220.870091,3.0,54.0,0.61
-6263.036254,2.0,9.0,0.15
-6228.975831000001,4.0,5.0,0.44
-5722.44713,3.0,1.0,0.37
-6218.882175,4.0,69.0,0.54
-6253.030211,3.0,32.0,0.48
-6274.676737,3.0,21.0,0.45
-6163.271903,3.0,64.0,0.6900000000000001
-6264.190332,3.0,36.0,0.34
-6263.782477000001,2.0,29.0,0.26
-6238.89426,3.0,11.0,0.52
-6278.97281,3.0,25.0,0.42
-6266.507553,4.0,27.0,0.4
-6215.655589,3.0,31.0,0.56
-6260.4078549999995,3.0,7.0,0.32
-6203.111782,3.0,19.0,0.64
-6262.8972810000005,3.0,52.0,0.24
-6170.425982,3.0,9.0,0.81
-6264.2477340000005,2.0,61.0,0.3
-6265.41994,3.0,40.0,0.03
-6262.737160000001,4.0,23.0,0.47000000000000003
-6279.422961,3.0,44.0,0.43
-6265.936556000001,3.0,39.0,0.38
-6278.97281,3.0,44.0,0.42
-6274.676737,3.0,46.0,0.45
-6248.876133,3.0,33.0,0.5
-6264.1571,3.0,37.0,0.36
-6253.030211,3.0,15.0,0.48
-6219.277946,3.0,20.0,0.59
-6268.52568,3.0,28.0,0.4
-6241.006042,3.0,42.0,0.53
-6257.332326,3.0,30.0,0.35000000000000003
-6277.667674,3.0,45.0,0.44
-6278.97281,3.0,41.0,0.42
-6264.190332,3.0,38.0,0.33
-6265.936556000001,3.0,26.0,0.38
-6270.365559000001,3.0,48.0,0.46
-6239.456193,3.0,35.0,0.51
-6217.595166,3.0,42.0,0.55
-6247.94864,3.0,13.0,0.49
-6279.422961,3.0,34.0,0.43
-6264.996979,3.0,17.0,0.3
-6213.1571,3.0,58.0,0.62
-6263.900302,3.0,33.0,0.21
-6216.250755,3.0,50.0,0.58
-6267.794562,3.0,36.0,0.28
-6271.145015,3.0,31.0,0.39
-6264.1571,3.0,55.0,0.36
-6264.190332,3.0,27.0,0.33
-6270.365559000001,3.0,24.0,0.46
-6271.516616,3.0,46.0,0.27
-6241.006042,3.0,53.0,0.53
-6273.226586,3.0,16.0,0.41000000000000003
-6221.259819,3.0,18.0,0.6
-6277.667674,3.0,39.0,0.44
-6247.94864,3.0,35.0,0.49
-6220.501511,3.0,51.0,0.5700000000000001
-6264.740181,3.0,59.0,0.37
-6261.21148,3.0,37.0,0.31
-6239.259819,3.0,66.0,0.52
-6262.76435,3.0,70.0,0.47000000000000003
-6257.483384,3.0,48.0,0.18
-6217.595166,3.0,44.0,0.55
-6257.332326,3.0,56.0,0.35000000000000003
-6268.52568,3.0,30.0,0.4
-6262.845921,3.0,29.0,0.22
-6277.667674,3.0,23.0,0.44
-6187.797583,3.0,40.0,0.65
-6239.456193,3.0,25.0,0.51
-6265.936556000001,3.0,63.0,0.38
-6040.1571,3.0,32.0,0.93
-6264.190332,3.0,21.0,0.34
-6266.132931,3.0,54.0,0.29
-5955.368579999999,3.0,2.0,0.48
-6262.8972810000005,3.0,42.0,0.25
-6261.519636999999,2.0,43.0,0.43
-6260.4078549999995,3.0,34.0,0.32
-6206.380665,3.0,28.0,0.63
-6273.226586,3.0,47.0,0.41000000000000003
-6215.009063,3.0,7.0,0.54
-6270.365559000001,3.0,50.0,0.46
-6167.114804,3.0,38.0,0.68
-6250.987915,4.0,11.0,0.5
-6206.311178,3.0,9.0,0.56
-6219.277946,3.0,40.0,0.59
-6264.1571,3.0,44.0,0.36
-6210.719032999999,2.0,32.0,0.73
-6266.335347,3.0,26.0,0.12
-6268.92145,4.0,12.0,0.39
-6266.368579999999,3.0,36.0,0.26
-6274.676737,3.0,67.0,0.45
-6220.870091,3.0,30.0,0.61
-6273.226586,3.0,65.0,0.41000000000000003
-6261.607250999999,3.0,19.0,0.16
-6259.549849,2.0,28.0,0.29
-6144.640483,3.0,4.0,0.52
-6263.47432,3.0,60.0,0.2
-6264.190332,3.0,38.0,0.34
-6253.030211,3.0,68.0,0.48
-6271.839879,4.0,14.0,0.38
-6190.719032999999,3.0,46.0,0.66
-6264.918429,2.0,7.0,0.23
-6261.21148,3.0,23.0,0.31
-6216.250755,3.0,49.0,0.58
-6279.422961,3.0,41.0,0.43
-6248.876133,3.0,38.0,0.5
-6217.8912390000005,4.0,56.0,0.54
-6270.365559000001,3.0,53.0,0.46
-6264.1571,3.0,62.0,0.36
-6268.52568,3.0,59.0,0.4
-6271.516616,3.0,52.0,0.27
-6274.676737,3.0,34.0,0.45
-6056.670695000001,3.0,4.0,0.71
-6260.4078549999995,3.0,16.0,0.32
-6215.655589,3.0,32.0,0.56
-6247.94864,3.0,40.0,0.49
-6256.522659,2.0,36.0,0.38
-6260.719032999999,3.0,25.0,0.06
-6240.673715999999,4.0,45.0,0.52
-6278.97281,3.0,70.0,0.42
-6277.667674,3.0,42.0,0.44
-6262.76435,3.0,14.0,0.47000000000000003
-6264.190332,3.0,22.0,0.34
-6221.259819,3.0,20.0,0.6
-6263.782477000001,2.0,34.0,0.24
-6203.111782,3.0,28.0,0.64
-6266.132931,3.0,9.0,0.29
-6278.97281,3.0,41.0,0.42
-6264.1571,3.0,43.0,0.36
-6217.595166,3.0,57.0,0.55
-6213.1571,3.0,48.0,0.62
-6114.311178,4.0,31.0,0.86
-6158.280967000001,3.0,11.0,0.77
-6220.501511,3.0,50.0,0.5700000000000001
-6268.52568,3.0,26.0,0.4
-5645.23565,2.0,1.0,0.53
-6262.259819,3.0,55.0,0.14
-6264.190332,3.0,18.0,0.33
-6222.664653,4.0,6.0,0.5
-6261.628399,3.0,47.0,0.19
-6265.936556000001,3.0,24.0,0.38
-6279.422961,3.0,37.0,0.43
-6273.2960729999995,2.0,12.0,0.47000000000000003
-6271.516616,3.0,39.0,0.27
-6261.21148,3.0,29.0,0.31
-6257.332326,3.0,35.0,0.35000000000000003
-6239.456193,3.0,38.0,0.51
-6163.271903,3.0,51.0,0.6900000000000001
-6274.634440999999,4.0,33.0,0.41000000000000003
-6274.676737,3.0,63.0,0.45
-6253.030211,3.0,45.0,0.48
-6263.265861,3.0,44.0,0.23
-6261.755287,2.0,15.0,0.59
-6222.734139,3.0,40.0,0.54
-6264.740181,3.0,41.0,0.37
-6266.132931,3.0,58.0,0.29
-6190.719032999999,3.0,46.0,0.66
-6271.145015,3.0,53.0,0.39
-6277.731118,4.0,21.0,0.43
-6262.8972810000005,3.0,44.0,0.25
-6247.94864,3.0,65.0,0.49
-6260.274924,3.0,69.0,0.17
-6274.676737,3.0,30.0,0.45
-6213.1571,3.0,36.0,0.62
-6264.190332,3.0,32.0,0.33
-6279.422961,3.0,37.0,0.43
-6268.52568,3.0,34.0,0.4
-6262.76435,3.0,42.0,0.47000000000000003
-6257.332326,3.0,48.0,0.35000000000000003
-6239.259819,3.0,46.0,0.52
-6278.97281,3.0,37.0,0.42
-6247.94864,3.0,31.0,0.49
-6277.667674,3.0,33.0,0.44
-6264.740181,3.0,43.0,0.37
-6270.365559000001,3.0,39.0,0.46
-6220.501511,3.0,41.0,0.5700000000000001
-6261.21148,3.0,27.0,0.31
-6278.97281,3.0,39.0,0.42
-6265.936556000001,3.0,49.0,0.38
-6268.52568,3.0,42.0,0.4
-6239.456193,3.0,27.0,0.51
-6217.595166,3.0,35.0,0.55
-6235.4078549999995,3.0,4.0,0.34
-6262.76435,3.0,37.0,0.47000000000000003
-6247.94864,3.0,22.0,0.49
-6241.006042,3.0,37.0,0.53
-6274.676737,3.0,24.0,0.45
-6278.97281,3.0,39.0,0.42
-6260.4078549999995,3.0,29.0,0.32
-6264.1571,3.0,45.0,0.36
-6279.422961,3.0,47.0,0.43
-6271.145015,3.0,28.0,0.39
-5928.44713,3.0,47.0,1.0
-6239.456193,3.0,33.0,0.51
-6271.516616,3.0,51.0,0.27
-6264.1571,3.0,25.0,0.36
-6264.996979,3.0,44.0,0.3
-6253.030211,3.0,43.0,0.48
-6216.250755,3.0,31.0,0.58
-6273.226586,3.0,35.0,0.41000000000000003
-6241.006042,3.0,19.0,0.53
-6274.676737,3.0,40.0,0.45
-6264.190332,3.0,46.0,0.33
-6265.936556000001,3.0,61.0,0.38
-6279.422961,3.0,49.0,0.43
-6215.655589,3.0,52.0,0.56
-6262.76435,3.0,41.0,0.47000000000000003
-6268.52568,3.0,35.0,0.4
-6248.876133,3.0,37.0,0.5
-6266.132931,3.0,39.0,0.29
-6221.259819,3.0,49.0,0.6
-6264.190332,3.0,50.0,0.34
-6222.734139,3.0,31.0,0.54
-6263.900302,3.0,17.0,0.21
-6274.676737,3.0,34.0,0.45
-6264.1571,3.0,30.0,0.36
-6271.145015,3.0,44.0,0.39
-6279.422961,3.0,42.0,0.43
-6248.876133,3.0,48.0,0.5
-6262.8972810000005,3.0,26.0,0.25
-6260.4078549999995,3.0,57.0,0.32
-6262.76435,3.0,35.0,0.47000000000000003
-6239.259819,3.0,22.0,0.52
-6273.226586,3.0,53.0,0.41000000000000003
-6264.740181,3.0,51.0,0.37
-6277.667674,3.0,49.0,0.44
-6220.501511,3.0,46.0,0.5700000000000001
-6217.595166,3.0,55.0,0.55
-6267.794562,3.0,36.0,0.28
-6247.94864,3.0,33.0,0.49
-6206.380665,3.0,29.0,0.63
-6271.145015,3.0,60.0,0.39
-6264.190332,3.0,42.0,0.34
-6219.277946,3.0,38.0,0.59
-6264.996979,3.0,40.0,0.3
-6274.676737,3.0,45.0,0.45
-6279.422961,3.0,54.0,0.43
-6239.259819,3.0,55.0,0.52
-6273.226586,3.0,57.0,0.41000000000000003
-6264.740181,3.0,48.0,0.37
-6262.76435,3.0,52.0,0.47000000000000003
-6257.332326,3.0,8.0,0.35000000000000003
-6266.368579999999,3.0,43.0,0.26
-6261.21148,3.0,47.0,0.31
-6247.94864,3.0,47.0,0.49
-6279.422961,3.0,58.0,0.43
-6262.845921,3.0,59.0,0.22
-6217.595166,3.0,54.0,0.55
-6270.365559000001,3.0,10.0,0.46
-6241.006042,3.0,50.0,0.53
-6220.870091,3.0,23.0,0.61
-6271.145015,3.0,37.0,0.39
-6273.226586,3.0,41.0,0.41000000000000003
-6261.882175,2.0,38.0,0.37
-6239.456193,3.0,44.0,0.51
-6264.190332,3.0,13.0,0.33
-6187.797583,3.0,51.0,0.65
-6220.501511,3.0,30.0,0.5700000000000001
-6267.794562,3.0,66.0,0.28
-6253.030211,3.0,41.0,0.48
-6258.960725,4.0,53.0,0.35000000000000003
-6260.4078549999995,3.0,19.0,0.32
-6270.365559000001,3.0,45.0,0.46
-6279.422961,3.0,55.0,0.43
-6271.145015,3.0,64.0,0.39
-6262.8972810000005,3.0,16.0,0.24
-6249.839879,2.0,33.0,0.5
-6219.277946,3.0,32.0,0.59
-6224.549849,3.0,6.0,0.68
-6222.734139,3.0,36.0,0.54
-6277.667674,3.0,56.0,0.44
-6264.996979,3.0,27.0,0.3
-6253.030211,3.0,48.0,0.48
-6273.226586,3.0,61.0,0.41000000000000003
-6265.936556000001,4.0,43.0,0.37
-6239.456193,3.0,24.0,0.51
-6278.97281,3.0,56.0,0.42
-6261.628399,3.0,40.0,0.19
-6271.516616,3.0,54.0,0.27
-6264.190332,3.0,20.0,0.34
-6171.154079,3.0,15.0,0.74
-6262.507553,2.0,50.0,0.45
-6271.145015,3.0,61.0,0.39
-6220.870091,3.0,53.0,0.61
-6239.259819,3.0,58.0,0.52
-6220.501511,3.0,60.0,0.5700000000000001
-6270.365559000001,3.0,62.0,0.46
-6206.380665,3.0,46.0,0.63
-6262.1087609999995,3.0,39.0,0.1
-6215.359517,4.0,35.0,0.55
-6264.1571,3.0,25.0,0.36
-6247.94864,3.0,27.0,0.49
-6277.667674,3.0,44.0,0.44
-6261.21148,3.0,51.0,0.31
-6268.52568,3.0,58.0,0.4
-6262.845921,3.0,64.0,0.22
-6265.936556000001,3.0,62.0,0.38
-6261.81571,2.0,49.0,0.47000000000000003
-6012.244713,3.0,67.0,0.96
-6264.190332,3.0,37.0,0.33
-6229.555891,4.0,68.0,0.53
-6266.368579999999,3.0,48.0,0.26
-6076.05136,3.0,3.0,0.5
-6257.332326,3.0,52.0,0.35000000000000003
-6266.132931,3.0,11.0,0.29
-6278.97281,3.0,56.0,0.42
-6278.97281,3.0,59.0,0.42
-6219.277946,3.0,42.0,0.59
-6277.667674,3.0,54.0,0.44
-6264.740181,3.0,41.0,0.37
-6215.655589,3.0,43.0,0.56
-6262.76435,3.0,38.0,0.47000000000000003
-6247.839879,2.0,47.0,0.4
-5490.882175,3.0,2.0,0.84
-6262.8972810000005,3.0,30.0,0.24
-6260.4078549999995,3.0,18.0,0.32
-6126.335347,3.0,64.0,0.79
-6170.737160000001,3.0,34.0,0.67
-6252.21148,2.0,28.0,0.54
-6239.456193,3.0,52.0,0.51
-6160.89426,3.0,60.0,0.7000000000000001
-6265.712990999999,4.0,32.0,0.48
-6257.332326,3.0,36.0,0.35000000000000003
-6274.676737,3.0,62.0,0.45
-6267.794562,3.0,13.0,0.28
-6260.274924,3.0,20.0,0.17
-6271.145015,3.0,55.0,0.39
-6264.996979,3.0,25.0,0.3
-6263.47432,3.0,49.0,0.2
-6273.226586,3.0,39.0,0.41000000000000003
-6220.501511,3.0,65.0,0.5700000000000001
-6213.1571,3.0,21.0,0.62
-6247.94864,3.0,69.0,0.49
-6264.190332,3.0,45.0,0.33
-6187.797583,3.0,58.0,0.65
-6278.97281,3.0,50.0,0.42
-6264.731118,3.0,57.0,0.13
-6261.882175,2.0,53.0,0.37
-6226.700906,4.0,46.0,0.53
-6072.534743,3.0,31.0,0.88
-6119.954683,3.0,5.0,0.72
-6277.667674,3.0,17.0,0.44
-6262.76435,3.0,33.0,0.47000000000000003
-6266.812689,3.0,7.0,0.44
-6279.422961,3.0,57.0,0.43
-6265.936556000001,3.0,9.0,0.38
-6270.365559000001,3.0,34.0,0.46
-6268.52568,3.0,42.0,0.4
-6239.456193,3.0,34.0,0.51
-6279.422961,3.0,63.0,0.43
-6253.030211,3.0,64.0,0.48
-6264.1571,3.0,45.0,0.36
-6268.52568,3.0,36.0,0.4
-6270.365559000001,3.0,39.0,0.46
-6265.936556000001,3.0,32.0,0.38
-6257.332326,3.0,51.0,0.35000000000000003
-6279.422961,3.0,56.0,0.43
-6248.876133,3.0,53.0,0.5
-6247.94864,3.0,60.0,0.49
-6274.676737,3.0,29.0,0.45
-6273.226586,3.0,40.0,0.41000000000000003
-6239.259819,3.0,49.0,0.52
-6264.190332,3.0,15.0,0.34
-6271.145015,3.0,67.0,0.39
-6261.21148,3.0,23.0,0.31
-6264.740181,3.0,38.0,0.37
-6222.734139,3.0,54.0,0.54
-6278.97281,3.0,46.0,0.42
-6274.676737,3.0,63.0,0.45
-6248.876133,3.0,59.0,0.5
-6253.030211,3.0,55.0,0.48
-6215.655589,3.0,43.0,0.56
-6264.190332,3.0,52.0,0.33
-6273.226586,3.0,44.0,0.41000000000000003
-6270.365559000001,3.0,42.0,0.46
-6265.936556000001,3.0,47.0,0.38
-6257.332326,3.0,35.0,0.35000000000000003
-6279.422961,3.0,45.0,0.43
-6279.422961,3.0,51.0,0.43
-6239.259819,3.0,65.0,0.52
-6262.76435,3.0,50.0,0.47000000000000003
-6261.21148,3.0,56.0,0.31
-6217.595166,3.0,63.0,0.55
-6268.52568,3.0,40.0,0.4
-6221.259819,3.0,41.0,0.6
-6264.1571,3.0,48.0,0.36
-6271.516616,3.0,52.0,0.27
-5525.253776,3.0,1.0,0.58
-6248.876133,3.0,28.0,0.5
-6241.006042,3.0,54.0,0.53
-6274.676737,3.0,26.0,0.45
-6253.030211,3.0,44.0,0.48
-6264.190332,3.0,48.0,0.33
-6266.132931,3.0,69.0,0.29
-6265.936556000001,3.0,59.0,0.38
-6273.226586,3.0,22.0,0.41000000000000003
-6277.667674,3.0,55.0,0.44
-6264.1571,3.0,61.0,0.36
-6271.145015,3.0,13.0,0.39
-6278.97281,3.0,58.0,0.42
-6270.365559000001,3.0,46.0,0.46
-6239.259819,3.0,57.0,0.52
-6247.94864,3.0,56.0,0.49
-6217.595166,3.0,50.0,0.55
-6264.190332,3.0,65.0,0.33
-6264.996979,3.0,47.0,0.3
-6262.76435,3.0,36.0,0.47000000000000003
-6279.422961,3.0,58.0,0.43
-6257.332326,3.0,66.0,0.35000000000000003
-6268.52568,3.0,10.0,0.4
-6239.456193,3.0,43.0,0.51
-6264.740181,3.0,14.0,0.37
-6262.8972810000005,3.0,61.0,0.25
-6277.667674,3.0,61.0,0.44
-6278.97281,3.0,70.0,0.42
-6216.250755,3.0,63.0,0.58
-6260.4078549999995,3.0,43.0,0.32
-6247.94864,3.0,54.0,0.49
-6274.676737,3.0,59.0,0.45
-6222.734139,3.0,38.0,0.54
-6271.145015,3.0,58.0,0.39
-6271.516616,3.0,48.0,0.27
-6262.76435,3.0,47.0,0.47000000000000003
-6264.190332,3.0,60.0,0.34
-6239.456193,3.0,57.0,0.51
-6265.936556000001,3.0,31.0,0.38
-6215.655589,3.0,45.0,0.56
-6221.259819,3.0,68.0,0.6
-6263.265861,3.0,30.0,0.23
-6266.132931,3.0,37.0,0.29
-6273.226586,3.0,40.0,0.41000000000000003
-6247.94864,3.0,67.0,0.49
-6277.667674,3.0,66.0,0.44
-6241.006042,3.0,62.0,0.53
-6257.332326,3.0,57.0,0.35000000000000003
-6270.365559000001,3.0,51.0,0.46
-6261.21148,3.0,63.0,0.31
-6264.740181,3.0,41.0,0.37
-6206.380665,3.0,32.0,0.63
-6268.52568,3.0,25.0,0.4
-6216.250755,3.0,18.0,0.58
-6253.030211,3.0,24.0,0.48
-6239.456193,3.0,37.0,0.51
-6279.422961,3.0,11.0,0.43
-6215.661631,3.0,8.0,0.54
-6278.97281,3.0,52.0,0.42
-6264.1571,3.0,34.0,0.36
-6270.365559000001,3.0,54.0,0.46
-6260.4078549999995,3.0,46.0,0.32
-6279.422961,3.0,51.0,0.43
-6268.52568,3.0,56.0,0.4
-6262.8972810000005,3.0,70.0,0.25
-6265.936556000001,3.0,49.0,0.38
-6215.655589,3.0,49.0,0.56
-6264.190332,3.0,64.0,0.34
-6253.030211,3.0,65.0,0.48
-6267.794562,3.0,32.0,0.28
-6248.876133,3.0,39.0,0.5
-6274.676737,3.0,53.0,0.45
-6239.259819,3.0,56.0,0.52
-6270.867069,3.0,7.0,0.39
-6054.072508,3.0,3.0,0.6
-6264.996979,3.0,27.0,0.3
-6278.97281,3.0,44.0,0.42
-6257.332326,3.0,59.0,0.35000000000000003
