AUC,D,M,gamma
-6262.76435,3.0,11.0,0.47000000000000003
-6264.740181,3.0,52.0,0.37
-6260.4078549999995,3.0,52.0,0.32
-5784.939577,3.0,5.0,0.92
-6277.667674,3.0,55.0,0.44
-6248.876133,3.0,62.0,0.5
-6268.305136,4.0,68.0,0.46
-6159.087613000001,3.0,3.0,0.41000000000000003
-6265.41994,3.0,42.0,0.03
-6222.734139,3.0,48.0,0.54
-6204.81571,3.0,12.0,0.64
-6262.845921,3.0,51.0,0.22
-6220.501511,3.0,59.0,0.5700000000000001
-6246.39577,2.0,55.0,0.53
-6271.516616,3.0,50.0,0.27
-6271.145015,3.0,8.0,0.39
-6253.030211,3.0,54.0,0.48
-6220.870091,3.0,46.0,0.61
-6277.667674,3.0,60.0,0.44
-6264.190332,3.0,66.0,0.34
-6273.226586,3.0,58.0,0.41000000000000003
-6259.664653,3.0,6.0,0.37
-6264.996979,3.0,19.0,0.3
-6239.259819,3.0,36.0,0.52
-6248.876133,3.0,62.0,0.5
-6279.422961,3.0,10.0,0.43
-5700.10574,4.0,1.0,0.33
-6274.676737,3.0,60.0,0.45
-6264.1571,3.0,16.0,0.36
-6271.145015,3.0,10.0,0.39
-6215.655589,3.0,30.0,0.56
-6237.126888000001,3.0,5.0,0.48
-6263.47432,3.0,38.0,0.2
-6048.012085,3.0,2.0,0.25
-6278.97281,3.0,57.0,0.42
-6239.456193,3.0,21.0,0.51
-6268.52568,3.0,10.0,0.4
-6270.365559000001,3.0,49.0,0.46
-6262.534743,2.0,51.0,0.31
-6216.250755,3.0,13.0,0.58
-6085.824772999999,3.0,4.0,0.66
-6257.332326,3.0,47.0,0.35000000000000003
-6217.595166,3.0,54.0,0.55
-6265.936556000001,3.0,61.0,0.38
-6279.422961,3.0,50.0,0.43
-6267.794562,3.0,12.0,0.28
-6248.876133,3.0,67.0,0.5
-6253.030211,3.0,40.0,0.48
-6262.507553,2.0,45.0,0.45
-6278.97281,3.0,58.0,0.42
-6264.190332,3.0,64.0,0.33
-6264.1571,3.0,14.0,0.36
-6241.006042,3.0,23.0,0.53
-6268.52568,3.0,54.0,0.4
-6262.737160000001,4.0,42.0,0.47000000000000003
-6209.425982,3.0,8.0,0.62
-6264.740181,3.0,56.0,0.37
-6266.132931,3.0,63.0,0.29
-6247.94864,3.0,18.0,0.49
-6274.676737,3.0,9.0,0.45
-6046.740181,3.0,3.0,0.55
-6207.477341,3.0,7.0,0.6
-6260.4078549999995,3.0,66.0,0.32
-6239.259819,3.0,33.0,0.52
-6265.936556000001,3.0,28.0,0.38
-6243.030211,3.0,4.0,0.26
-6257.332326,3.0,48.0,0.35000000000000003
-6277.667674,3.0,70.0,0.44
-6273.226586,3.0,53.0,0.41000000000000003
-6114.416918,3.0,61.0,0.81
-5638.151057,3.0,1.0,0.47000000000000003
-6264.123867,4.0,52.0,0.23
-6279.422961,3.0,65.0,0.43
-6248.876133,3.0,15.0,0.5
-6271.145015,3.0,57.0,0.39
-6220.501511,3.0,69.0,0.5700000000000001
-6264.190332,3.0,20.0,0.34
-6222.734139,3.0,46.0,0.54
-6219.277946,3.0,29.0,0.59
-6261.21148,3.0,60.0,0.31
-6257.483384,3.0,68.0,0.18
-6279.422961,3.0,53.0,0.43
-6261.81571,2.0,63.0,0.47000000000000003
-6273.226586,3.0,50.0,0.41000000000000003
-6274.676737,3.0,55.0,0.45
-6278.97281,3.0,49.0,0.42
-6265.936556000001,3.0,51.0,0.38
-6277.667674,3.0,59.0,0.44
-6268.52568,3.0,62.0,0.4
-6270.365559000001,3.0,35.0,0.46
-6247.94864,3.0,11.0,0.49
-6279.422961,3.0,67.0,0.43
-6273.226586,3.0,53.0,0.41000000000000003
-6264.740181,3.0,70.0,0.37
-6242.631420000001,3.0,6.0,0.51
-6253.030211,3.0,38.0,0.48
-6279.422961,3.0,65.0,0.43
-6271.145015,3.0,62.0,0.39
-6270.365559000001,3.0,58.0,0.46
-6264.1571,3.0,45.0,0.36
-6247.94864,3.0,44.0,0.49
-6273.226586,3.0,50.0,0.41000000000000003
-6277.667674,3.0,57.0,0.44
-6239.259819,3.0,60.0,0.52
-6264.190332,3.0,54.0,0.34
-6270.365559000001,3.0,55.0,0.46
-6264.740181,3.0,41.0,0.37
-6268.52568,3.0,39.0,0.4
-6255.848943,3.0,7.0,0.48
-6265.936556000001,3.0,36.0,0.38
-6279.422961,3.0,43.0,0.43
-6277.667674,3.0,66.0,0.44
-6264.190332,3.0,47.0,0.33
-6241.006042,3.0,47.0,0.53
-6248.876133,3.0,53.0,0.5
-6278.97281,3.0,67.0,0.42
-6270.365559000001,3.0,56.0,0.46
-6264.1571,3.0,57.0,0.36
-6268.52568,3.0,45.0,0.4
-6253.030211,3.0,42.0,0.48
-6271.145015,3.0,40.0,0.39
-6239.456193,3.0,16.0,0.51
-6274.676737,3.0,45.0,0.45
-6278.97281,3.0,70.0,0.42
-6257.332326,3.0,31.0,0.35000000000000003
-6222.734139,3.0,55.0,0.54
-6260.4078549999995,3.0,43.0,0.32
-6266.132931,3.0,48.0,0.29
-6262.76435,3.0,65.0,0.47000000000000003
-6277.667674,3.0,69.0,0.44
-6265.936556000001,3.0,34.0,0.38
-6247.94864,3.0,52.0,0.49
-6215.655589,3.0,22.0,0.56
-6264.190332,3.0,42.0,0.34
-6239.456193,3.0,29.0,0.51
-6273.226586,3.0,64.0,0.41000000000000003
-6271.145015,3.0,67.0,0.39
-6264.1571,3.0,37.0,0.36
-6270.365559000001,3.0,34.0,0.46
-6241.006042,3.0,59.0,0.53
-6261.21148,3.0,12.0,0.31
-6279.422961,3.0,61.0,0.43
-6247.94864,3.0,24.0,0.49
-6273.226586,3.0,63.0,0.41000000000000003
-6274.676737,3.0,33.0,0.45
-6264.190332,3.0,51.0,0.34
-6264.740181,3.0,39.0,0.37
-6262.76435,3.0,69.0,0.47000000000000003
-6271.145015,3.0,44.0,0.39
-6239.259819,3.0,43.0,0.52
-6213.44713,3.0,5.0,0.55
-6248.876133,3.0,50.0,0.5
-6206.673715999999,3.0,8.0,0.58
-6278.97281,3.0,61.0,0.42
-6264.996979,3.0,35.0,0.3
-6277.667674,3.0,48.0,0.44
-6264.190332,3.0,49.0,0.33
-6264.1571,3.0,41.0,0.36
-6279.422961,3.0,60.0,0.43
-6271.516616,3.0,37.0,0.27
-6268.52568,3.0,41.0,0.4
-6247.94864,3.0,68.0,0.49
-6270.365559000001,3.0,39.0,0.46
-6239.259819,3.0,68.0,0.52
-6265.936556000001,3.0,46.0,0.38
-6215.655589,3.0,33.0,0.56
-6260.4078549999995,3.0,18.0,0.32
-6264.1571,3.0,26.0,0.36
-6273.226586,3.0,64.0,0.41000000000000003
-6262.76435,3.0,44.0,0.47000000000000003
-6222.734139,3.0,61.0,0.54
-6274.676737,3.0,44.0,0.45
-6279.422961,3.0,50.0,0.43
-6237.23565,3.0,9.0,0.51
-6266.132931,3.0,66.0,0.29
-6264.190332,3.0,57.0,0.34
-6237.126888000001,3.0,5.0,0.48
-6265.936556000001,3.0,65.0,0.38
-6268.52568,3.0,12.0,0.4
-6262.76435,3.0,41.0,0.47000000000000003
-6274.676737,3.0,38.0,0.45
-6278.97281,3.0,52.0,0.42
-6257.332326,3.0,36.0,0.35000000000000003
-6248.876133,3.0,67.0,0.5
-6220.501511,3.0,59.0,0.5700000000000001
-6241.006042,3.0,55.0,0.53
-6261.21148,3.0,53.0,0.31
-6279.422961,3.0,65.0,0.43
-6265.936556000001,3.0,65.0,0.38
-6008.794562,3.0,2.0,0.4
-6253.030211,3.0,48.0,0.48
-6267.794562,3.0,49.0,0.28
-6264.190332,3.0,40.0,0.33
-6277.667674,3.0,58.0,0.44
-6219.277946,3.0,62.0,0.59
-6264.1571,3.0,43.0,0.36
-6273.226586,3.0,60.0,0.41000000000000003
-6237.23565,3.0,9.0,0.51
-6217.595166,3.0,46.0,0.55
-6266.368579999999,3.0,55.0,0.26
-6270.365559000001,3.0,43.0,0.46
-6265.936556000001,3.0,70.0,0.38
-6247.94864,3.0,39.0,0.49
-6213.1571,3.0,64.0,0.62
-6257.332326,3.0,30.0,0.35000000000000003
-6012.057402,3.0,67.0,0.98
-6274.676737,3.0,37.0,0.45
-6278.97281,3.0,52.0,0.42
-6271.145015,3.0,64.0,0.39
-6262.8972810000005,3.0,13.0,0.24
-6222.734139,3.0,57.0,0.54
-6261.21148,3.0,10.0,0.31
-6253.030211,3.0,62.0,0.48
-6279.422961,3.0,51.0,0.43
-6264.740181,3.0,61.0,0.37
-6248.876133,3.0,70.0,0.5
-5601.52568,3.0,1.0,0.52
-6270.365559000001,3.0,14.0,0.46
-6268.52568,3.0,58.0,0.4
-6264.190332,3.0,35.0,0.33
-6264.740181,3.0,17.0,0.37
-6220.501511,3.0,66.0,0.5700000000000001
-6266.132931,3.0,53.0,0.29
-6277.667674,3.0,17.0,0.44
-6257.616314,3.0,6.0,0.41000000000000003
-6241.006042,3.0,62.0,0.53
-6257.332326,3.0,42.0,0.35000000000000003
-6203.111782,3.0,47.0,0.64
-6262.76435,3.0,32.0,0.47000000000000003
-6271.145015,3.0,40.0,0.39
-6247.94864,3.0,63.0,0.49
-6221.063443999999,3.0,12.0,0.6
-6279.422961,3.0,56.0,0.43
-6260.4078549999995,3.0,7.0,0.32
-6274.676737,3.0,55.0,0.45
-6239.259819,3.0,46.0,0.52
-6273.226586,3.0,27.0,0.41000000000000003
-6217.595166,3.0,53.0,0.55
-6262.76435,3.0,50.0,0.47000000000000003
-6263.3474320000005,3.0,50.0,0.15
-6230.501511,3.0,4.0,0.36
-6269.589124,4.0,54.0,0.27
-6248.876133,3.0,15.0,0.5
-6264.996979,3.0,51.0,0.3
-6271.145015,3.0,59.0,0.39
-6279.422961,3.0,69.0,0.43
-6264.190332,3.0,69.0,0.34
-6216.250755,3.0,31.0,0.58
-6277.667674,3.0,47.0,0.44
-6264.740181,3.0,67.0,0.37
-6270.365559000001,3.0,31.0,0.46
-6263.900302,3.0,45.0,0.21
-6273.226586,3.0,29.0,0.41000000000000003
-6247.94864,3.0,41.0,0.49
-6215.655589,3.0,57.0,0.56
-6247.138973,2.0,63.0,0.51
-6264.190332,3.0,38.0,0.33
-6278.97281,3.0,20.0,0.42
-6277.667674,3.0,53.0,0.44
-6271.145015,3.0,56.0,0.39
-6253.030211,3.0,56.0,0.48
-6241.006042,3.0,69.0,0.53
-6220.870091,3.0,59.0,0.61
-6262.8972810000005,3.0,60.0,0.24
-6257.332326,3.0,58.0,0.35000000000000003
-6166.196375,3.0,48.0,0.75
-6261.21148,3.0,33.0,0.31
-6264.740181,3.0,59.0,0.37
-6167.114804,3.0,49.0,0.68
-6262.76435,3.0,66.0,0.47000000000000003
-6274.676737,3.0,61.0,0.45
-6268.52568,3.0,56.0,0.4
-6222.734139,3.0,36.0,0.54
-6279.422961,3.0,65.0,0.43
-6239.456193,3.0,70.0,0.51
-6265.936556000001,3.0,55.0,0.38
-6265.060423,4.0,42.0,0.28
-6273.226586,3.0,63.0,0.41000000000000003
-6247.94864,3.0,68.0,0.49
-6274.676737,3.0,49.0,0.45
-6264.190332,3.0,51.0,0.34
-6262.76435,3.0,22.0,0.47000000000000003
-6216.250755,3.0,47.0,0.58
-6263.782477000001,2.0,52.0,0.26
-6278.97281,3.0,37.0,0.42
-6264.1571,3.0,58.0,0.36
-6264.996979,3.0,68.0,0.3
-6239.456193,3.0,66.0,0.51
-6271.145015,3.0,54.0,0.39
-6274.676737,3.0,60.0,0.45
-6217.595166,3.0,43.0,0.55
-6264.190332,3.0,65.0,0.33
-6278.97281,3.0,64.0,0.42
-6253.030211,3.0,57.0,0.48
-6241.006042,3.0,38.0,0.53
-6265.936556000001,3.0,65.0,0.38
-6276.879154,4.0,11.0,0.43
-6257.332326,3.0,19.0,0.35000000000000003
-6260.4078549999995,3.0,44.0,0.32
-6192.975831000001,3.0,4.0,0.46
-6248.876133,3.0,61.0,0.5
-6268.52568,3.0,67.0,0.4
-6215.655589,3.0,40.0,0.56
-6239.259819,3.0,47.0,0.52
-6203.111782,3.0,63.0,0.64
-6264.1571,3.0,27.0,0.36
-6219.277946,3.0,21.0,0.59
-6255.667674,2.0,10.0,0.48
-6267.29003,3.0,68.0,0.01
-6264.996979,3.0,26.0,0.3
-6265.936556000001,3.0,39.0,0.38
-6277.667674,3.0,61.0,0.44
-6268.52568,3.0,53.0,0.4
-6270.365559000001,3.0,45.0,0.46
-6267.794562,3.0,15.0,0.28
-6275.939577,4.0,55.0,0.42
-6248.876133,3.0,14.0,0.5
-6220.870091,3.0,44.0,0.61
-6262.8972810000005,3.0,61.0,0.25
-6264.190332,3.0,45.0,0.33
-6222.734139,3.0,57.0,0.54
-6264.740181,3.0,34.0,0.37
-6253.030211,3.0,69.0,0.48
-6268.52568,3.0,13.0,0.4
-6277.667674,3.0,48.0,0.44
-6270.365559000001,3.0,64.0,0.46
-6278.97281,3.0,29.0,0.42
-6277.667674,3.0,52.0,0.44
-6014.978852,3.0,58.0,0.9500000000000001
-6278.97281,3.0,60.0,0.42
-6271.145015,3.0,9.0,0.39
-5993.386707,3.0,2.0,0.43
-6270.365559000001,3.0,62.0,0.46
-6273.226586,3.0,68.0,0.41000000000000003
-6253.030211,3.0,43.0,0.48
-6274.676737,3.0,63.0,0.45
-6264.740181,3.0,35.0,0.37
-6279.422961,3.0,67.0,0.43
-6268.52568,3.0,36.0,0.4
-6248.876133,3.0,41.0,0.5
-6262.76435,3.0,50.0,0.47000000000000003
-6257.332326,3.0,64.0,0.35000000000000003
-6265.936556000001,3.0,33.0,0.38
-6277.667674,3.0,16.0,0.44
-6273.226586,3.0,66.0,0.41000000000000003
-6076.05136,3.0,3.0,0.5
-6273.770393,3.0,7.0,0.45
-6271.145015,3.0,54.0,0.39
-6278.97281,3.0,60.0,0.42
-6253.030211,3.0,46.0,0.48
-6264.1571,3.0,62.0,0.36
-6239.259819,3.0,59.0,0.52
-6262.76435,3.0,39.0,0.47000000000000003
-6264.190332,3.0,41.0,0.34
-6273.226586,3.0,65.0,0.41000000000000003
-6264.740181,3.0,23.0,0.37
-6274.676737,3.0,51.0,0.45
-6277.667674,3.0,60.0,0.44
-6247.94864,3.0,49.0,0.49
-6271.145015,3.0,57.0,0.39
-6239.456193,3.0,42.0,0.51
-6280.740181,3.0,8.0,0.43
-6262.76435,3.0,30.0,0.47000000000000003
-6280.740181,3.0,8.0,0.43
-6265.498489,3.0,6.0,0.4
-6257.332326,3.0,8.0,0.35000000000000003
-6260.8912390000005,3.0,6.0,0.32
-6265.936556000001,3.0,11.0,0.38
-6271.163142,3.0,9.0,0.46
-6248.374622,3.0,5.0,0.49
-6159.087613000001,3.0,3.0,0.41000000000000003
-6245.259819,3.0,8.0,0.52
-6239.392749000001,3.0,4.0,0.37
-5668.404834,3.0,1.0,0.43
-5925.090634,3.0,2.0,0.54
-6274.676737,3.0,9.0,0.45
-6269.410876,3.0,7.0,0.4
-6274.0483380000005,3.0,7.0,0.43
-6257.332326,3.0,11.0,0.35000000000000003
-6237.543807,3.0,6.0,0.5
-6262.76435,3.0,10.0,0.47000000000000003
-6278.97281,3.0,13.0,0.42
-6143.438066,3.0,3.0,0.39
-6264.190332,3.0,70.0,0.33
-6238.583082,3.0,10.0,0.53
-6272.716012,3.0,8.0,0.45
-6264.740181,3.0,46.0,0.37
-6247.94864,3.0,13.0,0.49
-6210.567975999999,3.0,5.0,0.56
-6261.21148,3.0,15.0,0.31
-6239.057402,3.0,4.0,0.41000000000000003
-6262.76435,3.0,12.0,0.47000000000000003
-6239.456193,3.0,11.0,0.51
-6257.332326,3.0,51.0,0.35000000000000003
-6265.936556000001,3.0,16.0,0.38
-6198.208459,3.0,4.0,0.45
-6258.389728,3.0,6.0,0.43
-5949.138973,3.0,2.0,0.49
-6268.52568,3.0,9.0,0.4
-6239.259819,3.0,12.0,0.52
-5727.21148,3.0,1.0,0.34
-6278.97281,3.0,63.0,0.42
-6262.76435,3.0,13.0,0.47000000000000003
-6264.1571,3.0,37.0,0.36
-6217.619335,3.0,10.0,0.55
-6274.676737,3.0,54.0,0.45
-6265.936556000001,3.0,59.0,0.38
-6264.996979,3.0,17.0,0.3
-6247.94864,3.0,69.0,0.49
-6156.501511,3.0,3.0,0.4
-6260.4078549999995,3.0,8.0,0.32
-6266.812689,3.0,7.0,0.44
-6172.903323,3.0,5.0,0.5700000000000001
-6231.021148,3.0,6.0,0.53
-6280.740181,3.0,8.0,0.43
-6270.365559000001,3.0,14.0,0.46
-6264.1571,3.0,8.0,0.36
-6249.332326,3.0,5.0,0.51
-6273.226586,3.0,10.0,0.41000000000000003
-6255.848943,3.0,7.0,0.48
-6265.936556000001,3.0,11.0,0.38
-6264.190332,3.0,14.0,0.33
-6278.97281,3.0,15.0,0.42
-6277.3021149999995,3.0,9.0,0.44
-6271.145015,3.0,66.0,0.39
-6267.374622,3.0,8.0,0.47000000000000003
-6170.924471,3.0,4.0,0.5
-6055.845921,3.0,2.0,0.29
-6217.60423,3.0,11.0,0.55
-6258.770393,3.0,6.0,0.36
-5976.655589,3.0,2.0,0.46
-6279.78852,3.0,9.0,0.43
-6264.190332,3.0,12.0,0.34
-6263.731118,3.0,5.0,0.4
-6232.848943,3.0,8.0,0.53
-6247.94864,3.0,16.0,0.49
-6277.3021149999995,3.0,9.0,0.44
-6222.824772999999,3.0,4.0,0.38
-6273.5468280000005,3.0,7.0,0.41000000000000003
-5753.096677,3.0,1.0,0.31
-6239.456193,3.0,12.0,0.51
-6218.329304999999,3.0,10.0,0.58
-6270.365559000001,3.0,14.0,0.46
-6270.773414,3.0,6.0,0.42
-6253.030211,3.0,12.0,0.48
-6264.740181,3.0,19.0,0.37
-5727.160121,3.0,1.0,0.35000000000000003
-6279.78852,3.0,9.0,0.43
-6260.4078549999995,3.0,9.0,0.32
-6267.794562,3.0,13.0,0.28
-6271.145015,3.0,17.0,0.39
-6240.809668,3.0,11.0,0.53
-6117.555891,3.0,3.0,0.44
-6264.413896999999,3.0,7.0,0.46
-6206.311178,3.0,9.0,0.56
-6261.537764,3.0,5.0,0.41000000000000003
-6242.631420000001,3.0,6.0,0.51
-6253.030211,3.0,10.0,0.48
-6264.190332,3.0,14.0,0.34
-6222.824772999999,3.0,4.0,0.38
-6272.716012,3.0,8.0,0.45
-6278.97281,3.0,15.0,0.42
-6264.1571,3.0,11.0,0.36
-6222.734139,3.0,17.0,0.54
-6240.945619,3.0,7.0,0.5
-5703.003021,3.0,1.0,0.4
-6277.667674,3.0,13.0,0.44
-6264.190332,3.0,18.0,0.33
-6237.126888000001,3.0,5.0,0.48
-6025.045317,3.0,3.0,0.59
-6271.145015,3.0,10.0,0.39
-6279.78852,3.0,9.0,0.43
-6278.97281,3.0,12.0,0.42
-6239.259819,3.0,16.0,0.52
-6264.996979,3.0,8.0,0.3
-6262.918429,3.0,9.0,0.47000000000000003
-6259.664653,3.0,6.0,0.37
-6271.516616,3.0,12.0,0.27
-6247.94864,3.0,15.0,0.49
-6120.087613000001,3.0,3.0,0.45
-6264.190332,3.0,14.0,0.34
-6268.52568,3.0,10.0,0.4
-6280.740181,3.0,8.0,0.43
-6209.039275,3.0,8.0,0.56
-6264.413896999999,3.0,7.0,0.46
-6259.673715999999,3.0,5.0,0.36
-6248.510574,3.0,11.0,0.5
-6045.510574,3.0,3.0,0.54
-6260.4078549999995,3.0,13.0,0.32
-6123.138973,3.0,2.0,0.05
-6270.356495,3.0,6.0,0.39
-6278.97281,3.0,9.0,0.42
-6144.640483,3.0,4.0,0.52
-6265.981873,3.0,8.0,0.46
-6279.422961,3.0,11.0,0.43
-6253.030211,3.0,14.0,0.48
-5753.610272,2.0,1.0,0.37
-6267.425982,3.0,5.0,0.29
-6273.226586,3.0,10.0,0.41000000000000003
-6258.495468,3.0,7.0,0.35000000000000003
-6277.667674,3.0,12.0,0.44
-6261.489426,3.0,15.0,0.08
-6206.673715999999,3.0,8.0,0.58
-6271.145015,3.0,13.0,0.39
-6237.543807,3.0,6.0,0.5
-5638.151057,3.0,1.0,0.47000000000000003
-6266.368579999999,3.0,9.0,0.26
-6277.667674,3.0,11.0,0.44
-6254.120846,3.0,4.0,0.32
-6264.740181,3.0,17.0,0.37
-6001.6525679999995,3.0,2.0,0.41000000000000003
-6221.039275,3.0,7.0,0.52
-6264.190332,3.0,16.0,0.34
-6247.583082,3.0,10.0,0.49
-6213.44713,3.0,5.0,0.55
-6213.1571,3.0,18.0,0.62
-6271.145015,3.0,13.0,0.39
-6271.163142,3.0,9.0,0.46
-6279.422961,3.0,12.0,0.43
-6185.610272,3.0,3.0,0.31
-6266.749245,3.0,7.0,0.36
-6262.845921,3.0,10.0,0.22
-6239.057402,3.0,4.0,0.41000000000000003
-6239.456193,3.0,15.0,0.51
-6255.471299,3.0,6.0,0.45
-6219.181269,4.0,11.0,0.54
-6264.740181,3.0,8.0,0.37
-6262.76435,3.0,14.0,0.47000000000000003
-6126.728097,3.0,5.0,0.6
-6279.422961,3.0,19.0,0.43
-6098.746224,3.0,3.0,0.49
-6268.52568,3.0,13.0,0.4
-6185.749245,3.0,6.0,0.5700000000000001
-6278.422961,2.0,9.0,0.34
-6265.936556000001,3.0,12.0,0.38
-5758.996979,3.0,1.0,0.29
-6255.993958,3.0,8.0,0.48
-6274.676737,3.0,10.0,0.45
-6241.006042,3.0,16.0,0.53
-5892.238671,3.0,4.0,0.86
-6273.226586,3.0,14.0,0.41000000000000003
-6230.670695000001,3.0,7.0,0.51
-6279.422961,3.0,11.0,0.43
-6260.4078549999995,3.0,20.0,0.32
-6037.277946,3.0,2.0,0.35000000000000003
-6251.722054,3.0,5.0,0.46
-6271.145015,3.0,12.0,0.39
-6251.867069,3.0,9.0,0.48
-6278.97281,3.0,16.0,0.42
-6259.664653,3.0,6.0,0.37
-6262.8972810000005,3.0,19.0,0.25
-6273.770393,3.0,7.0,0.45
-5559.92145,3.0,1.0,0.55
-6264.996979,3.0,18.0,0.3
-6248.510574,3.0,10.0,0.5
-6268.52568,3.0,17.0,0.4
-6264.190332,3.0,13.0,0.33
-6042.386707,3.0,3.0,0.5700000000000001
-6279.422961,3.0,11.0,0.43
-6237.238671,2.0,8.0,0.53
-6180.812689,3.0,4.0,0.47000000000000003
-6257.332326,3.0,14.0,0.35000000000000003
-6269.993958,4.0,9.0,0.38
-6249.332326,3.0,5.0,0.51
-6001.6525679999995,3.0,2.0,0.41000000000000003
-6277.667674,3.0,18.0,0.44
-6262.323263,3.0,7.0,0.47000000000000003
-6074.356495,3.0,11.0,0.89
-6271.145015,3.0,9.0,0.39
-6247.94864,3.0,15.0,0.49
-6258.770393,3.0,6.0,0.36
-6271.516616,3.0,8.0,0.27
-6261.21148,3.0,12.0,0.31
-6120.087613000001,3.0,3.0,0.45
-6278.97281,3.0,10.0,0.42
-6186.422961,3.0,5.0,0.59
-6241.006042,3.0,15.0,0.53
-6264.190332,3.0,13.0,0.33
-6277.667674,3.0,11.0,0.44
-6265.936556000001,3.0,12.0,0.38
-6240.945619,3.0,7.0,0.5
-6192.374622,3.0,3.0,0.23
-6180.812689,3.0,4.0,0.47000000000000003
-6277.8972810000005,3.0,8.0,0.41000000000000003
-6213.44713,3.0,5.0,0.55
-5731.8972810000005,3.0,1.0,0.36
-6267.794562,3.0,14.0,0.28
-6271.145015,3.0,10.0,0.39
-6255.471299,3.0,6.0,0.45
-5890.323263,3.0,2.0,0.63
-6239.259819,3.0,16.0,0.52
-6246.954683,3.0,9.0,0.49
-6258.495468,3.0,7.0,0.35000000000000003
-6278.97281,3.0,13.0,0.42
-6268.52568,3.0,10.0,0.4
-6106.664653,3.0,4.0,0.5700000000000001
-6272.716012,3.0,8.0,0.45
-6279.78852,3.0,9.0,0.43
-6262.691843,3.0,6.0,0.44
-6279.78852,3.0,9.0,0.43
-6277.8972810000005,3.0,8.0,0.41000000000000003
-6262.76435,3.0,10.0,0.47000000000000003
-6279.422961,3.0,12.0,0.43
-6271.163142,3.0,9.0,0.46
-6268.52568,3.0,11.0,0.4
-6270.773414,3.0,6.0,0.42
-6266.090634,3.0,7.0,0.38
-6277.667674,3.0,12.0,0.44
-6253.030211,3.0,10.0,0.48
-6265.981873,3.0,8.0,0.46
-6268.52568,3.0,14.0,0.4
-6278.97281,3.0,9.0,0.42
-6265.936556000001,3.0,13.0,0.38
-6237.126888000001,3.0,5.0,0.48
-6277.667674,3.0,11.0,0.44
-6268.927492,3.0,7.0,0.37
-6270.365559000001,3.0,14.0,0.46
-6209.187311,3.0,4.0,0.42
-6257.616314,3.0,6.0,0.41000000000000003
-6247.882175,3.0,9.0,0.5
-6271.145015,3.0,12.0,0.39
-6117.555891,3.0,3.0,0.44
-6264.740181,3.0,15.0,0.37
-6267.374622,3.0,8.0,0.47000000000000003
-6247.583082,3.0,10.0,0.49
-6230.6465259999995,3.0,5.0,0.43
-6273.770393,3.0,7.0,0.45
-6268.52568,3.0,11.0,0.4
-6264.1571,3.0,13.0,0.36
-5612.885196,3.0,1.0,0.51
-6097.622356,3.0,3.0,0.46
-6271.145015,3.0,9.0,0.39
-6253.030211,3.0,17.0,0.48
-6258.066465,3.0,5.0,0.34
-6279.422961,3.0,11.0,0.43
-6281.087613000001,3.0,8.0,0.42
-6257.616314,3.0,6.0,0.41000000000000003
-6258.495468,3.0,7.0,0.35000000000000003
-5938.429003,3.0,4.0,0.8300000000000001
-6021.691843,3.0,2.0,0.38
-6268.52568,3.0,15.0,0.4
-6264.740181,3.0,8.0,0.37
-6264.190332,3.0,10.0,0.33
-6248.374622,3.0,5.0,0.49
-5646.960725,3.0,1.0,0.46
-6278.97281,3.0,12.0,0.42
-6277.667674,3.0,13.0,0.44
-6221.039275,3.0,7.0,0.52
-6251.435045,3.0,4.0,0.35000000000000003
-6268.52568,3.0,16.0,0.4
-6262.76435,3.0,10.0,0.47000000000000003
-6249.444109,3.0,8.0,0.5
-6021.691843,3.0,2.0,0.38
-6274.676737,3.0,14.0,0.45
-6270.773414,3.0,6.0,0.42
-6260.4078549999995,3.0,11.0,0.32
-6264.1571,3.0,9.0,0.36
-6143.438066,3.0,3.0,0.39
-6253.030211,3.0,12.0,0.48
-6255.471299,3.0,6.0,0.45
-6237.779456,3.0,8.0,0.51
-6258.066465,3.0,5.0,0.34
-6268.52568,3.0,13.0,0.4
-6279.422961,3.0,17.0,0.43
-6264.740181,3.0,9.0,0.37
-6128.55287,3.0,4.0,0.53
-6262.323263,3.0,7.0,0.47000000000000003
-5683.930514,3.0,1.0,0.41000000000000003
-6277.667674,3.0,11.0,0.44
-6247.94864,3.0,15.0,0.49
-6265.936556000001,3.0,10.0,0.38
-6146.722054,3.0,3.0,0.42
-6274.676737,3.0,14.0,0.45
-6264.190332,3.0,8.0,0.34
-6242.631420000001,3.0,6.0,0.51
-6262.76435,3.0,12.0,0.47000000000000003
-6261.21148,3.0,10.0,0.31
-6259.673715999999,3.0,5.0,0.36
-6222.734139,3.0,16.0,0.54
-6001.6525679999995,3.0,2.0,0.41000000000000003
-6252.229607,3.0,8.0,0.49
-6271.145015,3.0,13.0,0.39
-6266.812689,3.0,7.0,0.44
-6192.975831000001,3.0,4.0,0.46
-6278.97281,3.0,11.0,0.42
-6265.936556000001,3.0,9.0,0.38
-6258.507553,3.0,6.0,0.33
-6239.456193,3.0,15.0,0.51
-6047.861027,3.0,2.0,0.3
-6253.030211,3.0,11.0,0.48
-6264.1571,3.0,19.0,0.36
-6269.410876,3.0,7.0,0.4
-6210.123867,3.0,4.0,0.44
-6241.006042,3.0,13.0,0.53
-6274.676737,3.0,10.0,0.45
-6278.97281,3.0,9.0,0.42
-6247.94864,3.0,18.0,0.49
-6260.111782,3.0,6.0,0.46
-6257.332326,3.0,12.0,0.35000000000000003
