Budget,DISCLOSEPolicy_Benefit_45,DISCLOSEPolicy_45_0.25,DISCLOSEPolicy_45_0.5,DISCLOSEPolicy_45_0.75,StaticPolicy_Benefit_45,StaticPolicy_45_0.25,StaticPolicy_45_0.5,StaticPolicy_45_0.75,MCTSPolicy_Benefit_45,MCTSPolicy_45_0.25,MCTSPolicy_45_0.5,MCTSPolicy_45_0.75
16,48.48640483383686,0.0,55.0,88.0,38.77341389728097,0.0,55.0,63.0,46.283987915407856,0.0,55.0,63.0
17,50.44108761329305,0.0,55.0,88.0,40.10271903323263,0.0,55.0,63.0,50.3595166163142,0.0,55.0,88.0
18,56.72205438066465,0.0,55.0,88.0,42.49546827794562,0.0,55.0,63.0,58.740181268882175,0.0,55.0,116.0
19,58.972809667673715,0.0,55.0,88.0,43.55891238670695,0.0,55.0,63.0,59.49546827794562,0.0,55.0,116.0
20,59.23867069486405,0.0,55.0,88.0,43.55891238670695,0.0,55.0,63.0,60.12990936555891,0.0,55.0,116.0
21,64.44712990936556,0.0,61.0,116.0,58.44712990936556,0.0,55.0,88.0,69.42598187311178,0.0,61.0,118.0
22,66.18126888217523,0.0,61.0,118.0,60.83987915407855,0.0,63.0,88.0,70.49848942598187,0.0,63.0,118.0
23,66.5619335347432,0.0,61.0,118.0,61.37160120845922,0.0,63.0,88.0,71.51359516616314,0.0,63.0,118.0
24,76.14199395770393,0.0,63.0,118.0,68.01812688821752,0.0,63.0,118.0,79.23262839879155,0.0,63.0,135.0
25,78.87915407854985,0.0,63.0,130.0,69.87915407854985,0.0,63.0,118.0,83.00604229607251,0.0,63.0,135.0
26,80.68580060422961,0.0,63.0,135.0,69.87915407854985,0.0,63.0,118.0,83.60422960725076,0.0,63.0,135.0
27,84.45619335347432,0.0,63.0,135.0,73.25377643504531,0.0,63.0,118.0,84.65558912386707,0.0,63.0,135.0
28,88.50453172205438,0.0,63.0,135.0,82.55891238670695,0.0,63.0,118.0,87.72205438066466,0.0,63.0,135.0
29,90.72507552870091,0.0,63.0,135.0,84.68580060422961,0.0,63.0,143.0,89.29909365558912,0.0,63.0,135.0
30,91.78549848942598,0.0,63.0,139.0,84.68580060422961,0.0,63.0,143.0,90.83383685800604,0.0,63.0,139.0
31,96.03323262839879,23.5,88.0,143.0,86.99697885196375,0.0,63.0,143.0,97.46525679758308,55.0,88.0,143.0
32,96.23867069486406,23.5,88.0,143.0,86.99697885196375,0.0,63.0,143.0,97.88519637462235,55.0,88.0,143.0
33,98.41389728096676,47.0,88.0,143.0,90.06344410876133,0.0,63.0,143.0,99.8489425981873,55.0,88.0,143.0
34,102.27190332326283,51.0,88.0,151.0,99.1963746223565,0.0,88.0,151.0,102.67673716012085,55.0,88.0,151.0
35,102.8036253776435,55.0,88.0,151.0,100.65861027190333,23.5,88.0,151.0,103.31117824773413,55.0,88.0,151.0
36,106.70996978851964,55.0,88.0,151.0,100.65861027190333,23.5,88.0,151.0,106.0785498489426,55.0,88.0,151.0
37,107.86706948640483,55.0,88.0,151.0,104.23262839879155,55.0,88.0,151.0,109.69486404833837,55.0,88.0,151.0
38,109.17220543806647,55.0,88.0,151.0,104.87613293051359,55.0,88.0,151.0,111.70392749244714,55.0,88.0,151.0
39,112.25981873111782,55.0,88.0,151.0,104.87613293051359,55.0,88.0,151.0,113.78851963746223,55.0,88.0,151.0
40,113.74320241691844,55.0,88.0,151.0,110.2809667673716,55.0,88.0,151.0,116.20845921450152,55.0,88.0,151.0
41,115.1510574018127,55.0,88.0,151.0,110.70996978851964,55.0,88.0,151.0,116.99395770392749,55.0,88.0,158.0
42,116.23262839879155,55.0,88.0,158.0,114.23262839879155,55.0,88.0,159.0,119.12990936555892,55.0,88.0,176.0
43,117.46827794561933,55.0,88.0,176.0,114.66163141993958,55.0,88.0,159.0,119.63141993957704,55.0,88.0,176.0
44,119.27190332326283,55.0,88.0,176.0,114.66163141993958,55.0,88.0,159.0,120.9607250755287,55.0,88.0,176.0
45,124.95770392749245,61.0,102.0,179.0,120.22356495468279,61.0,88.0,176.0,129.1117824773414,61.0,116.0,189.0
