Budget,DISCLOSEPolicy_Benefit_45,DISCLOSEPolicy_45_0.25,DISCLOSEPolicy_45_0.5,DISCLOSEPolicy_45_0.75,StaticPolicy_Benefit_45,StaticPolicy_45_0.25,StaticPolicy_45_0.5,StaticPolicy_45_0.75,MCTSPolicy_Benefit_45,MCTSPolicy_45_0.25,MCTSPolicy_45_0.5,MCTSPolicy_45_0.75
16,68.44626865671641,0.0,78.0,88.0,62.96268656716418,0.0,78.0,88.0,72.35522388059701,0.0,88.0,125.0
17,71.96417910447761,0.0,88.0,125.0,65.55820895522388,0.0,88.0,88.0,73.66865671641791,0.0,88.0,125.0
18,77.55373134328359,0.0,88.0,135.0,74.1731343283582,0.0,88.0,125.0,80.68358208955223,0.0,88.0,135.0
19,80.78507462686566,0.0,88.0,135.0,77.47014925373135,0.0,88.0,135.0,85.81492537313433,47.0,88.0,135.0
20,86.14477611940299,55.0,88.0,135.0,82.54776119402985,0.0,88.0,143.0,86.09701492537313,47.0,88.0,135.0
21,94.07611940298507,55.0,88.0,143.0,89.63432835820896,0.0,88.0,143.0,90.6820895522388,49.0,88.0,135.0
22,95.95671641791044,55.0,88.0,143.0,91.3268656716418,0.0,88.0,143.0,92.80597014925372,55.0,88.0,143.0
23,95.95671641791044,55.0,88.0,143.0,91.3268656716418,0.0,88.0,143.0,94.76567164179104,55.0,88.0,143.0
24,105.05671641791045,55.0,88.0,151.0,99.81641791044777,47.0,88.0,143.0,101.61194029850746,55.0,88.0,151.0
25,105.5865671641791,55.0,88.0,151.0,99.81641791044777,47.0,88.0,143.0,104.70298507462687,61.0,88.0,151.0
26,107.04328358208956,61.0,88.0,151.0,101.27313432835821,49.0,88.0,143.0,105.52089552238806,61.0,88.0,151.0
27,111.00895522388059,61.0,88.0,159.0,111.40746268656716,55.0,88.0,166.0,108.72089552238806,61.0,88.0,159.0
28,111.85671641791045,61.0,88.0,165.0,111.49850746268656,55.0,88.0,166.0,111.76865671641791,61.0,88.0,165.75
29,111.85671641791045,61.0,88.0,165.0,111.49850746268656,55.0,88.0,166.0,112.35970149253731,61.0,88.0,166.0
30,114.36865671641792,61.0,88.0,166.0,114.17462686567164,61.0,88.0,166.0,116.68358208955223,61.0,95.0,166.0
31,115.61492537313433,61.0,88.0,166.0,114.17462686567164,61.0,88.0,166.0,119.07014925373134,63.0,110.0,166.0
32,116.05223880597015,61.5,95.0,166.0,114.17462686567164,61.0,88.0,166.0,119.71641791044776,63.0,110.0,175.75
33,120.0044776119403,63.0,116.0,166.0,119.63283582089552,63.0,110.0,179.75,122.55223880597015,63.0,116.0,180.0
34,122.61940298507463,63.0,118.0,180.0,121.29850746268657,63.0,116.0,179.75,124.42835820895522,63.0,118.0,186.25
35,123.49104477611941,63.0,118.0,180.0,121.72238805970149,63.0,116.0,180.0,126.04477611940298,63.0,118.0,188.0
36,123.49104477611941,63.0,118.0,180.0,121.72238805970149,63.0,116.0,180.0,126.04477611940298,63.0,118.0,188.0
37,125.55074626865671,63.0,121.0,187.75,123.41791044776119,63.0,116.0,180.0,128.72985074626865,63.0,124.0,188.0
38,126.30597014925372,63.0,124.0,188.0,123.41791044776119,63.0,116.0,180.0,129.4179104477612,63.0,124.0,189.0
39,126.42238805970149,63.0,124.0,188.0,123.41791044776119,63.0,116.0,180.0,130.69552238805971,63.0,124.0,190.0
40,130.45671641791046,63.0,125.0,189.75,129.5641791044776,63.0,125.0,188.75,132.8462686567164,63.0,125.0,195.0
41,133.01044776119403,63.0,125.0,190.0,131.8955223880597,63.0,125.0,189.75,134.84925373134328,63.0,125.0,198.0
42,133.32835820895522,63.0,125.0,190.0,132.2134328358209,63.0,125.0,190.0,135.06119402985075,63.0,125.0,198.0
43,133.32835820895522,63.0,125.0,190.0,132.2134328358209,63.0,125.0,190.0,136.49402985074627,63.0,125.5,204.0
44,137.59402985074627,63.0,132.0,198.0,135.41194029850746,63.0,125.0,197.5,137.57611940298509,63.0,132.0,204.75
45,144.9402985074627,71.0,135.0,206.0,141.03432835820897,63.0,132.5,206.0,143.1,63.0,134.0,206.0
